Orthogroup	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum
OG0050917		CDX80570			
OG0050918		CDX80616			
OG0050919		CDX80439			
OG0050920		CDX80464			
OG0050921		CDX80491			
OG0050922		CDY66460			
OG0050923		CDY22024			
OG0050924		CDY22025			
OG0050925		CDY22027			
OG0050926		CDY22071			
OG0050927		CDY22050			
OG0050928		CDY22063			
OG0050929		CDY22039			
OG0050930		CDY22010			
OG0050931		CDY22064			
OG0050932		CDY64433			
OG0050933		CDY51741			
OG0050934		CDY51730			
OG0050935		CDY51740			
OG0050936		CDY64091			
OG0050937		CDY64092			
OG0050938		CDY15041			
OG0050939		CDY15007			
OG0050940		CDY15024			
OG0050941		CDY15038			
OG0050942		CDY15004			
OG0050943		CDY15034			
OG0050944		CDY15031			
OG0050945		CDY15042			
OG0050946		CDY15039			
OG0050947		CDY15020			
OG0050948		CDY47423			
OG0050949		CDY69769			
OG0050950		CDY71965			
OG0050951		CDY55569			
OG0050952		CDY55575			
OG0050953		CDY49870			
OG0050954		CDY49877			
OG0050955		CDY54191			
OG0050956		CDY54189			
OG0050957		CDY50813			
OG0050958		CDY50832			
OG0050959		CDY70658			
OG0050960		CDY56029			
OG0050961		CDY56028			
OG0050962		CDY57288			
OG0050963		CDY57289			
OG0050964		CDY57281			
OG0050965		CDY57282			
OG0050966		CDY57284			
OG0050967		CDY65059			
OG0050968		CDY67102			
OG0050969		CDY49391			
OG0050970		CDY66324			
OG0050971		CDY69425			
OG0050972		CDY44023			
OG0050973		CDY44008			
OG0050974		CDY44009			
OG0050975		CDY43994			
OG0050976		CDY44017			
OG0050977		CDY66098			
OG0050978		CDY66096			
OG0050979		CDY62598			
OG0050980		CDY56117			
OG0050981		CDY51350			
OG0050982		CDY51347			
OG0050983		CDY46711			
OG0050984		CDY46697			
OG0050985		CDY46715			
OG0050986		CDY46723			
OG0050987		CDY57236			
OG0050988		CDY63717			
OG0050989		CDY41995			
OG0050990		CDY41975			
OG0050991		CDY41981			
OG0050992		CDY41993			
OG0050993		CDY41967			
OG0050994		CDY41992			
OG0050995		CDY41976			
OG0050996		CDY41959			
OG0050997		CDY29127			
OG0050998		CDY29135			
OG0050999		CDY29137			
OG0051000		CDY29132			
OG0051001		CDY29133			
OG0051002		CDY52674			
OG0051003		CDY66021			
OG0051004		CDY71396			
OG0051005		CDY65296			
OG0051006		CDY46211			
OG0051007		CDY46198			
OG0051008		CDY68062			
OG0051009		CDY27114			
OG0051010		CDY27130			
OG0051011		CDY27151			
OG0051012		CDY27126			
OG0051013		CDY27162			
OG0051014		CDY27118			
OG0051015		CDY27117			
OG0051016		CDY27104			
OG0051017		CDY27103			
OG0051018		CDY27155			
OG0051019		CDY27105			
OG0051020		CDY27120			
OG0051021		CDY27110			
OG0051022		CDY53356			
OG0051023		CDY24413			
OG0051024		CDY24399			
OG0051025		CDY24401			
OG0051026		CDY24394			
OG0051027		CDY68981			
OG0051028		CDY29710			
OG0051029		CDY29696			
OG0051030		CDY29646			
OG0051031		CDY29640			
OG0051032		CDY29695			
OG0051033		CDY29671			
OG0051034		CDY29692			
OG0051035		CDY29688			
OG0051036		CDY29655			
OG0051037		CDY26633			
OG0051038		CDY26623			
OG0051039		CDY26625			
OG0051040		CDY26642			
OG0051041		CDY26558			
OG0051042		CDY26596			
OG0051043		CDY26603			
OG0051044		CDY26594			
OG0051045		CDY26584			
OG0051046		CDY26651			
OG0051047		CDY26610			
OG0051048		CDY26599			
OG0051049		CDY26657			
OG0051050		CDY26614			
OG0051051		CDY65011			
OG0051052		CDY44038			
OG0051053		CDY53126			
OG0051054		CDY67747			
OG0051055		CDY67748			
OG0051056		CDY58954			
OG0051057		CDY62215			
OG0051058		CDY67218			
OG0051059		CDY47336			
OG0051060		CDY47346			
OG0051061		CDY47341			
OG0051062		CDY47342			
OG0051063		CDY47351			
OG0051064		CDX75232			
OG0051065		CDX75644			
OG0051066		CDX75373			
OG0051067		CDX75477			
OG0051068		CDX75284			
OG0051069		CDX75647			
OG0051070		CDX75683			
OG0051071		CDX75240			
OG0051072		CDX75312			
OG0051073		CDX75627			
OG0051074		CDX75274			
OG0051075		CDX75451			
OG0051076		CDX75192			
OG0051077		CDX75493			
OG0051078		CDX75429			
OG0051079		CDX75290			
OG0051080		CDX75507			
OG0051081		CDX75594			
OG0051082		CDX75550			
OG0051083		CDX75318			
OG0051084		CDX75308			
OG0051085		CDX75486			
OG0051086		CDX75455			
OG0051087		CDX75291			
OG0051088		CDX75357			
OG0051089		CDX75342			
OG0051090		CDX75404			
OG0051091		CDX75530			
OG0051092		CDX75569			
OG0051093		CDX75251			
OG0051094		CDX75254			
OG0051095		CDX75663			
OG0051096		CDX75364			
OG0051097		CDX75305			
OG0051098		CDX75222			
OG0051099		CDY60063			
OG0051100		CDY60062			
OG0051101		CDY64801			
OG0051102		CDY59022			
OG0051103		CDY59023			
OG0051104		CDY59016			
OG0051105		CDY59018			
OG0051106		CDY59015			
OG0051107		CDY59012			
OG0051108		CDX86488			
OG0051109		CDX86639			
OG0051110		CDX86490			
OG0051111		CDX86651			
OG0051112		CDX86559			
OG0051113		CDX86634			
OG0051114		CDX86590			
OG0051115		CDX86629			
OG0051116		CDX86681			
OG0051117		CDX86676			
OG0051118		CDX86684			
OG0051119		CDX86656			
OG0051120		CDX86557			
OG0051121		CDX86645			
OG0051122		CDX86665			
OG0051123		CDX86624			
OG0051124		CDX86657			
OG0051125		CDX86661			
OG0051126		CDX86489			
OG0051127		CDX86478			
OG0051128		CDX86479			
OG0051129		CDX86667			
OG0051130		CDX86610			
OG0051131		CDX86515			
OG0051132		CDX86575			
OG0051133		CDX86484			
OG0051134		CDX86666			
OG0051135		CDX86501			
OG0051136		CDX86522			
OG0051137		CDX86491			
OG0051138		CDX86570			
OG0051139		CDX86613			
OG0051140		CDX86615			
OG0051141		CDX86690			
OG0051142		CDX86483			
OG0051143		CDX86611			
OG0051144		CDY02900			
OG0051145		CDY02934			
OG0051146		CDY02896			
OG0051147		CDY02899			
OG0051148		CDY02939			
OG0051149		CDY02965			
OG0051150		CDY02919			
OG0051151		CDY02932			
OG0051152		CDY02945			
OG0051153		CDY02921			
OG0051154		CDY02913			
OG0051155		CDY02937			
OG0051156		CDY02931			
OG0051157		CDY02943			
OG0051158		CDY67944			
OG0051159		CDY63898			
OG0051160		CDY57601			
OG0051161		CDY57593			
OG0051162		CDY57592			
OG0051163		CDY25727			
OG0051164		CDY25690			
OG0051165		CDY25707			
OG0051166		CDY25736			
OG0051167		CDY25694			
OG0051168		CDY25706			
OG0051169		CDY25683			
OG0051170		CDY25726			
OG0051171		CDY25724			
OG0051172		CDY25719			
OG0051173		CDY25695			
OG0051174		CDY25705			
OG0051175		CDY25697			
OG0051176		CDX83849			
OG0051177		CDX84037			
OG0051178		CDX83939			
OG0051179		CDX83748			
OG0051180		CDX83956			
OG0051181		CDX83820			
OG0051182		CDX84034			
OG0051183		CDX83738			
OG0051184		CDX84032			
OG0051185		CDX83888			
OG0051186		CDX84004			
OG0051187		CDX84025			
OG0051188		CDX83984			
OG0051189		CDX84029			
OG0051190		CDX83730			
OG0051191		CDX84036			
OG0051192		CDX83909			
OG0051193		CDX83817			
OG0051194		CDX83824			
OG0051195		CDX83931			
OG0051196		CDX83790			
OG0051197		CDX83913			
OG0051198		CDX83876			
OG0051199		CDX83938			
OG0051200		CDX83974			
OG0051201		CDX83933			
OG0051202		CDX83802			
OG0051203		CDX84009			
OG0051204		CDX83960			
OG0051205		CDX83967			
OG0051206		CDX84033			
OG0051207		CDX84026			
OG0051208		CDX83847			
OG0051209		CDX83732			
OG0051210		CDX83844			
OG0051211		CDX83865			
OG0051212		CDX83935			
OG0051213		CDX83750			
OG0051214		CDX84014			
OG0051215		CDX83874			
OG0051216		CDX83832			
OG0051217		CDX83968			
OG0051218		CDY28560			
OG0051219		CDY28552			
OG0051220		CDY28581			
OG0051221		CDY28583			
OG0051222		CDY28582			
OG0051223		CDY28579			
OG0051224		CDY08201			
OG0051225		CDY08276			
OG0051226		CDY08252			
OG0051227		CDY08224			
OG0051228		CDY08212			
OG0051229		CDY08221			
OG0051230		CDY41301			
OG0051231		CDY41303			
OG0051232		CDY41317			
OG0051233		CDY41324			
OG0051234		CDY41314			
OG0051235		CDY41300			
OG0051236		CDY41360			
OG0051237		CDY41302			
OG0051238		CDY41313			
OG0051239		CDY41332			
OG0051240		CDY41333			
OG0051241		CDY50678			
OG0051242		CDY50686			
OG0051243		CDY45836			
OG0051244		CDY45834			
OG0051245		CDY50768			
OG0051246		CDY50766			
OG0051247		CDY16657			
OG0051248		CDY16637			
OG0051249		CDY16682			
OG0051250		CDY16643			
OG0051251		CDY16653			
OG0051252		CDY16704			
OG0051253		CDY16645			
OG0051254		CDY16696			
OG0051255		CDY16681			
OG0051256		CDY16656			
OG0051257		CDY16693			
OG0051258		CDY16713			
OG0051259		CDY16708			
OG0051260		CDX93041			
OG0051261		CDX93136			
OG0051262		CDX92965			
OG0051263		CDX93002			
OG0051264		CDX93087			
OG0051265		CDX92993			
OG0051266		CDX93027			
OG0051267		CDX92932			
OG0051268		CDX92961			
OG0051269		CDX92963			
OG0051270		CDX92983			
OG0051271		CDX93102			
OG0051272		CDX92981			
OG0051273		CDX92916			
OG0051274		CDX92939			
OG0051275		CDX93004			
OG0051276		CDX92990			
OG0051277		CDX93103			
OG0051278		CDX93084			
OG0051279		CDX92989			
OG0051280		CDX93127			
OG0051281		CDX93052			
OG0051282		CDX93144			
OG0051283		CDX93023			
OG0051284		CDY61351			
OG0051285		CDY67693			
OG0051286		CDY34231			
OG0051287		CDY34216			
OG0051288		CDY34243			
OG0051289		CDY34215			
OG0051290		CDY34226			
OG0051291		CDY34228			
OG0051292		CDY34250			
OG0051293		CDY34221			
OG0051294		CDY34256			
OG0051295		CDY34245			
OG0051296		CDY34225			
OG0051297		CDY57076			
OG0051298		CDY72372			
OG0051299		CDY59654			
OG0051300		CDY68726			
OG0051301		CDY53514			
OG0051302		CDY59839			
OG0051303		CDX71192			
OG0051304		CDX71206			
OG0051305		CDX71336			
OG0051306		CDX71285			
OG0051307		CDX71330			
OG0051308		CDX71179			
OG0051309		CDX71203			
OG0051310		CDX71304			
OG0051311		CDX71168			
OG0051312		CDX71202			
OG0051313		CDX71204			
OG0051314		CDX71278			
OG0051315		CDX71238			
OG0051316		CDX71321			
OG0051317		CDX71229			
OG0051318		CDX71345			
OG0051319		CDX71198			
OG0051320		CDX71281			
OG0051321		CDX71303			
OG0051322		CDX71354			
OG0051323		CDX71188			
OG0051324		CDX71233			
OG0051325		CDX71302			
OG0051326		CDX71217			
OG0051327		CDX71254			
OG0051328		CDX71266			
OG0051329		CDX71352			
OG0051330		CDX71351			
OG0051331		CDY42349			
OG0051332		CDY64269			
OG0051333		CDY68045			
OG0051334		CDY33343			
OG0051335		CDY33359			
OG0051336		CDY33346			
OG0051337		CDY33387			
OG0051338		CDY33340			
OG0051339		CDY33364			
OG0051340		CDY68398			
OG0051341		CDX99969			
OG0051342		CDY00112			
OG0051343		CDY00179			
OG0051344		CDY00020			
OG0051345		CDY00145			
OG0051346		CDX99983			
OG0051347		CDY00002			
OG0051348		CDY00045			
OG0051349		CDX99982			
OG0051350		CDY00090			
OG0051351		CDY00099			
OG0051352		CDY00164			
OG0051353		CDY00124			
OG0051354		CDX99988			
OG0051355		CDY00186			
OG0051356		CDY00108			
OG0051357		CDY00159			
OG0051358		CDY00120			
OG0051359		CDX99975			
OG0051360		CDY00133			
OG0051361		CDY00071			
OG0051362		CDY00122			
OG0051363		CDY00176			
OG0051364		CDY00156			
OG0051365		CDY00106			
OG0051366		CDX99980			
OG0051367		CDY00056			
OG0051368		CDY00121			
OG0051369		CDY00048			
OG0051370		CDY00149			
OG0051371		CDY54747			
OG0051372		CDX91530			
OG0051373		CDX91629			
OG0051374		CDX91644			
OG0051375		CDX91572			
OG0051376		CDX91513			
OG0051377		CDX91527			
OG0051378		CDX91560			
OG0051379		CDX91532			
OG0051380		CDX91645			
OG0051381		CDX91595			
OG0051382		CDX91650			
OG0051383		CDX91516			
OG0051384		CDX91594			
OG0051385		CDX91619			
OG0051386		CDX91601			
OG0051387		CDY67073			
OG0051388		CDY10705			
OG0051389		CDY10765			
OG0051390		CDY10726			
OG0051391		CDY10804			
OG0051392		CDY10792			
OG0051393		CDY10763			
OG0051394		CDY10782			
OG0051395		CDY10754			
OG0051396		CDY10755			
OG0051397		CDY10801			
OG0051398		CDY31632			
OG0051399		CDY31627			
OG0051400		CDY31630			
OG0051401		CDY31628			
OG0051402		CDY40539			
OG0051403		CDY40508			
OG0051404		CDY40522			
OG0051405		CDY40542			
OG0051406		CDY40505			
OG0051407		CDY51163			
OG0051408		CDY62034			
OG0051409		CDY53786			
OG0051410			CA01g00070		
OG0051411			CA01g00110		
OG0051412			CA01g00310		
OG0051413			CA01g00890		
OG0051414			CA01g01020		
OG0051415			CA01g03490		
OG0051416			CA01g03880		
OG0051417			CA01g04260		
OG0051418			CA01g04760		
OG0051419			CA01g05170		
OG0051420			CA01g05540		
OG0051421			CA01g05610		
OG0051422			CA01g05720		
OG0051423			CA01g05830		
OG0051424			CA01g05940		
OG0051425			CA01g06100		
OG0051426			CA01g06260		
OG0051427			CA01g06400		
OG0051428			CA01g06520		
OG0051429			CA01g06640		
OG0051430			CA01g06920		
OG0051431			CA01g07190		
OG0051432			CA01g07350		
OG0051433			CA01g07490		
OG0051434			CA01g07730		
OG0051435			CA01g08050		
OG0051436			CA01g08090		
OG0051437			CA01g08220		
OG0051438			CA01g08580		
OG0051439			CA01g08740		
OG0051440			CA01g09030		
OG0051441			CA01g09410		
OG0051442			CA01g09630		
OG0051443			CA01g09670		
OG0051444			CA01g09820		
OG0051445			CA01g10220		
OG0051446			CA01g10470		
OG0051447			CA01g10490		
OG0051448			CA01g10520		
OG0051449			CA01g10560		
OG0051450			CA01g10610		
OG0051451			CA01g10880		
OG0051452			CA01g10990		
OG0051453			CA01g11030		
OG0051454			CA01g11120		
OG0051455			CA01g11460		
OG0051456			CA01g11480		
OG0051457			CA01g11610		
OG0051458			CA01g11680		
OG0051459			CA01g11760		
OG0051460			CA01g11840		
OG0051461			CA01g12230		
OG0051462			CA01g12290		
OG0051463			CA01g12390		
OG0051464			CA01g12460		
OG0051465			CA01g12470		
OG0051466			CA01g12640		
OG0051467			CA01g13020		
OG0051468			CA01g13240		
OG0051469			CA01g13380		
OG0051470			CA01g13790		
OG0051471			CA01g13870		
OG0051472			CA01g13970		
OG0051473			CA01g14100		
OG0051474			CA01g14390		
OG0051475			CA01g14700		
OG0051476			CA01g15000		
OG0051477			CA01g15430		
OG0051478			CA01g15450		
OG0051479			CA01g15500		
OG0051480			CA01g15750		
OG0051481			CA01g15870		
OG0051482			CA01g16270		
OG0051483			CA01g16340		
OG0051484			CA01g16530		
OG0051485			CA01g16750		
OG0051486			CA01g16760		
OG0051487			CA01g16790		
OG0051488			CA01g16830		
OG0051489			CA01g16840		
OG0051490			CA01g17030		
OG0051491			CA01g17130		
OG0051492			CA01g17140		
OG0051493			CA01g17150		
OG0051494			CA01g17460		
OG0051495			CA01g17470		
OG0051496			CA01g17610		
OG0051497			CA01g17660		
OG0051498			CA01g17820		
OG0051499			CA01g17840		
OG0051500			CA01g17940		
OG0051501			CA01g18200		
OG0051502			CA01g18230		
OG0051503			CA01g18280		
OG0051504			CA01g18300		
OG0051505			CA01g18310		
OG0051506			CA01g18480		
OG0051507			CA01g18740		
OG0051508			CA01g18760		
OG0051509			CA01g19230		
OG0051510			CA01g19530		
OG0051511			CA01g20290		
OG0051512			CA01g20300		
OG0051513			CA01g21230		
OG0051514			CA01g21360		
OG0051515			CA01g21550		
OG0051516			CA01g21560		
OG0051517			CA01g21670		
OG0051518			CA01g21720		
OG0051519			CA01g22180		
OG0051520			CA01g22220		
OG0051521			CA01g22230		
OG0051522			CA01g22780		
OG0051523			CA01g23230		
OG0051524			CA01g23380		
OG0051525			CA01g23390		
OG0051526			CA01g23740		
OG0051527			CA01g24490		
OG0051528			CA01g24660		
OG0051529			CA01g25050		
OG0051530			CA01g25230		
OG0051531			CA01g25340		
OG0051532			CA01g25620		
OG0051533			CA01g25800		
OG0051534			CA01g26040		
OG0051535			CA01g26510		
OG0051536			CA01g26580		
OG0051537			CA01g26590		
OG0051538			CA01g26630		
OG0051539			CA01g27030		
OG0051540			CA01g27050		
OG0051541			CA01g27780		
OG0051542			CA01g27890		
OG0051543			CA01g28070		
OG0051544			CA01g28090		
OG0051545			CA01g28110		
OG0051546			CA01g28390		
OG0051547			CA01g28440		
OG0051548			CA01g28470		
OG0051549			CA01g28480		
OG0051550			CA01g28660		
OG0051551			CA01g28700		
OG0051552			CA01g28870		
OG0051553			CA01g29310		
OG0051554			CA01g29450		
OG0051555			CA01g29810		
OG0051556			CA01g29830		
OG0051557			CA01g30210		
OG0051558			CA01g30250		
OG0051559			CA01g30260		
OG0051560			CA01g30290		
OG0051561			CA01g30300		
OG0051562			CA01g31030		
OG0051563			CA01g31190		
OG0051564			CA01g31240		
OG0051565			CA01g31310		
OG0051566			CA01g31640		
OG0051567			CA01g31700		
OG0051568			CA01g31750		
OG0051569			CA01g31890		
OG0051570			CA01g31960		
OG0051571			CA01g31980		
OG0051572			CA01g32010		
OG0051573			CA01g32640		
OG0051574			CA01g32670		
OG0051575			CA01g33000		
OG0051576			CA01g33190		
OG0051577			CA02g00160		
OG0051578			CA02g00760		
OG0051579			CA02g01030		
OG0051580			CA02g01340		
OG0051581			CA02g01370		
OG0051582			CA02g01420		
OG0051583			CA02g01480		
OG0051584			CA02g01620		
OG0051585			CA02g01700		
OG0051586			CA02g01730		
OG0051587			CA02g02260		
OG0051588			CA02g02500		
OG0051589			CA02g02590		
OG0051590			CA02g02800		
OG0051591			CA02g02900		
OG0051592			CA02g03170		
OG0051593			CA02g03390		
OG0051594			CA02g03450		
OG0051595			CA02g03530		
OG0051596			CA02g03660		
OG0051597			CA02g03670		
OG0051598			CA02g03720		
OG0051599			CA02g03740		
OG0051600			CA02g04010		
OG0051601			CA02g04090		
OG0051602			CA02g04200		
OG0051603			CA02g04230		
OG0051604			CA02g04260		
OG0051605			CA02g04420		
OG0051606			CA02g04600		
OG0051607			CA02g04720		
OG0051608			CA02g05710		
OG0051609			CA02g05840		
OG0051610			CA02g05910		
OG0051611			CA02g06030		
OG0051612			CA02g06050		
OG0051613			CA02g06220		
OG0051614			CA02g06330		
OG0051615			CA02g06350		
OG0051616			CA02g06490		
OG0051617			CA02g06500		
OG0051618			CA02g06550		
OG0051619			CA02g06590		
OG0051620			CA02g06670		
OG0051621			CA02g06750		
OG0051622			CA02g06890		
OG0051623			CA02g06900		
OG0051624			CA02g07060		
OG0051625			CA02g07070		
OG0051626			CA02g07090		
OG0051627			CA02g07160		
OG0051628			CA02g07220		
OG0051629			CA02g07260		
OG0051630			CA02g07490		
OG0051631			CA02g07640		
OG0051632			CA02g07920		
OG0051633			CA02g07980		
OG0051634			CA02g08370		
OG0051635			CA02g08380		
OG0051636			CA02g08540		
OG0051637			CA02g08630		
OG0051638			CA02g08740		
OG0051639			CA02g09340		
OG0051640			CA02g09600		
OG0051641			CA02g09630		
OG0051642			CA02g09970		
OG0051643			CA02g10320		
OG0051644			CA02g10360		
OG0051645			CA02g10440		
OG0051646			CA02g10500		
OG0051647			CA02g10760		
OG0051648			CA02g10880		
OG0051649			CA02g11250		
OG0051650			CA02g11300		
OG0051651			CA02g12000		
OG0051652			CA02g12160		
OG0051653			CA02g12380		
OG0051654			CA02g12730		
OG0051655			CA02g12910		
OG0051656			CA02g12920		
OG0051657			CA02g12930		
OG0051658			CA02g12960		
OG0051659			CA02g13580		
OG0051660			CA02g13890		
OG0051661			CA02g14280		
OG0051662			CA02g14400		
OG0051663			CA02g14410		
OG0051664			CA02g14750		
OG0051665			CA02g14780		
OG0051666			CA02g15070		
OG0051667			CA02g15280		
OG0051668			CA02g15320		
OG0051669			CA02g15410		
OG0051670			CA02g15470		
OG0051671			CA02g16130		
OG0051672			CA02g16220		
OG0051673			CA02g16380		
OG0051674			CA02g16510		
OG0051675			CA02g17200		
OG0051676			CA02g17370		
OG0051677			CA02g17630		
OG0051678			CA02g18330		
OG0051679			CA02g18670		
OG0051680			CA02g18940		
OG0051681			CA02g19380		
OG0051682			CA02g19390		
OG0051683			CA02g19530		
OG0051684			CA02g19680		
OG0051685			CA02g19780		
OG0051686			CA02g20170		
OG0051687			CA02g22320		
OG0051688			CA02g22350		
OG0051689			CA02g23070		
OG0051690			CA02g23290		
OG0051691			CA02g23500		
OG0051692			CA02g24030		
OG0051693			CA02g24100		
OG0051694			CA02g24180		
OG0051695			CA02g24930		
OG0051696			CA02g25590		
OG0051697			CA02g25840		
OG0051698			CA02g26330		
OG0051699			CA02g26890		
OG0051700			CA02g26950		
OG0051701			CA02g27050		
OG0051702			CA02g27060		
OG0051703			CA02g27320		
OG0051704			CA02g27530		
OG0051705			CA02g27890		
OG0051706			CA02g28160		
OG0051707			CA02g28220		
OG0051708			CA02g28870		
OG0051709			CA02g28910		
OG0051710			CA02g29060		
OG0051711			CA02g29430		
OG0051712			CA02g29440		
OG0051713			CA02g29640		
OG0051714			CA02g29660		
OG0051715			CA02g30170		
OG0051716			CA02g30200		
OG0051717			CA02g30210		
OG0051718			CA02g30490		
OG0051719			CA02g30970		
OG0051720			CA02g31150		
OG0051721			CA02g31230		
OG0051722			CA03g00140		
OG0051723			CA03g01150		
OG0051724			CA03g01270		
OG0051725			CA03g01360		
OG0051726			CA03g01710		
OG0051727			CA03g01870		
OG0051728			CA03g02430		
OG0051729			CA03g02620		
OG0051730			CA03g02740		
OG0051731			CA03g02970		
OG0051732			CA03g03080		
OG0051733			CA03g03300		
OG0051734			CA03g04520		
OG0051735			CA03g04790		
OG0051736			CA03g04870		
OG0051737			CA03g04900		
OG0051738			CA03g05220		
OG0051739			CA03g05250		
OG0051740			CA03g05370		
OG0051741			CA03g05680		
OG0051742			CA03g05690		
OG0051743			CA03g06010		
OG0051744			CA03g06050		
OG0051745			CA03g06090		
OG0051746			CA03g06350		
OG0051747			CA03g06560		
OG0051748			CA03g06710		
OG0051749			CA03g06720		
OG0051750			CA03g07210		
OG0051751			CA03g07390		
OG0051752			CA03g07410		
OG0051753			CA03g07460		
OG0051754			CA03g07590		
OG0051755			CA03g07650		
OG0051756			CA03g07700		
OG0051757			CA03g07890		
OG0051758			CA03g07900		
OG0051759			CA03g08150		
OG0051760			CA03g08660		
OG0051761			CA03g08830		
OG0051762			CA03g09120		
OG0051763			CA03g09190		
OG0051764			CA03g09310		
OG0051765			CA03g09630		
OG0051766			CA03g09640		
OG0051767			CA03g09670		
OG0051768			CA03g09760		
OG0051769			CA03g09830		
OG0051770			CA03g09980		
OG0051771			CA03g10130		
OG0051772			CA03g10190		
OG0051773			CA03g10240		
OG0051774			CA03g10250		
OG0051775			CA03g10300		
OG0051776			CA03g10330		
OG0051777			CA03g10620		
OG0051778			CA03g10680		
OG0051779			CA03g10810		
OG0051780			CA03g10860		
OG0051781			CA03g11050		
OG0051782			CA03g11110		
OG0051783			CA03g11120		
OG0051784			CA03g11200		
OG0051785			CA03g11500		
OG0051786			CA03g11680		
OG0051787			CA03g11850		
OG0051788			CA03g12040		
OG0051789			CA03g12070		
OG0051790			CA03g12080		
OG0051791			CA03g12200		
OG0051792			CA03g12240		
OG0051793			CA03g12250		
OG0051794			CA03g12270		
OG0051795			CA03g12460		
OG0051796			CA03g12490		
OG0051797			CA03g12550		
OG0051798			CA03g12570		
OG0051799			CA03g12700		
OG0051800			CA03g13440		
OG0051801			CA03g13630		
OG0051802			CA03g13670		
OG0051803			CA03g13700		
OG0051804			CA03g13770		
OG0051805			CA03g13860		
OG0051806			CA03g13870		
OG0051807			CA03g13900		
OG0051808			CA03g13940		
OG0051809			CA03g14030		
OG0051810			CA03g14090		
OG0051811			CA03g14120		
OG0051812			CA03g14210		
OG0051813			CA03g14430		
OG0051814			CA03g14480		
OG0051815			CA03g14540		
OG0051816			CA03g14720		
OG0051817			CA03g14730		
OG0051818			CA03g14850		
OG0051819			CA03g14860		
OG0051820			CA03g14940		
OG0051821			CA03g15090		
OG0051822			CA03g15380		
OG0051823			CA03g15460		
OG0051824			CA03g15610		
OG0051825			CA03g15700		
OG0051826			CA03g15790		
OG0051827			CA03g16050		
OG0051828			CA03g16410		
OG0051829			CA03g16530		
OG0051830			CA03g16570		
OG0051831			CA03g17010		
OG0051832			CA03g17340		
OG0051833			CA03g17440		
OG0051834			CA03g17810		
OG0051835			CA03g17890		
OG0051836			CA03g18260		
OG0051837			CA03g18540		
OG0051838			CA03g18910		
OG0051839			CA03g19060		
OG0051840			CA03g19700		
OG0051841			CA03g19910		
OG0051842			CA03g20100		
OG0051843			CA03g20200		
OG0051844			CA03g20320		
OG0051845			CA03g20470		
OG0051846			CA03g21030		
OG0051847			CA03g21860		
OG0051848			CA03g22000		
OG0051849			CA03g22140		
OG0051850			CA03g22690		
OG0051851			CA03g22710		
OG0051852			CA03g22820		
OG0051853			CA03g22850		
OG0051854			CA03g23150		
OG0051855			CA03g24070		
OG0051856			CA03g24140		
OG0051857			CA03g24310		
OG0051858			CA03g24350		
OG0051859			CA03g24430		
OG0051860			CA03g24990		
OG0051861			CA03g25100		
OG0051862			CA03g25140		
OG0051863			CA03g25190		
OG0051864			CA03g25200		
OG0051865			CA03g25410		
OG0051866			CA03g25420		
OG0051867			CA03g26120		
OG0051868			CA03g26250		
OG0051869			CA03g26730		
OG0051870			CA03g26990		
OG0051871			CA03g27060		
OG0051872			CA03g27070		
OG0051873			CA03g28050		
OG0051874			CA03g28140		
OG0051875			CA03g28330		
OG0051876			CA03g28470		
OG0051877			CA03g28540		
OG0051878			CA03g28960		
OG0051879			CA03g29190		
OG0051880			CA03g29200		
OG0051881			CA03g31390		
OG0051882			CA03g31430		
OG0051883			CA03g32020		
OG0051884			CA03g32050		
OG0051885			CA03g32420		
OG0051886			CA03g33280		
OG0051887			CA03g33810		
OG0051888			CA03g34140		
OG0051889			CA03g34730		
OG0051890			CA03g34790		
OG0051891			CA03g34800		
OG0051892			CA03g34820		
OG0051893			CA03g34890		
OG0051894			CA03g34900		
OG0051895			CA03g35360		
OG0051896			CA03g35370		
OG0051897			CA03g35500		
OG0051898			CA04g01270		
OG0051899			CA04g01780		
OG0051900			CA04g01840		
OG0051901			CA04g02830		
OG0051902			CA04g02840		
OG0051903			CA04g02850		
OG0051904			CA04g02870		
OG0051905			CA04g02930		
OG0051906			CA04g03370		
OG0051907			CA04g03390		
OG0051908			CA04g03560		
OG0051909			CA04g03600		
OG0051910			CA04g03850		
OG0051911			CA04g03860		
OG0051912			CA04g04050		
OG0051913			CA04g04170		
OG0051914			CA04g04220		
OG0051915			CA04g04670		
OG0051916			CA04g04920		
OG0051917			CA04g05090		
OG0051918			CA04g05260		
OG0051919			CA04g05440		
OG0051920			CA04g05810		
OG0051921			CA04g05870		
OG0051922			CA04g05970		
OG0051923			CA04g05990		
OG0051924			CA04g06100		
OG0051925			CA04g06110		
OG0051926			CA04g06360		
OG0051927			CA04g06370		
OG0051928			CA04g06460		
OG0051929			CA04g06510		
OG0051930			CA04g06530		
OG0051931			CA04g06630		
OG0051932			CA04g06830		
OG0051933			CA04g06840		
OG0051934			CA04g06950		
OG0051935			CA04g07090		
OG0051936			CA04g07190		
OG0051937			CA04g07310		
OG0051938			CA04g07470		
OG0051939			CA04g07790		
OG0051940			CA04g07890		
OG0051941			CA04g07930		
OG0051942			CA04g07950		
OG0051943			CA04g08200		
OG0051944			CA04g08250		
OG0051945			CA04g08350		
OG0051946			CA04g08470		
OG0051947			CA04g08550		
