Orthogroup	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum	Total
OG0018008	0	0	4	0	1	5
OG0018009	0	0	4	0	1	5
OG0018010	0	0	5	0	0	5
OG0018011	0	0	5	0	0	5
OG0018012	0	0	4	0	1	5
OG0018013	0	0	1	0	4	5
OG0018014	0	0	2	0	3	5
OG0018015	0	0	2	1	2	5
OG0018016	0	0	4	0	1	5
OG0018017	0	0	5	0	0	5
OG0018018	0	0	1	0	4	5
OG0018019	0	0	4	0	1	5
OG0018020	0	0	1	3	1	5
OG0018021	0	0	3	0	2	5
OG0018022	0	0	2	0	3	5
OG0018023	0	0	2	1	2	5
OG0018024	0	0	5	0	0	5
OG0018025	0	0	1	0	4	5
OG0018026	0	0	3	0	2	5
OG0018027	0	0	2	0	3	5
OG0018028	0	0	1	3	1	5
OG0018029	0	0	5	0	0	5
OG0018030	0	0	1	1	3	5
OG0018031	0	0	2	1	2	5
OG0018032	0	0	5	0	0	5
OG0018033	0	0	4	0	1	5
OG0018034	0	0	3	0	2	5
OG0018035	0	0	5	0	0	5
OG0018036	0	0	2	1	2	5
OG0018037	0	0	4	0	1	5
OG0018038	0	0	4	0	1	5
OG0018039	0	0	1	0	4	5
OG0018040	0	0	5	0	0	5
OG0018041	0	0	2	1	2	5
OG0018042	0	0	2	0	3	5
OG0018043	0	0	5	0	0	5
OG0018044	0	0	2	0	3	5
OG0018045	0	0	5	0	0	5
OG0018046	0	0	5	0	0	5
OG0018047	0	0	4	0	1	5
OG0018048	0	0	2	1	2	5
OG0018049	0	0	5	0	0	5
OG0018050	0	0	4	0	1	5
OG0018051	0	0	5	0	0	5
OG0018052	0	0	5	0	0	5
OG0018053	0	0	5	0	0	5
OG0018054	0	0	2	1	2	5
OG0018055	0	0	3	0	2	5
OG0018056	0	0	4	1	0	5
OG0018057	0	0	2	0	3	5
OG0018058	0	0	2	0	3	5
OG0018059	0	0	2	0	3	5
OG0018060	0	0	5	0	0	5
OG0018061	0	0	5	0	0	5
OG0018062	0	0	2	3	0	5
OG0018063	0	0	5	0	0	5
OG0018064	0	0	1	4	0	5
OG0018065	0	0	3	1	1	5
OG0018066	0	0	1	3	1	5
OG0018067	0	0	1	1	3	5
OG0018068	0	0	5	0	0	5
OG0018069	0	0	3	1	1	5
OG0018070	0	0	5	0	0	5
OG0018071	0	0	4	0	1	5
OG0018072	0	0	5	0	0	5
OG0018073	0	0	5	0	0	5
OG0018074	0	0	5	0	0	5
OG0018075	0	0	1	4	0	5
OG0018076	0	0	5	0	0	5
OG0018077	0	0	2	1	2	5
OG0018078	0	0	3	0	2	5
OG0018079	0	0	2	1	2	5
OG0018080	0	0	1	0	4	5
OG0018081	0	0	1	0	4	5
OG0018082	0	0	3	0	2	5
OG0018083	0	0	5	0	0	5
OG0018084	0	0	4	0	1	5
OG0018085	0	0	5	0	0	5
OG0018086	0	0	5	0	0	5
OG0018087	0	0	2	3	0	5
OG0018088	0	0	1	0	4	5
OG0018089	0	0	3	1	1	5
OG0018090	0	0	2	2	1	5
OG0018091	0	0	1	3	1	5
OG0018092	0	0	3	0	2	5
OG0018093	0	0	4	0	1	5
OG0018094	0	0	4	0	1	5
OG0018095	0	0	1	0	4	5
OG0018096	0	0	1	0	4	5
OG0018097	0	0	3	0	2	5
OG0018098	0	0	2	2	1	5
OG0018099	0	0	2	1	2	5
OG0018100	0	0	2	1	2	5
OG0018101	0	0	4	0	1	5
OG0018102	0	0	3	0	2	5
OG0018103	0	0	1	3	1	5
OG0018104	0	0	1	0	4	5
OG0018105	0	0	1	0	4	5
OG0018106	0	0	2	0	3	5
OG0018107	0	0	1	0	4	5
OG0018108	0	0	4	0	1	5
OG0018109	0	0	2	1	2	5
OG0018110	0	0	1	1	3	5
OG0018111	0	0	2	1	2	5
OG0018112	0	0	4	1	0	5
OG0018113	0	0	2	2	1	5
OG0018114	0	0	5	0	0	5
OG0018115	0	0	2	1	2	5
OG0018116	0	0	4	0	1	5
OG0018117	0	0	3	0	2	5
OG0018118	0	0	1	2	2	5
OG0018119	0	0	4	0	1	5
OG0018120	0	0	4	0	1	5
OG0018121	0	0	2	1	2	5
OG0018122	0	0	5	0	0	5
OG0018123	0	0	3	0	2	5
OG0018124	0	0	2	2	1	5
OG0018125	0	0	3	2	0	5
OG0018126	0	0	5	0	0	5
OG0018127	0	0	2	1	2	5
OG0018128	0	0	3	0	2	5
OG0018129	0	0	1	0	4	5
OG0018130	0	0	1	0	4	5
OG0018131	0	0	2	1	2	5
OG0018132	0	0	2	2	1	5
OG0018133	0	0	4	0	1	5
OG0018134	0	0	2	1	2	5
OG0018135	0	0	3	0	2	5
OG0018136	0	0	1	2	2	5
OG0018137	0	0	2	1	2	5
OG0018138	0	0	1	1	3	5
OG0018139	0	0	5	0	0	5
OG0018140	0	0	1	3	1	5
OG0018141	0	0	3	0	2	5
OG0018142	0	0	2	0	3	5
OG0018143	0	0	2	1	2	5
OG0018144	0	0	3	0	2	5
OG0018145	0	0	1	0	4	5
OG0018146	0	0	3	1	1	5
OG0018147	0	0	1	0	4	5
OG0018148	0	0	2	1	2	5
OG0018149	0	0	1	0	4	5
OG0018150	0	0	1	2	2	5
OG0018151	0	0	2	1	2	5
OG0018152	0	0	2	1	2	5
OG0018153	0	0	1	0	4	5
OG0018154	0	0	2	0	3	5
OG0018155	0	0	1	0	4	5
OG0018156	0	0	1	0	4	5
OG0018157	0	0	0	5	0	5
OG0018158	0	0	0	5	0	5
OG0018159	0	0	0	5	0	5
OG0018160	0	0	0	5	0	5
OG0018161	0	0	0	5	0	5
OG0018162	0	0	0	5	0	5
OG0018163	0	0	0	5	0	5
OG0018164	0	0	0	5	0	5
OG0018165	0	0	0	5	0	5
OG0018166	0	0	0	5	0	5
OG0018167	0	0	0	5	0	5
OG0018168	0	0	0	5	0	5
OG0018169	0	0	0	5	0	5
OG0018170	0	0	0	5	0	5
OG0018171	0	0	0	5	0	5
OG0018172	0	0	0	5	0	5
OG0018173	0	0	0	5	0	5
OG0018174	0	0	0	5	0	5
OG0018175	0	0	0	5	0	5
OG0018176	0	0	0	5	0	5
OG0018177	0	0	0	5	0	5
OG0018178	0	0	0	5	0	5
OG0018179	0	0	0	5	0	5
OG0018180	0	0	0	5	0	5
OG0018181	0	0	0	3	2	5
OG0018182	0	0	0	5	0	5
OG0018183	0	0	0	5	0	5
OG0018184	0	0	0	5	0	5
OG0018185	0	0	0	5	0	5
OG0018186	0	0	0	5	0	5
OG0018187	0	0	0	5	0	5
OG0018188	0	0	0	5	0	5
OG0018189	0	0	0	5	0	5
OG0018190	0	0	0	5	0	5
OG0018191	0	0	0	5	0	5
OG0018192	0	0	0	1	4	5
OG0018193	0	0	0	5	0	5
OG0018194	0	0	0	1	4	5
OG0018195	0	0	0	5	0	5
OG0018196	0	0	0	5	0	5
OG0018197	0	0	0	5	0	5
OG0018198	0	0	0	5	0	5
OG0018199	0	0	0	5	0	5
OG0018200	0	0	0	1	4	5
OG0018201	0	0	0	5	0	5
OG0018202	0	0	0	5	0	5
OG0018203	0	0	0	5	0	5
OG0018204	0	0	0	5	0	5
OG0018205	0	0	0	5	0	5
OG0018206	0	0	0	5	0	5
OG0018207	0	0	0	5	0	5
OG0018208	0	0	0	0	5	5
OG0018209	0	0	0	0	5	5
OG0018210	0	0	0	0	5	5
OG0018211	0	0	0	0	5	5
OG0018212	0	0	0	0	5	5
OG0018213	0	0	0	0	5	5
OG0018214	0	0	0	0	5	5
OG0018215	0	0	0	0	5	5
OG0018216	0	0	0	0	5	5
OG0018217	0	0	0	0	5	5
OG0018218	0	0	0	0	5	5
OG0018219	0	0	0	0	5	5
OG0018220	0	0	0	0	5	5
OG0018221	0	0	0	0	5	5
OG0018222	0	0	0	0	5	5
OG0018223	0	0	0	0	5	5
OG0018224	0	0	0	0	5	5
OG0018225	0	0	0	0	5	5
OG0018226	0	0	0	0	5	5
OG0018227	0	0	0	0	5	5
OG0018228	0	0	0	0	5	5
OG0018229	0	0	0	0	5	5
OG0018230	0	0	0	0	5	5
OG0018231	0	0	0	0	5	5
OG0018232	0	0	0	0	5	5
OG0018233	0	0	0	0	5	5
OG0018234	0	0	0	0	5	5
OG0018235	0	0	0	0	5	5
OG0018236	0	0	0	0	5	5
OG0018237	0	0	0	0	5	5
OG0018238	0	0	0	0	5	5
OG0018239	0	0	0	0	5	5
OG0018240	0	0	0	0	5	5
OG0018241	0	0	0	0	5	5
OG0018242	0	0	0	0	5	5
OG0018243	0	0	0	0	5	5
OG0018244	0	0	0	0	5	5
OG0018245	0	0	0	0	5	5
OG0018246	0	0	0	0	5	5
OG0018247	0	0	0	0	5	5
OG0018248	0	0	0	0	5	5
OG0018249	0	0	0	0	5	5
OG0018250	0	0	0	0	5	5
OG0018251	0	0	0	0	5	5
OG0018252	0	0	0	0	5	5
OG0018253	0	0	0	0	5	5
OG0018254	0	0	0	0	5	5
OG0018255	0	0	0	0	5	5
OG0018256	0	0	0	0	5	5
OG0018257	0	0	0	0	5	5
OG0018258	0	0	0	0	5	5
OG0018259	0	0	0	0	5	5
OG0018260	0	0	0	0	5	5
OG0018261	0	0	0	0	5	5
OG0018262	0	0	0	0	5	5
OG0018263	0	0	0	0	5	5
OG0018264	0	0	0	0	5	5
OG0018265	0	0	0	0	5	5
OG0018266	0	0	0	0	5	5
OG0018267	0	0	0	0	5	5
OG0018268	0	0	0	0	5	5
OG0018269	0	0	0	0	5	5
OG0018270	0	0	0	0	5	5
OG0018271	0	0	0	0	5	5
OG0018272	0	0	0	0	5	5
OG0018273	0	0	0	0	5	5
OG0018274	4	0	0	0	0	4
OG0018275	3	1	0	0	0	4
OG0018276	4	0	0	0	0	4
OG0018277	3	0	1	0	0	4
OG0018278	4	0	0	0	0	4
OG0018279	4	0	0	0	0	4
OG0018280	3	1	0	0	0	4
OG0018281	4	0	0	0	0	4
OG0018282	2	1	0	1	0	4
OG0018283	4	0	0	0	0	4
OG0018284	2	0	0	2	0	4
OG0018285	4	0	0	0	0	4
OG0018286	3	0	0	1	0	4
OG0018287	4	0	0	0	0	4
OG0018288	4	0	0	0	0	4
OG0018289	4	0	0	0	0	4
OG0018290	4	0	0	0	0	4
OG0018291	4	0	0	0	0	4
OG0018292	4	0	0	0	0	4
OG0018293	3	0	0	1	0	4
OG0018294	2	0	1	1	0	4
OG0018295	4	0	0	0	0	4
OG0018296	4	0	0	0	0	4
OG0018297	4	0	0	0	0	4
OG0018298	2	0	1	1	0	4
OG0018299	4	0	0	0	0	4
OG0018300	3	0	1	0	0	4
OG0018301	4	0	0	0	0	4
OG0018302	4	0	0	0	0	4
OG0018303	4	0	0	0	0	4
OG0018304	4	0	0	0	0	4
OG0018305	2	1	0	1	0	4
OG0018306	4	0	0	0	0	4
OG0018307	4	0	0	0	0	4
OG0018308	3	0	0	0	1	4
OG0018309	4	0	0	0	0	4
OG0018310	4	0	0	0	0	4
OG0018311	3	0	0	1	0	4
OG0018312	3	0	0	1	0	4
OG0018313	4	0	0	0	0	4
OG0018314	4	0	0	0	0	4
OG0018315	2	0	0	2	0	4
OG0018316	4	0	0	0	0	4
OG0018317	4	0	0	0	0	4
OG0018318	4	0	0	0	0	4
OG0018319	3	0	0	1	0	4
OG0018320	2	0	2	0	0	4
OG0018321	4	0	0	0	0	4
OG0018322	4	0	0	0	0	4
OG0018323	4	0	0	0	0	4
OG0018324	4	0	0	0	0	4
OG0018325	4	0	0	0	0	4
OG0018326	3	0	0	1	0	4
OG0018327	4	0	0	0	0	4
OG0018328	2	0	1	0	1	4
OG0018329	4	0	0	0	0	4
OG0018330	2	0	0	0	2	4
OG0018331	4	0	0	0	0	4
OG0018332	4	0	0	0	0	4
OG0018333	1	0	1	1	1	4
OG0018334	3	1	0	0	0	4
OG0018335	4	0	0	0	0	4
OG0018336	4	0	0	0	0	4
OG0018337	4	0	0	0	0	4
OG0018338	4	0	0	0	0	4
OG0018339	4	0	0	0	0	4
OG0018340	4	0	0	0	0	4
OG0018341	1	2	1	0	0	4
OG0018342	4	0	0	0	0	4
OG0018343	4	0	0	0	0	4
OG0018344	4	0	0	0	0	4
OG0018345	4	0	0	0	0	4
OG0018346	2	0	0	1	1	4
OG0018347	4	0	0	0	0	4
OG0018348	3	0	1	0	0	4
OG0018349	4	0	0	0	0	4
OG0018350	4	0	0	0	0	4
OG0018351	4	0	0	0	0	4
OG0018352	4	0	0	0	0	4
OG0018353	4	0	0	0	0	4
OG0018354	3	0	1	0	0	4
OG0018355	4	0	0	0	0	4
OG0018356	4	0	0	0	0	4
OG0018357	3	0	1	0	0	4
OG0018358	3	1	0	0	0	4
OG0018359	4	0	0	0	0	4
OG0018360	4	0	0	0	0	4
OG0018361	3	1	0	0	0	4
OG0018362	3	0	0	0	1	4
OG0018363	4	0	0	0	0	4
OG0018364	3	0	0	0	1	4
OG0018365	4	0	0	0	0	4
OG0018366	1	0	3	0	0	4
OG0018367	3	0	0	1	0	4
OG0018368	2	0	1	0	1	4
OG0018369	4	0	0	0	0	4
OG0018370	3	0	1	0	0	4
OG0018371	4	0	0	0	0	4
OG0018372	3	0	0	1	0	4
OG0018373	4	0	0	0	0	4
OG0018374	4	0	0	0	0	4
OG0018375	4	0	0	0	0	4
OG0018376	4	0	0	0	0	4
OG0018377	4	0	0	0	0	4
OG0018378	2	2	0	0	0	4
OG0018379	1	2	1	0	0	4
OG0018380	3	1	0	0	0	4
OG0018381	2	0	1	0	1	4
OG0018382	4	0	0	0	0	4
OG0018383	4	0	0	0	0	4
OG0018384	4	0	0	0	0	4
OG0018385	4	0	0	0	0	4
OG0018386	4	0	0	0	0	4
OG0018387	4	0	0	0	0	4
OG0018388	3	1	0	0	0	4
OG0018389	2	0	0	1	1	4
OG0018390	4	0	0	0	0	4
OG0018391	4	0	0	0	0	4
OG0018392	1	0	1	1	1	4
OG0018393	2	0	0	1	1	4
OG0018394	4	0	0	0	0	4
OG0018395	4	0	0	0	0	4
OG0018396	4	0	0	0	0	4
OG0018397	4	0	0	0	0	4
OG0018398	2	0	0	2	0	4
OG0018399	1	0	1	1	1	4
OG0018400	4	0	0	0	0	4
OG0018401	4	0	0	0	0	4
OG0018402	4	0	0	0	0	4
OG0018403	4	0	0	0	0	4
OG0018404	2	2	0	0	0	4
OG0018405	3	1	0	0	0	4
OG0018406	4	0	0	0	0	4
OG0018407	1	0	1	1	1	4
OG0018408	1	3	0	0	0	4
OG0018409	4	0	0	0	0	4
OG0018410	4	0	0	0	0	4
OG0018411	4	0	0	0	0	4
OG0018412	2	0	0	1	1	4
OG0018413	4	0	0	0	0	4
OG0018414	4	0	0	0	0	4
OG0018415	4	0	0	0	0	4
OG0018416	4	0	0	0	0	4
OG0018417	4	0	0	0	0	4
OG0018418	2	0	0	1	1	4
OG0018419	4	0	0	0	0	4
OG0018420	3	0	0	1	0	4
OG0018421	3	0	0	1	0	4
OG0018422	2	0	0	1	1	4
OG0018423	4	0	0	0	0	4
OG0018424	4	0	0	0	0	4
OG0018425	2	0	1	1	0	4
OG0018426	4	0	0	0	0	4
OG0018427	1	0	1	0	2	4
OG0018428	4	0	0	0	0	4
OG0018429	2	0	0	1	1	4
OG0018430	4	0	0	0	0	4
OG0018431	4	0	0	0	0	4
OG0018432	2	0	0	2	0	4
OG0018433	2	0	0	1	1	4
OG0018434	2	1	0	0	1	4
OG0018435	4	0	0	0	0	4
OG0018436	4	0	0	0	0	4
OG0018437	4	0	0	0	0	4
OG0018438	3	0	0	1	0	4
OG0018439	1	0	1	1	1	4
OG0018440	2	0	0	2	0	4
OG0018441	3	0	0	0	1	4
OG0018442	4	0	0	0	0	4
OG0018443	1	0	0	3	0	4
OG0018444	2	1	0	1	0	4
OG0018445	2	0	0	1	1	4
OG0018446	2	0	0	1	1	4
OG0018447	4	0	0	0	0	4
OG0018448	2	0	0	1	1	4
OG0018449	2	0	1	1	0	4
OG0018450	4	0	0	0	0	4
OG0018451	2	0	0	2	0	4
OG0018452	4	0	0	0	0	4
OG0018453	4	0	0	0	0	4
OG0018454	4	0	0	0	0	4
OG0018455	4	0	0	0	0	4
OG0018456	4	0	0	0	0	4
OG0018457	4	0	0	0	0	4
OG0018458	4	0	0	0	0	4
OG0018459	1	0	1	1	1	4
OG0018460	4	0	0	0	0	4
OG0018461	4	0	0	0	0	4
OG0018462	4	0	0	0	0	4
OG0018463	4	0	0	0	0	4
OG0018464	4	0	0	0	0	4
OG0018465	4	0	0	0	0	4
OG0018466	4	0	0	0	0	4
OG0018467	4	0	0	0	0	4
OG0018468	4	0	0	0	0	4
OG0018469	4	0	0	0	0	4
OG0018470	1	0	1	1	1	4
OG0018471	4	0	0	0	0	4
OG0018472	4	0	0	0	0	4
OG0018473	4	0	0	0	0	4
OG0018474	4	0	0	0	0	4
OG0018475	4	0	0	0	0	4
OG0018476	4	0	0	0	0	4
OG0018477	4	0	0	0	0	4
OG0018478	1	3	0	0	0	4
OG0018479	4	0	0	0	0	4
OG0018480	4	0	0	0	0	4
OG0018481	2	0	0	1	1	4
OG0018482	4	0	0	0	0	4
OG0018483	2	0	2	0	0	4
OG0018484	4	0	0	0	0	4
OG0018485	4	0	0	0	0	4
OG0018486	4	0	0	0	0	4
OG0018487	4	0	0	0	0	4
OG0018488	4	0	0	0	0	4
OG0018489	4	0	0	0	0	4
OG0018490	4	0	0	0	0	4
OG0018491	4	0	0	0	0	4
OG0018492	4	0	0	0	0	4
OG0018493	4	0	0	0	0	4
OG0018494	3	0	1	0	0	4
OG0018495	4	0	0	0	0	4
OG0018496	4	0	0	0	0	4
OG0018497	4	0	0	0	0	4
OG0018498	1	0	1	1	1	4
OG0018499	4	0	0	0	0	4
OG0018500	2	0	1	1	0	4
OG0018501	4	0	0	0	0	4
OG0018502	4	0	0	0	0	4
OG0018503	2	2	0	0	0	4
OG0018504	4	0	0	0	0	4
OG0018505	4	0	0	0	0	4
OG0018506	4	0	0	0	0	4
OG0018507	4	0	0	0	0	4
OG0018508	2	0	0	1	1	4
OG0018509	4	0	0	0	0	4
OG0018510	4	0	0	0	0	4
OG0018511	4	0	0	0	0	4
OG0018512	4	0	0	0	0	4
OG0018513	4	0	0	0	0	4
OG0018514	4	0	0	0	0	4
OG0018515	2	0	1	0	1	4
OG0018516	4	0	0	0	0	4
OG0018517	2	0	1	0	1	4
OG0018518	4	0	0	0	0	4
OG0018519	4	0	0	0	0	4
OG0018520	1	0	1	2	0	4
OG0018521	4	0	0	0	0	4
OG0018522	2	1	0	1	0	4
OG0018523	4	0	0	0	0	4
OG0018524	4	0	0	0	0	4
OG0018525	4	0	0	0	0	4
OG0018526	4	0	0	0	0	4
OG0018527	4	0	0	0	0	4
OG0018528	4	0	0	0	0	4
OG0018529	4	0	0	0	0	4
OG0018530	4	0	0	0	0	4
OG0018531	2	0	0	1	1	4
OG0018532	4	0	0	0	0	4
OG0018533	4	0	0	0	0	4
OG0018534	4	0	0	0	0	4
OG0018535	4	0	0	0	0	4
OG0018536	4	0	0	0	0	4
OG0018537	2	1	0	1	0	4
OG0018538	1	1	1	1	0	4
OG0018539	1	0	1	1	1	4
OG0018540	4	0	0	0	0	4
OG0018541	1	1	2	0	0	4
OG0018542	1	0	1	1	1	4
OG0018543	4	0	0	0	0	4
OG0018544	4	0	0	0	0	4
OG0018545	4	0	0	0	0	4
OG0018546	4	0	0	0	0	4
OG0018547	4	0	0	0	0	4
OG0018548	4	0	0	0	0	4
OG0018549	4	0	0	0	0	4
OG0018550	1	0	1	1	1	4
OG0018551	4	0	0	0	0	4
OG0018552	1	0	1	1	1	4
OG0018553	3	0	0	1	0	4
OG0018554	4	0	0	0	0	4
OG0018555	4	0	0	0	0	4
OG0018556	3	0	1	0	0	4
OG0018557	2	2	0	0	0	4
OG0018558	4	0	0	0	0	4
OG0018559	2	0	0	1	1	4
OG0018560	4	0	0	0	0	4
OG0018561	4	0	0	0	0	4
OG0018562	4	0	0	0	0	4
OG0018563	4	0	0	0	0	4
OG0018564	4	0	0	0	0	4
OG0018565	4	0	0	0	0	4
OG0018566	4	0	0	0	0	4
OG0018567	4	0	0	0	0	4
OG0018568	4	0	0	0	0	4
OG0018569	4	0	0	0	0	4
OG0018570	4	0	0	0	0	4
OG0018571	2	0	0	1	1	4
OG0018572	2	0	1	1	0	4
OG0018573	4	0	0	0	0	4
OG0018574	4	0	0	0	0	4
OG0018575	2	0	2	0	0	4
OG0018576	4	0	0	0	0	4
OG0018577	4	0	0	0	0	4
OG0018578	4	0	0	0	0	4
OG0018579	2	2	0	0	0	4
OG0018580	3	0	0	1	0	4
OG0018581	4	0	0	0	0	4
OG0018582	4	0	0	0	0	4
OG0018583	4	0	0	0	0	4
OG0018584	4	0	0	0	0	4
OG0018585	4	0	0	0	0	4
OG0018586	4	0	0	0	0	4
OG0018587	4	0	0	0	0	4
OG0018588	4	0	0	0	0	4
OG0018589	4	0	0	0	0	4
OG0018590	1	0	1	1	1	4
OG0018591	1	1	1	0	1	4
OG0018592	4	0	0	0	0	4
OG0018593	4	0	0	0	0	4
OG0018594	4	0	0	0	0	4
OG0018595	2	0	0	1	1	4
OG0018596	4	0	0	0	0	4
OG0018597	4	0	0	0	0	4
OG0018598	2	0	1	0	1	4
OG0018599	2	0	1	0	1	4
OG0018600	2	0	0	1	1	4
OG0018601	2	0	1	1	0	4
OG0018602	2	0	0	1	1	4
OG0018603	4	0	0	0	0	4
OG0018604	2	0	1	0	1	4
OG0018605	2	0	1	1	0	4
OG0018606	4	0	0	0	0	4
OG0018607	4	0	0	0	0	4
OG0018608	2	0	0	1	1	4
OG0018609	4	0	0	0	0	4
OG0018610	3	0	0	1	0	4
OG0018611	4	0	0	0	0	4
OG0018612	2	1	0	0	1	4
OG0018613	1	1	1	0	1	4
OG0018614	2	1	0	1	0	4
OG0018615	3	0	0	1	0	4
OG0018616	1	1	1	0	1	4
OG0018617	4	0	0	0	0	4
OG0018618	4	0	0	0	0	4
OG0018619	4	0	0	0	0	4
OG0018620	1	0	1	0	2	4
OG0018621	1	0	1	1	1	4
OG0018622	4	0	0	0	0	4
OG0018623	3	0	0	1	0	4
OG0018624	2	0	1	0	1	4
OG0018625	4	0	0	0	0	4
OG0018626	4	0	0	0	0	4
OG0018627	4	0	0	0	0	4
OG0018628	1	0	1	1	1	4
OG0018629	2	0	0	2	0	4
OG0018630	1	0	1	1	1	4
OG0018631	2	0	1	0	1	4
OG0018632	4	0	0	0	0	4
OG0018633	1	0	1	1	1	4
OG0018634	4	0	0	0	0	4
OG0018635	4	0	0	0	0	4
OG0018636	1	0	1	1	1	4
OG0018637	4	0	0	0	0	4
OG0018638	4	0	0	0	0	4
OG0018639	4	0	0	0	0	4
OG0018640	4	0	0	0	0	4
OG0018641	4	0	0	0	0	4
OG0018642	2	0	1	1	0	4
OG0018643	1	1	1	1	0	4
OG0018644	2	0	1	0	1	4
OG0018645	3	0	1	0	0	4
OG0018646	4	0	0	0	0	4
OG0018647	2	1	0	1	0	4
OG0018648	4	0	0	0	0	4
OG0018649	4	0	0	0	0	4
OG0018650	2	0	0	1	1	4
OG0018651	4	0	0	0	0	4
OG0018652	2	0	0	1	1	4
OG0018653	4	0	0	0	0	4
OG0018654	2	1	0	1	0	4
OG0018655	4	0	0	0	0	4
OG0018656	2	0	1	1	0	4
OG0018657	4	0	0	0	0	4
OG0018658	2	0	1	1	0	4
OG0018659	2	0	1	1	0	4
OG0018660	2	0	0	1	1	4
OG0018661	2	0	0	1	1	4
OG0018662	4	0	0	0	0	4
OG0018663	4	0	0	0	0	4
OG0018664	4	0	0	0	0	4
OG0018665	2	1	0	1	0	4
OG0018666	4	0	0	0	0	4
OG0018667	4	0	0	0	0	4
OG0018668	3	0	0	1	0	4
OG0018669	4	0	0	0	0	4
OG0018670	3	0	0	1	0	4
OG0018671	4	0	0	0	0	4
OG0018672	4	0	0	0	0	4
OG0018673	4	0	0	0	0	4
OG0018674	4	0	0	0	0	4
OG0018675	2	0	1	1	0	4
OG0018676	4	0	0	0	0	4
OG0018677	3	1	0	0	0	4
OG0018678	4	0	0	0	0	4
OG0018679	4	0	0	0	0	4
OG0018680	2	0	0	1	1	4
OG0018681	2	0	0	1	1	4
OG0018682	4	0	0	0	0	4
OG0018683	2	0	1	0	1	4
OG0018684	2	0	1	0	1	4
OG0018685	4	0	0	0	0	4
OG0018686	2	0	0	1	1	4
OG0018687	3	0	1	0	0	4
OG0018688	2	0	2	0	0	4
OG0018689	3	0	0	1	0	4
OG0018690	2	0	0	1	1	4
OG0018691	4	0	0	0	0	4
OG0018692	1	0	3	0	0	4
OG0018693	4	0	0	0	0	4
OG0018694	4	0	0	0	0	4
OG0018695	3	0	0	1	0	4
OG0018696	1	0	1	0	2	4
OG0018697	4	0	0	0	0	4
OG0018698	4	0	0	0	0	4
OG0018699	4	0	0	0	0	4
OG0018700	2	0	0	2	0	4
OG0018701	4	0	0	0	0	4
OG0018702	1	1	2	0	0	4
OG0018703	2	0	0	1	1	4
OG0018704	2	1	0	1	0	4
OG0018705	4	0	0	0	0	4
OG0018706	4	0	0	0	0	4
OG0018707	4	0	0	0	0	4
OG0018708	4	0	0	0	0	4
OG0018709	2	0	0	1	1	4
OG0018710	2	1	0	0	1	4
OG0018711	4	0	0	0	0	4
OG0018712	4	0	0	0	0	4
OG0018713	4	0	0	0	0	4
OG0018714	4	0	0	0	0	4
OG0018715	4	0	0	0	0	4
OG0018716	4	0	0	0	0	4
OG0018717	4	0	0	0	0	4
OG0018718	4	0	0	0	0	4
OG0018719	4	0	0	0	0	4
OG0018720	2	0	0	1	1	4
OG0018721	4	0	0	0	0	4
OG0018722	2	0	1	1	0	4
OG0018723	4	0	0	0	0	4
OG0018724	4	0	0	0	0	4
OG0018725	2	0	1	0	1	4
OG0018726	4	0	0	0	0	4
OG0018727	2	0	0	2	0	4
OG0018728	2	0	0	1	1	4
OG0018729	2	2	0	0	0	4
OG0018730	4	0	0	0	0	4
OG0018731	2	0	1	0	1	4
OG0018732	4	0	0	0	0	4
OG0018733	3	1	0	0	0	4
OG0018734	4	0	0	0	0	4
OG0018735	4	0	0	0	0	4
OG0018736	2	2	0	0	0	4
OG0018737	2	0	0	1	1	4
OG0018738	2	0	1	1	0	4
OG0018739	4	0	0	0	0	4
OG0018740	1	2	1	0	0	4
OG0018741	4	0	0	0	0	4
OG0018742	3	0	0	1	0	4
OG0018743	2	0	1	1	0	4
OG0018744	4	0	0	0	0	4
OG0018745	4	0	0	0	0	4
OG0018746	4	0	0	0	0	4
OG0018747	2	0	1	0	1	4
OG0018748	4	0	0	0	0	4
OG0018749	2	0	2	0	0	4
OG0018750	4	0	0	0	0	4
OG0018751	4	0	0	0	0	4
OG0018752	2	0	1	1	0	4
OG0018753	2	0	1	1	0	4
OG0018754	1	0	1	0	2	4
OG0018755	3	0	0	0	1	4
OG0018756	4	0	0	0	0	4
OG0018757	1	0	1	1	1	4
OG0018758	3	0	1	0	0	4
OG0018759	2	0	0	2	0	4
OG0018760	4	0	0	0	0	4
OG0018761	4	0	0	0	0	4
OG0018762	2	1	0	1	0	4
OG0018763	2	2	0	0	0	4
OG0018764	2	0	0	2	0	4
OG0018765	2	0	0	2	0	4
OG0018766	2	0	0	1	1	4
OG0018767	2	0	0	2	0	4
OG0018768	2	0	0	1	1	4
OG0018769	4	0	0	0	0	4
OG0018770	2	0	0	2	0	4
OG0018771	1	0	1	1	1	4
OG0018772	4	0	0	0	0	4
OG0018773	2	0	0	1	1	4
OG0018774	4	0	0	0	0	4
OG0018775	4	0	0	0	0	4
OG0018776	4	0	0	0	0	4
OG0018777	4	0	0	0	0	4
OG0018778	4	0	0	0	0	4
OG0018779	2	0	0	2	0	4
OG0018780	4	0	0	0	0	4
OG0018781	4	0	0	0	0	4
