Orthogroup	Duplications (all)	Duplications (50% support)
OG0009200	8	8
OG0009201	4	4
OG0009202	8	8
OG0009203	8	8
OG0009204	4	4
OG0009205	8	8
OG0009206	8	8
OG0009207	8	8
OG0009208	5	5
OG0009209	8	8
OG0009210	8	8
OG0009211	5	5
OG0009212	6	6
OG0009213	8	8
OG0009214	4	4
OG0009215	5	5
OG0009216	4	4
OG0009217	5	4
OG0009218	5	5
OG0009219	8	8
OG0009220	4	4
OG0009221	6	6
OG0009222	5	5
OG0009223	8	8
OG0009224	6	6
OG0009225	8	8
OG0009226	8	8
OG0009227	7	7
OG0009228	5	5
OG0009229	8	8
OG0009230	8	8
OG0009231	8	8
OG0009232	8	8
OG0009233	5	5
OG0009234	8	8
OG0009235	3	3
OG0009236	5	5
OG0009237	8	8
OG0009238	8	8
OG0009239	8	8
OG0009240	5	5
OG0009241	6	6
OG0009242	5	5
OG0009243	5	5
OG0009244	7	7
OG0009245	4	4
OG0009246	8	8
OG0009247	5	4
OG0009248	5	5
OG0009249	6	6
OG0009250	4	4
OG0009251	6	6
OG0009252	5	5
OG0009253	7	7
OG0009254	5	5
OG0009255	7	7
OG0009256	8	8
OG0009257	7	7
OG0009258	7	7
OG0009259	6	6
OG0009260	4	4
OG0009261	7	7
OG0009262	8	8
OG0009263	7	7
OG0009264	4	4
OG0009265	7	7
OG0009266	8	8
OG0009267	8	8
OG0009268	7	7
OG0009269	6	6
OG0009270	6	6
OG0009271	7	7
OG0009272	5	5
OG0009273	7	7
OG0009274	7	7
OG0009275	8	8
OG0009276	6	6
OG0009277	7	7
OG0009278	6	6
OG0009279	7	7
OG0009280	7	7
OG0009281	8	8
OG0009282	6	6
OG0009283	7	7
OG0009284	7	7
OG0009285	6	6
OG0009286	6	6
OG0009287	5	5
OG0009288	6	6
OG0009289	7	7
OG0009290	6	6
OG0009291	7	7
OG0009292	7	7
OG0009293	5	5
OG0009294	7	7
OG0009295	6	6
OG0009296	7	7
OG0009297	7	7
OG0009298	7	7
OG0009299	6	6
OG0009300	8	8
OG0009301	8	8
OG0009302	8	8
OG0009303	8	8
OG0009304	8	8
OG0009305	8	8
OG0009306	8	8
OG0009307	8	8
OG0009308	8	8
OG0009309	7	7
OG0009310	8	8
OG0009311	8	8
OG0009312	8	8
OG0009313	8	8
OG0009314	8	8
OG0009315	8	8
OG0009316	8	8
OG0009317	8	8
OG0009318	8	8
OG0009319	8	8
OG0009320	8	8
OG0009321	8	8
OG0009322	8	8
OG0009323	8	8
OG0009324	8	8
OG0009325	8	8
OG0009326	8	8
OG0009327	3	3
OG0009328	7	7
OG0009329	7	7
OG0009330	3	3
OG0009331	4	4
OG0009332	3	3
OG0009333	4	4
OG0009334	3	3
OG0009335	4	4
OG0009336	7	7
OG0009337	3	3
OG0009338	4	4
OG0009339	3	3
OG0009340	3	3
OG0009341	3	3
OG0009342	7	7
OG0009343	4	4
OG0009344	7	7
OG0009345	3	3
OG0009346	3	3
OG0009347	3	3
OG0009348	3	3
OG0009349	3	3
OG0009350	3	3
OG0009351	4	4
OG0009352	7	7
OG0009353	7	7
OG0009354	3	3
OG0009355	4	4
OG0009356	3	3
OG0009357	3	3
OG0009358	7	7
OG0009359	3	3
OG0009360	3	3
OG0009361	7	7
OG0009362	4	4
OG0009363	3	3
OG0009364	7	7
OG0009365	7	7
OG0009366	2	1
OG0009367	4	4
OG0009368	3	3
OG0009369	4	4
OG0009370	3	3
OG0009371	4	4
OG0009372	7	7
OG0009373	7	7
OG0009374	4	4
OG0009375	3	3
OG0009376	3	3
OG0009377	7	7
OG0009378	4	4
OG0009379	3	3
OG0009380	3	3
OG0009381	3	2
OG0009382	3	3
OG0009383	3	3
OG0009384	3	3
OG0009385	5	5
OG0009386	3	3
OG0009387	4	4
OG0009388	3	3
OG0009389	3	3
OG0009390	7	7
OG0009391	3	3
OG0009392	3	3
OG0009393	4	4
OG0009394	3	3
OG0009395	3	3
OG0009396	3	3
OG0009397	3	3
OG0009398	3	3
OG0009399	3	3
OG0009400	3	3
OG0009401	4	4
OG0009402	3	3
OG0009403	3	3
OG0009404	4	4
OG0009405	3	3
OG0009406	4	4
OG0009407	7	7
OG0009408	5	5
OG0009409	2	2
OG0009410	3	3
OG0009411	2	2
OG0009412	3	3
OG0009413	3	3
OG0009414	4	4
OG0009415	4	4
OG0009416	3	3
OG0009417	3	3
OG0009418	3	3
OG0009419	4	4
OG0009420	3	3
OG0009421	3	3
OG0009422	3	3
OG0009423	3	3
OG0009424	3	3
OG0009425	3	3
OG0009426	2	1
OG0009427	3	3
OG0009428	3	3
OG0009429	3	3
OG0009430	3	3
OG0009431	7	7
OG0009432	3	3
OG0009433	3	3
OG0009434	3	3
OG0009435	3	3
OG0009436	3	3
OG0009437	4	4
OG0009438	3	3
OG0009439	3	3
OG0009440	4	4
OG0009441	4	4
OG0009442	3	3
OG0009443	3	3
OG0009444	3	3
OG0009445	7	7
OG0009446	3	3
OG0009447	3	3
OG0009448	4	4
OG0009449	3	3
OG0009450	4	4
OG0009451	3	3
OG0009452	3	3
OG0009453	3	3
OG0009454	4	4
OG0009455	3	3
OG0009456	3	3
OG0009457	3	3
OG0009458	3	3
OG0009459	3	3
OG0009460	3	3
OG0009461	3	3
OG0009462	3	3
OG0009463	4	4
OG0009464	3	3
OG0009465	3	3
OG0009466	5	5
OG0009467	4	4
OG0009468	3	3
OG0009469	3	2
OG0009470	3	3
OG0009471	4	4
OG0009472	4	4
OG0009473	3	3
OG0009474	3	3
OG0009475	7	7
OG0009476	3	3
OG0009477	5	5
OG0009478	7	7
OG0009479	7	7
OG0009480	4	4
OG0009481	4	4
OG0009482	5	5
OG0009483	5	5
OG0009484	4	4
OG0009485	3	3
OG0009486	3	3
OG0009487	7	7
OG0009488	3	3
OG0009489	3	3
OG0009490	4	4
OG0009491	3	3
OG0009492	7	7
OG0009493	3	3
OG0009494	5	5
OG0009495	2	2
OG0009496	4	4
OG0009497	4	4
OG0009498	7	7
OG0009499	3	3
OG0009500	3	3
OG0009501	3	3
OG0009502	3	3
OG0009503	6	6
OG0009504	4	4
OG0009505	4	4
OG0009506	3	3
OG0009507	3	3
OG0009508	3	3
OG0009509	3	3
OG0009510	3	3
OG0009511	7	7
OG0009512	4	4
OG0009513	3	3
OG0009514	2	2
OG0009515	3	3
OG0009516	3	3
OG0009517	3	3
OG0009518	7	7
OG0009519	7	7
OG0009520	3	3
OG0009521	3	3
OG0009522	3	3
OG0009523	3	3
OG0009524	3	3
OG0009525	4	4
OG0009526	3	3
OG0009527	5	5
OG0009528	3	2
OG0009529	3	3
OG0009530	3	3
OG0009531	4	4
OG0009532	3	3
OG0009533	4	4
OG0009534	3	3
OG0009535	3	3
OG0009536	3	3
OG0009537	7	7
OG0009538	4	4
OG0009539	2	2
OG0009540	3	3
OG0009541	3	3
OG0009542	5	5
OG0009543	4	4
OG0009544	3	3
OG0009545	4	4
OG0009546	3	3
OG0009547	4	4
OG0009548	3	3
OG0009549	3	3
OG0009550	3	3
OG0009551	4	4
OG0009552	4	4
OG0009553	4	4
OG0009554	4	4
OG0009555	3	3
OG0009556	7	7
OG0009557	3	3
OG0009558	3	3
OG0009559	3	3
OG0009560	3	3
OG0009561	3	3
OG0009562	4	4
OG0009563	3	3
OG0009564	3	3
OG0009565	3	3
OG0009566	4	4
OG0009567	3	3
OG0009568	3	3
OG0009569	3	3
OG0009570	3	3
OG0009571	3	3
OG0009572	3	3
OG0009573	3	3
OG0009574	3	3
OG0009575	3	3
OG0009576	3	3
OG0009577	4	4
OG0009578	7	7
OG0009579	3	3
OG0009580	7	7
OG0009581	7	7
OG0009582	4	4
OG0009583	3	3
OG0009584	3	3
OG0009585	7	7
OG0009586	3	3
OG0009587	4	4
OG0009588	2	2
OG0009589	3	3
OG0009590	7	7
OG0009591	3	3
OG0009592	2	2
OG0009593	3	3
OG0009594	3	3
OG0009595	3	3
OG0009596	3	3
OG0009597	3	3
OG0009598	3	3
OG0009599	3	2
OG0009600	4	4
OG0009601	3	3
OG0009602	3	3
OG0009603	3	3
OG0009604	4	4
OG0009605	3	3
OG0009606	3	3
OG0009607	3	3
OG0009608	3	3
OG0009609	3	3
OG0009610	3	3
OG0009611	3	3
OG0009612	4	4
OG0009613	3	3
OG0009614	4	4
OG0009615	4	4
OG0009616	3	3
OG0009617	3	3
OG0009618	3	3
OG0009619	3	3
OG0009620	3	3
OG0009621	7	7
OG0009622	4	4
OG0009623	4	4
OG0009624	3	3
OG0009625	3	3
OG0009626	7	7
OG0009627	3	2
OG0009628	7	7
OG0009629	3	3
OG0009630	3	3
OG0009631	3	3
OG0009632	6	6
OG0009633	4	4
OG0009634	3	3
OG0009635	7	7
OG0009636	3	3
OG0009637	3	3
OG0009638	3	3
OG0009639	4	4
OG0009640	3	3
OG0009641	4	4
OG0009642	4	4
OG0009643	3	2
OG0009644	3	3
OG0009645	3	3
OG0009646	3	3
OG0009647	4	4
OG0009648	4	4
OG0009649	3	3
OG0009650	3	3
OG0009651	3	3
OG0009652	3	3
OG0009653	3	3
OG0009654	3	3
OG0009655	2	1
OG0009656	4	4
OG0009657	3	3
OG0009658	3	3
OG0009659	4	4
OG0009660	5	5
OG0009661	3	3
OG0009662	3	3
OG0009663	3	3
OG0009664	4	4
OG0009665	3	2
OG0009666	3	3
OG0009667	3	3
OG0009668	6	6
OG0009669	3	3
OG0009670	3	3
OG0009671	4	4
OG0009672	3	3
OG0009673	2	2
OG0009674	3	3
OG0009675	3	2
OG0009676	3	3
OG0009677	4	4
OG0009678	3	3
OG0009679	2	2
OG0009680	3	3
OG0009681	3	3
OG0009682	3	3
OG0009683	4	4
OG0009684	4	4
OG0009685	7	7
OG0009686	2	2
OG0009687	3	2
OG0009688	5	5
OG0009689	3	2
OG0009690	5	5
OG0009691	3	3
OG0009692	3	3
OG0009693	3	3
OG0009694	3	3
OG0009695	5	5
OG0009696	3	3
OG0009697	5	5
OG0009698	3	3
OG0009699	3	3
OG0009700	3	3
OG0009701	3	3
OG0009702	4	4
OG0009703	3	3
OG0009704	7	7
OG0009705	3	3
OG0009706	3	3
OG0009707	3	3
OG0009708	3	3
OG0009709	3	3
OG0009710	3	3
OG0009711	3	3
OG0009712	3	3
OG0009713	3	3
OG0009714	6	6
OG0009715	3	3
OG0009716	3	3
OG0009717	3	3
OG0009718	3	3
OG0009719	4	4
OG0009720	3	3
OG0009721	3	3
OG0009722	7	7
OG0009723	4	4
OG0009724	6	6
OG0009725	4	4
OG0009726	3	3
OG0009727	6	6
OG0009728	3	3
OG0009729	7	7
OG0009730	4	4
OG0009731	4	4
OG0009732	7	7
OG0009733	3	3
OG0009734	3	3
OG0009735	3	3
OG0009736	3	3
OG0009737	3	3
OG0009738	3	3
OG0009739	3	3
OG0009740	3	3
OG0009741	4	4
OG0009742	3	3
OG0009743	4	4
OG0009744	3	3
OG0009745	3	3
OG0009746	3	3
OG0009747	3	3
OG0009748	3	3
OG0009749	3	3
OG0009750	6	6
OG0009751	2	2
OG0009752	3	3
OG0009753	3	3
OG0009754	3	3
OG0009755	3	3
OG0009756	3	3
OG0009757	3	3
OG0009758	3	3
OG0009759	3	3
OG0009760	3	3
OG0009761	3	3
OG0009762	3	3
OG0009763	3	3
OG0009764	3	3
OG0009765	4	4
OG0009766	3	3
OG0009767	4	4
OG0009768	3	3
OG0009769	4	4
OG0009770	3	3
OG0009771	5	4
OG0009772	3	3
OG0009773	5	5
OG0009774	3	3
OG0009775	3	3
OG0009776	3	3
OG0009777	3	3
OG0009778	5	5
OG0009779	7	7
OG0009780	3	3
OG0009781	7	7
OG0009782	4	4
OG0009783	3	3
OG0009784	3	3
OG0009785	3	3
OG0009786	3	3
OG0009787	3	3
OG0009788	3	3
OG0009789	3	3
OG0009790	4	4
OG0009791	3	3
OG0009792	6	6
OG0009793	4	4
OG0009794	5	5
OG0009795	4	4
OG0009796	3	3
OG0009797	4	4
OG0009798	3	3
OG0009799	4	4
OG0009800	3	3
OG0009801	3	3
OG0009802	3	3
OG0009803	3	3
OG0009804	3	3
OG0009805	3	3
OG0009806	3	3
OG0009807	3	3
OG0009808	3	3
OG0009809	3	3
OG0009810	3	3
OG0009811	3	3
OG0009812	6	6
OG0009813	2	1
OG0009814	6	6
OG0009815	4	4
OG0009816	3	3
OG0009817	3	3
OG0009818	3	3
OG0009819	3	3
OG0009820	3	3
OG0009821	2	2
OG0009822	3	3
OG0009823	3	3
OG0009824	3	3
OG0009825	2	2
OG0009826	3	3
OG0009827	3	3
OG0009828	3	3
OG0009829	4	4
OG0009830	7	7
OG0009831	3	3
OG0009832	3	3
OG0009833	3	3
OG0009834	3	3
OG0009835	3	3
OG0009836	3	3
OG0009837	4	4
OG0009838	4	4
OG0009839	3	3
OG0009840	3	3
OG0009841	4	4
OG0009842	3	3
OG0009843	3	3
OG0009844	3	3
OG0009845	3	3
OG0009846	3	3
OG0009847	4	4
OG0009848	3	3
OG0009849	3	3
OG0009850	3	3
OG0009851	4	4
OG0009852	3	3
OG0009853	3	3
OG0009854	3	3
OG0009855	3	2
OG0009856	2	1
OG0009857	3	3
OG0009858	7	7
OG0009859	3	3
OG0009860	3	3
OG0009861	3	3
OG0009862	3	3
OG0009863	7	7
OG0009864	3	3
OG0009865	4	4
OG0009866	3	3
OG0009867	3	3
OG0009868	4	4
OG0009869	3	3
OG0009870	3	3
OG0009871	3	3
OG0009872	3	3
OG0009873	3	3
OG0009874	3	3
OG0009875	4	4
OG0009876	4	4
OG0009877	4	4
OG0009878	3	3
OG0009879	3	3
OG0009880	4	4
OG0009881	3	3
OG0009882	4	4
OG0009883	3	3
OG0009884	3	3
OG0009885	3	3
OG0009886	4	4
OG0009887	3	3
OG0009888	3	2
OG0009889	3	3
OG0009890	4	4
OG0009891	4	4
OG0009892	3	3
OG0009893	3	3
OG0009894	3	3
OG0009895	4	4
OG0009896	3	3
OG0009897	3	3
OG0009898	4	4
OG0009899	3	3
OG0009900	3	3
OG0009901	3	3
OG0009902	3	3
OG0009903	3	3
OG0009904	4	4
OG0009905	3	3
OG0009906	3	3
OG0009907	3	3
OG0009908	3	3
OG0009909	4	4
OG0009910	3	3
OG0009911	2	1
OG0009912	2	1
OG0009913	3	3
OG0009914	4	4
OG0009915	3	3
OG0009916	3	3
OG0009917	3	3
OG0009918	3	3
OG0009919	4	4
OG0009920	5	5
OG0009921	2	2
OG0009922	3	3
OG0009923	3	2
OG0009924	3	2
OG0009925	4	4
OG0009926	3	3
OG0009927	3	3
OG0009928	4	4
OG0009929	3	3
OG0009930	3	3
OG0009931	3	3
OG0009932	3	3
OG0009933	4	4
OG0009934	2	2
OG0009935	3	3
OG0009936	3	3
OG0009937	6	6
OG0009938	3	3
OG0009939	3	3
OG0009940	3	3
OG0009941	3	3
OG0009942	7	7
OG0009943	3	3
OG0009944	3	3
OG0009945	3	3
OG0009946	3	3
OG0009947	3	3
OG0009948	4	4
OG0009949	5	5
OG0009950	3	3
OG0009951	3	3
OG0009952	4	4
OG0009953	3	3
OG0009954	3	3
OG0009955	3	3
OG0009956	3	3
OG0009957	3	3
OG0009958	3	3
OG0009959	3	3
OG0009960	3	3
OG0009961	3	3
OG0009962	3	3
OG0009963	3	3
OG0009964	3	3
OG0009965	3	3
OG0009966	4	4
OG0009967	7	7
OG0009968	3	3
OG0009969	3	3
OG0009970	3	3
OG0009971	4	4
OG0009972	3	3
OG0009973	3	3
OG0009974	3	3
OG0009975	5	5
OG0009976	3	3
OG0009977	7	7
OG0009978	3	3
OG0009979	3	3
OG0009980	3	3
OG0009981	3	3
OG0009982	2	2
OG0009983	4	4
OG0009984	3	3
OG0009985	4	4
OG0009986	3	3
OG0009987	3	3
OG0009988	3	3
OG0009989	4	4
OG0009990	3	3
OG0009991	3	3
OG0009992	4	4
OG0009993	3	2
OG0009994	4	4
OG0009995	4	4
OG0009996	3	3
OG0009997	3	3
OG0009998	3	3
OG0009999	3	3
OG0010000	4	4
OG0010001	3	3
OG0010002	3	3
OG0010003	3	3
OG0010004	3	3
OG0010005	3	3
OG0010006	3	3
OG0010007	4	4
OG0010008	3	3
OG0010009	4	4
OG0010010	4	4
OG0010011	3	3
OG0010012	3	3
OG0010013	5	5
OG0010014	3	2
OG0010015	4	4
OG0010016	3	3
OG0010017	3	3
OG0010018	4	4
OG0010019	4	4
OG0010020	3	3
OG0010021	4	4
OG0010022	3	3
OG0010023	3	3
OG0010024	3	3
OG0010025	4	4
OG0010026	3	3
OG0010027	3	3
OG0010028	3	3
OG0010029	7	7
OG0010030	3	3
OG0010031	3	3
OG0010032	6	6
OG0010033	3	3
OG0010034	4	4
OG0010035	4	4
OG0010036	2	2
OG0010037	3	3
OG0010038	4	4
OG0010039	3	3
OG0010040	3	3
OG0010041	3	3
OG0010042	6	6
OG0010043	3	3
OG0010044	4	4
OG0010045	4	4
OG0010046	4	4
OG0010047	7	7
OG0010048	3	3
OG0010049	3	3
OG0010050	3	3
OG0010051	4	4
OG0010052	3	3
OG0010053	3	3
OG0010054	3	3
OG0010055	5	5
OG0010056	3	3
OG0010057	4	4
OG0010058	5	5
OG0010059	4	4
OG0010060	4	4
OG0010061	4	4
OG0010062	3	3
OG0010063	3	3
OG0010064	3	3
OG0010065	3	3
OG0010066	3	3
OG0010067	3	3
OG0010068	7	7
OG0010069	3	3
OG0010070	3	3
OG0010071	4	4
OG0010072	3	3
OG0010073	3	3
OG0010074	3	3
OG0010075	4	4
OG0010076	2	2
OG0010077	3	3
OG0010078	3	3
OG0010079	4	4
OG0010080	3	3
OG0010081	3	3
OG0010082	4	4
OG0010083	4	4
OG0010084	3	3
OG0010085	3	3
OG0010086	3	3
OG0010087	3	3
OG0010088	3	3
OG0010089	4	4
OG0010090	4	4
OG0010091	3	3
OG0010092	3	3
OG0010093	7	7
OG0010094	3	3
OG0010095	3	3
OG0010096	4	4
OG0010097	3	3
OG0010098	3	3
OG0010099	3	3
OG0010100	3	3
OG0010101	3	3
OG0010102	3	3
OG0010103	2	1
OG0010104	3	3
OG0010105	3	3
OG0010106	2	2
OG0010107	3	3
OG0010108	3	3
OG0010109	3	3
OG0010110	3	3
OG0010111	3	3
OG0010112	3	3
OG0010113	7	7
OG0010114	3	3
OG0010115	3	3
OG0010116	2	2
OG0010117	3	3
OG0010118	3	3
OG0010119	3	3
OG0010120	3	3
OG0010121	4	4
OG0010122	3	3
OG0010123	3	3
OG0010124	2	2
OG0010125	4	4
OG0010126	5	5
OG0010127	4	4
OG0010128	3	2
OG0010129	3	3
OG0010130	3	3
OG0010131	3	3
OG0010132	3	3
OG0010133	3	3
OG0010134	7	7
OG0010135	4	4
OG0010136	5	5
OG0010137	4	4
OG0010138	4	4
OG0010139	3	3
OG0010140	3	3
OG0010141	3	3
OG0010142	5	5
OG0010143	4	4
OG0010144	4	4
OG0010145	3	3
OG0010146	3	3
OG0010147	5	5
OG0010148	3	3
OG0010149	3	3
OG0010150	3	3
OG0010151	3	3
OG0010152	3	3
OG0010153	3	3
OG0010154	3	3
OG0010155	3	2
OG0010156	4	4
OG0010157	3	3
OG0010158	3	3
OG0010159	3	3
OG0010160	3	3
OG0010161	3	3
OG0010162	3	3
OG0010163	4	4
OG0010164	3	3
OG0010165	3	3
OG0010166	3	3
OG0010167	4	4
OG0010168	4	4
OG0010169	4	4
OG0010170	3	3
OG0010171	3	3
OG0010172	3	3
OG0010173	3	3
OG0010174	3	3
OG0010175	3	3
OG0010176	3	3
OG0010177	3	3
OG0010178	7	7
OG0010179	7	7
OG0010180	3	3
OG0010181	4	4
OG0010182	7	7
OG0010183	3	3
OG0010184	3	3
OG0010185	7	7
OG0010186	6	6
OG0010187	3	3
OG0010188	3	2
OG0010189	3	3
OG0010190	3	3
OG0010191	4	4
OG0010192	3	3
OG0010193	3	3
OG0010194	3	3
OG0010195	3	3
OG0010196	3	3
OG0010197	3	3
OG0010198	4	4
OG0010199	3	3
OG0010200	7	7
OG0010201	3	3
OG0010202	3	3
OG0010203	7	7
OG0010204	4	4
OG0010205	3	3
OG0010206	4	4
OG0010207	4	4
OG0010208	3	3
OG0010209	4	4
OG0010210	4	4
OG0010211	3	3
OG0010212	7	7
OG0010213	3	3
OG0010214	3	3
OG0010215	4	4
OG0010216	3	3
OG0010217	3	3
OG0010218	3	3
OG0010219	4	4
OG0010220	3	3
OG0010221	3	3
OG0010222	3	3
OG0010223	4	4
OG0010224	3	3
OG0010225	3	3
OG0010226	3	3
OG0010227	3	3
OG0010228	4	4
OG0010229	7	7
OG0010230	3	3
OG0010231	4	4
OG0010232	3	3
OG0010233	4	4
OG0010234	4	4
OG0010235	3	3
OG0010236	3	3
OG0010237	4	4
OG0010238	3	3
OG0010239	3	3
OG0010240	3	3
OG0010241	3	3
OG0010242	3	3
OG0010243	2	2
OG0010244	3	3
OG0010245	3	3
OG0010246	3	3
OG0010247	3	3
OG0010248	3	3
OG0010249	4	4
OG0010250	3	3
OG0010251	4	4
OG0010252	3	3
OG0010253	2	2
OG0010254	4	4
OG0010255	4	4
OG0010256	3	3
OG0010257	3	3
OG0010258	3	3
OG0010259	3	3
OG0010260	4	4
OG0010261	3	3
OG0010262	3	3
OG0010263	4	4
OG0010264	3	3
OG0010265	4	4
OG0010266	3	3
OG0010267	3	3
OG0010268	3	3
OG0010269	3	3
OG0010270	3	3
OG0010271	3	3
OG0010272	3	3
OG0010273	3	3
OG0010274	3	3
OG0010275	3	3
OG0010276	3	3
OG0010277	3	3
OG0010278	3	3
OG0010279	3	3
OG0010280	3	3
OG0010281	3	3
OG0010282	3	3
OG0010283	4	4
OG0010284	4	4
OG0010285	3	3
OG0010286	3	3
OG0010287	3	3
OG0010288	3	3
OG0010289	3	3
OG0010290	3	3
OG0010291	3	3
OG0010292	4	4
OG0010293	3	3
OG0010294	4	4
OG0010295	3	3
OG0010296	3	3
OG0010297	3	3
OG0010298	3	3
OG0010299	3	3
OG0010300	3	3
OG0010301	3	3
OG0010302	3	3
OG0010303	3	3
OG0010304	4	4
OG0010305	3	3
OG0010306	3	3
OG0010307	3	3
OG0010308	3	3
OG0010309	3	3
OG0010310	3	3
OG0010311	4	4
OG0010312	2	2
OG0010313	3	3
OG0010314	3	3
OG0010315	3	3
OG0010316	3	3
OG0010317	3	3
OG0010318	3	3
OG0010319	3	3
OG0010320	4	4
OG0010321	3	3
OG0010322	3	3
OG0010323	3	3
OG0010324	3	3
OG0010325	3	3
OG0010326	6	6
OG0010327	2	2
OG0010328	3	3
OG0010329	3	3
OG0010330	4	4
OG0010331	3	3
OG0010332	3	2
OG0010333	3	3
OG0010334	5	5
OG0010335	3	3
OG0010336	3	3
OG0010337	3	3
OG0010338	4	4
OG0010339	3	3
OG0010340	6	6
OG0010341	3	3
OG0010342	5	5
OG0010343	3	3
OG0010344	3	3
OG0010345	2	2
OG0010346	3	3
OG0010347	3	3
OG0010348	3	3
OG0010349	3	3
OG0010350	3	3
OG0010351	3	2
OG0010352	4	4
OG0010353	3	3
OG0010354	3	3
OG0010355	3	3
OG0010356	4	4
OG0010357	3	3
OG0010358	4	4
OG0010359	3	3
OG0010360	4	4
OG0010361	3	3
OG0010362	3	3
OG0010363	2	2
OG0010364	3	3
OG0010365	3	3
OG0010366	3	2
OG0010367	4	4
OG0010368	3	3
OG0010369	3	3
OG0010370	3	2
OG0010371	4	4
OG0010372	3	3
OG0010373	3	3
OG0010374	3	3
OG0010375	3	3
OG0010376	3	3
OG0010377	3	3
OG0010378	5	5
OG0010379	3	2
OG0010380	4	4
OG0010381	4	4
OG0010382	7	7
OG0010383	3	3
OG0010384	3	3
OG0010385	4	4
OG0010386	3	3
OG0010387	3	3
OG0010388	3	3
OG0010389	3	2
OG0010390	3	3
OG0010391	3	3
OG0010392	4	4
OG0010393	3	3
OG0010394	3	3
OG0010395	5	5
OG0010396	4	4
OG0010397	3	3
OG0010398	3	3
OG0010399	3	3
OG0010400	3	3
OG0010401	3	3
OG0010402	3	3
OG0010403	6	6
OG0010404	3	3
OG0010405	3	3
OG0010406	3	3
OG0010407	3	3
OG0010408	3	3
OG0010409	3	3
OG0010410	3	3
OG0010411	3	3
OG0010412	4	4
OG0010413	3	3
OG0010414	3	3
OG0010415	3	3
OG0010416	4	4
OG0010417	3	3
OG0010418	3	3
OG0010419	3	3
OG0010420	3	3
OG0010421	3	3
OG0010422	7	7
OG0010423	3	3
OG0010424	3	3
OG0010425	3	3
OG0010426	4	4
OG0010427	3	3
OG0010428	3	3
OG0010429	3	3
OG0010430	4	4
OG0010431	4	4
OG0010432	3	3
OG0010433	3	3
OG0010434	3	3
OG0010435	3	3
OG0010436	3	3
OG0010437	3	3
OG0010438	3	3
OG0010439	3	3
OG0010440	3	3
OG0010441	3	3
OG0010442	3	3
OG0010443	3	3
OG0010444	2	2
OG0010445	3	3
OG0010446	3	3
OG0010447	3	3
OG0010448	3	3
OG0010449	3	3
OG0010450	6	6
OG0010451	7	7
OG0010452	3	3
OG0010453	3	3
OG0010454	4	4
OG0010455	4	4
OG0010456	3	3
OG0010457	4	4
OG0010458	3	3
OG0010459	3	3
OG0010460	4	4
OG0010461	3	3
OG0010462	3	3
OG0010463	3	3
OG0010464	3	3
OG0010465	3	3
OG0010466	3	3
OG0010467	3	3
OG0010468	3	3
OG0010469	3	3
OG0010470	4	4
OG0010471	3	3
OG0010472	4	4
OG0010473	3	3
OG0010474	3	3
OG0010475	3	3
OG0010476	4	4
OG0010477	3	3
OG0010478	3	3
OG0010479	3	3
OG0010480	3	3
OG0010481	2	2
OG0010482	3	3
OG0010483	3	3
OG0010484	4	4
OG0010485	3	3
OG0010486	2	2
OG0010487	3	3
OG0010488	3	3
OG0010489	7	7
OG0010490	3	3
OG0010491	2	2
OG0010492	2	1
OG0010493	7	7
OG0010494	3	3
OG0010495	3	3
OG0010496	4	4
OG0010497	4	4
OG0010498	3	3
OG0010499	3	3
OG0010500	3	3
OG0010501	3	3
OG0010502	3	3
OG0010503	1	1
OG0010504	3	3
OG0010505	3	3
OG0010506	3	3
OG0010507	3	3
OG0010508	7	7
OG0010509	3	3
OG0010510	3	3
OG0010511	3	3
OG0010512	3	3
OG0010513	3	3
OG0010514	3	3
OG0010515	3	3
OG0010516	3	3
OG0010517	3	3
OG0010518	3	3
OG0010519	3	3
OG0010520	3	3
OG0010521	3	3
OG0010522	3	3
OG0010523	3	3
OG0010524	4	4
OG0010525	3	3
OG0010526	3	3
OG0010527	3	3
OG0010528	3	3
OG0010529	4	4
OG0010530	3	2
OG0010531	4	4
OG0010532	3	3
OG0010533	3	3
OG0010534	4	4
OG0010535	4	4
OG0010536	4	4
OG0010537	2	2
OG0010538	3	3
OG0010539	3	3
OG0010540	3	3
OG0010541	4	4
OG0010542	3	3
OG0010543	5	5
OG0010544	3	3
OG0010545	3	3
OG0010546	3	3
OG0010547	3	3
OG0010548	3	3
OG0010549	3	3
OG0010550	7	7
OG0010551	5	5
OG0010552	3	3
OG0010553	3	3
OG0010554	3	3
OG0010555	4	4
OG0010556	3	3
OG0010557	3	3
OG0010558	3	3
OG0010559	3	3
OG0010560	3	3
OG0010561	4	4
OG0010562	4	4
OG0010563	4	4
OG0010564	3	3
OG0010565	3	3
OG0010566	3	3
OG0010567	3	3
OG0010568	3	3
OG0010569	3	3
OG0010570	3	3
OG0010571	3	3
OG0010572	3	3
OG0010573	3	3
OG0010574	3	3
OG0010575	4	4
OG0010576	4	4
OG0010577	3	3
OG0010578	3	3
OG0010579	3	2
OG0010580	3	3
OG0010581	3	3
OG0010582	3	3
OG0010583	3	3
OG0010584	4	4
OG0010585	3	3
OG0010586	3	3
OG0010587	3	3
OG0010588	3	3
OG0010589	6	6
OG0010590	3	3
OG0010591	3	3
OG0010592	3	3
OG0010593	3	3
OG0010594	3	3
OG0010595	3	3
OG0010596	3	3
