Orthogroup	Arachis_hypogaea	Capsicum_anuum
OG0010269	arahy.Tifrunner.gnm1.ann1.4PU0PP.1, arahy.Tifrunner.gnm1.ann1.Y3UPDN.1	CA05g02070
OG0010270	arahy.Tifrunner.gnm1.ann1.XE45GC.1, arahy.Tifrunner.gnm1.ann1.TLYY08.1	CA02g29220
OG0010271	arahy.Tifrunner.gnm1.ann1.BDDW1F.1, arahy.Tifrunner.gnm1.ann1.072AWD.1	CA01g22150
OG0010272	arahy.Tifrunner.gnm1.ann1.RINP63.1, arahy.Tifrunner.gnm1.ann1.9TCE4B.1	CA08g00700
OG0010273	arahy.Tifrunner.gnm1.ann1.G6G9VX.1	CA11g03370
OG0010274	arahy.Tifrunner.gnm1.ann1.31F9U3.2, arahy.Tifrunner.gnm1.ann1.F0KYD5.1	CA00g71450, CA00g94120, CA07g05990
OG0010275	arahy.Tifrunner.gnm1.ann1.GJL8UB.1, arahy.Tifrunner.gnm1.ann1.X8HV17.1, arahy.Tifrunner.gnm1.ann1.7NV4RJ.1	CA00g50090
OG0010276	arahy.Tifrunner.gnm1.ann1.IXI1D4.1, arahy.Tifrunner.gnm1.ann1.W1MG13.1, arahy.Tifrunner.gnm1.ann1.PY9KME.1	CA01g31860
OG0010277	arahy.Tifrunner.gnm1.ann1.78AWB5.1, arahy.Tifrunner.gnm1.ann1.075A5E.1	CA01g23800
OG0010278	arahy.Tifrunner.gnm1.ann1.NBC3HK.1, arahy.Tifrunner.gnm1.ann1.FFIH3X.1	CA01g15680, CA03g16370
OG0010279	arahy.Tifrunner.gnm1.ann1.AAAS1H.1, arahy.Tifrunner.gnm1.ann1.9FL009.1, arahy.Tifrunner.gnm1.ann1.0KPM2I.2	CA04g12660
OG0010280	arahy.Tifrunner.gnm1.ann1.GX4GBD.1, arahy.Tifrunner.gnm1.ann1.BT8HPN.1	CA04g04010
OG0010281	arahy.Tifrunner.gnm1.ann1.N0XVDT.1, arahy.Tifrunner.gnm1.ann1.0S7EH6.1	CA03g21830, CA03g21820, CA12g10900
OG0010282	arahy.Tifrunner.gnm1.ann1.T2EC32.1	CA03g18310
OG0010285	arahy.Tifrunner.gnm1.ann1.VSCA53.1, arahy.Tifrunner.gnm1.ann1.EYQI1F.1	CA00g71490
OG0010286	arahy.Tifrunner.gnm1.ann1.US8HBC.1	CA03g23920
OG0010287	arahy.Tifrunner.gnm1.ann1.LKJ3D4.2, arahy.Tifrunner.gnm1.ann1.VLLQ8N.2	CA05g08270
OG0010288	arahy.Tifrunner.gnm1.ann1.P54VLQ.1, arahy.Tifrunner.gnm1.ann1.WDDE23.1	CA04g05860
OG0010289	arahy.Tifrunner.gnm1.ann1.YAGN0V.2, arahy.Tifrunner.gnm1.ann1.251ATU.1	CA01g23780
OG0010290	arahy.Tifrunner.gnm1.ann1.G51Q6K.1, arahy.Tifrunner.gnm1.ann1.E0G2VY.1	CA11g02350, CA06g05860
OG0010291	arahy.Tifrunner.gnm1.ann1.05N2IU.2, arahy.Tifrunner.gnm1.ann1.U6W7RM.1	CA11g06910
OG0010292	arahy.Tifrunner.gnm1.ann1.6NTG45.1, arahy.Tifrunner.gnm1.ann1.L3XFCU.2	CA02g08940, CA02g30050
OG0010293	arahy.Tifrunner.gnm1.ann1.WUH9GS.1, arahy.Tifrunner.gnm1.ann1.WVVG4E.1, arahy.Tifrunner.gnm1.ann1.DXU8TV.2	CA02g07400
OG0010295	arahy.Tifrunner.gnm1.ann1.GR7XEI.1, arahy.Tifrunner.gnm1.ann1.QL12SG.1	CA02g29480
OG0010296	arahy.Tifrunner.gnm1.ann1.FNNX8Q.1, arahy.Tifrunner.gnm1.ann1.T5AYFK.1	CA04g12600
OG0010297	arahy.Tifrunner.gnm1.ann1.H0PV48.1, arahy.Tifrunner.gnm1.ann1.3T1LZQ.1	CA02g24490
OG0010298	arahy.Tifrunner.gnm1.ann1.SC0FBD.1, arahy.Tifrunner.gnm1.ann1.QV9JTX.1	CA04g04040
OG0010299	arahy.Tifrunner.gnm1.ann1.SU7DJD.1, arahy.Tifrunner.gnm1.ann1.LM1Q4V.1, arahy.Tifrunner.gnm1.ann1.IAPX52.1	CA11g06930
OG0010300	arahy.Tifrunner.gnm1.ann1.6Q96ZG.1, arahy.Tifrunner.gnm1.ann1.LLR3FQ.1	CA07g11300
OG0010301	arahy.Tifrunner.gnm1.ann1.WRCS09.1, arahy.Tifrunner.gnm1.ann1.CQ7HGG.1	CA02g22380
OG0010302	arahy.Tifrunner.gnm1.ann1.9A2SBW.1, arahy.Tifrunner.gnm1.ann1.UPJN51.1	CA05g08420
OG0010303	arahy.Tifrunner.gnm1.ann1.LCH2QT.1, arahy.Tifrunner.gnm1.ann1.BT71C1.1	CA01g05000
OG0010304	arahy.Tifrunner.gnm1.ann1.11GRU6.1, arahy.Tifrunner.gnm1.ann1.ST0DQ2.1	CA11g06950
OG0010305	arahy.Tifrunner.gnm1.ann1.31X1J3.1, arahy.Tifrunner.gnm1.ann1.KYX91V.1	CA02g11000
OG0010306	arahy.Tifrunner.gnm1.ann1.961PRY.1	CA03g27820
OG0010307	arahy.Tifrunner.gnm1.ann1.F6ULXY.1, arahy.Tifrunner.gnm1.ann1.S9YJAQ.1, arahy.Tifrunner.gnm1.ann1.SB835A.1	CA02g26260
OG0010308	arahy.Tifrunner.gnm1.ann1.Q4VSGN.1, arahy.Tifrunner.gnm1.ann1.BDR352.1	CA02g06100
OG0010309	arahy.Tifrunner.gnm1.ann1.TS1LPS.1, arahy.Tifrunner.gnm1.ann1.8YZR55.1	CA05g05780
OG0010310	arahy.Tifrunner.gnm1.ann1.F5KWPZ.1, arahy.Tifrunner.gnm1.ann1.SMAV3X.1	CA03g20330
OG0010311	arahy.Tifrunner.gnm1.ann1.4HU4LR.1, arahy.Tifrunner.gnm1.ann1.R1F113.1	CA00g62320
OG0010312	arahy.Tifrunner.gnm1.ann1.858S2J.1, arahy.Tifrunner.gnm1.ann1.N7G5LN.1	CA02g24820, CA04g17530
OG0010313	arahy.Tifrunner.gnm1.ann1.85NLUF.2, arahy.Tifrunner.gnm1.ann1.61R3GI.1	CA04g10570, CA11g01200
OG0010314	arahy.Tifrunner.gnm1.ann1.1X7ZBM.1, arahy.Tifrunner.gnm1.ann1.VXG7Z6.1	CA04g22670
OG0010315	arahy.Tifrunner.gnm1.ann1.A68QNY.4, arahy.Tifrunner.gnm1.ann1.I1VY18.6	CA01g07990
OG0010316	arahy.Tifrunner.gnm1.ann1.ZST20A.1, arahy.Tifrunner.gnm1.ann1.L14VXE.1	CA12g10680
OG0010317	arahy.Tifrunner.gnm1.ann1.369VWG.1, arahy.Tifrunner.gnm1.ann1.XB7AYI.1, arahy.Tifrunner.gnm1.ann1.CFM630.1	CA00g75660
OG0010318	arahy.Tifrunner.gnm1.ann1.T4LF8L.1, arahy.Tifrunner.gnm1.ann1.3M9C0M.2	CA04g13040
OG0010319	arahy.Tifrunner.gnm1.ann1.M9VU1N.1, arahy.Tifrunner.gnm1.ann1.KS02B5.1	CA08g09980
OG0010320	arahy.Tifrunner.gnm1.ann1.W9Z2JH.1, arahy.Tifrunner.gnm1.ann1.TWQ0V4.1, arahy.Tifrunner.gnm1.ann1.VV941S.2, arahy.Tifrunner.gnm1.ann1.U34X7W.1	CA04g16920, CA04g16910
OG0010321	arahy.Tifrunner.gnm1.ann1.LIG7UX.1, arahy.Tifrunner.gnm1.ann1.TA5R8Z.3	CA04g19010
OG0010322	arahy.Tifrunner.gnm1.ann1.DICK3U.1, arahy.Tifrunner.gnm1.ann1.A7HRCY.1	CA10g09480
OG0010323	arahy.Tifrunner.gnm1.ann1.227FW7.1, arahy.Tifrunner.gnm1.ann1.8X384Y.2	CA11g10440
OG0010324	arahy.Tifrunner.gnm1.ann1.XXR9N9.2, arahy.Tifrunner.gnm1.ann1.Z8J4EM.1	CA08g03080
OG0010325	arahy.Tifrunner.gnm1.ann1.Z3Z7Z5.1	CA10g17350
OG0010327	arahy.Tifrunner.gnm1.ann1.XEB2B9.1	CA04g22140, CA00g70920
OG0010328	arahy.Tifrunner.gnm1.ann1.8A5B5C.4, arahy.Tifrunner.gnm1.ann1.X81CAV.4, arahy.Tifrunner.gnm1.ann1.H47VCY.1	CA03g19430
OG0010329	arahy.Tifrunner.gnm1.ann1.LA24B5.1	CA04g18960, CA12g17010, CA12g16780
OG0010330	arahy.Tifrunner.gnm1.ann1.5W7NNK.2, arahy.Tifrunner.gnm1.ann1.0E4ZKW.2, arahy.Tifrunner.gnm1.ann1.FV0XI2.1	CA08g16200, CA12g15480, CA00g77770
OG0010331	arahy.Tifrunner.gnm1.ann1.6UHH7V.1, arahy.Tifrunner.gnm1.ann1.20CGAG.1	CA07g05960, CA07g05950
OG0010332	arahy.Tifrunner.gnm1.ann1.H7AW2T.1, arahy.Tifrunner.gnm1.ann1.QT2TB5.1	CA12g18270
OG0010333	arahy.Tifrunner.gnm1.ann1.D58UPY.1, arahy.Tifrunner.gnm1.ann1.0P0L33.1	CA06g11240
OG0010335	arahy.Tifrunner.gnm1.ann1.U7ZK73.1, arahy.Tifrunner.gnm1.ann1.D7GKH1.1	CA00g86440
OG0010336	arahy.Tifrunner.gnm1.ann1.03HAKR.2, arahy.Tifrunner.gnm1.ann1.YM4VCW.2	CA12g17850
OG0010337	arahy.Tifrunner.gnm1.ann1.2I4SWN.1	CA08g17980, CA07g06190, CA07g17830
OG0010338	arahy.Tifrunner.gnm1.ann1.ZY5S91.1, arahy.Tifrunner.gnm1.ann1.0QCV82.1	CA04g17010
OG0010339	arahy.Tifrunner.gnm1.ann1.4CPP5V.1, arahy.Tifrunner.gnm1.ann1.DUIQ94.1	CA07g16820, CA04g15280
OG0010341	arahy.Tifrunner.gnm1.ann1.FNG8N4.1, arahy.Tifrunner.gnm1.ann1.Y1TCZK.3	CA04g21870
OG0010343	arahy.Tifrunner.gnm1.ann1.YL0Q9N.1, arahy.Tifrunner.gnm1.ann1.80GNXC.1	CA04g20690
OG0010344	arahy.Tifrunner.gnm1.ann1.3GEU56.1, arahy.Tifrunner.gnm1.ann1.SJ6692.1	CA08g02380
OG0010345	arahy.Tifrunner.gnm1.ann1.7SA24Y.1, arahy.Tifrunner.gnm1.ann1.J9H0YQ.1	CA02g24800, CA00g72950
OG0010346	arahy.Tifrunner.gnm1.ann1.N12FQY.2, arahy.Tifrunner.gnm1.ann1.S0XZCZ.1	CA04g16200
OG0010347	arahy.Tifrunner.gnm1.ann1.A1ZC3A.1, arahy.Tifrunner.gnm1.ann1.ZYZ79R.1, arahy.Tifrunner.gnm1.ann1.HI2JIU.1	CA03g19580
OG0010348	arahy.Tifrunner.gnm1.ann1.ZPAF0L.2, arahy.Tifrunner.gnm1.ann1.8ZA7SM.2	CA08g19430
OG0010349	arahy.Tifrunner.gnm1.ann1.UJ20FY.1, arahy.Tifrunner.gnm1.ann1.0K8AZ2.1	CA11g19980
OG0010350	arahy.Tifrunner.gnm1.ann1.CGD4UQ.1, arahy.Tifrunner.gnm1.ann1.K9F3KZ.1, arahy.Tifrunner.gnm1.ann1.84THGE.1	CA03g20010
OG0010351	arahy.Tifrunner.gnm1.ann1.50YYNM.1, arahy.Tifrunner.gnm1.ann1.647QNX.1	CA04g20650
OG0010352	arahy.Tifrunner.gnm1.ann1.NV60S8.1, arahy.Tifrunner.gnm1.ann1.81H9V0.1	CA04g13070
OG0010353	arahy.Tifrunner.gnm1.ann1.KF8GDN.1, arahy.Tifrunner.gnm1.ann1.08WRUD.1	CA04g20860
OG0010354	arahy.Tifrunner.gnm1.ann1.7DZ9XI.1, arahy.Tifrunner.gnm1.ann1.MYP9FH.1	CA04g22630
OG0010355	arahy.Tifrunner.gnm1.ann1.H9D2WH.1, arahy.Tifrunner.gnm1.ann1.Y876JP.1	CA00g36550
OG0010357	arahy.Tifrunner.gnm1.ann1.08CHYH.2, arahy.Tifrunner.gnm1.ann1.8X7RIN.1	CA04g20630
OG0010358	arahy.Tifrunner.gnm1.ann1.XA9LH2.1, arahy.Tifrunner.gnm1.ann1.808QWK.1, arahy.Tifrunner.gnm1.ann1.BL1IZ1.1, arahy.Tifrunner.gnm1.ann1.18RKPD.1	CA05g00550
OG0010359	arahy.Tifrunner.gnm1.ann1.FBZU85.1, arahy.Tifrunner.gnm1.ann1.7RQ6TB.1, arahy.Tifrunner.gnm1.ann1.76XKSK.1, arahy.Tifrunner.gnm1.ann1.B8YF15.1	CA04g22640
OG0010360	arahy.Tifrunner.gnm1.ann1.KK00U0.1, arahy.Tifrunner.gnm1.ann1.GPRR9Y.1	CA04g23340
OG0010361	arahy.Tifrunner.gnm1.ann1.V9D8IR.1	CA12g22400
OG0010362	arahy.Tifrunner.gnm1.ann1.66CLCN.1, arahy.Tifrunner.gnm1.ann1.391TM2.2	CA08g18770
OG0010363	arahy.Tifrunner.gnm1.ann1.CQR159.1, arahy.Tifrunner.gnm1.ann1.W13BUI.1	CA06g08460, CA03g20370
OG0010364	arahy.Tifrunner.gnm1.ann1.Z6VY1D.1, arahy.Tifrunner.gnm1.ann1.33MSFM.1	CA04g11990
OG0010365	arahy.Tifrunner.gnm1.ann1.89BLSN.1	CA04g22100
OG0010366	arahy.Tifrunner.gnm1.ann1.M1N20Q.1	CA10g05980
OG0010368	arahy.Tifrunner.gnm1.ann1.Z8U3KU.1, arahy.Tifrunner.gnm1.ann1.00UVWE.1, arahy.Tifrunner.gnm1.ann1.1181X5.1	CA01g25140
OG0010369	arahy.Tifrunner.gnm1.ann1.W6GX7N.1, arahy.Tifrunner.gnm1.ann1.VT20D2.1	CA10g13180
OG0010372	arahy.Tifrunner.gnm1.ann1.ZP1L4J.1	CA01g16880, CA12g21010
OG0010373	arahy.Tifrunner.gnm1.ann1.5YJ9DX.1, arahy.Tifrunner.gnm1.ann1.L88N0U.1	CA09g01750, CA07g01470
OG0010374	arahy.Tifrunner.gnm1.ann1.IL3HUZ.1, arahy.Tifrunner.gnm1.ann1.FP1HKG.1	CA01g04330
OG0010375	arahy.Tifrunner.gnm1.ann1.8WE36P.1, arahy.Tifrunner.gnm1.ann1.KEU88K.2	CA00g78190
OG0010376	arahy.Tifrunner.gnm1.ann1.83EP2I.1, arahy.Tifrunner.gnm1.ann1.IS6ADN.1, arahy.Tifrunner.gnm1.ann1.FI466Z.1	CA00g83100
OG0010377	arahy.Tifrunner.gnm1.ann1.HW9M99.2, arahy.Tifrunner.gnm1.ann1.N67QXJ.1	CA00g68550
OG0010379	arahy.Tifrunner.gnm1.ann1.YYBF8M.1, arahy.Tifrunner.gnm1.ann1.414R5A.1	CA01g03150
OG0010380	arahy.Tifrunner.gnm1.ann1.A16VYK.1, arahy.Tifrunner.gnm1.ann1.I1NZHN.1	CA11g13210
OG0010381	arahy.Tifrunner.gnm1.ann1.EJ0XN1.1, arahy.Tifrunner.gnm1.ann1.L75CTN.1, arahy.Tifrunner.gnm1.ann1.6S26PP.1, arahy.Tifrunner.gnm1.ann1.Q6K1JG.1	CA00g53570
OG0010383	arahy.Tifrunner.gnm1.ann1.H0NKK3.1, arahy.Tifrunner.gnm1.ann1.FQN863.1, arahy.Tifrunner.gnm1.ann1.PPAS6H.3	CA08g13720
OG0010384	arahy.Tifrunner.gnm1.ann1.Y5S8CM.1, arahy.Tifrunner.gnm1.ann1.X2856C.1	CA03g11510
OG0010386	arahy.Tifrunner.gnm1.ann1.V3YSAY.2, arahy.Tifrunner.gnm1.ann1.FHD422.1	CA07g02040
OG0010387	arahy.Tifrunner.gnm1.ann1.99UL3I.1, arahy.Tifrunner.gnm1.ann1.H173G9.1	CA06g25510
OG0010388	arahy.Tifrunner.gnm1.ann1.6AS4TW.1, arahy.Tifrunner.gnm1.ann1.9Y0BJI.1	CA07g09990
OG0010389	arahy.Tifrunner.gnm1.ann1.ZV34CK.1, arahy.Tifrunner.gnm1.ann1.6M2MGC.1	CA04g12150, CA04g12140
OG0010390	arahy.Tifrunner.gnm1.ann1.U2PFFQ.1, arahy.Tifrunner.gnm1.ann1.42IH8X.2	CA00g69660
OG0010391	arahy.Tifrunner.gnm1.ann1.BDIQ8A.2, arahy.Tifrunner.gnm1.ann1.M3F3BS.2, arahy.Tifrunner.gnm1.ann1.2JX1G7.1	CA01g21010
OG0010392	arahy.Tifrunner.gnm1.ann1.89FC4C.1, arahy.Tifrunner.gnm1.ann1.6X23CA.1, arahy.Tifrunner.gnm1.ann1.1P1WAU.1, arahy.Tifrunner.gnm1.ann1.0GES1T.1	CA04g03530, CA02g18180
OG0010393	arahy.Tifrunner.gnm1.ann1.J8QG6N.1, arahy.Tifrunner.gnm1.ann1.KJPE0P.1	CA06g11130
OG0010394	arahy.Tifrunner.gnm1.ann1.PK7WRQ.1, arahy.Tifrunner.gnm1.ann1.AETP6W.1, arahy.Tifrunner.gnm1.ann1.3HIG3T.1	CA02g19030
OG0010395	arahy.Tifrunner.gnm1.ann1.LTNP6S.1, arahy.Tifrunner.gnm1.ann1.85ZU22.1, arahy.Tifrunner.gnm1.ann1.L13Y3X.1, arahy.Tifrunner.gnm1.ann1.RMA2DS.1, arahy.Tifrunner.gnm1.ann1.HNK79X.1, arahy.Tifrunner.gnm1.ann1.R8V82M.1	CA01g09210
OG0010397	arahy.Tifrunner.gnm1.ann1.WPA2XH.1, arahy.Tifrunner.gnm1.ann1.57P81C.1	CA12g05810
OG0010398	arahy.Tifrunner.gnm1.ann1.32Y4H5.1, arahy.Tifrunner.gnm1.ann1.LS3LRU.1	CA06g18410
OG0010399	arahy.Tifrunner.gnm1.ann1.RR2C2G.1, arahy.Tifrunner.gnm1.ann1.5026CX.1	CA09g01210, CA06g07380
OG0010400	arahy.Tifrunner.gnm1.ann1.H7SKKF.1, arahy.Tifrunner.gnm1.ann1.UQNU32.3, arahy.Tifrunner.gnm1.ann1.ULB97Z.1	CA06g19700
OG0010401	arahy.Tifrunner.gnm1.ann1.B0WW5W.1, arahy.Tifrunner.gnm1.ann1.ZG7XLL.1	CA05g20650
OG0010402	arahy.Tifrunner.gnm1.ann1.YC35GQ.1, arahy.Tifrunner.gnm1.ann1.BZZQ7R.2	CA01g18360
OG0010404	arahy.Tifrunner.gnm1.ann1.LDHF9L.1, arahy.Tifrunner.gnm1.ann1.1R5J8M.1	CA10g01070
OG0010405	arahy.Tifrunner.gnm1.ann1.R1GXAR.1, arahy.Tifrunner.gnm1.ann1.K1WGVP.1, arahy.Tifrunner.gnm1.ann1.EIFC1U.2	CA00g79060
OG0010406	arahy.Tifrunner.gnm1.ann1.YXSX85.1, arahy.Tifrunner.gnm1.ann1.J06XH2.1	CA07g02710, CA07g02720
OG0010407	arahy.Tifrunner.gnm1.ann1.KNY9JW.1, arahy.Tifrunner.gnm1.ann1.BQLE9W.2, arahy.Tifrunner.gnm1.ann1.XD33H1.2	CA07g01320
OG0010408	arahy.Tifrunner.gnm1.ann1.KV6AVL.1, arahy.Tifrunner.gnm1.ann1.IM29MK.1	CA09g02130
OG0010409	arahy.Tifrunner.gnm1.ann1.KAI8DY.4, arahy.Tifrunner.gnm1.ann1.JJP1G0.2, arahy.Tifrunner.gnm1.ann1.YK9IP3.1	CA10g05340
OG0010410	arahy.Tifrunner.gnm1.ann1.E884N9.1, arahy.Tifrunner.gnm1.ann1.W2KP9A.1	CA01g24960
OG0010411	arahy.Tifrunner.gnm1.ann1.Z514Y3.1, arahy.Tifrunner.gnm1.ann1.ME9AL8.1, arahy.Tifrunner.gnm1.ann1.Q7AZJA.1	CA06g18310
OG0010412	arahy.Tifrunner.gnm1.ann1.PFE7S7.1, arahy.Tifrunner.gnm1.ann1.YCEX9W.1	CA01g24350
OG0010413	arahy.Tifrunner.gnm1.ann1.RPZE8L.1, arahy.Tifrunner.gnm1.ann1.8322W6.1	CA00g50550
OG0010414	arahy.Tifrunner.gnm1.ann1.9HIF7S.1, arahy.Tifrunner.gnm1.ann1.78U3A7.1	CA06g19360
OG0010415	arahy.Tifrunner.gnm1.ann1.P5AXXG.4, arahy.Tifrunner.gnm1.ann1.14IBSY.2	CA06g10300, CA11g12270, CA11g12280
OG0010416	arahy.Tifrunner.gnm1.ann1.6P4JRH.1, arahy.Tifrunner.gnm1.ann1.7JI950.1	CA08g01080
OG0010417	arahy.Tifrunner.gnm1.ann1.2XG0SD.1	CA07g09500
OG0010418	arahy.Tifrunner.gnm1.ann1.FQAE3D.1, arahy.Tifrunner.gnm1.ann1.2P5KB6.1, arahy.Tifrunner.gnm1.ann1.92CJFF.1, arahy.Tifrunner.gnm1.ann1.AS3ULH.1	CA02g19070
OG0010419	arahy.Tifrunner.gnm1.ann1.E98L7U.1, arahy.Tifrunner.gnm1.ann1.M4RUY8.1	CA07g01660
OG0010420	arahy.Tifrunner.gnm1.ann1.HC95SM.1, arahy.Tifrunner.gnm1.ann1.9B0XDD.1	CA04g09230
OG0010421	arahy.Tifrunner.gnm1.ann1.PKYK26.1, arahy.Tifrunner.gnm1.ann1.9DG48R.1	CA03g24540
OG0010423	arahy.Tifrunner.gnm1.ann1.DXFN4R.1, arahy.Tifrunner.gnm1.ann1.BZT8G9.1	CA10g02370
OG0010424	arahy.Tifrunner.gnm1.ann1.RWP7TH.1	CA03g24260
OG0010425	arahy.Tifrunner.gnm1.ann1.0L2UMW.1, arahy.Tifrunner.gnm1.ann1.W0WM15.1	CA00g78180
OG0010427	arahy.Tifrunner.gnm1.ann1.UN52J1.1, arahy.Tifrunner.gnm1.ann1.9WPU3R.1	CA03g28870
OG0010428	arahy.Tifrunner.gnm1.ann1.IHW9TM.1, arahy.Tifrunner.gnm1.ann1.MV5JUR.1	CA09g09450
OG0010429	arahy.Tifrunner.gnm1.ann1.SM3TC1.1, arahy.Tifrunner.gnm1.ann1.UR837P.1	CA02g19010
OG0010432	arahy.Tifrunner.gnm1.ann1.TA1JJE.1, arahy.Tifrunner.gnm1.ann1.763U0W.1	CA01g06450
OG0010433	arahy.Tifrunner.gnm1.ann1.TW0DHY.1, arahy.Tifrunner.gnm1.ann1.8D8HC8.1	CA07g00540
OG0010434	arahy.Tifrunner.gnm1.ann1.717SVK.1, arahy.Tifrunner.gnm1.ann1.JDXG8H.1	CA04g16570
OG0010435	arahy.Tifrunner.gnm1.ann1.STS3CH.1, arahy.Tifrunner.gnm1.ann1.A3XSQH.1	CA02g20790
OG0010436	arahy.Tifrunner.gnm1.ann1.ES3V94.1, arahy.Tifrunner.gnm1.ann1.E8J80R.1	CA12g01220
OG0010437	arahy.Tifrunner.gnm1.ann1.0UXM82.1, arahy.Tifrunner.gnm1.ann1.66EI83.1	CA00g70810
OG0010438	arahy.Tifrunner.gnm1.ann1.X7NLR0.1, arahy.Tifrunner.gnm1.ann1.V872M0.1	CA08g10220, CA08g10230
OG0010439	arahy.Tifrunner.gnm1.ann1.Y758W9.1, arahy.Tifrunner.gnm1.ann1.GSMV4A.1	CA12g21300, CA00g63360
OG0010440	arahy.Tifrunner.gnm1.ann1.RRL2AN.1	CA07g05740
OG0010441	arahy.Tifrunner.gnm1.ann1.03CYAA.1	CA01g14060, CA06g13030, CA06g25960
OG0010442	arahy.Tifrunner.gnm1.ann1.DDNH16.1, arahy.Tifrunner.gnm1.ann1.P6R29M.1, arahy.Tifrunner.gnm1.ann1.HJC4WF.1	CA07g20840
OG0010443	arahy.Tifrunner.gnm1.ann1.WU89NH.1, arahy.Tifrunner.gnm1.ann1.K7E7DP.1	CA06g07210, CA06g07200
OG0010444	arahy.Tifrunner.gnm1.ann1.MT8Q6Z.1, arahy.Tifrunner.gnm1.ann1.VJWP7R.1	CA03g25280, CA03g25270
OG0010445	arahy.Tifrunner.gnm1.ann1.IBE8NF.1, arahy.Tifrunner.gnm1.ann1.WU4RWF.1	CA01g05660, CA12g14170
OG0010446	arahy.Tifrunner.gnm1.ann1.PHJ7DT.1, arahy.Tifrunner.gnm1.ann1.CB0JBU.1, arahy.Tifrunner.gnm1.ann1.S1L982.1	CA02g07930
OG0010447	arahy.Tifrunner.gnm1.ann1.MWX564.1, arahy.Tifrunner.gnm1.ann1.YF22WB.1	CA03g27680, CA10g02140, CA06g19400
OG0010448	arahy.Tifrunner.gnm1.ann1.TTC9TX.1, arahy.Tifrunner.gnm1.ann1.JVCS8V.1	CA00g90480, CA06g19530
OG0010449	arahy.Tifrunner.gnm1.ann1.24XUJ9.1, arahy.Tifrunner.gnm1.ann1.HD41SF.1	CA00g29820, CA00g29810
OG0010452	arahy.Tifrunner.gnm1.ann1.I0ZCH2.1, arahy.Tifrunner.gnm1.ann1.T40CTJ.1	CA02g03270, CA10g19010
OG0010453	arahy.Tifrunner.gnm1.ann1.P12GZY.1, arahy.Tifrunner.gnm1.ann1.1PS8SX.1	CA11g02150
OG0010454	arahy.Tifrunner.gnm1.ann1.JN0VN4.1, arahy.Tifrunner.gnm1.ann1.WY72QN.1, arahy.Tifrunner.gnm1.ann1.AT1RLA.1	CA07g02360
OG0010456	arahy.Tifrunner.gnm1.ann1.6QL4ST.1, arahy.Tifrunner.gnm1.ann1.PUR3G8.1, arahy.Tifrunner.gnm1.ann1.U7GG8I.2, arahy.Tifrunner.gnm1.ann1.L4PA5N.1	CA06g25030
OG0010458	arahy.Tifrunner.gnm1.ann1.6F3RDV.1, arahy.Tifrunner.gnm1.ann1.6U7G1S.1	CA02g27450
OG0010459	arahy.Tifrunner.gnm1.ann1.YL670A.1, arahy.Tifrunner.gnm1.ann1.AKH03T.1	CA06g13930
OG0010461	arahy.Tifrunner.gnm1.ann1.34GBRB.1, arahy.Tifrunner.gnm1.ann1.G6L3X6.1	CA07g04120
OG0010462	arahy.Tifrunner.gnm1.ann1.5XAX9E.1, arahy.Tifrunner.gnm1.ann1.0DV40D.1	CA02g18250
OG0010463	arahy.Tifrunner.gnm1.ann1.H1IQ00.1, arahy.Tifrunner.gnm1.ann1.5ITW1B.2	CA02g10990
OG0010464	arahy.Tifrunner.gnm1.ann1.ZU7UIY.1, arahy.Tifrunner.gnm1.ann1.TK9WZW.1	CA01g15620
OG0010465	arahy.Tifrunner.gnm1.ann1.BP3FRD.1, arahy.Tifrunner.gnm1.ann1.83HTFG.1	CA02g25260
OG0010466	arahy.Tifrunner.gnm1.ann1.N7874Q.2, arahy.Tifrunner.gnm1.ann1.W5Q7UV.2	CA11g16230
OG0010467	arahy.Tifrunner.gnm1.ann1.438RTV.1, arahy.Tifrunner.gnm1.ann1.Q3AJBC.1	CA08g04490, CA02g25550
OG0010468	arahy.Tifrunner.gnm1.ann1.BTXG8Q.1, arahy.Tifrunner.gnm1.ann1.7ZPA8Y.1	CA03g18130
OG0010469	arahy.Tifrunner.gnm1.ann1.WNQC8Q.1, arahy.Tifrunner.gnm1.ann1.D87PD7.1	CA05g04540
OG0010470	arahy.Tifrunner.gnm1.ann1.TPLS1U.1, arahy.Tifrunner.gnm1.ann1.QXLV0V.1	CA05g17910, CA12g00690
OG0010471	arahy.Tifrunner.gnm1.ann1.0V448S.1, arahy.Tifrunner.gnm1.ann1.E2BYBF.1	CA00g33050
OG0010472	arahy.Tifrunner.gnm1.ann1.G0YQ1S.1, arahy.Tifrunner.gnm1.ann1.Y7XFN8.1	CA06g25980, CA06g13020
OG0010473	arahy.Tifrunner.gnm1.ann1.62CDNH.1, arahy.Tifrunner.gnm1.ann1.VNPM5I.1	CA09g15090
OG0010474	arahy.Tifrunner.gnm1.ann1.9BS001.1, arahy.Tifrunner.gnm1.ann1.J9PLIE.1	CA07g00170
OG0010475	arahy.Tifrunner.gnm1.ann1.UF0NDT.1, arahy.Tifrunner.gnm1.ann1.IHC8NS.1	CA07g05090
OG0010477	arahy.Tifrunner.gnm1.ann1.9042LP.1, arahy.Tifrunner.gnm1.ann1.ZS1M1K.1	CA00g86080
