Orthogroup	Arachis_hypogaea	Solanum_lycopersicum
OG0006673	arahy.Tifrunner.gnm1.ann1.SKE7H3.1, arahy.Tifrunner.gnm1.ann1.C7APUF.1	Solyc08T002303.1
OG0006674	arahy.Tifrunner.gnm1.ann1.SID7TX.1, arahy.Tifrunner.gnm1.ann1.K96EGP.2	Solyc06T001848.1
OG0006675	arahy.Tifrunner.gnm1.ann1.46YC1P.1, arahy.Tifrunner.gnm1.ann1.5V1RNQ.1	Solyc05T000489.1
OG0006677	arahy.Tifrunner.gnm1.ann1.86LGQR.1, arahy.Tifrunner.gnm1.ann1.5LAL7M.1	Solyc02T002230.1
OG0006678	arahy.Tifrunner.gnm1.ann1.Z935MC.1, arahy.Tifrunner.gnm1.ann1.D09L8P.1, arahy.Tifrunner.gnm1.ann1.RFZ0FJ.1, arahy.Tifrunner.gnm1.ann1.XQV0C2.1	Solyc02T000648.1
OG0006679	arahy.Tifrunner.gnm1.ann1.52LQAS.1, arahy.Tifrunner.gnm1.ann1.HVQN9F.1	Solyc05T002249.1
OG0006681	arahy.Tifrunner.gnm1.ann1.E8YRIM.3, arahy.Tifrunner.gnm1.ann1.Z4JI4R.1, arahy.Tifrunner.gnm1.ann1.A2FF76.1, arahy.Tifrunner.gnm1.ann1.K7AB56.1	Solyc03T000593.1, Solyc02T002070.1
OG0006682	arahy.Tifrunner.gnm1.ann1.U4ZHW1.1, arahy.Tifrunner.gnm1.ann1.6TZ00L.1, arahy.Tifrunner.gnm1.ann1.L0BNS4.1	Solyc05T000635.2
OG0006683	arahy.Tifrunner.gnm1.ann1.TL04YN.1, arahy.Tifrunner.gnm1.ann1.IX2F7U.1	Solyc08T002397.4, Solyc12T002206.1
OG0006684	arahy.Tifrunner.gnm1.ann1.UX5VDV.1, arahy.Tifrunner.gnm1.ann1.QZK539.1	Solyc03T003194.1
OG0006685	arahy.Tifrunner.gnm1.ann1.K5BFLR.1, arahy.Tifrunner.gnm1.ann1.4YMZ2P.1	Solyc08T002269.1
OG0006686	arahy.Tifrunner.gnm1.ann1.M0EGM5.1, arahy.Tifrunner.gnm1.ann1.8PB9CU.1, arahy.Tifrunner.gnm1.ann1.Q2IHDV.1, arahy.Tifrunner.gnm1.ann1.4H8HXV.1, arahy.Tifrunner.gnm1.ann1.D5DV9J.1, arahy.Tifrunner.gnm1.ann1.GC5N30.1, arahy.Tifrunner.gnm1.ann1.RIPR8S.1	Solyc08T000775.1
OG0006687	arahy.Tifrunner.gnm1.ann1.DYFB32.1, arahy.Tifrunner.gnm1.ann1.1X56WH.1, arahy.Tifrunner.gnm1.ann1.Z0CWV9.1, arahy.Tifrunner.gnm1.ann1.X9067F.3	Solyc02T000226.1
OG0006688	arahy.Tifrunner.gnm1.ann1.H6AZME.1, arahy.Tifrunner.gnm1.ann1.9NDC2Q.1	Solyc01T000123.1
OG0006689	arahy.Tifrunner.gnm1.ann1.UMYN8D.1, arahy.Tifrunner.gnm1.ann1.8BYJ1V.1, arahy.Tifrunner.gnm1.ann1.N974ZF.1, arahy.Tifrunner.gnm1.ann1.G4VJTK.1	Solyc05T000619.1, Solyc04T000029.1
OG0006690	arahy.Tifrunner.gnm1.ann1.YCXM3R.3, arahy.Tifrunner.gnm1.ann1.S45US4.1, arahy.Tifrunner.gnm1.ann1.50RNEG.1	Solyc05T000057.1
OG0006691	arahy.Tifrunner.gnm1.ann1.76LABN.1, arahy.Tifrunner.gnm1.ann1.U16Y2L.1, arahy.Tifrunner.gnm1.ann1.CSHQ77.1, arahy.Tifrunner.gnm1.ann1.1I167B.2	Solyc06T001374.1, Solyc08T001993.1, Solyc08T000200.1
OG0006692	arahy.Tifrunner.gnm1.ann1.DU2U9I.1, arahy.Tifrunner.gnm1.ann1.1SGT9N.1	Solyc05T000189.2
OG0006693	arahy.Tifrunner.gnm1.ann1.T9GKNP.1, arahy.Tifrunner.gnm1.ann1.CZ7R53.1	Solyc12T000392.1
OG0006694	arahy.Tifrunner.gnm1.ann1.828D94.1, arahy.Tifrunner.gnm1.ann1.NSGB9G.1	Solyc12T000265.2
OG0006695	arahy.Tifrunner.gnm1.ann1.KW6QS2.1, arahy.Tifrunner.gnm1.ann1.7M3CIR.1, arahy.Tifrunner.gnm1.ann1.EE0YL2.1	Solyc02T002847.1
OG0006696	arahy.Tifrunner.gnm1.ann1.2M8W8F.1, arahy.Tifrunner.gnm1.ann1.CSBF71.1	Solyc08T002432.1
OG0006697	arahy.Tifrunner.gnm1.ann1.1YR532.1, arahy.Tifrunner.gnm1.ann1.XJ0R0A.1	Solyc03T000526.1, Solyc02T001930.2
OG0006698	arahy.Tifrunner.gnm1.ann1.SCX26U.1	Solyc03T002506.1
OG0006698	arahy.Tifrunner.gnm1.ann1.B3XDAM.1, arahy.Tifrunner.gnm1.ann1.DBZB80.1	Solyc02T002236.1
OG0006699	arahy.Tifrunner.gnm1.ann1.115BTG.1, arahy.Tifrunner.gnm1.ann1.GB6XSM.1, arahy.Tifrunner.gnm1.ann1.RB8GEU.1	Solyc08T001774.1
OG0006700	arahy.Tifrunner.gnm1.ann1.SC2WWN.1, arahy.Tifrunner.gnm1.ann1.UE7NK8.1	Solyc09T002372.1
OG0006701	arahy.Tifrunner.gnm1.ann1.C6RKPL.1, arahy.Tifrunner.gnm1.ann1.Y5V9TA.1	Solyc02T002794.1
OG0006702	arahy.Tifrunner.gnm1.ann1.1PFQ5M.1, arahy.Tifrunner.gnm1.ann1.KJN3LK.2	Solyc05T002047.1
OG0006703	arahy.Tifrunner.gnm1.ann1.J6ALFQ.1, arahy.Tifrunner.gnm1.ann1.8FZ8QS.1	Solyc08T002287.2
OG0006704	arahy.Tifrunner.gnm1.ann1.KS8TVJ.1, arahy.Tifrunner.gnm1.ann1.DCX0GA.1, arahy.Tifrunner.gnm1.ann1.24SHUP.1, arahy.Tifrunner.gnm1.ann1.EGH0HL.1	Solyc03T000726.1, Solyc02T002697.5
OG0006707	arahy.Tifrunner.gnm1.ann1.4PD0PP.1	Solyc07T002777.1
OG0006708	arahy.Tifrunner.gnm1.ann1.GH786V.1, arahy.Tifrunner.gnm1.ann1.5VQ3WA.1	Solyc08T002421.1
OG0006709	arahy.Tifrunner.gnm1.ann1.MGYB2D.1, arahy.Tifrunner.gnm1.ann1.PX2G61.1, arahy.Tifrunner.gnm1.ann1.MX0K57.1, arahy.Tifrunner.gnm1.ann1.D6BAN0.1	Solyc03T000727.1, Solyc02T002706.1
OG0006710	arahy.Tifrunner.gnm1.ann1.S9U9HD.1, arahy.Tifrunner.gnm1.ann1.Q37N58.1, arahy.Tifrunner.gnm1.ann1.KD7YUX.1	Solyc02T001888.1, Solyc03T000512.1
OG0006711	arahy.Tifrunner.gnm1.ann1.8N5BV1.1, arahy.Tifrunner.gnm1.ann1.T0P5W2.1, arahy.Tifrunner.gnm1.ann1.GYJ6B7.1, arahy.Tifrunner.gnm1.ann1.TICU69.1	Solyc02T002757.1
OG0006713	arahy.Tifrunner.gnm1.ann1.45I9WG.1, arahy.Tifrunner.gnm1.ann1.96UIHW.1, arahy.Tifrunner.gnm1.ann1.W1WWEB.1, arahy.Tifrunner.gnm1.ann1.T2LSLY.1	Solyc01T003380.1
OG0006714	arahy.Tifrunner.gnm1.ann1.BP1D2E.2, arahy.Tifrunner.gnm1.ann1.71BBCE.1, arahy.Tifrunner.gnm1.ann1.GF4R7K.1	Solyc12T000201.1
OG0006715	arahy.Tifrunner.gnm1.ann1.S6IS8L.1, arahy.Tifrunner.gnm1.ann1.YW0R51.1	Solyc03T000222.1
OG0006716	arahy.Tifrunner.gnm1.ann1.88Y1ZI.2, arahy.Tifrunner.gnm1.ann1.7I89AX.1, arahy.Tifrunner.gnm1.ann1.N502YT.1	Solyc06T002131.1, Solyc03T002140.3
OG0006717	arahy.Tifrunner.gnm1.ann1.7C4JLW.2, arahy.Tifrunner.gnm1.ann1.L7L2H1.1	Solyc02T002780.1
OG0006718	arahy.Tifrunner.gnm1.ann1.93DHY7.1, arahy.Tifrunner.gnm1.ann1.Y9HS7A.1, arahy.Tifrunner.gnm1.ann1.4G5U2W.1	Solyc08T001798.1, Solyc08T001797.1
OG0006719	arahy.Tifrunner.gnm1.ann1.ZH4NLG.1, arahy.Tifrunner.gnm1.ann1.R9E8HA.1	Solyc06T001819.1, Solyc03T003143.1
OG0006720	arahy.Tifrunner.gnm1.ann1.A3XJZU.1, arahy.Tifrunner.gnm1.ann1.RXPY9R.1, arahy.Tifrunner.gnm1.ann1.R5GTQI.2	Solyc08T001867.1, Solyc08T000051.3
OG0006721	arahy.Tifrunner.gnm1.ann1.WP4DQS.1, arahy.Tifrunner.gnm1.ann1.YJRC23.1	Solyc12T001365.1, Solyc02T002235.1
OG0006722	arahy.Tifrunner.gnm1.ann1.5RRG6K.1, arahy.Tifrunner.gnm1.ann1.IY6P5S.1	Solyc12T002415.1, Solyc04T002648.1
OG0006723	arahy.Tifrunner.gnm1.ann1.U7HMBF.1, arahy.Tifrunner.gnm1.ann1.L9MWY5.1, arahy.Tifrunner.gnm1.ann1.P7Z3M8.1, arahy.Tifrunner.gnm1.ann1.500GQ6.1	Solyc01T000439.1, Solyc04T000025.1, Solyc05T000596.1
OG0006724	arahy.Tifrunner.gnm1.ann1.BR1H5V.1, arahy.Tifrunner.gnm1.ann1.V0Z2W7.1	Solyc04T002148.1, Solyc03T000612.1
OG0006725	arahy.Tifrunner.gnm1.ann1.JE3RIW.1	Solyc01T001401.1
OG0006726	arahy.Tifrunner.gnm1.ann1.BMN4NJ.1, arahy.Tifrunner.gnm1.ann1.8J1A4Z.1	Solyc04T002488.2
OG0006727	arahy.Tifrunner.gnm1.ann1.F6SWGC.1, arahy.Tifrunner.gnm1.ann1.0753T9.1	Solyc08T002111.1
OG0006728	arahy.Tifrunner.gnm1.ann1.M37XHZ.1, arahy.Tifrunner.gnm1.ann1.3V9M2M.2	Solyc04T002017.1
OG0006729	arahy.Tifrunner.gnm1.ann1.WT3CQ0.1, arahy.Tifrunner.gnm1.ann1.Z5DNFJ.1	Solyc08T001847.1
OG0006730	arahy.Tifrunner.gnm1.ann1.XL6SY1.1, arahy.Tifrunner.gnm1.ann1.SWV57T.1	Solyc01T002935.1
OG0006731	arahy.Tifrunner.gnm1.ann1.NTSV8G.1, arahy.Tifrunner.gnm1.ann1.F8M8GF.1	Solyc08T000044.1, Solyc12T002551.2
OG0006732	arahy.Tifrunner.gnm1.ann1.6QT9XW.1, arahy.Tifrunner.gnm1.ann1.4I8WV5.1	Solyc05T001232.1
OG0006733	arahy.Tifrunner.gnm1.ann1.SQPQ35.1, arahy.Tifrunner.gnm1.ann1.3AX6CG.1	PRAM_25757.1.p1, Solyc02T001141.1
OG0006734	arahy.Tifrunner.gnm1.ann1.077R6R.1	Solyc12T002721.1, Solyc01T001382.1, Solyc01T002009.1, Solyc12T002728.1
OG0006735	arahy.Tifrunner.gnm1.ann1.FN6SHM.1, arahy.Tifrunner.gnm1.ann1.L380RS.1	Solyc08T002021.1, Solyc08T000211.1
OG0006736	arahy.Tifrunner.gnm1.ann1.H3QVZA.1, arahy.Tifrunner.gnm1.ann1.CJKV8P.1, arahy.Tifrunner.gnm1.ann1.AI28X3.1, arahy.Tifrunner.gnm1.ann1.VEYK2F.1	Solyc06T000615.1
OG0006737	arahy.Tifrunner.gnm1.ann1.05JXYY.1, arahy.Tifrunner.gnm1.ann1.PZIB41.1	Solyc07T001578.2
OG0006738	arahy.Tifrunner.gnm1.ann1.HTAW4M.4, arahy.Tifrunner.gnm1.ann1.E2N38F.2	Solyc10T000075.2, Solyc07T002771.1
OG0006739	arahy.Tifrunner.gnm1.ann1.V8NH83.1, arahy.Tifrunner.gnm1.ann1.T5C9EA.1	Solyc02T000775.1, Solyc02T002165.1
OG0006740	arahy.Tifrunner.gnm1.ann1.WI3IXZ.1, arahy.Tifrunner.gnm1.ann1.BZ5K6I.4, arahy.Tifrunner.gnm1.ann1.3THH2M.1	Solyc03T000424.2
OG0006741	arahy.Tifrunner.gnm1.ann1.N32AME.1, arahy.Tifrunner.gnm1.ann1.Z50VDZ.1, arahy.Tifrunner.gnm1.ann1.510VWF.1, arahy.Tifrunner.gnm1.ann1.1N0TT5.1	Solyc11T001644.1, Solyc01T003533.1
OG0006742	arahy.Tifrunner.gnm1.ann1.8QB15U.1, arahy.Tifrunner.gnm1.ann1.HWH8UE.1	Solyc03T000342.3, Solyc06T000697.1
OG0006743	arahy.Tifrunner.gnm1.ann1.SR30KW.1, arahy.Tifrunner.gnm1.ann1.S2UHMH.1	Solyc01T004027.1
OG0006744	arahy.Tifrunner.gnm1.ann1.TXC2DL.1, arahy.Tifrunner.gnm1.ann1.NNP0DQ.1	Solyc08T000278.9, Solyc08T000275.1
OG0006745	arahy.Tifrunner.gnm1.ann1.F5935R.1, arahy.Tifrunner.gnm1.ann1.XNJ95Z.2, arahy.Tifrunner.gnm1.ann1.UWQD3U.1, arahy.Tifrunner.gnm1.ann1.GI2C3C.1	Solyc06T001342.1
OG0006746	arahy.Tifrunner.gnm1.ann1.S0UJPA.1, arahy.Tifrunner.gnm1.ann1.BA4K4E.2	Solyc07T001789.1
OG0006747	arahy.Tifrunner.gnm1.ann1.EBVI20.1, arahy.Tifrunner.gnm1.ann1.N2JMJ4.1	Solyc10T001470.1, Solyc01T003919.1
OG0006748	arahy.Tifrunner.gnm1.ann1.3RZB0U.1, arahy.Tifrunner.gnm1.ann1.0K9FD0.1, arahy.Tifrunner.gnm1.ann1.095X5J.1	Solyc04T000979.1, Solyc05T000072.2
OG0006749	arahy.Tifrunner.gnm1.ann1.31RF02.1, arahy.Tifrunner.gnm1.ann1.10QB4Z.1, arahy.Tifrunner.gnm1.ann1.LMI616.1, arahy.Tifrunner.gnm1.ann1.B4EAVD.1	Solyc10T000158.1
OG0006750	arahy.Tifrunner.gnm1.ann1.W3WD4H.2, arahy.Tifrunner.gnm1.ann1.24IP75.1, arahy.Tifrunner.gnm1.ann1.5E1CRJ.1	Solyc02T002890.1, Solyc02T001048.1
OG0006751	arahy.Tifrunner.gnm1.ann1.DJ2BV6.1, arahy.Tifrunner.gnm1.ann1.Q6CHQR.1	Solyc03T000737.1, Solyc02T002718.1
OG0006752	arahy.Tifrunner.gnm1.ann1.P33UNN.1, arahy.Tifrunner.gnm1.ann1.YZU4Z1.1, arahy.Tifrunner.gnm1.ann1.P3NF1H.1	Solyc04T001911.1, Solyc01T004350.1
OG0006753	arahy.Tifrunner.gnm1.ann1.V4S00D.1, arahy.Tifrunner.gnm1.ann1.7UQC80.1, arahy.Tifrunner.gnm1.ann1.4N8NIC.1, arahy.Tifrunner.gnm1.ann1.P5D7YP.1	Solyc12T000267.1
OG0006754	arahy.Tifrunner.gnm1.ann1.4ZN4QC.1, arahy.Tifrunner.gnm1.ann1.4N44ZU.1, arahy.Tifrunner.gnm1.ann1.B4NXD9.1	Solyc08T001775.1
OG0006755	arahy.Tifrunner.gnm1.ann1.54XSGH.1, arahy.Tifrunner.gnm1.ann1.5U2LX3.1	Solyc02T000723.1, Solyc03T000595.1, Solyc02T002075.1
OG0006756	arahy.Tifrunner.gnm1.ann1.5H7P5J.1, arahy.Tifrunner.gnm1.ann1.C2GR1Y.1	Solyc02T002150.1, Solyc02T000758.1
OG0006757	arahy.Tifrunner.gnm1.ann1.57UCU4.1, arahy.Tifrunner.gnm1.ann1.3N5Q80.1, arahy.Tifrunner.gnm1.ann1.FG3FW1.1	Solyc02T001162.1
OG0006758	arahy.Tifrunner.gnm1.ann1.SA5TEJ.1, arahy.Tifrunner.gnm1.ann1.HH7AL9.1	Solyc12T001301.1, PRAM_26280.1.p1
OG0006759	arahy.Tifrunner.gnm1.ann1.KU7V2S.1, arahy.Tifrunner.gnm1.ann1.ZD0NI5.1, arahy.Tifrunner.gnm1.ann1.WNQW91.1	Solyc02T000834.1, Solyc02T002690.2
OG0006760	arahy.Tifrunner.gnm1.ann1.9UY3NV.1, arahy.Tifrunner.gnm1.ann1.2M9SF1.1	Solyc03T003256.1
OG0006761	arahy.Tifrunner.gnm1.ann1.K43CGM.1, arahy.Tifrunner.gnm1.ann1.KY61D2.1, arahy.Tifrunner.gnm1.ann1.PNJ562.1, arahy.Tifrunner.gnm1.ann1.H7AU2Q.1, arahy.Tifrunner.gnm1.ann1.67RIWC.1	Solyc04T002689.1
OG0006762	arahy.Tifrunner.gnm1.ann1.L6MMNY.3, arahy.Tifrunner.gnm1.ann1.YAXL0T.1, arahy.Tifrunner.gnm1.ann1.M1YF1C.1, arahy.Tifrunner.gnm1.ann1.NUP0F7.1, arahy.Tifrunner.gnm1.ann1.C6ZMY5.1	Solyc05T000283.1
OG0006763	arahy.Tifrunner.gnm1.ann1.T383Y7.1, arahy.Tifrunner.gnm1.ann1.AJ8HS3.1	Solyc02T002767.1, Solyc03T000756.1
OG0006764	arahy.Tifrunner.gnm1.ann1.ITG5Q4.1, arahy.Tifrunner.gnm1.ann1.K7EFN7.1	Solyc05T000243.2
OG0006765	arahy.Tifrunner.gnm1.ann1.B47NWK.1, arahy.Tifrunner.gnm1.ann1.8AJM88.1	Solyc08T001767.1
OG0006766	arahy.Tifrunner.gnm1.ann1.VH9XRT.1, arahy.Tifrunner.gnm1.ann1.P5KSQZ.1, arahy.Tifrunner.gnm1.ann1.XVHH14.1	Solyc08T001851.1
OG0006767	arahy.Tifrunner.gnm1.ann1.HG61QK.1, arahy.Tifrunner.gnm1.ann1.YP763J.1	Solyc02T001978.1
OG0006768	arahy.Tifrunner.gnm1.ann1.57CZ3J.1, arahy.Tifrunner.gnm1.ann1.5V9IQ9.1, arahy.Tifrunner.gnm1.ann1.B7GNKA.1	Solyc01T000453.1
OG0006769	arahy.Tifrunner.gnm1.ann1.PV0TMZ.1, arahy.Tifrunner.gnm1.ann1.F40DCN.1	Solyc07T001071.1
OG0006770	arahy.Tifrunner.gnm1.ann1.MX1HG7.1, arahy.Tifrunner.gnm1.ann1.TXJ4LD.1, arahy.Tifrunner.gnm1.ann1.0SP0C0.1, arahy.Tifrunner.gnm1.ann1.YQ88M5.1	Solyc04T002928.1
OG0006771	arahy.Tifrunner.gnm1.ann1.WAU4HL.1, arahy.Tifrunner.gnm1.ann1.322DBQ.1	Solyc02T001933.1, Solyc02T000642.1
OG0006772	arahy.Tifrunner.gnm1.ann1.NE53A1.1, arahy.Tifrunner.gnm1.ann1.G1I5XM.1, arahy.Tifrunner.gnm1.ann1.FZN7A9.1	Solyc03T000304.1, Solyc03T000302.1
OG0006773	arahy.Tifrunner.gnm1.ann1.00W5AZ.1, arahy.Tifrunner.gnm1.ann1.S28ZE3.1	Solyc06T002097.1
OG0006774	arahy.Tifrunner.gnm1.ann1.UNKR58.1, arahy.Tifrunner.gnm1.ann1.J7P0LQ.1	Solyc08T001917.1
OG0006775	arahy.Tifrunner.gnm1.ann1.9SH8TS.1, arahy.Tifrunner.gnm1.ann1.4559ZH.1	Solyc07T000190.1
OG0006776	arahy.Tifrunner.gnm1.ann1.QL8U34.2, arahy.Tifrunner.gnm1.ann1.HEZ0TZ.2	Solyc12T002281.1
OG0006777	arahy.Tifrunner.gnm1.ann1.TNL2KY.1, arahy.Tifrunner.gnm1.ann1.JJKM7S.1, arahy.Tifrunner.gnm1.ann1.SP2XL4.1	Solyc02T001968.1
OG0006778	arahy.Tifrunner.gnm1.ann1.PS2EEH.1, arahy.Tifrunner.gnm1.ann1.P9B8Q3.2	Solyc08T001273.1
OG0006779	arahy.Tifrunner.gnm1.ann1.74JCE2.2, arahy.Tifrunner.gnm1.ann1.E0932D.1, arahy.Tifrunner.gnm1.ann1.XM429X.1	Solyc04T001945.2
OG0006780	arahy.Tifrunner.gnm1.ann1.YSQ5WX.1, arahy.Tifrunner.gnm1.ann1.N1YYK3.1	Solyc06T000596.1, Solyc08T002096.1, Solyc06T001345.1
OG0006781	arahy.Tifrunner.gnm1.ann1.S2N7G4.1	Solyc08T001358.1, Solyc12T002539.1
OG0006782	arahy.Tifrunner.gnm1.ann1.X521GN.1, arahy.Tifrunner.gnm1.ann1.D859PH.1	Solyc04T002949.1, Solyc12T002482.1
OG0006783	arahy.Tifrunner.gnm1.ann1.XPNG35.1, arahy.Tifrunner.gnm1.ann1.WNQ00V.1	Solyc03T000243.1
OG0006784	arahy.Tifrunner.gnm1.ann1.BVW291.1, arahy.Tifrunner.gnm1.ann1.7J6N7U.1, arahy.Tifrunner.gnm1.ann1.5WR99K.1, arahy.Tifrunner.gnm1.ann1.FQS251.1, arahy.Tifrunner.gnm1.ann1.V8BXHT.1	Solyc03T001763.1
OG0006785	arahy.Tifrunner.gnm1.ann1.Z477D9.1, arahy.Tifrunner.gnm1.ann1.XAZ3P8.1, arahy.Tifrunner.gnm1.ann1.LTXE73.1, arahy.Tifrunner.gnm1.ann1.AUB4MC.1, arahy.Tifrunner.gnm1.ann1.82YAR7.1	Solyc11T000442.1
OG0006786	arahy.Tifrunner.gnm1.ann1.VN8AVF.1, arahy.Tifrunner.gnm1.ann1.I2ECPT.1, arahy.Tifrunner.gnm1.ann1.B9A644.1	Solyc04T002736.1, Solyc11T002341.1
OG0006787	arahy.Tifrunner.gnm1.ann1.DQ3LYR.1, arahy.Tifrunner.gnm1.ann1.FPVE10.1	Solyc04T000630.1, Solyc11T000693.1
OG0006788	arahy.Tifrunner.gnm1.ann1.E2W35F.1, arahy.Tifrunner.gnm1.ann1.0NG64P.1	Solyc04T002828.1
OG0006789	arahy.Tifrunner.gnm1.ann1.UWK6R0.1, arahy.Tifrunner.gnm1.ann1.V55W7Y.1	Solyc03T001685.1, Solyc06T001073.1
OG0006790	arahy.Tifrunner.gnm1.ann1.NWGY5G.3, arahy.Tifrunner.gnm1.ann1.T9K83P.1, arahy.Tifrunner.gnm1.ann1.F7N9UG.1, arahy.Tifrunner.gnm1.ann1.8AQ4A7.1, arahy.Tifrunner.gnm1.ann1.0T4FW3.1, arahy.Tifrunner.gnm1.ann1.Q8MHA7.1	Solyc04T002859.1
OG0006791	arahy.Tifrunner.gnm1.ann1.CAL6M2.1, arahy.Tifrunner.gnm1.ann1.JM79CB.1	Solyc02T002026.1, Solyc04T002891.1
OG0006792	arahy.Tifrunner.gnm1.ann1.JKCM11.1, arahy.Tifrunner.gnm1.ann1.P626UD.1	Solyc04T002492.1
OG0006793	arahy.Tifrunner.gnm1.ann1.5FT298.1, arahy.Tifrunner.gnm1.ann1.GW3WU5.1, arahy.Tifrunner.gnm1.ann1.ABBA5Z.1, arahy.Tifrunner.gnm1.ann1.FJH25Q.1	Solyc08T001299.1
OG0006794	arahy.Tifrunner.gnm1.ann1.UE47UQ.1	Solyc06T001234.1, Solyc03T000548.1, Solyc04T002034.1, Solyc07T001759.1, Solyc03T000547.1
OG0006795	arahy.Tifrunner.gnm1.ann1.MLK5V4.1, arahy.Tifrunner.gnm1.ann1.D2PEHJ.1, arahy.Tifrunner.gnm1.ann1.4WT42H.1	Solyc12T000876.1
OG0006796	arahy.Tifrunner.gnm1.ann1.RE0YCA.1, arahy.Tifrunner.gnm1.ann1.8B7AHX.1	Solyc04T002354.1
OG0006797	arahy.Tifrunner.gnm1.ann1.7GBM4B.1, arahy.Tifrunner.gnm1.ann1.GD39GL.1	Solyc06T001288.1
OG0006798	arahy.Tifrunner.gnm1.ann1.NTE0EL.1, arahy.Tifrunner.gnm1.ann1.9M498H.1	Solyc11T000388.2
OG0006799	arahy.Tifrunner.gnm1.ann1.US6JCC.1, arahy.Tifrunner.gnm1.ann1.29DKEH.1	Solyc04T002363.1
OG0006800	arahy.Tifrunner.gnm1.ann1.63AMR4.1, arahy.Tifrunner.gnm1.ann1.Y0RSJ9.1	Solyc03T001747.1
OG0006801	arahy.Tifrunner.gnm1.ann1.69SMRU.1, arahy.Tifrunner.gnm1.ann1.0F4L5T.1	Solyc09T002022.1
OG0006802	arahy.Tifrunner.gnm1.ann1.LEZM1J.1, arahy.Tifrunner.gnm1.ann1.Q2AYB8.1, arahy.Tifrunner.gnm1.ann1.KJD857.1	Solyc04T002592.1
OG0006803	arahy.Tifrunner.gnm1.ann1.JQ6XER.1, arahy.Tifrunner.gnm1.ann1.C7Z6YQ.1	Solyc03T002847.2
OG0006804	arahy.Tifrunner.gnm1.ann1.PSG53D.1	Solyc10T001966.1, Solyc01T004353.1, Solyc05T000369.1
OG0006805	arahy.Tifrunner.gnm1.ann1.H2AKHM.1, arahy.Tifrunner.gnm1.ann1.0GB9DR.1	Solyc12T002466.1
OG0006806	arahy.Tifrunner.gnm1.ann1.D6EEK4.3, arahy.Tifrunner.gnm1.ann1.LTHX1H.2	Solyc04T002327.1
OG0006808	arahy.Tifrunner.gnm1.ann1.8AM4UR.1, arahy.Tifrunner.gnm1.ann1.Q7CDUE.1	Solyc04T003014.1, Solyc12T002514.1
OG0006809	arahy.Tifrunner.gnm1.ann1.81342Q.1, arahy.Tifrunner.gnm1.ann1.X2WTDQ.1	Solyc11T000697.1
OG0006810	arahy.Tifrunner.gnm1.ann1.JK7EPH.2	Solyc08T000939.1, Solyc04T002961.1
OG0006811	arahy.Tifrunner.gnm1.ann1.3S46I5.1, arahy.Tifrunner.gnm1.ann1.KY2YTU.1, arahy.Tifrunner.gnm1.ann1.RU2E2L.1	Solyc04T002574.1
OG0006812	arahy.Tifrunner.gnm1.ann1.HSUB65.1	Solyc01T000080.1, Solyc01T000089.1
OG0006813	arahy.Tifrunner.gnm1.ann1.W7U0H3.1, arahy.Tifrunner.gnm1.ann1.5QJ4TD.1, arahy.Tifrunner.gnm1.ann1.MMR4A8.1, arahy.Tifrunner.gnm1.ann1.DPB7ZS.1	Solyc01T004180.1
OG0006814	arahy.Tifrunner.gnm1.ann1.HMA26X.1	Solyc11T000749.3, Solyc08T001672.1
OG0006815	arahy.Tifrunner.gnm1.ann1.IZ1X2W.1, arahy.Tifrunner.gnm1.ann1.P8HI4P.1	Solyc03T001729.1
OG0006816	arahy.Tifrunner.gnm1.ann1.ZZ9Q5Y.2	Solyc05T002527.1
OG0006817	arahy.Tifrunner.gnm1.ann1.LJQ5RY.3, arahy.Tifrunner.gnm1.ann1.RFJS66.1, arahy.Tifrunner.gnm1.ann1.DT5KC6.1, arahy.Tifrunner.gnm1.ann1.MJC5Q8.1, arahy.Tifrunner.gnm1.ann1.1UYX1F.1	Solyc02T002701.1
OG0006818	arahy.Tifrunner.gnm1.ann1.47GAY4.2, arahy.Tifrunner.gnm1.ann1.HA7VEA.1	Solyc04T002495.2
OG0006820	arahy.Tifrunner.gnm1.ann1.6X9KLT.1	Solyc04T002419.1, Solyc12T002350.1
OG0006821	arahy.Tifrunner.gnm1.ann1.ZN5JRL.1, arahy.Tifrunner.gnm1.ann1.BQZ9WD.1	Solyc11T000710.1
OG0006822	arahy.Tifrunner.gnm1.ann1.97GRLX.1, arahy.Tifrunner.gnm1.ann1.GST58F.1	Solyc07T001855.2
OG0006823	arahy.Tifrunner.gnm1.ann1.D1GULF.2, arahy.Tifrunner.gnm1.ann1.8C30VS.1, arahy.Tifrunner.gnm1.ann1.MFKL5L.1, arahy.Tifrunner.gnm1.ann1.2Q8XNQ.1	Solyc07T000645.1
OG0006824	arahy.Tifrunner.gnm1.ann1.2NP6SE.1, arahy.Tifrunner.gnm1.ann1.1C3JIX.1, arahy.Tifrunner.gnm1.ann1.D8MFXN.1, arahy.Tifrunner.gnm1.ann1.64V7P3.1, arahy.Tifrunner.gnm1.ann1.GGDJ84.1	Solyc07T002742.1
OG0006825	arahy.Tifrunner.gnm1.ann1.715XQU.1, arahy.Tifrunner.gnm1.ann1.AG2E5P.1	Solyc08T000274.1
OG0006826	arahy.Tifrunner.gnm1.ann1.0E68DR.1, arahy.Tifrunner.gnm1.ann1.69TWVD.1	Solyc06T001377.1
