Orthogroup	Prunus_persica	Solanum_lycopersicum
OG0008575	Prupe.1G103200.1	PRAM_141877.1.p2
OG0008576	Prupe.1G097300.1	Solyc07T000144.1
OG0008577	Prupe.5G207300.1, Prupe.3G124800.1, Prupe.5G207200.1	Solyc12T001668.1
OG0008578	Prupe.4G220800.1	Solyc06T002184.1
OG0008580	Prupe.7G209200.1	Solyc12T000298.1, Solyc05T001710.1
OG0008581	Prupe.1G584300.1	Solyc08T000321.1
OG0008582	Prupe.1G537200.1	Solyc01T000075.1
OG0008583	Prupe.5G214300.1	Solyc03T002705.1
OG0008584	Prupe.5G052900.1	Solyc08T002052.1
OG0008584	Prupe.2G119300.1	Solyc10T001003.1
OG0008585	Prupe.7G168400.1	Solyc03T000577.1
OG0008586	Prupe.7G259200.1	Solyc07T000017.1
OG0008588	Prupe.1G100400.1	Solyc07T000124.1
OG0008589	Prupe.1G095600.1	Solyc07T000158.1
OG0008590	Prupe.6G097200.1	Solyc01T004254.3
OG0008591	Prupe.1G122400.1	Solyc05T002427.1, Solyc01T003358.1
OG0008592	Prupe.6G037800.1	Solyc06T000167.1
OG0008593	Prupe.1G151900.1	Solyc01T002163.1
OG0008594	Prupe.5G062400.1	Solyc08T002102.1
OG0008596	Prupe.7G181800.1	Solyc03T000530.1, Solyc02T000643.1
OG0008597	Prupe.5G062300.1	Solyc08T000227.1, Solyc08T002101.1
OG0008598	Prupe.7G247700.1	Solyc07T000306.1, Solyc12T000370.1
OG0008599	Prupe.6G315200.1	Solyc01T003350.1, Solyc10T000612.1
OG0008599	Prupe.1G125400.1	Solyc01T001718.1
OG0008600	Prupe.4G123300.1	Solyc11T002220.1
OG0008601	Prupe.3G276700.1	Solyc02T002299.1
OG0008602	Prupe.7G256500.1	Solyc07T000241.1, Solyc07T000242.1
OG0008604	Prupe.5G176500.1	Solyc03T002672.1
OG0008605	Prupe.7G168300.1	PRAM_26184.1.p1
OG0008606	Prupe.4G019100.1	Solyc02T001749.1
OG0008607	Prupe.1G089600.1	Solyc07T000183.1
OG0008608	Prupe.7G266200.1	Solyc07T000100.1
OG0008609	Prupe.5G181500.1, Prupe.5G181800.1, Prupe.3G275400.1, Prupe.3G275500.1	Solyc03T002622.1
OG0008610	Prupe.1G114000.1	Solyc01T001567.1
OG0008611	Prupe.5G077400.1	Solyc08T002207.1
OG0008612	Prupe.7G209400.1	Solyc12T000297.1
OG0008613	Prupe.7G246700.1	Solyc07T000314.1
OG0008614	Prupe.4G123400.1	Solyc01T001301.1, Solyc01T001087.2
OG0008615	Prupe.7G269700.1	Solyc08T000484.1
OG0008616	Prupe.7G239400.1	Solyc12T000518.1, Solyc12T000169.1, Solyc12T000170.1
OG0008617	Prupe.5G171600.1	Solyc03T002541.1
OG0008618	Prupe.7G271200.1	Solyc12T000827.2, Solyc08T000518.1
OG0008620	Prupe.1G097500.1	Solyc07T000142.3
OG0008621	Prupe.1G109700.1	Solyc12T002732.2
OG0008622	Prupe.7G208300.1	Solyc07T001302.1
OG0008623	Prupe.6G028300.1	Solyc08T000104.1, Solyc04T001686.1
OG0008624	Prupe.7G137800.1	Solyc02T002569.1
OG0008625	Prupe.4G023200.1	Solyc02T001723.1
OG0008626	Prupe.8G001900.1	Solyc11T001598.1
OG0008626	Prupe.1G585400.1	Solyc01T003517.1
OG0008627	Prupe.6G269200.1, Prupe.6G063600.1	Solyc03T000116.1
OG0008628	Prupe.4G008700.1	Solyc04T000566.1, Solyc03T000866.1, Solyc11T000626.1
OG0008629	Prupe.7G144700.1	Solyc02T002544.1
OG0008630	Prupe.6G271000.1	Solyc09T000648.1
OG0008631	Prupe.1G094200.1	Solyc07T000172.1, Solyc09T002094.1
OG0008632	Prupe.7G253100.1, Prupe.2G038700.1	Solyc07T000001.1
OG0008633	Prupe.7G271500.1	Solyc05T002686.1, Solyc11T000370.1
OG0008634	Prupe.7G153200.1	Solyc02T002152.2
OG0008635	Prupe.6G265400.1	Solyc11T000526.2
OG0008636	Prupe.7G205300.1	Solyc07T001376.1
OG0008637	Prupe.1G130500.1	Solyc01T001801.1
OG0008638	Prupe.5G064100.1	Solyc06T001343.1, Solyc08T002108.1
OG0008639	Prupe.5G170400.1	Solyc03T002523.1
OG0008640	Prupe.6G027100.1	Solyc10T000080.1, Solyc12T000747.1
OG0008641	Prupe.1G151600.1	Solyc01T002166.1, Solyc01T003219.1
OG0008642	Prupe.5G204500.1	Solyc03T002793.1
OG0008643	Prupe.7G265300.1	Solyc07T000087.1
OG0008644	Prupe.6G212100.1	Solyc02T002705.1
OG0008645	Prupe.2G217200.1	Solyc05T002724.1
OG0008646	Prupe.4G015600.1	Solyc02T001766.1
OG0008647	Prupe.1G138800.1	Solyc01T001964.1
OG0008648	Prupe.5G073700.1	Solyc08T002182.1
OG0008649	Prupe.1G530600.1, Prupe.6G221100.1	Solyc02T000830.1
OG0008650	Prupe.5G207100.1	Solyc03T002771.1
OG0008651	Prupe.5G212900.1	Solyc03T002716.1, Solyc03T002714.1, Solyc06T001864.1
OG0008652	Prupe.4G212200.1	Solyc02T001732.1
OG0008653	Prupe.6G059800.1	Solyc06T002515.1
OG0008654	Prupe.6G053500.1	Solyc05T002457.1
OG0008655	Prupe.5G055200.1	Solyc08T002061.1, Solyc08T002060.1
OG0008658	Prupe.7G235900.1	Solyc12T000187.1
OG0008659	Prupe.1G390700.1	Solyc08T000833.1
OG0008659	Prupe.1G082500.1	Solyc07T000648.1
OG0008660	Prupe.3G011500.1	Solyc03T001101.1
OG0008661	Prupe.7G174100.1	Solyc02T001985.1
OG0008662	Prupe.7G257900.1	Solyc02T000177.1
OG0008663	Prupe.7G251400.1	Solyc12T000384.1, Solyc07T000264.1
OG0008664	Prupe.6G003600.1	Solyc04T000854.2
OG0008665	Prupe.7G170800.1	Solyc01T004313.1
OG0008666	Prupe.4G002100.1	Solyc04T000609.1
OG0008667	Prupe.4G223500.1	Solyc07T002662.1, Solyc12T000705.1
OG0008668	Prupe.1G141100.1	Solyc07T001486.2
OG0008669	Prupe.1G353200.1	Solyc08T001825.2, Solyc12T002561.1
OG0008670	Prupe.4G231600.1	Solyc07T002686.1
OG0008671	Prupe.1G085700.1, Prupe.7G246800.1	Solyc05T001276.1
OG0008672	Prupe.1G084200.1	Solyc07T002804.1
OG0008673	Prupe.7G169600.1	Solyc03T000569.2
OG0008674	Prupe.7G262900.1	Solyc12T000405.1, Solyc12T000407.1
OG0008675	Prupe.6G029700.1	Solyc07T002754.1
OG0008676	Prupe.1G125200.1	Solyc01T001690.1
OG0008677	Prupe.7G248900.1	Solyc12T000374.1, Solyc07T000291.1
OG0008678	Prupe.1G585700.1	Solyc01T003516.2
OG0008679	Prupe.2G179700.1	Solyc01T002905.1
OG0008680	Prupe.7G260700.1	Solyc07T000037.1
OG0008681	Prupe.4G208000.1	Solyc10T000137.3
OG0008682	Prupe.1G099200.1	Solyc07T000131.1
OG0008683	Prupe.1G098700.1, Prupe.8G181400.1	Solyc07T000136.1
OG0008684	Prupe.6G018600.1	Solyc01T000695.1
OG0008685	Prupe.6G060200.1	Solyc06T002513.1
OG0008686	Prupe.3G042600.1, Prupe.7G202200.1	Solyc07T001426.1
OG0008687	Prupe.1G093900.1	Solyc07T000173.1
OG0008688	Prupe.6G057000.1	Solyc06T002531.1
OG0008689	Prupe.6G045300.1	Solyc06T002571.1
OG0008690	Prupe.5G040200.1	Solyc08T000197.1, Solyc06T001376.1
OG0008691	Prupe.3G173500.1	Solyc07T002327.1
OG0008692	Prupe.7G265000.1	Solyc07T000083.1
OG0008693	Prupe.7G189700.1	Solyc07T000640.1
OG0008694	Prupe.4G260700.1	Solyc11T001980.1
OG0008695	Prupe.1G102100.1	Solyc07T000108.1
OG0008697	Prupe.7G237900.1	Solyc12T000193.1
OG0008698	Prupe.6G059600.1	Solyc06T002517.1
OG0008699	Prupe.4G124300.1	Solyc05T000751.1
OG0008701	Prupe.1G013000.1	Solyc06T001182.1, Solyc06T001184.1
OG0008702	Prupe.6G190500.1, Prupe.7G222200.1	Solyc12T000246.1
OG0008703	Prupe.5G074000.1	Solyc08T002185.1
OG0008704	Prupe.7G149300.1	Solyc02T000779.2
OG0008705	Prupe.7G027400.1, Prupe.2G300500.1	Solyc03T000310.1
OG0008706	Prupe.1G016700.1, Prupe.1G016600.1	Solyc06T001166.1
OG0008707	Prupe.8G116100.1	Solyc01T004023.1, Solyc02T000896.1
OG0008708	Prupe.7G140500.1	Solyc02T002563.1, Solyc02T000897.2
OG0008709	Prupe.4G083100.1	Solyc08T000655.1
OG0008710	Prupe.1G367000.1	Solyc04T002893.1
OG0008711	Prupe.7G088600.1	Solyc11T001482.1
OG0008712	Prupe.1G366300.1	Solyc04T002898.1
OG0008713	Prupe.1G408900.1	Solyc08T001281.1
OG0008714	Prupe.6G316500.1	Solyc01T003332.1
OG0008715	Prupe.8G254700.1	Solyc09T002207.1
OG0008716	Prupe.1G435100.1	Solyc04T002667.1
OG0008717	Prupe.7G010600.1	Solyc01T004287.1
OG0008719	Prupe.1G130100.1, Prupe.8G265100.1	Solyc09T002283.1, Solyc06T000295.1
OG0008720	Prupe.3G001500.1	Solyc01T002074.1, Solyc01T002073.1
OG0008721	Prupe.3G309500.1	Solyc02T002961.1
OG0008723	Prupe.1G419600.1	Solyc04T002552.1
OG0008724	Prupe.3G316100.1	Solyc02T002986.1
OG0008725	Prupe.1G431800.1	Solyc04T002640.1
OG0008727	Prupe.1G375300.1	Solyc04T002831.1
OG0008728	Prupe.3G030900.1	Solyc03T003558.1
OG0008729	Prupe.5G026500.1	Solyc03T000235.1
OG0008730	Prupe.3G314100.1, Prupe.3G282800.1	Solyc10T000261.1, Solyc02T002980.1
OG0008732	Prupe.8G255000.1	Solyc09T002210.1
OG0008733	Prupe.3G306300.1	Solyc02T002934.1
OG0008734	Prupe.3G118500.1	Solyc12T000495.1, Solyc07T002210.1
OG0008735	Prupe.3G280600.1, Prupe.3G280500.1	Solyc12T001125.1, Solyc12T001233.1
OG0008736	Prupe.5G017900.1	Solyc11T001011.1
OG0008737	Prupe.7G104500.1	Solyc09T000400.1
OG0008738	Prupe.8G209800.1	Solyc06T002689.1, Solyc09T001838.1
OG0008739	Prupe.8G214900.1	Solyc09T001871.1, Solyc06T002694.3
OG0008740	Prupe.2G306200.1	Solyc06T001032.1, Solyc03T000253.1
OG0008741	Prupe.7G050300.1	Solyc04T000731.1
OG0008742	Prupe.8G232700.1	Solyc01T003197.1
OG0008743	Prupe.7G056100.1, Prupe.7G056300.1	Solyc04T000682.1, Solyc10T002398.1
OG0008744	Prupe.1G305200.1	Solyc05T000496.1
OG0008745	Prupe.3G311400.1	Solyc02T002913.2
OG0008746	Prupe.5G171200.1, Prupe.3G288600.1	Solyc05T001331.1, Solyc02T002243.1
OG0008747	Prupe.1G034400.1	Solyc09T002502.1
OG0008747	Prupe.6G348200.1	Solyc11T000106.1
OG0008748	Prupe.2G042900.1, Prupe.6G306300.1	Solyc01T002047.1
OG0008749	Prupe.7G001300.1	Solyc01T000490.1
OG0008750	Prupe.7G056700.1	Solyc04T000676.1, Solyc10T002326.1
OG0008751	Prupe.4G125000.1	Solyc06T001118.1
OG0008752	Prupe.3G011000.1	Solyc01T002103.1
OG0008753	Prupe.4G084000.1	Solyc07T002337.1
OG0008754	Prupe.3G281300.1	Solyc02T001021.1
OG0008755	Prupe.7G017200.1	Solyc01T001501.1
OG0008756	Prupe.1G365900.1	Solyc04T002901.1
OG0008757	Prupe.7G045000.1	Solyc06T001200.1, Solyc04T000836.1
OG0008759	Prupe.6G333100.1	Solyc08T000996.2
OG0008760	Prupe.7G061000.1	Solyc06T002386.1, Solyc10T002403.1
OG0008761	Prupe.2G189300.1	Solyc01T002967.1
OG0008762	Prupe.3G299300.1	Solyc03T000010.1, Solyc02T002896.1
OG0008763	Prupe.6G345700.1	Solyc01T003061.1
OG0008764	Prupe.7G052200.1	Solyc10T002314.1
OG0008765	Prupe.1G438800.1	Solyc04T002691.1
OG0008766	Prupe.2G192600.1	Solyc01T002979.1, Solyc05T002153.1
OG0008767	Prupe.6G333400.1	Solyc10T001185.1
OG0008768	Prupe.7G047600.1	Solyc10T002374.1, Solyc04T000761.1
OG0008769	Prupe.7G053400.1	Solyc04T000715.2
OG0008770	Prupe.8G255300.1	Solyc06T000256.1
OG0008771	Prupe.6G276000.1	Solyc10T002163.1, Solyc09T000678.1
OG0008772	Prupe.7G220000.1	Solyc12T000256.1
OG0008773	Prupe.6G327400.1	Solyc01T003227.1
OG0008774	Prupe.8G247600.1, Prupe.8G248900.1	Solyc09T002155.1
OG0008775	Prupe.8G056800.1, Prupe.6G194700.1	Solyc04T000323.5, Solyc11T001712.1
OG0008777	Prupe.6G250000.1	Solyc09T000442.1, Solyc10T002743.1
OG0008778	Prupe.7G017800.1	Solyc10T002531.1
OG0008779	Prupe.7G110600.1	Solyc09T000338.1, Solyc09T002187.1
OG0008780	Prupe.8G254300.1	Solyc09T002203.1
OG0008781	Prupe.3G030400.1	Solyc03T003564.1
OG0008783	Prupe.8G214500.1	Solyc09T001865.2
OG0008784	Prupe.1G412100.1	Solyc08T001329.1
OG0008785	Prupe.7G042500.1	Solyc10T002369.1
OG0008788	Prupe.6G317500.1	Solyc01T003321.1
OG0008789	Prupe.8G208000.1	Solyc09T001819.2
OG0008790	Prupe.7G116000.1, Prupe.7G114600.1	Solyc09T000319.1
OG0008791	Prupe.2G095300.1	Solyc02T002879.1
OG0008792	Prupe.1G405900.1	Solyc08T001207.1
OG0008793	Prupe.1G136800.1, Prupe.8G258500.1	Solyc09T002232.1
OG0008794	Prupe.7G085900.1	Solyc10T002450.1
OG0008795	Prupe.7G114400.1	Solyc09T000380.1
OG0008796	Prupe.3G296400.1	Solyc11T001046.1, Solyc01T000372.1
OG0008797	Prupe.7G027100.1	Solyc09T000965.1
OG0008798	Prupe.1G289400.1	Solyc04T000038.1
OG0008799	Prupe.7G080400.1	Solyc09T000309.1
OG0008801	Prupe.1G390900.1	Solyc08T001039.1
OG0008802	Prupe.6G340800.1	Solyc01T003130.2
OG0008803	Prupe.1G440900.1, Prupe.1G441100.1, Prupe.1G441000.1	Solyc04T002706.1
OG0008804	Prupe.3G309300.1	Solyc02T002956.1
OG0008805	Prupe.1G385700.1	Solyc07T001012.1, Solyc12T002438.1
OG0008806	Prupe.7G071800.1	Solyc10T000650.1
OG0008807	Prupe.3G303400.1	Solyc02T002916.1, Solyc03T000006.1
OG0008808	Prupe.2G122900.1	Solyc11T000733.1
OG0008809	Prupe.6G309900.1, Prupe.3G050300.1	Solyc02T001579.1
OG0008810	Prupe.1G570900.1	Solyc10T000777.1
OG0008811	Prupe.6G352300.1	Solyc05T002620.1, Solyc04T000370.1
OG0008812	Prupe.1G355600.1	Solyc04T002972.1
OG0008813	Prupe.6G237600.1	Solyc11T002290.1
OG0008814	Prupe.4G147700.1	Solyc06T002754.1, Solyc03T001253.1
OG0008815	Prupe.8G270600.1	Solyc06T000333.1, Solyc01T002125.1
OG0008816	Prupe.7G108800.1	Solyc09T000395.1, Solyc10T002507.1
OG0008817	Prupe.7G128000.1, Prupe.6G110300.1	Solyc09T000233.1
OG0008818	Prupe.8G267400.1	Solyc09T002290.1
OG0008819	Prupe.2G195700.1	Solyc05T002067.1
OG0008820	Prupe.7G049600.1	Solyc04T000747.1
OG0008821	Prupe.8G264600.1	Solyc09T002278.1, Solyc09T002888.1
OG0008822	Prupe.4G129500.1	Solyc04T002742.1
OG0008823	Prupe.3G313500.1	Solyc02T002715.1
OG0008824	Prupe.6G245600.1	Solyc10T002882.1
OG0008825	Prupe.6G335000.1	Solyc01T001978.1
OG0008826	Prupe.8G250100.1, Prupe.6G332900.1, Prupe.8G250000.1	Solyc03T000022.1, Solyc09T002406.1
OG0008827	Prupe.6G342800.1	Solyc01T003096.1
OG0008827	Prupe.1G025100.1	Solyc09T002438.1
OG0008828	Prupe.6G317600.1	Solyc01T003319.1
OG0008829	Prupe.8G266300.1, Prupe.8G266400.1, Prupe.8G266500.1	Solyc01T002108.1
OG0008830	Prupe.7G098300.1	Solyc01T000203.4
OG0008831	Prupe.7G014600.1	Solyc08T001395.1
OG0008832	Prupe.7G188400.1	Solyc02T001080.2
OG0008833	Prupe.3G312100.1	Solyc02T002972.1
OG0008834	Prupe.1G401100.1	Solyc08T001516.1
OG0008836	Prupe.8G029000.1	Solyc02T001786.1
OG0008837	Prupe.1G438600.1	Solyc12T002428.1
OG0008838	Prupe.1G076600.1	Solyc07T000411.1
OG0008839	Prupe.3G025100.1	Solyc11T000883.1, Solyc11T000884.1
OG0008840	Prupe.1G340400.1	Solyc04T000249.1
OG0008841	Prupe.3G201700.1	Solyc07T001777.1
OG0008843	Prupe.8G188100.1	Solyc05T002531.1
OG0008844	Prupe.3G173700.1	Solyc07T002326.1
OG0008845	Prupe.3G210700.1	Solyc07T001842.1, Solyc12T000698.1
OG0008847	Prupe.3G211600.1	Solyc12T000107.1, Solyc07T001832.1
OG0008848	Prupe.3G208500.1	Solyc05T001920.1
OG0008849	Prupe.3G208600.1	Solyc07T001851.1
OG0008850	Prupe.6G057900.1	Solyc02T001847.1, Solyc06T002525.1
OG0008854	Prupe.2G265700.1	Solyc03T002003.1
OG0008855	Prupe.1G112900.1	Solyc07T001083.1
OG0008856	Prupe.2G053500.1, Prupe.2G051000.1	Solyc09T000945.1, Solyc06T002612.1
OG0008857	Prupe.2G240900.1	Solyc05T002410.1
OG0008858	Prupe.3G178400.1	Solyc07T001700.1, Solyc12T000130.1
OG0008859	Prupe.3G192600.1	Solyc12T000523.1, Solyc07T002312.1
OG0008860	Prupe.3G171100.1	Solyc07T002291.1
OG0008861	Prupe.6G154900.1	Solyc10T002505.1
OG0008862	Prupe.1G517600.1	Solyc12T002316.1, Solyc12T001014.2, Solyc04T002318.1
OG0008863	Prupe.3G161300.1	Solyc11T000497.1
OG0008864	Prupe.1G529800.1	Solyc12T002349.1, Solyc04T002415.1
OG0008865	Prupe.4G219200.1, Prupe.4G219400.1	Solyc12T000695.1
OG0008866	Prupe.4G258500.1	Solyc01T000318.1
OG0008867	Prupe.3G202200.1, Prupe.3G225800.1	Solyc07T001798.1
OG0008868	Prupe.I003000.1, Prupe.6G051400.1, Prupe.6G051200.1, Prupe.6G051300.1	Solyc11T002509.1
OG0008869	Prupe.2G258500.1, Prupe.2G258400.1, Prupe.2G258700.1	Solyc06T000930.2
OG0008870	Prupe.1G540100.1	Solyc02T000166.1
OG0008873	Prupe.7G154600.1	Solyc02T002133.1
OG0008874	Prupe.6G056600.1, Prupe.2G250300.1	Solyc05T002380.1, Solyc06T001010.1
OG0008875	Prupe.6G155500.1	Solyc09T000102.1, Solyc01T000340.1
OG0008876	Prupe.5G117600.1	Solyc08T002471.1
OG0008877	Prupe.6G045000.1	Solyc09T001120.1
OG0008878	Prupe.4G244200.1	Solyc12T000732.1
OG0008879	Prupe.3G177900.1	Solyc05T001367.1
OG0008880	Prupe.6G155800.1	Solyc06T002208.1
OG0008881	Prupe.2G259600.1	Solyc06T000943.1
OG0008882	Prupe.4G211200.1	Solyc07T002606.1
OG0008883	Prupe.2G321700.1	Solyc03T001622.1
OG0008884	Prupe.3G177300.1	Solyc07T001705.1
OG0008885	Prupe.2G034900.1	Solyc10T002808.1
OG0008886	Prupe.6G039200.1	Solyc07T001609.1
OG0008887	Prupe.1G542000.1	Solyc04T002499.1
OG0008888	Prupe.4G223000.1	Solyc07T002660.1
OG0008889	Prupe.6G047900.1	Solyc04T000165.1, Solyc12T000461.1, Solyc09T001161.1
OG0008890	Prupe.2G252500.1	Solyc03T002042.1
OG0008891	Prupe.3G177100.1	Solyc07T001709.1, Solyc05T001114.1
OG0008892	Prupe.2G256600.1	Solyc03T002025.1, Solyc06T000954.1
OG0008893	Prupe.4G265500.1	Solyc01T000302.1
OG0008894	Prupe.1G308200.1	Solyc02T001197.1
OG0008895	Prupe.1G579800.1	Solyc06T000782.1, Solyc02T000574.1
OG0008896	Prupe.5G053300.1	Solyc06T001360.1
OG0008897	Prupe.6G154400.1	Solyc04T001985.1, Solyc06T001580.1
OG0008899	Prupe.6G190800.1	Solyc11T000387.1, Solyc05T002270.1
OG0008900	Prupe.2G232800.1	Solyc04T000426.1, Solyc09T000372.1
OG0008901	Prupe.7G263700.1, Prupe.8G165900.1	Solyc08T000096.1, Solyc01T004330.1
OG0008902	Prupe.3G269000.1	Solyc02T002361.1
OG0008902	Prupe.1G272800.1	Solyc01T000500.1
OG0008903	Prupe.6G103800.1	Solyc11T002313.1, Solyc06T002363.2
OG0008906	Prupe.3G150100.1	Solyc02T000813.1
OG0008907	Prupe.3G248400.1	Solyc02T002476.1
OG0008908	Prupe.3G028200.1, Prupe.7G030400.1	Solyc04T000260.1, Solyc01T000234.1
OG0008909	Prupe.4G287200.1	Solyc02T000053.1
OG0008910	Prupe.1G578900.1	Solyc01T003566.1
OG0008912	Prupe.1G123900.1	Solyc12T002762.1
OG0008913	Prupe.6G355400.1	Solyc04T001555.2
OG0008914	Prupe.1G213300.1	Solyc11T001426.1
OG0008915	Prupe.3G237800.1	Solyc02T002199.1, Solyc02T002198.1
OG0008916	Prupe.8G136900.1	Solyc01T003935.1
OG0008917	Prupe.6G275600.1	Solyc10T002165.1, Solyc09T000674.1
OG0008918	Prupe.1G125800.1	Solyc01T001721.1
OG0008919	Prupe.6G093700.1, Prupe.1G137200.1	Solyc04T002385.1
OG0008920	Prupe.6G260400.1, Prupe.6G260300.1, Prupe.6G260500.1	Solyc09T000524.1
OG0008921	Prupe.6G360300.1	Solyc01T002050.1
OG0008922	Prupe.5G110900.1	Solyc09T002683.1
OG0008923	Prupe.6G001800.1	Solyc01T001225.1
OG0008924	Prupe.6G152000.1	Solyc06T002224.1, Solyc11T002461.1
OG0008925	Prupe.1G148800.1	Solyc01T002188.1
OG0008926	Prupe.6G258200.1	Solyc10T002764.1
OG0008927	Prupe.5G143000.1	Solyc07T001569.1
OG0008928	Prupe.1G581700.1	Solyc10T001188.1, Solyc01T003547.1
OG0008929	Prupe.3G105900.1	Solyc03T003055.1
OG0008931	Prupe.7G222000.1	Solyc03T001227.1
OG0008932	Prupe.2G050100.1	Solyc01T000332.1, Solyc11T002463.1, Solyc06T002222.1
OG0008933	Prupe.4G105600.1	Solyc08T001705.1, Solyc08T001686.1, PRAM_25935.1.p1, PRAM_25933.1.p1
OG0008934	Prupe.4G118600.1, Prupe.4G118700.1	Solyc02T001844.1
OG0008935	Prupe.1G003500.1	Solyc05T002480.1
OG0008936	Prupe.1G132800.1	Solyc01T001864.1
OG0008937	Prupe.5G029600.1	Solyc08T000024.1, Solyc06T001667.1
OG0008939	Prupe.4G008500.1	Solyc04T000567.1, Solyc11T000628.1
OG0008940	Prupe.2G231200.1	Solyc04T000421.1
OG0008941	Prupe.6G056500.1	Solyc10T002753.1
OG0008942	Prupe.5G061700.1, Prupe.2G129800.1	Solyc01T002619.1
OG0008943	Prupe.8G177700.1	Solyc12T000054.1, Solyc07T002150.1
OG0008944	Prupe.1G186000.1	Solyc06T002206.2
OG0008945	Prupe.1G579500.1	Solyc01T003560.1
OG0008946	Prupe.5G151200.1	Solyc08T002342.1
OG0008947	Prupe.6G287100.1	Solyc10T002822.1
OG0008948	Prupe.6G270200.1	Solyc09T000634.1
OG0008949	Prupe.1G577000.1	Solyc01T003581.1
OG0008950	Prupe.1G147300.1	Solyc01T002204.1
OG0008951	Prupe.5G120500.1	Solyc08T002493.1
OG0008952	Prupe.1G134700.1	Solyc12T002771.1
OG0008953	Prupe.2G097300.1	Solyc01T002267.1
OG0008954	Prupe.5G213200.1, Prupe.1G585200.1	Solyc01T003519.1
OG0008955	Prupe.4G003700.1	Solyc11T000664.1
OG0008956	Prupe.3G210900.1	Solyc07T001840.1
OG0008957	Prupe.6G363500.1	Solyc04T001141.2
OG0008958	Prupe.4G008400.1, Prupe.4G008300.1	Solyc11T000629.1
OG0008959	Prupe.2G042400.1	Solyc01T000154.1
OG0008961	Prupe.5G134200.1	Solyc08T002583.1
OG0008962	Prupe.6G296400.1	Solyc09T001147.1
OG0008963	Prupe.1G222300.1	Solyc05T001082.1
OG0008964	Prupe.6G291400.1	Solyc09T000882.1
OG0008965	Prupe.5G230500.1	Solyc09T002614.1
OG0008966	Prupe.2G159400.1	Solyc01T002805.1, Solyc10T000591.1
OG0008967	Prupe.6G010000.1	Solyc01T000073.1
OG0008968	Prupe.7G193600.1	Solyc07T001529.1
OG0008969	Prupe.2G175400.1	Solyc01T002872.1
OG0008970	Prupe.2G127200.1	Solyc01T002640.2
OG0008971	Prupe.4G090700.1, Prupe.6G009000.1, Prupe.6G066700.1, Prupe.6G009100.1	Solyc02T000311.1, Solyc02T001194.1
OG0008972	Prupe.3G173900.1	Solyc10T000282.1
OG0008972	Prupe.4G074800.1	Solyc02T000263.1
OG0008973	Prupe.6G362100.1	Solyc05T002693.1, Solyc04T001917.1
OG0008974	Prupe.4G179500.1	Solyc05T002762.1
OG0008975	Prupe.2G227400.1	Solyc05T002590.1
OG0008976	Prupe.6G363000.1	Solyc05T002740.2
OG0008977	Prupe.2G115500.1	Solyc01T002552.1
OG0008978	Prupe.4G015700.1	Solyc02T001765.1
OG0008979	Prupe.3G252000.1	Solyc02T002456.1
OG0008980	Prupe.3G238300.1	Solyc02T002192.1
OG0008981	Prupe.2G168300.1	Solyc05T002098.1, Solyc01T002829.1
OG0008982	Prupe.4G111100.1	Solyc02T001120.1
OG0008983	Prupe.1G132400.1	Solyc01T001857.1
OG0008984	Prupe.8G181800.1	Solyc01T004397.1
OG0008985	Prupe.2G175800.1	Solyc09T000156.1
OG0008986	Prupe.1G119200.1, Prupe.1G119100.1	Solyc12T002743.1, Solyc05T002461.1
OG0008987	Prupe.4G010900.1	Solyc04T000561.1
OG0008988	Prupe.6G289100.1, Prupe.4G286300.1	Solyc09T000917.1
OG0008989	Prupe.1G174100.1	Solyc03T003570.1
OG0008990	Prupe.4G119100.1	Solyc02T001852.1
OG0008991	Prupe.6G359300.1	Solyc02T001883.1
OG0008993	Prupe.6G001700.1	Solyc12T002785.1
OG0008994	Prupe.4G118300.1	Solyc02T001841.2
OG0008995	Prupe.5G213500.1, Prupe.5G046900.1, Prupe.1G583500.1	Solyc10T000088.1
OG0008996	Prupe.6G245400.1	Solyc09T000090.1
OG0008998	Prupe.2G005000.1	Solyc01T002366.1
OG0008999	Prupe.6G289400.1	Solyc05T002189.1, Solyc05T002192.1
OG0008999	Prupe.6G044900.1	Solyc06T002574.1
OG0009000	Prupe.7G167500.1	Solyc02T002025.1
OG0009001	Prupe.6G297700.1	Solyc09T001106.1, Solyc10T002066.1
OG0009002	Prupe.6G001300.1	Solyc01T001308.1
OG0009003	Prupe.6G276800.1	Solyc09T000025.1
OG0009004	Prupe.1G143100.1	Solyc08T000401.1
OG0009005	Prupe.6G259000.1	Solyc09T000517.1, Solyc10T002765.1
OG0009006	Prupe.2G292600.1	Solyc10T002043.1
OG0009007	Prupe.1G003100.1	Solyc05T002476.1, Solyc12T001942.1
OG0009009	Prupe.1G153200.1	Solyc01T002147.1
OG0009010	Prupe.2G148300.1	Solyc01T002803.1
OG0009011	Prupe.6G276300.1, Prupe.2G249000.1	Solyc09T000692.1
OG0009012	Prupe.4G112000.1	Solyc03T002904.1, Solyc04T000582.1, Solyc02T001110.1
OG0009013	Prupe.1G516800.1	Solyc04T002310.2
OG0009014	Prupe.2G152200.1	Solyc02T001748.1
OG0009017	Prupe.4G038200.1	Solyc02T001614.1
OG0009018	Prupe.3G078300.1, Prupe.7G237500.1	Solyc03T002670.1
OG0009019	Prupe.6G036500.1	Solyc10T000069.1
OG0009020	Prupe.1G144200.1	Solyc04T000388.1, Solyc04T000718.1
