Orthogroup	Prunus_persica	Capsicum_anuum
OG0004470	Prupe.1G523700.1	CA04g15920
OG0004471	Prupe.1G519200.1, Prupe.1G519300.1	CA04g15420
OG0004472	Prupe.1G436200.1	CA04g18820, CA04g18810
OG0004473	Prupe.2G311000.1	CA03g19640
OG0004474	Prupe.6G354000.1	CA12g10930
OG0004475	Prupe.2G175300.1	CA08g07530
OG0004476	Prupe.5G200800.1, Prupe.5G200500.1	CA06g18590, CA03g29540
OG0004477	Prupe.2G306000.1	CA06g05630, CA03g19080
OG0004478	Prupe.8G199700.1	CA05g03800, CA02g11980, CA10g19740
OG0004479	Prupe.1G381000.1	CA01g25130, CA04g20400
OG0004480	Prupe.1G355500.1	CA04g22600
OG0004481	Prupe.1G411700.1	CA10g19490, CA08g05430
OG0004482	Prupe.1G510000.1	CA00g04570
OG0004483	Prupe.1G488600.1	CA04g11790, CA04g11780
OG0004484	Prupe.1G070700.1	CA08g00630
OG0004485	Prupe.6G163800.1	CA12g18060
OG0004486	Prupe.1G361500.1	CA05g00990
OG0004487	Prupe.1G432500.1, Prupe.1G432400.1, Prupe.1G432300.1	CA04g18440, CA00g96070
OG0004488	Prupe.1G416600.1	CA12g15810, CA02g06580, CA04g16600
OG0004489	Prupe.1G433600.1	CA04g18530
OG0004490	Prupe.5G171400.1	CA01g17000, CA00g90340, CA03g26410
OG0004491	Prupe.1G529100.1, Prupe.4G265300.1	CA00g62220
OG0004492	Prupe.5G128500.1	CA01g34660, CA03g29360
OG0004493	Prupe.3G171000.1	CA07g15270
OG0004494	Prupe.1G293400.1	CA06g18270
OG0004495	Prupe.4G003800.1	CA05g01770, CA12g00340
OG0004496	Prupe.7G245300.1, Prupe.3G085800.1	CA09g17800
OG0004496	Prupe.3G086000.1	CA06g17190
OG0004498	Prupe.6G297900.1	CA06g12270, CA11g19880, CA10g10500
OG0004499	Prupe.1G138100.1	CA01g25530, CA12g21570
OG0004500	Prupe.5G214200.1	CA05g08500, CA11g01890
OG0004501	Prupe.5G038900.1	CA06g13150, CA00g29830
OG0004503	Prupe.4G003200.1	CA05g01440
OG0004504	Prupe.1G299900.1	CA11g02140, CA05g02820
OG0004505	Prupe.4G003300.1	CA05g01450
OG0004505	Prupe.3G196800.1	CA07g08230
OG0004506	Prupe.7G263200.1	CA09g18290, CA07g01960
OG0004507	Prupe.4G009500.1, Prupe.4G009400.1	CA12g01260
OG0004508	Prupe.4G003600.1	CA12g00320
OG0004509	Prupe.5G196000.1	CA12g13470, CA06g18770
OG0004510	Prupe.5G199500.1, Prupe.5G201300.1, Prupe.5G202600.1, Prupe.5G202500.1, Prupe.2G305700.1, Prupe.7G187800.1	CA02g19800
OG0004511	Prupe.6G032700.1	CA07g20810, CA07g20830, CA07g20820
OG0004512	Prupe.2G329600.1	CA03g22100
OG0004513	Prupe.2G115100.1	CA01g27200
OG0004513	Prupe.5G048000.1	CA01g06760
OG0004514	Prupe.7G239500.1	CA11g20080
OG0004515	Prupe.1G102400.1	CA07g01430
OG0004516	Prupe.1G086000.1	CA00g91800
OG0004517	Prupe.1G079200.1	CA09g09750, CA00g78460
OG0004518	Prupe.5G201000.1	CA03g29520, CA06g18580, CA11g11080
OG0004519	Prupe.5G057800.1	CA01g06370
OG0004520	Prupe.1G106500.1, Prupe.1G106600.1	CA05g16650
OG0004522	Prupe.5G189300.1	CA06g19080
OG0004523	Prupe.3G108900.1	CA09g13810
OG0004524	Prupe.1G209100.1	CA01g04650, CA05g12270, CA01g04670, CA01g04660
OG0004525	Prupe.7G252300.1	CA07g03210
OG0004526	Prupe.7G136800.1, Prupe.7G136900.1	CA02g01760
OG0004527	Prupe.6G049200.1, Prupe.6G283800.1	CA06g25690
OG0004528	Prupe.8G264500.1	CA06g00410, CA01g16950
OG0004528	Prupe.1G131100.1, Prupe.1G130700.1	CA02g00790
OG0004529	Prupe.5G210500.1	CA03g28940, CA06g18230
OG0004530	Prupe.6G061600.1	CA02g28540
OG0004531	Prupe.1G098200.1	CA07g01150, CA09g18730
OG0004532	Prupe.5G158500.1, Prupe.5G158400.1, Prupe.5G158300.1, Prupe.5G158600.1, Prupe.5G158900.1, Prupe.5G159100.1	CA03g25220, CA06g20160
OG0004533	Prupe.7G131500.1	CA04g07860, CA02g14430
OG0004534	Prupe.3G079100.1	CA06g17010, CA12g13000
OG0004534	Prupe.7G238700.1	CA09g15330
OG0004535	Prupe.3G307300.1	CA02g30870, CA02g09330
OG0004535	Prupe.5G150100.1	CA00g75220
OG0004536	Prupe.1G087300.1, Prupe.4G162100.1, Prupe.1G398200.1, Prupe.1G398000.1, Prupe.1G397700.1, Prupe.1G397900.1, Prupe.1G398100.1, Prupe.1G397600.1	CA08g03360
OG0004537	Prupe.6G029400.1	CA10g01110
OG0004537	Prupe.3G294700.1	CA02g08990
OG0004538	Prupe.7G163900.1	CA02g21900
OG0004540	Prupe.7G148100.1, Prupe.1G384000.1	CA02g26320, CA02g07970
OG0004541	Prupe.1G119000.1	CA12g21280
OG0004542	Prupe.5G065600.1	CA01g05650
OG0004543	Prupe.6G048500.1	CA04g05460
OG0004544	Prupe.6G047800.1	CA06g02840
OG0004546	Prupe.6G225600.1	CA01g15480
OG0004547	Prupe.5G184500.1	CA03g27850
OG0004547	Prupe.3G273200.1	CA02g28770, CA02g28760
OG0004548	Prupe.7G172600.1	CA04g05580, CA02g20390
OG0004549	Prupe.1G461400.1, Prupe.1G085000.1	CA10g17570, CA05g03320
OG0004551	Prupe.7G082400.1	CA03g10350
OG0004552	Prupe.3G311500.1	CA02g31220
OG0004553	Prupe.8G263800.1	CA03g24930
OG0004554	Prupe.6G302200.1	CA08g13390
OG0004555	Prupe.3G003800.1	CA00g53850
OG0004556	Prupe.8G127800.1, Prupe.1G432700.1	CA04g18450, CA12g16650
OG0004557	Prupe.8G231500.1	CA00g45350, CA03g04240, CA09g18390
OG0004558	Prupe.6G243000.1, Prupe.2G220500.1	CA09g03620
OG0004559	Prupe.7G041500.1	CA10g19980
OG0004560	Prupe.6G302000.1	CA08g13410
OG0004561	Prupe.8G248700.1, Prupe.8G248600.1, Prupe.8G248500.1	CA03g08860, CA03g08880
OG0004562	Prupe.3G299100.1	CA02g30460
OG0004563	Prupe.3G302400.1	CA04g00150, CA02g30610
OG0004564	Prupe.6G197500.1, Prupe.6G172000.1	CA01g13270
OG0004565	Prupe.7G049200.1	CA02g07230, CA00g77590, CA00g46190, CA05g00190
OG0004566	Prupe.1G021200.1	CA06g08710, CA03g06850
OG0004566	Prupe.8G234900.1	CA03g11650
OG0004567	Prupe.3G078000.1	CA03g14260, CA05g15960
OG0004568	Prupe.7G021200.1, Prupe.7G021500.1, Prupe.7G021300.1	CA10g18600, CA10g22300
OG0004569	Prupe.6G316600.1	CA08g12510
OG0004569	Prupe.8G265600.1	CA06g00370, CA03g35160
OG0004570	Prupe.6G276100.1	CA03g33640, CA09g10310
OG0004571	Prupe.1G472700.1	CA08g03250
OG0004572	Prupe.8G218500.1	CA06g01540, CA00g92430
OG0004573	Prupe.8G268600.1	CA06g00350, CA03g07990
OG0004574	Prupe.1G152500.1, Prupe.6G328500.1	CA01g24680
OG0004575	Prupe.6G350500.1	CA05g03560
OG0004576	Prupe.6G308500.1	CA00g62030, CA08g13300
OG0004577	Prupe.6G306800.1	CA02g19790, CA02g02490
OG0004578	Prupe.8G209300.1	CA11g15490
OG0004579	Prupe.6G343900.1, Prupe.6G141100.1, Prupe.6G344000.1	CA02g16260, CA08g16550, CA08g10190
OG0004580	Prupe.7G128300.1	CA09g01940
OG0004582	Prupe.2G136300.1	CA00g32380
OG0004583	Prupe.6G348700.1	CA12g08090
OG0004583	Prupe.8G224600.1	CA03g05640, CA04g00520
OG0004584	Prupe.7G081000.1	CA10g21370
OG0004585	Prupe.2G309900.1, Prupe.4G196700.1, Prupe.2G189600.1	CA03g19870
OG0004586	Prupe.1G381300.1	CA12g17110, CA04g20360, CA02g00070
OG0004587	Prupe.6G074500.1	CA03g29810
OG0004587	Prupe.1G581600.1	CA09g06880
OG0004588	Prupe.8G239300.1	CA03g07610
OG0004588	Prupe.6G340400.1	CA08g10710
OG0004589	Prupe.4G279200.1, Prupe.3G275300.1	CA02g08780, CA02g28940
OG0004589	Prupe.1G262800.1	CA11g06260
OG0004590	Prupe.8G266000.1	CA06g00210, CA01g23310
OG0004592	Prupe.8G055000.1, Prupe.4G141600.1, Prupe.1G463800.1	CA00g87390, CA05g03230
OG0004593	Prupe.7G055700.1, Prupe.7G055600.1	CA00g78250, CA05g00720
OG0004594	Prupe.1G214600.1	CA00g26930
OG0004596	Prupe.1G097100.1	CA07g00560
OG0004597	Prupe.3G204800.1	CA09g05290
OG0004598	Prupe.6G194000.1, Prupe.6G194100.1, Prupe.6G194200.1, Prupe.1G524300.1	CA04g15860
OG0004599	Prupe.I000500.1, Prupe.4G235100.1, Prupe.4G235300.1, Prupe.4G235200.1, Prupe.I000700.1, Prupe.I000600.1	CA07g20230
OG0004600	Prupe.6G032000.1	CA07g20760
OG0004602	Prupe.3G160400.1	CA02g24230, CA00g42480
OG0004603	Prupe.6G055300.1	CA06g25380
OG0004604	Prupe.2G239900.1	CA05g16310
OG0004605	Prupe.3G211500.1	CA07g10510
OG0004605	Prupe.4G221700.1	CA07g19780
OG0004606	Prupe.6G061900.1, Prupe.6G062300.1, Prupe.6G062000.1, Prupe.6G062200.1, Prupe.6G062100.1, Prupe.6G061800.1	CA06g25050
OG0004607	Prupe.4G265200.1	CA11g10470
OG0004608	Prupe.1G492400.1	CA00g60390, CA00g60420, CA06g17280
OG0004610	Prupe.3G108500.1	CA07g15940
OG0004611	Prupe.6G179900.1	CA03g20310, CA00g90050, CA04g21560, CA06g10810
OG0004612	Prupe.3G191800.1	CA07g07860, CA09g14480
OG0004613	Prupe.6G042500.1	CA04g04100
OG0004613	Prupe.6G291600.1	CA09g11410
OG0004614	Prupe.3G164900.1	CA05g13020, CA06g11650, CA12g02080
OG0004615	Prupe.2G266800.1	CA03g11460
OG0004615	Prupe.6G298000.1	CA10g10490
OG0004616	Prupe.7G076200.1	CA10g20920
OG0004616	Prupe.6G015200.1	CA01g27690
OG0004617	Prupe.1G209200.1	CA05g09310, CA11g10330
OG0004618	Prupe.2G250500.1	CA06g07770, CA03g23050, CA06g07760
OG0004619	Prupe.4G209600.1	CA00g83090, CA01g07180, CA03g13840
OG0004620	Prupe.3G200200.1	CA07g04760
OG0004621	Prupe.5G221700.1	CA00g86370
OG0004622	Prupe.8G244000.1	CA04g08810, CA01g28570
OG0004623	Prupe.6G026500.1	CA07g01860
OG0004624	Prupe.4G156600.1	CA07g16670, CA09g14870, CA09g14880
OG0004625	Prupe.1G105200.1	CA03g32460
OG0004626	Prupe.1G502800.1, Prupe.1G502700.1	CA09g02570, CA04g08330, CA09g02560
OG0004627	Prupe.1G380300.1	CA04g20480
OG0004627	Prupe.8G098000.1	CA00g64220
OG0004629	Prupe.6G054500.1, Prupe.2G252200.1	CA06g25410, CA06g10050, CA05g15410
OG0004630	Prupe.4G232100.1	CA07g20150
OG0004630	Prupe.3G202300.1	CA07g10900
OG0004631	Prupe.2G255000.1	CA03g21770, CA06g14680, CA11g03720, CA06g06730
OG0004632	Prupe.1G520600.1, Prupe.1G520700.1, Prupe.1G520800.1	CA00g36510, CA00g36520
OG0004633	Prupe.8G066400.1	CA12g15370, CA04g15850
OG0004633	Prupe.1G524400.1	CA08g16120
OG0004634	Prupe.4G241900.1, Prupe.4G242000.1	CA10g01210
OG0004636	Prupe.6G179800.1	CA12g09580, CA11g05330
OG0004637	Prupe.4G029500.1	CA09g13490
OG0004637	Prupe.4G200700.1, Prupe.8G106800.1	CA05g12030
OG0004638	Prupe.7G228100.1, Prupe.5G056300.1	CA06g22750, CA09g15760, CA09g15750
OG0004639	Prupe.6G038700.1, Prupe.1G581200.1	CA08g15170
OG0004640	Prupe.1G135200.1	CA01g26220, CA12g21510
OG0004641	Prupe.3G210200.1	CA09g14390, CA07g11050
OG0004642	Prupe.3G272600.1	CA02g28730
OG0004643	Prupe.4G271400.1	CA08g14420
OG0004644	Prupe.3G208400.1, Prupe.4G012500.1	CA05g01530, CA12g00990
OG0004646	Prupe.6G001400.1	CA01g16390
OG0004647	Prupe.3G258200.1	CA02g27670, CA02g08360, CA04g09820
OG0004648	Prupe.6G254500.1, Prupe.6G254300.1	CA10g11350
OG0004649	Prupe.1G324900.1	CA00g57170, CA05g08660
OG0004650	Prupe.3G249600.1	CA02g27040
OG0004651	Prupe.1G216600.1	CA11g10590
OG0004652	Prupe.4G111700.1	CA02g08500
OG0004653	Prupe.3G248700.1, Prupe.3G248600.1	CA04g11760, CA02g26880
OG0004654	Prupe.1G221500.1	CA06g20910
OG0004655	Prupe.1G220700.1	CA03g22300, CA11g10820
OG0004656	Prupe.5G232400.1	CA03g32750
OG0004657	Prupe.1G214200.1	CA05g04420
OG0004658	Prupe.1G078200.1	CA00g89640, CA08g15210
OG0004659	Prupe.4G003000.1, Prupe.1G329100.1	CA00g67760, CA05g01430
OG0004660	Prupe.4G116300.1	CA02g09740
OG0004660	Prupe.6G293100.1, Prupe.2G263800.1	CA06g07290
OG0004661	Prupe.1G147400.1	CA07g11430, CA07g11420, CA07g11410
OG0004662	Prupe.6G299500.1	CA01g27390, CA10g08860
OG0004663	Prupe.4G000100.1	CA08g09840
OG0004664	Prupe.3G027000.1	CA03g36410
OG0004665	Prupe.4G120900.1	CA10g06060, CA02g19720
OG0004666	Prupe.3G168400.1	CA03g36820
OG0004667	Prupe.3G268700.1	CA02g08600
OG0004667	Prupe.5G191400.1	CA03g30160, CA06g19040
OG0004668	Prupe.1G224000.1	CA11g10930
OG0004669	Prupe.8G194200.1	CA09g10600
OG0004670	Prupe.1G180500.1	CA03g03220
OG0004671	Prupe.3G106900.1	CA06g17330
OG0004672	Prupe.1G177300.1	CA03g03090
OG0004673	Prupe.1G147600.1	CA06g11020, CA01g23640
OG0004674	Prupe.1G005000.1	CA03g01480
OG0004675	Prupe.6G350300.1	CA08g19140
OG0004676	Prupe.4G004800.1	CA05g01730, CA12g00410
OG0004677	Prupe.6G362800.1	CA03g11490
OG0004677	Prupe.8G189800.1	CA06g03160
OG0004678	Prupe.3G238800.1	CA02g23270
OG0004679	Prupe.1G146200.1, Prupe.1G146100.1, Prupe.1G146400.1, Prupe.1G146300.1	CA01g23500
OG0004681	Prupe.2G164300.1	CA08g06950
OG0004683	Prupe.1G351300.1	CA06g20650
OG0004684	Prupe.7G236300.1	CA00g64200
OG0004685	Prupe.2G271100.1, Prupe.6G140600.1, Prupe.2G121600.1	CA01g28040
OG0004686	Prupe.6G361700.1	CA05g20080
OG0004687	Prupe.8G246000.1	CA00g84180, CA08g10140, CA03g09260, CA05g15060
OG0004688	Prupe.1G576800.1	CA00g63350, CA08g14190
OG0004689	Prupe.1G015400.1	CA00g45270, CA09g08880, CA06g26970
OG0004690	Prupe.4G008200.1	CA05g17890, CA12g00740
OG0004691	Prupe.2G309500.1	CA06g09030, CA03g19920
OG0004692	Prupe.3G005100.1	CA01g22690
OG0004692	Prupe.1G251600.1, Prupe.1G111300.1	CA02g22200
OG0004693	Prupe.3G023900.1, Prupe.1G455700.1	CA03g36470
OG0004696	Prupe.8G178400.1	CA00g81250
OG0004697	Prupe.3G282600.1, Prupe.3G282700.1	CA02g00090, CA02g00150
OG0004698	Prupe.5G200900.1, Prupe.3G258000.1	CA03g29530
OG0004703	Prupe.3G309600.1, Prupe.1G221000.1	CA02g31070, CA05g14800, CA05g10160, CA07g04750
OG0004704	Prupe.1G331700.1	CA05g01880
OG0004715	Prupe.3G157100.1	CA07g13850
OG0004718	Prupe.3G070000.1	CA04g10960, CA03g34270, CA09g15530
OG0004720	Prupe.1G283200.1	CA05g12580, CA05g12600
OG0004724	Prupe.2G300400.1	CA03g25550, CA06g05740
OG0004730	Prupe.8G113900.1, Prupe.4G069900.1	CA12g17250
OG0004732	Prupe.8G269600.1	CA03g08080, CA01g24460, CA01g24450
OG0004737	Prupe.8G053900.1, Prupe.1G195400.1	CA02g25330
OG0004740	Prupe.1G275700.1, Prupe.3G288800.1	CA02g28180
OG0004744	Prupe.6G040200.1, Prupe.2G265200.1	CA03g10740
OG0004748	Prupe.3G133500.1	CA07g14200
OG0004753	Prupe.7G004900.1	CA10g21510
OG0004753	Prupe.6G004400.1	CA08g01530
OG0004756	Prupe.8G248100.1	CA07g12330, CA06g26720, CA06g26730
OG0004758	Prupe.4G170900.1, Prupe.3G124600.1	CA07g17320
OG0004760	Prupe.3G298600.1, Prupe.3G298500.1	CA02g30420
OG0004764	Prupe.1G545400.1	CA04g09130
OG0004768	Prupe.8G110400.1	CA08g18060
OG0004769	Prupe.8G053400.1, Prupe.8G031900.1, Prupe.8G032300.1, Prupe.8G034300.1, Prupe.8G034800.1, Prupe.I003300.1	CA00g01630
OG0004772	Prupe.1G522800.1	CA05g13280, CA06g05650, CA04g15690
OG0004773	Prupe.7G119400.1, Prupe.7G119500.1	CA09g01540, CA09g01530
OG0004775	Prupe.5G183100.1, Prupe.5G182600.1, Prupe.5G182800.1, Prupe.5G182900.1	CA03g27650, CA03g27660
OG0004776	Prupe.6G163700.1	CA12g08770, CA12g08790, CA00g43130, CA00g43140, CA12g08760, CA12g08750
OG0004777	Prupe.1G000500.1	CA12g08950
OG0004779	Prupe.2G135400.1	CA00g32430
OG0004782	Prupe.7G130000.1	CA01g30190, CA01g30160, CA05g12090, CA01g30830, CA01g30170, CA01g30890, CA01g30880, CA01g30850, CA01g30810, CA01g30790
OG0004786	Prupe.7G230700.1, Prupe.4G135600.1, Prupe.4G135400.1, Prupe.4G135500.1, Prupe.4G135200.1, Prupe.4G135100.1, Prupe.4G135000.1, Prupe.4G134900.1	CA01g08160, CA01g08150, CA01g08140
OG0004798	Prupe.4G062800.1	CA02g13940, CA02g13960, CA04g01610, CA02g13830, CA07g16970, CA02g13900
OG0004808	Prupe.4G282800.1	CA00g10950
OG0004832	Prupe.7G047400.1	CA00g77610, CA10g20210
OG0004835	Prupe.5G069700.1	CA06g12370
OG0004839	Prupe.6G276200.1	CA09g10320
OG0004841	Prupe.7G069900.1	CA03g10320, CA01g28770
OG0004842	Prupe.7G084900.1	CA10g19150, CA10g19140, CA03g14800
OG0004843	Prupe.2G244100.1, Prupe.6G267600.1	CA09g06330
OG0004844	Prupe.6G280500.1	CA06g10060, CA06g25440
OG0004845	Prupe.4G129200.1	CA10g20120
OG0004846	Prupe.5G022000.1	CA08g13490
OG0004847	Prupe.2G145600.1	CA01g11100
OG0004848	Prupe.6G256700.1	CA09g05150
OG0004850	Prupe.3G142000.1	CA02g23470
OG0004851	Prupe.7G109700.1	CA05g20770
OG0004852	Prupe.2G170200.1	CA03g18290, CA08g07180
OG0004853	Prupe.2G026500.1	CA01g21440
OG0004853	Prupe.7G053500.1	CA05g00540
OG0004854	Prupe.2G186200.1	CA08g08340, CA10g10380
OG0004856	Prupe.2G072000.1	CA12g07500
OG0004857	Prupe.2G066000.1	CA02g02950, CA01g04370
OG0004858	Prupe.6G079000.1	CA11g11840
OG0004859	Prupe.1G513000.1	CA04g15020
OG0004860	Prupe.5G193800.1	CA03g30040
OG0004861	Prupe.1G060700.1	CA00g79740
OG0004863	Prupe.6G337200.1	CA08g10960
OG0004864	Prupe.2G203700.1	CA11g18110
OG0004865	Prupe.2G192400.1	CA00g64600
OG0004865	Prupe.5G126900.1	CA01g00480
OG0004867	Prupe.1G020000.1	CA03g07170
OG0004868	Prupe.4G037100.1	CA07g13190, CA02g16830
OG0004869	Prupe.8G223100.1	CA06g27920
OG0004870	Prupe.6G041700.1	CA06g25900
OG0004871	Prupe.8G220800.1	CA06g01570
OG0004872	Prupe.8G259100.1	CA03g08450
OG0004873	Prupe.5G171000.1	CA10g13890
OG0004874	Prupe.3G287900.1	CA02g29780
OG0004875	Prupe.6G239400.1	CA00g44710, CA10g14940, CA08g17330
OG0004876	Prupe.8G256900.1	CA05g14990, CA03g08320
OG0004877	Prupe.6G267700.1	CA07g11100, CA02g24440
OG0004878	Prupe.8G239500.1	CA09g12030
OG0004881	Prupe.1G048300.1	CA03g04640, CA04g00680
OG0004882	Prupe.6G279700.1	CA09g10090
OG0004883	Prupe.7G113600.1	CA09g00740
OG0004884	Prupe.6G234900.1	CA00g11140, CA10g12360
OG0004885	Prupe.8G261500.1	CA03g24780
OG0004886	Prupe.6G280000.1	CA09g10330
OG0004887	Prupe.6G100100.1	CA06g23740, CA11g19130
OG0004888	Prupe.5G079100.1, Prupe.2G054400.1, Prupe.2G054600.1	CA01g08590
OG0004889	Prupe.8G244400.1	CA09g09720
OG0004890	Prupe.8G255400.1	CA03g08780, CA06g01430
OG0004891	Prupe.6G278200.1	CA10g13940
OG0004892	Prupe.8G210900.1	CA06g28130
OG0004893	Prupe.3G295300.1	CA00g52550
OG0004894	Prupe.7G040700.1, Prupe.4G213100.1	CA08g05690
OG0004895	Prupe.6G262900.1	CA09g05660, CA10g14330
OG0004896	Prupe.7G068800.1	CA10g20680
OG0004897	Prupe.1G024200.1	CA03g06550
OG0004899	Prupe.3G011800.1	CA04g04240, CA02g02430
OG0004900	Prupe.2G322100.1	CA03g20880
OG0004902	Prupe.6G280100.1	CA09g10380
OG0004903	Prupe.2G144500.1	CA01g11050, CA10g10130
OG0004905	Prupe.8G207700.1	CA06g28260, CA06g28250
OG0004907	Prupe.8G259800.1	CA03g08490
OG0004908	Prupe.2G159800.1	CA10g21280, CA08g06610
OG0004909	Prupe.5G065700.1	CA01g33920
OG0004910	Prupe.7G125200.1	CA00g41060, CA10g11640
OG0004913	Prupe.2G007600.1	CA01g18670
OG0004913	Prupe.7G072800.1	CA12g04100
OG0004914	Prupe.8G225800.1, Prupe.8G224200.1, Prupe.1G354100.1	CA12g03170, CA06g27880, CA06g27870
OG0004915	Prupe.1G134000.1	CA12g21430
OG0004915	Prupe.8G261400.1	CA03g24760
OG0004916	Prupe.8G243200.1, Prupe.8G243300.1	CA09g14030
OG0004918	Prupe.7G127300.1, Prupe.2G207000.1	CA09g01900
OG0004919	Prupe.6G278600.1	CA09g08220
OG0004920	Prupe.8G236800.1	CA06g27140, CA06g27000
OG0004921	Prupe.8G196700.1	CA06g26540
OG0004922	Prupe.1G006400.1, Prupe.8G202900.1	CA06g28410, CA06g28420, CA06g02290
OG0004923	Prupe.8G122400.1	CA00g41200
OG0004924	Prupe.2G152800.1	CA06g23150, CA01g19430
OG0004925	Prupe.6G271800.1	CA10g14040
OG0004927	Prupe.2G170800.1	CA08g07250
OG0004928	Prupe.6G254700.1	CA10g14570, CA09g05250
OG0004929	Prupe.2G170900.1	CA08g07260
OG0004931	Prupe.1G026800.1	CA03g06340, CA04g00330
OG0004932	Prupe.6G285600.1	CA10g13040, CA10g11250
OG0004933	Prupe.1G046600.1	CA03g04490
OG0004934	Prupe.2G173600.1	CA08g07440
OG0004935	Prupe.3G076300.1, Prupe.4G141200.1, Prupe.3G076200.1	CA06g16910
OG0004936	Prupe.8G248300.1	CA00g79490
OG0004937	Prupe.6G309700.1	CA01g31620
OG0004938	Prupe.3G191600.1	CA07g07850
OG0004939	Prupe.6G247300.1	CA10g12590, CA09g04130
OG0004940	Prupe.7G131400.1, Prupe.1G432800.1	CA02g14440
OG0004941	Prupe.6G257300.1	CA00g95240
OG0004942	Prupe.7G266900.1, Prupe.1G039100.1	CA06g03210, CA06g26200
OG0004943	Prupe.3G024400.1, Prupe.3G024600.1, Prupe.3G024700.1, Prupe.3G029500.1	CA03g36840
OG0004944	Prupe.8G222400.1	CA03g10120
OG0004945	Prupe.2G187500.1	CA08g08500, CA08g08490
OG0004947	Prupe.5G026600.1	CA09g09400, CA10g07690, CA00g92790
OG0004952	Prupe.2G070100.1	CA12g07020, CA08g14650
OG0004953	Prupe.1G213900.1	CA09g00480
OG0004955	Prupe.3G045200.1	CA07g00440
OG0004956	Prupe.2G218300.1	CA03g15330
OG0004957	Prupe.6G318700.1, Prupe.8G263600.1	CA08g12800, CA03g24900
OG0004958	Prupe.3G035500.1	CA03g37040
OG0004959	Prupe.8G251800.1	CA01g25080
OG0004960	Prupe.2G316000.1	CA03g20380
OG0004960	Prupe.5G129100.1	CA01g00350
OG0004961	Prupe.1G303600.1	CA06g18090, CA11g01790
OG0004962	Prupe.7G203400.1	CA06g15940, CA07g10010
OG0004963	Prupe.3G168300.1, Prupe.4G239900.1	CA03g36810
OG0004964	Prupe.1G012800.1	CA03g07600
OG0004965	Prupe.8G051900.1	CA04g09550
OG0004966	Prupe.1G473400.1, Prupe.3G078600.1	CA06g16980
OG0004967	Prupe.8G058800.1	CA04g09660
OG0004968	Prupe.2G212000.1, Prupe.2G211900.1, Prupe.6G235800.1	CA09g02520
OG0004969	Prupe.8G186800.1	CA06g26260, CA06g03170
OG0004971	Prupe.2G214500.1	CA12g10740
OG0004972	Prupe.8G200300.1	CA00g30110
OG0004973	Prupe.7G009600.1	CA00g43180
OG0004974	Prupe.3G298400.1, Prupe.3G298300.1	CA04g00080, CA02g30410
OG0004975	Prupe.1G320800.1	CA11g00070
OG0004976	Prupe.2G118700.1	CA01g27320, CA01g27330
OG0004978	Prupe.3G057000.1, Prupe.3G057100.1	CA06g16590, CA06g20520, CA07g04490, CA03g35940, CA03g35930, CA03g35920
OG0004979	Prupe.6G355200.1	CA05g04520, CA05g17670, CA00g90090
OG0004980	Prupe.1G426600.1	CA04g18170
OG0004980	Prupe.8G138900.1	CA08g17110
OG0004981	Prupe.1G008100.1	CA03g01100
OG0004983	Prupe.5G182200.1	CA06g19420
OG0004984	Prupe.2G064100.1	CA10g03190
OG0004985	Prupe.3G081100.1, Prupe.8G058000.1	CA12g03640
OG0004986	Prupe.4G024600.1	CA07g19460
OG0004987	Prupe.1G478100.1	CA03g31630
OG0004989	Prupe.8G028300.1	CA04g13490, CA12g11990
OG0004990	Prupe.6G319900.1	CA00g67010, CA02g05460
OG0004992	Prupe.4G059500.1	CA01g23590
OG0004993	Prupe.8G098400.1	CA08g18520
OG0004994	Prupe.2G214300.1	CA05g20670
OG0004995	Prupe.3G107700.1	CA06g17370, CA03g30510
OG0004996	Prupe.1G306300.1	CA10g17970
OG0004997	Prupe.2G225200.1	CA11g02280
OG0004998	Prupe.8G264900.1	CA03g35110
OG0004999	Prupe.8G100100.1	CA04g00830
OG0005000	Prupe.2G099300.1, Prupe.8G027900.1	CA06g10650, CA04g18760
OG0005001	Prupe.3G085100.1	CA03g31790, CA06g17160
OG0005002	Prupe.8G194400.1	CA08g10370
OG0005005	Prupe.8G200900.1, Prupe.8G201000.1	CA00g30130, CA05g17240
OG0005006	Prupe.8G040000.1	CA04g14090
OG0005007	Prupe.8G204300.1	CA06g28310
OG0005008	Prupe.3G042900.1	CA03g35440
OG0005009	Prupe.2G305000.1	CA03g18970
OG0005010	Prupe.8G045900.1	CA03g26670, CA03g26680
OG0005011	Prupe.3G070900.1	CA03g34360
OG0005012	Prupe.5G165200.1	CA00g00640
OG0005014	Prupe.8G166900.1, Prupe.6G200700.1, Prupe.8G166800.1	CA08g01690
OG0005015	Prupe.1G134900.1	CA00g66980
OG0005016	Prupe.1G047300.1	CA03g04560
OG0005017	Prupe.1G012000.1, Prupe.1G011900.1	CA03g07630
OG0005018	Prupe.1G181900.1	CA03g03070
OG0005020	Prupe.2G222100.1	CA05g19310
OG0005021	Prupe.6G346800.1	CA12g07830
OG0005022	Prupe.1G043800.1, Prupe.1G043000.1, Prupe.1G043200.1, Prupe.1G347800.1, Prupe.1G043300.1, Prupe.1G042800.1, Prupe.1G043500.1, Prupe.1G043400.1	CA00g07300
OG0005025	Prupe.8G131700.1	CA02g14740, CA00g52010
