Orthogroup	Prunus_persica	Brassica_napus
OG0006469	Prupe.1G105900.1	CDY63023, CDY66384, CDX75916
OG0006470	Prupe.6G178900.1	CDX90351, CDY63447, CDY41998, CDY42646
OG0006471	Prupe.5G103000.1	CDY43286
OG0006471	Prupe.5G103100.1	CDY60544, CDX93652, CDX93890
OG0006472	Prupe.1G275500.1	CDY20581, CDY40266, CDY20580
OG0006473	Prupe.7G199400.1	CDY18035, CDY33405
OG0006474	Prupe.8G112200.1, Prupe.8G111600.1, Prupe.8G111800.1, Prupe.8G112000.1, Prupe.8G111400.1, Prupe.8G110900.1	CDY02273, CDY70122
OG0006475	Prupe.1G051000.1	CDX80956, CDY52146, CDY14126, CDY04943
OG0006476	Prupe.5G229800.1	CDX95551, CDX92209, CDY24431
OG0006477	Prupe.5G148100.1	CDY68167, CDY16353, CDX83157, CDY34029
OG0006478	Prupe.6G329800.1	CDY52166, CDY48990, CDX83617, CDY13632
OG0006479	Prupe.5G180400.1	CDY36904, CDY44978
OG0006480	Prupe.5G080100.1	CDY19345, CDY30072, CDX98071, CDY31261, CDY21046
OG0006481	Prupe.2G084600.1	CDX68497
OG0006482	Prupe.1G250300.1	CDY20998, CDY57040, CDY49783, CDY52320
OG0006483	Prupe.7G033500.1, Prupe.5G232100.1	CDY26181, CDY19195, CDX83863, CDX96731
OG0006484	Prupe.5G097600.1, Prupe.5G097800.1	CDY25287, CDY37627
OG0006485	Prupe.4G074000.1	CDY43971, CDY33474, CDX77659
OG0006486	Prupe.7G270800.1	CDY23413, CDY30451, CDX83446, CDX95583
OG0006487	Prupe.1G239000.1	CDY51598, CDY03886, CDX84948, CDY27591, CDY03887
OG0006488	Prupe.7G198500.1	CDY31550, CDY09213, CDY09216
OG0006489	Prupe.1G333200.1	CDY48804, CDY09424
OG0006490	Prupe.7G190300.1	CDX68957, CDX75340, CDY12333
OG0006491	Prupe.8G067500.1	CDX84515
OG0006492	Prupe.5G100600.1	CDY10875, CDY44092, CDX94178, CDY10929, CDY52539
OG0006493	Prupe.3G116300.1	CDY50817, CDY42820, CDY47985, CDY14851
OG0006494	Prupe.1G333300.1	CDY51770, CDY45294, CDX81677, CDY33735
OG0006495	Prupe.1G015600.1	CDY42793, CDY68156
OG0006496	Prupe.5G227900.1	CDY21722, CDX81858, CDX96739
OG0006497	Prupe.1G564400.1	CDY36533, CDY39619, CDX81702
OG0006498	Prupe.4G278300.1	CDX93245, CDY33953, CDY18180, CDX89870, CDY15472, CDX86671
OG0006499	Prupe.4G086100.1	CDX79029, CDX82795
OG0006502	Prupe.1G330500.1	CDY11551, CDX96273, CDX68332, CDY23484, CDY09474, CDY03724
OG0006504	Prupe.1G287600.1	CDY06497, CDY08285, CDY50271, CDY54870, CDY08284
OG0006505	Prupe.5G011100.1	CDY30515
OG0006505	Prupe.8G178600.1	CDY12081, CDY71178
OG0006506	Prupe.8G107600.1	CDX71256, CDY49555, CDX71255
OG0006507	Prupe.1G346900.1	CDX77273, CDY59895, CDY65179, CDY60075, CDX93707
OG0006508	Prupe.8G087900.1	CDX90306, CDY12117, CDY42602, CDY41957
OG0006509	Prupe.4G269200.1	CDX70462, CDX78478, CDX91166, CDX85692, CDY71508, CDY23815
OG0006510	Prupe.5G170600.1	CDX87277, CDY16748
OG0006511	Prupe.6G202800.1, Prupe.6G202700.1	CDY33955, CDY67215, CDY14575, CDY54713, CDX81289
OG0006512	Prupe.7G232300.1	CDY58972, CDY32585, CDX88881, CDX70885
OG0006513	Prupe.5G165700.1, Prupe.3G293100.1	CDY64638, CDY34048
OG0006514	Prupe.6G364400.1	CDY57806, CDY16405, CDY07447, CDY39287
OG0006515	Prupe.2G119800.1, Prupe.2G117100.1	CDY56539, CDY40066, CDX85790
OG0006516	Prupe.4G226700.1, Prupe.6G162200.1	CDY66728, CDY38466, CDX78765, CDX70783
OG0006517	Prupe.1G144600.1	CDY13923, CDX92579, CDY02600, CDY47185
OG0006518	Prupe.8G261200.1	CDX86956, CDY00227, CDY70777, CDX87225, CDY16802
OG0006519	Prupe.3G189400.1, Prupe.3G139700.1, Prupe.3G139600.1	CDY13862, CDX81974
OG0006520	Prupe.6G101500.1	CDY15744, CDY04562, CDY65250, CDY62460
OG0006521	Prupe.2G238400.1	CDY60435, CDX98902
OG0006522	Prupe.7G042600.1	CDY38875, CDY00491, CDY32623, CDY70600
OG0006523	Prupe.1G262100.1	CDY33613
OG0006524	Prupe.3G118000.1	CDY49239, CDX98311, CDX67755, CDX71939
OG0006525	Prupe.6G106400.1	CDX71031, CDX88768, CDY31516, CDY67079, CDY52709
OG0006526	Prupe.4G043500.1	CDY31421, CDX76438, CDX79083, CDX98696, CDX94046
OG0006527	Prupe.7G217800.1	CDY32869, CDY64970
OG0006528	Prupe.4G083200.1	CDY33460, CDX77643
OG0006529	Prupe.1G221200.1, Prupe.5G147000.1	CDY11045, CDX92664, CDY34330, CDY03400
OG0006530	Prupe.6G097600.1	CDY53838
OG0006531	Prupe.5G114800.1	CDX90777, CDY40851, CDX86817
OG0006532	Prupe.6G196200.1	CDY13756
OG0006533	Prupe.8G188800.1	CDX74043, CDY07993
OG0006534	Prupe.6G124200.1	CDX95079, CDX93579
OG0006535	Prupe.1G248900.1	CDY68027, CDY20967, CDY20604, CDY34849, CDY66790
OG0006536	Prupe.2G302300.1	CDX79404, CDX67933
OG0006537	Prupe.4G156500.1	CDY45115, CDY24093, CDY25709, CDY25851, CDY60209
OG0006538	Prupe.7G111200.1, Prupe.6G129400.1	CDX96107, CDY01787
OG0006539	Prupe.7G268000.1	CDY53355, CDY07453, CDY39281
OG0006540	Prupe.7G198700.1	CDY64735, CDY33404, CDY51843, CDX70932
OG0006541	Prupe.4G102500.1	CDX82763, CDX78993
OG0006543	Prupe.8G108400.1	CDY29350, CDY59237
OG0006544	Prupe.3G216500.1	CDY49503, CDY15320, CDY46831, CDY42095, CDY12201
OG0006546	Prupe.6G174800.1, Prupe.6G339200.1, Prupe.1G436000.1	CDX85783, CDY40073, CDX78361, CDX81152
OG0006547	Prupe.1G238200.1	CDY01838, CDX96070, CDY28869, CDY07410
OG0006548	Prupe.1G232800.1	CDY12657, CDY32543, CDY01823, CDX96080
OG0006549	Prupe.4G058400.1, Prupe.4G170500.1	CDY24107, CDY59402
OG0006550	Prupe.1G243800.1, Prupe.3G291800.1, Prupe.4G102400.1	CDY09461
OG0006551	Prupe.6G106800.1	CDY04527, CDX83280, CDY31190
OG0006552	Prupe.4G066400.1	CDX90180, CDX99806, CDY50779
OG0006553	Prupe.7G025500.1, Prupe.4G118500.1	CDX71896, CDY05988, CDY36942, CDY24169
OG0006555	Prupe.1G447900.1	CDX91205, CDX85706
OG0006556	Prupe.7G242700.1	CDX77153, CDY30509
OG0006557	Prupe.3G017700.1	CDY01725
OG0006558	Prupe.3G155600.1	CDY58728, CDY70556, CDY18990
OG0006559	Prupe.4G281500.1	CDY21555, CDX69932, CDX78348, CDX81117
OG0006560	Prupe.1G554600.1	CDY41870, CDX91761, CDY69278, CDY28415, CDY61281
OG0006561	Prupe.2G326200.1	CDY28733, CDY49920, CDX69409, CDY16967, CDY23468
OG0006562	Prupe.6G005700.1	CDY59252, CDY23618
OG0006563	Prupe.5G104600.1	CDY45383, CDY44476, CDY45385
OG0006564	Prupe.3G067600.1	CDY35437, CDY22483, CDY23878, CDX79968
OG0006565	Prupe.3G155400.1	CDY37419, CDY32506, CDY37429
OG0006566	Prupe.8G069100.1, Prupe.1G548200.1	CDY06660, CDY10220, CDY06225, CDY09960
OG0006567	Prupe.7G034300.1, Prupe.4G262500.1	CDY34614, CDY34820, CDY30036, CDX98095
OG0006568	Prupe.5G168700.1, Prupe.5G169200.1, Prupe.5G169400.1	CDX67592, CDY07554
OG0006569	Prupe.1G240000.1	CDX84951, CDY03881, CDY51593, CDY36138, CDY54836
OG0006570	Prupe.4G042800.1	CDY33324, CDY50210, CDY67484, CDY12882, CDY44828
OG0006571	Prupe.3G042500.1, Prupe.8G262800.1	CDX77709, CDY27901, CDY00832
OG0006572	Prupe.8G065200.1	CDX81219, CDX84339, CDY18717, CDX84512, CDY43805
OG0006574	Prupe.2G267600.1	CDX88144, CDY55466
OG0006575	Prupe.1G186200.1, Prupe.1G564800.1	CDY12369, CDY27125, CDY01192, CDY12734
OG0006576	Prupe.8G071400.1	CDX75370, CDX68994, CDY46101
OG0006577	Prupe.8G015200.1, Prupe.8G015700.1, Prupe.4G071200.1, Prupe.3G291100.1	CDX78583, CDX70571
OG0006578	Prupe.2G209600.1	CDX74995, CDY33216, CDY46747, CDX79707, CDX73570, CDX78157
OG0006579	Prupe.2G248700.1	CDX75860, CDX70136, CDY01006, CDY08540
OG0006580	Prupe.1G586700.1	CDY17592, CDY03048, CDY09366, CDY15837, CDY09367
OG0006581	Prupe.1G226200.1	CDY01805, CDX96096, CDY28889
OG0006582	Prupe.1G571200.1	CDY34663, CDY34865
OG0006583	Prupe.7G095100.1	CDY36443, CDY23296, CDY13427, CDY63638
OG0006584	Prupe.3G243200.1	CDY47587, CDY48822, CDY26357, CDY15029, CDY48823
OG0006585	Prupe.2G266100.1, Prupe.6G040000.1	CDY65415, CDY08569, CDY36279
OG0006586	Prupe.1G587300.1	CDY18693, CDX81260, CDY08848, CDY14513
OG0006587	Prupe.2G249100.1	CDX98856, CDX70137
OG0006588	Prupe.8G071500.1	CDY18712, CDX81224
OG0006589	Prupe.3G258500.1	CDX69524, CDY26423, CDX90991
OG0006590	Prupe.6G268700.1, Prupe.6G268600.1, Prupe.2G244600.1	CDX91420
OG0006592	Prupe.4G087600.1	CDY21981, CDY48573, CDY48571, CDY48572
OG0006593	Prupe.2G259500.1	CDX72158, CDY27233
OG0006594	Prupe.8G126000.1	CDY37232, CDX71230
OG0006595	Prupe.1G225900.1	CDX96097, CDY12641, CDY51344
OG0006596	Prupe.7G232500.1, Prupe.1G452800.1	CDY39538, CDX77411, CDX93025, CDY50613
OG0006597	Prupe.6G186300.1	CDY63931, CDY31607, CDX69380, CDY63902
OG0006598	Prupe.4G048700.1	CDY13109, CDY60600, CDX94772, CDY49000
OG0006599	Prupe.1G015100.1	CDY17349, CDY08295, CDY06488
OG0006600	Prupe.7G053000.1	CDX79344, CDX67974, CDY59460, CDX81745, CDY52855
OG0006601	Prupe.1G561600.1, Prupe.4G249100.1	CDX84975, CDY51989, CDY36120
OG0006602	Prupe.8G113400.1, Prupe.8G113300.1	CDX89577, CDY38948
OG0006603	Prupe.3G299500.1	CDY11710, CDX67475, CDY42556, CDY36376
OG0006604	Prupe.4G063100.1	CDY67623, CDY70469, CDY69878, CDX78885, CDX99438
OG0006605	Prupe.1G582300.1, Prupe.1G504500.1	CDY00838, CDY27894, CDY01927, CDX97253
OG0006606	Prupe.6G042300.1, Prupe.2G262400.1	CDY08566, CDY08564, CDY00976
OG0006607	Prupe.4G072600.1	CDY61674, CDX78824, CDY08883, CDX76547
OG0006608	Prupe.4G268400.1	CDY22144, CDX74023, CDY35973, CDY28008, CDY22143
OG0006609	Prupe.3G156000.1	CDX67799, CDX98378, CDX71903, CDY00621, CDX89024
OG0006610	Prupe.5G231800.1	CDX72999, CDX96491, CDY52004
OG0006612	Prupe.1G234500.1	CDX96072, CDY51559, CDY01837, CDY07412, CDY28873, CDY20007
OG0006613	Prupe.3G250600.1	CDX78645, CDX70628, CDX90982
OG0006614	Prupe.5G213100.1	CDY02201, CDY62679
OG0006615	Prupe.3G296800.1	CDY09848, CDX70560, CDX78574, CDX85601, CDX91068
OG0006616	Prupe.8G253400.1	CDY53777, CDX91238, CDX97300
OG0006617	Prupe.1G447500.1	CDY61448, CDX91201, CDX97128, CDY68836
OG0006618	Prupe.4G042600.1	CDX79082, CDX82844, CDY31420, CDX76437
OG0006619	Prupe.1G572200.1	CDX82921, CDX79135, CDX79136
OG0006620	Prupe.6G272100.1, Prupe.2G247000.1	CDX70129, CDX98863
OG0006621	Prupe.7G269300.1, Prupe.7G269400.1	CDY30445, CDY23407, CDY17902, CDX79796
OG0006622	Prupe.5G003400.1	CDX96611, CDY67203, CDY67022, CDX87587, CDX88295
OG0006623	Prupe.1G397100.1, Prupe.1G397200.1	CDY38515, CDY38514, CDX83228, CDY38513
OG0006624	Prupe.6G160000.1, Prupe.8G037100.1	CDY47858, CDY36014
OG0006625	Prupe.7G207600.1	CDY31308, CDY46817, CDX69883, CDY21609
OG0006626	Prupe.3G313000.1	CDY11692
OG0006628	Prupe.4G048900.1, Prupe.4G180100.1	CDY35728, CDX90141, CDX94599, CDY15683
OG0006629	Prupe.5G005900.1	CDY31506, CDY51432, CDY01350, CDY31860, CDY29497
OG0006630	Prupe.1G152800.1	CDX70866, CDY66931, CDX88899, CDY59013, CDY02580, CDY47201
OG0006631	Prupe.3G213600.1, Prupe.4G016500.1	CDY24895, CDY08638
OG0006632	Prupe.5G172800.1	CDX75226, CDX68824, CDY61390
OG0006633	Prupe.4G087500.1	CDY57063, CDX76414, CDX79031, CDX82797
OG0006634	Prupe.2G321300.1	CDX81856, CDY21724
OG0006635	Prupe.2G255200.1	CDX93202, CDY07610, CDY67957, CDY18863, CDX74799
OG0006636	Prupe.1G452500.1	CDY03017
OG0006637	Prupe.1G308500.1	CDX97992, CDY19376
OG0006638	Prupe.8G006700.1, Prupe.1G222400.1	CDY28726, CDY28725, CDY28727, CDY28724
OG0006639	Prupe.7G034400.1	CDY48770, CDX79954, CDY23871, CDY65074, CDY27199
OG0006640	Prupe.2G032000.1	CDY07537, CDX67602, CDX73476, CDY13212, CDX76142, CDY13213, CDX78239
OG0006641	Prupe.7G006600.1	CDY29963, CDY21161, CDY50665, CDY51748
OG0006642	Prupe.3G249800.1	CDX78654, CDX70652, CDY34719
OG0006643	Prupe.8G239700.1	CDY15450, CDY32499, CDY37439
OG0006644	Prupe.6G050400.1, Prupe.2G256200.1	CDY72536
OG0006645	Prupe.1G398500.1	CDY05468, CDY05384, CDX88147, CDX80478, CDY05363
OG0006646	Prupe.4G117700.1, Prupe.4G117500.1	CDX77562, CDX98232, CDY43177, CDY02348
OG0006647	Prupe.1G450700.1	CDX78430, CDX70401, CDX85708, CDX91209, CDY68531, CDX69749
OG0006648	Prupe.2G042600.1	CDY42140, CDY08441, CDY49141, CDY00764, CDX73828
OG0006649	Prupe.3G256700.1, Prupe.2G279500.1	CDX85547, CDX90987, CDX69518, CDY26427
OG0006650	Prupe.8G126500.1	CDY35666, CDY09120
OG0006651	Prupe.4G039700.1	CDY52221, CDY03813, CDY15008
OG0006653	Prupe.4G035900.1	CDY16622, CDX76430
OG0006654	Prupe.1G396500.1	CDX68783, CDY27115, CDX75194
OG0006655	Prupe.1G568600.1	CDX97919, CDY19329
OG0006655	Prupe.4G280500.1	CDY09788, CDY69657
OG0006656	Prupe.1G247100.1	CDY22004, CDY56370, CDY56371, CDY13629, CDX83614
OG0006657	Prupe.1G405700.1	CDY11486, CDY11455, CDX76710
OG0006658	Prupe.1G494800.1	CDX68053, CDX79211, CDY04675, CDY08174
OG0006659	Prupe.1G457500.1	CDX72298, CDY13419, CDY28250, CDX68728, CDY69306
OG0006661	Prupe.5G242400.1	CDY19025, CDX89228
OG0006662	Prupe.3G258600.1	CDY04064, CDX85262, CDX86377, CDY04072, CDY44397
OG0006663	Prupe.7G035100.1, Prupe.4G265900.1, Prupe.4G082800.1, Prupe.7G034700.1, Prupe.7G034500.1	CDX81624, CDY33759
OG0006664	Prupe.5G128800.1	CDY13376, CDX67518, CDY27666, CDY64488
OG0006665	Prupe.1G298900.1	CDY16097
OG0006667	Prupe.7G221400.1	CDY48735, CDY03327, CDY35911, CDY35912
OG0006668	Prupe.6G225000.1	CDX79820, CDY17923
OG0006669	Prupe.6G221500.1	CDX68556, CDY68938, CDY30619, CDY17739
OG0006670	Prupe.1G267200.1	CDY04131, CDY45204, CDY03045, CDY17435, CDY04132
OG0006671	Prupe.7G130900.1	CDX89569, CDY38942
OG0006672	Prupe.1G297300.1	CDX95976, CDY33569, CDX95975, CDY45838, CDX81573
OG0006673	Prupe.8G039400.1	CDX86753
OG0006673	Prupe.5G092400.1	CDX86755, CDY57778
OG0006674	Prupe.5G220500.1	CDY11080, CDX68206, CDY45870, CDY47736, CDX95490
OG0006675	Prupe.1G306000.1	CDX83548, CDY21089, CDY50181, CDY16076, CDY26636, CDY58353
OG0006677	Prupe.3G291000.1, Prupe.3G290400.1	CDY00150, CDY20042, CDX83723, CDY13729
OG0006678	Prupe.7G181200.1	CDY33278, CDY16305
OG0006679	Prupe.6G203300.1	CDY08782, CDY14579, CDY60357
OG0006680	Prupe.6G218200.1, Prupe.6G218300.1	CDY29579, CDX72651, CDY44030, CDY50261, CDX76888, CDY49439
OG0006681	Prupe.7G164900.1	CDX69212, CDX75561
OG0006682	Prupe.1G292900.1	CDY33556, CDX95963
OG0006683	Prupe.5G104900.1	CDY35038, CDX67496, CDY44472
OG0006684	Prupe.5G230100.1	CDY71363, CDX92195, CDX95790, CDX78954, CDX99352
OG0006685	Prupe.5G087200.1	CDX94135, CDY68978, CDX86736, CDX94474, CDY41284
OG0006687	Prupe.1G347200.1	CDX88013, CDY45763, CDY16845, CDX87176
OG0006688	Prupe.2G288800.1	CDY00508
OG0006689	Prupe.1G295200.1	CDY56177, CDX98116
OG0006690	Prupe.3G283100.1	CDY28674, CDY49055, CDY37520
OG0006692	Prupe.1G267000.1	CDY69131, CDY46423, CDY16215, CDY14709, CDY16214
OG0006693	Prupe.2G328400.1	CDX69032, CDX75407, CDY49280, CDX72455
OG0006694	Prupe.7G218300.1	CDY35864, CDX92505, CDY42292
OG0006695	Prupe.7G131600.1	CDY37186, CDY09337, CDY01439, CDY12803
OG0006696	Prupe.2G182100.1, Prupe.5G111800.1	CDY39728, CDY44461, CDY34403, CDY25566
OG0006697	Prupe.7G183200.1	CDY24343, CDY50620, CDY24348
OG0006698	Prupe.3G289900.1	CDY42587, CDY65600
OG0006699	Prupe.5G016000.1	CDY12415, CDY27147, CDY12304, CDY62302
OG0006700	Prupe.1G017200.1	CDY06484, CDY08297, CDY57167, CDY65370, CDY50675, CDY36856
OG0006701	Prupe.6G224700.1	CDX84674, CDY53790, CDY37701, CDX79539, CDY15067
OG0006702	Prupe.4G254800.1	CDY41161, CDX71803, CDY70752, CDX98419, CDX67830
OG0006703	Prupe.5G089600.1	CDX86746, CDY13279, CDX86748, CDY47422, CDY52939
OG0006706	Prupe.6G331900.1, Prupe.7G181700.1	CDY23584, CDY23582, CDY34947, CDY24684, CDY05274
OG0006707	Prupe.6G035200.1	CDY10544, CDY26092, CDY08255, CDY50020, CDY51075, CDY42376
OG0006708	Prupe.5G107900.1, Prupe.5G109800.1, Prupe.2G303300.1	CDY38197, CDY08348, CDY65970
OG0006709	Prupe.6G212200.1	CDY45620, CDY08759
OG0006711	Prupe.6G220800.1	CDY44032, CDY50264, CDX72645
OG0006712	Prupe.7G146600.1	CDY62521, CDY39668, CDY46064, CDX76851
OG0006713	Prupe.5G153500.1	CDY57300, CDY10510, CDY63487
OG0006714	Prupe.7G228300.1	CDX70883, CDX88883, CDY42281, CDY44930
OG0006715	Prupe.5G080400.1, Prupe.2G281700.1	CDY15994, CDY26560
OG0006716	Prupe.2G325300.1, Prupe.6G242100.1	CDY20180, CDY70456
OG0006717	Prupe.6G223500.1	CDY12842, CDY57435, CDY43571, CDY18656, CDX81320
OG0006718	Prupe.5G013600.1	CDY27134, CDX97248, CDY62880
OG0006719	Prupe.5G235400.1	CDX92168, CDX95815, CDY61286
OG0006720	Prupe.5G021100.1	CDY12278
OG0006721	Prupe.3G290000.1, Prupe.1G550900.1	CDX85594, CDX91045
OG0006722	Prupe.7G131700.1, Prupe.1G433000.1	CDY22068, CDY21902
OG0006724	Prupe.2G152400.1	CDY22868, CDY33863, CDY43925, CDX87840
OG0006725	Prupe.1G546100.1	CDX72812, CDX96329, CDY03696, CDY25755, CDY12507, CDY21391, CDY04784
OG0006726	Prupe.6G210900.1, Prupe.1G541200.1	CDX75681
OG0006727	Prupe.5G064600.1	CDY61784, CDY07036, CDX93231, CDY20484
OG0006728	Prupe.8G016300.1	CDX80537, CDX88197, CDY05504, CDY05339
OG0006729	Prupe.5G019400.1	CDY23690, CDX86051, CDX99136, CDY23689, CDY23688
OG0006730	Prupe.2G185200.1	CDY66317, CDX83366, CDX95700, CDY42045, CDX80016, CDY27324
OG0006731	Prupe.5G022400.1	CDX78916, CDY13045, CDY23114
OG0006732	Prupe.7G224200.1	CDY35233, CDY06858, CDX92901, CDY50931
OG0006733	Prupe.2G015100.1, Prupe.1G582000.1	CDY50890, CDY06364
OG0006734	Prupe.1G250600.1, Prupe.3G004600.1	CDX83344, CDY50916
OG0006735	Prupe.5G049500.1	CDY43638, CDY03167, CDY37170
OG0006736	Prupe.8G052100.1	CDX72838, CDX96355
OG0006737	Prupe.1G002100.1	CDX72287, CDY13408, CDX68718, CDY28239, CDX72288
OG0006738	Prupe.6G033800.1	CDY51073, CDY50018, CDY10540, CDY42378
OG0006739	Prupe.7G151500.1	CDX73797, CDX77936, CDY24490
OG0006740	Prupe.2G290500.1	CDY30691
OG0006741	Prupe.1G544400.1	CDY04780, CDY21393
OG0006742	Prupe.2G171100.1, Prupe.2G297900.1	CDY48921, CDX71739
OG0006743	Prupe.7G137500.1, Prupe.8G116400.1	CDY16509, CDX77234
OG0006744	Prupe.5G086300.1	CDY04383, CDY04384, CDY47426
OG0006745	Prupe.8G100800.1, Prupe.8G100600.1	CDX97983, CDY31212, CDY21010
OG0006746	Prupe.3G293300.1	CDY13722, CDX83707, CDY03983, CDY66660, CDY00152
OG0006747	Prupe.6G225300.1, Prupe.8G139000.1	CDX69308, CDX75657, CDX72629, CDY29551
OG0006748	Prupe.1G256500.1	CDY59088, CDY25807, CDY28466
OG0006749	Prupe.2G323800.1	CDY47480, CDY26788, CDX71308
OG0006751	Prupe.6G214200.1	CDY54321, CDX83089, CDY68801, CDY08161
OG0006752	Prupe.6G333700.1	CDY06334
OG0006753	Prupe.7G218100.1	CDY42746, CDY69546, CDX89348, CDX94349
OG0006754	Prupe.5G015500.1, Prupe.5G015300.1	CDY09289, CDY67801
OG0006755	Prupe.7G164500.1	CDY26535, CDY33298, CDY28998
OG0006756	Prupe.7G153400.1	CDX81370, CDY57125
OG0006757	Prupe.4G110100.1	CDY17000, CDY20899, CDY58086
OG0006758	Prupe.3G286300.1	CDY49061, CDY37514, CDX69565, CDX91030
OG0006759	Prupe.6G209600.1	CDX89498, CDY25615
OG0006760	Prupe.5G220400.1	CDY26162, CDY19210, CDY45869, CDX73025, CDX96495
OG0006761	Prupe.5G240200.1	CDX72987, CDX96474
OG0006762	Prupe.1G275600.1	CDY33764, CDX81619
OG0006763	Prupe.6G222200.1	CDY43578, CDY08720, CDY36494
OG0006764	Prupe.1G273100.1	CDY48055, CDY50731, CDY16197, CDY46436, CDY45005
OG0006765	Prupe.5G099100.1, Prupe.5G016500.1	CDX99370, CDX78936, CDX98621, CDY01597
OG0006766	Prupe.8G075800.1	CDY12287, CDY63075, CDY47693
OG0006767	Prupe.7G175000.1	CDY69776, CDY07827, CDY24363, CDY20810, CDY27708
OG0006768	Prupe.1G286600.1	CDY45705, CDY53947
OG0006769	Prupe.7G212000.1	CDY70340, CDY58326, CDX68962, CDX81937, CDY21655
OG0006770	Prupe.1G362400.1, Prupe.5G233700.1	CDY02387, CDY12969
OG0006771	Prupe.7G182100.1	CDY56535, CDY64873, CDX90523, CDY09693
OG0006772	Prupe.2G301200.1	CDX89398, CDX94422
OG0006773	Prupe.1G335000.1, Prupe.5G236700.1	CDX81670, CDY33741, CDY45287, CDY41103
OG0006774	Prupe.5G029000.1	CDY16258, CDX77711, CDY33492, CDY43458, CDY03177
OG0006775	Prupe.1G009900.1, Prupe.1G559000.1	CDY18566, CDX95471, CDX84083, CDY44660
OG0006776	Prupe.8G043300.1	CDY72046, CDX90733
OG0006777	Prupe.7G176300.1	CDY41633, CDY72093, CDX69161, CDX75523
OG0006778	Prupe.1G457200.1, Prupe.1G457300.1, Prupe.1G408000.1, Prupe.1G407900.1	CDX68938, CDX75323
OG0006779	Prupe.1G489200.1	CDX88356, CDX87528
OG0006780	Prupe.1G443700.1	CDX77021, CDY35326
OG0006781	Prupe.7G024000.1, Prupe.1G415000.1	CDX76736, CDX75302
OG0006782	Prupe.8G169700.1, Prupe.1G359100.1	CDY12985, CDY02382
OG0006783	Prupe.2G307300.1	CDX96201, CDY14397, CDY19692, CDY38734, CDY47059
OG0006784	Prupe.2G310900.1	CDX97400, CDY14267
OG0006785	Prupe.1G368400.1	CDY00165, CDY20059
OG0006786	Prupe.1G386300.1	CDY23912, CDY02409
OG0006787	Prupe.1G502100.1	CDY42357, CDX95197, CDY42356
OG0006788	Prupe.1G375900.1	CDX83755, CDX96655, CDY67982, CDY04330, CDX83746
OG0006789	Prupe.2G316200.1, Prupe.5G129300.1	CDY70436, CDX83080
OG0006791	Prupe.7G167300.1, Prupe.1G367400.1	CDY43425, CDY66396
OG0006792	Prupe.1G541600.1	CDY11783, CDX90095, CDY11788, CDX84921, CDY27621
OG0006793	Prupe.1G410400.1	CDY20273, CDX83217, CDY21503
OG0006794	Prupe.8G018800.1	CDY50838
OG0006795	Prupe.7G270600.1	CDY58368, CDY19117
OG0006796	Prupe.1G522100.1	CDX88437, CDX87454, CDY14617, CDY26860, CDX79256
OG0006797	Prupe.1G494000.1	CDY04672, CDY08177, CDY41788, CDX88372, CDX87516
OG0006798	Prupe.1G521100.1, Prupe.6G190900.1	CDY51578, CDX75124, CDY05035, CDX90703
OG0006799	Prupe.6G102500.1, Prupe.1G522900.1	CDY51575, CDX75121, CDX90707, CDY05041
OG0006800	Prupe.2G310000.1	CDY14385, CDY35643, CDY54345, CDY47070, CDY14551
OG0006801	Prupe.3G092100.1	CDX91292, CDY21897, CDY22061, CDX90931, CDY18012
OG0006802	Prupe.1G363800.1	CDX73201, CDX87662, CDY39060, CDY13532
OG0006803	Prupe.5G198700.1	CDX81890, CDY59656, CDY19233, CDY26739, CDY68377
OG0006804	Prupe.1G359200.1	CDY71885, CDY51340, CDX87642, CDX73228
OG0006805	Prupe.1G368900.1	CDY29390, CDY29391, CDY39347, CDY62587, CDX83740
OG0006806	Prupe.1G518600.1	CDX87462, CDY70385, CDY52792, CDY67138, CDX88429
OG0006807	Prupe.1G490600.1	CDY00395, CDY01319, CDY38817, CDX96580, CDY04659, CDY08189
OG0006808	Prupe.8G181100.1	CDX75496, CDY31861, CDY01351
OG0006809	Prupe.1G502900.1	CDY71201, CDY14784, CDY23834, CDX79922
OG0006810	Prupe.1G357700.1, Prupe.1G357500.1	CDY29532, CDX87635
OG0006811	Prupe.1G422800.1	CDY11807, CDY11797, CDX90089, CDY11798
OG0006812	Prupe.2G282000.1	CDY24319, CDY10295, CDY10663, CDY55261, CDY34238
OG0006813	Prupe.8G090700.1	CDX71534, CDY22373, CDY02428
OG0006814	Prupe.1G506600.1	CDX88390, CDX99409, CDX87501
OG0006815	Prupe.2G308900.1	CDY71194, CDY19652, CDY49450, CDY27033, CDX96182
OG0006816	Prupe.4G009900.1	CDX76377, CDY27450, CDX79153, CDX82939, CDX94524, CDY16705
OG0006817	Prupe.6G211800.1	CDX86957, CDY00226
OG0006818	Prupe.1G541800.1	CDY66999, CDY03931, CDY65033, CDX90097, CDY11778
OG0006819	Prupe.2G309300.1	CDX96172, CDY27036, CDY19649, CDY50497, CDY29864, CDY68387
OG0006820	Prupe.1G530300.1	CDY65376, CDY45266, CDX83182, CDY21451
OG0006821	Prupe.1G503700.1	CDX87507, CDX68045, CDX79232, CDX88384
OG0006822	Prupe.I006100.1, Prupe.1G574800.1, Prupe.I006200.1, Prupe.1G574900.1	CDY03781, CDY68459
