Orthogroup	Capsicum_anuum	Solanum_lycopersicum
OG0004211	CA05g06190	Solyc04T000277.1
OG0004212	CA03g29870	Solyc03T002857.2
OG0004214	CA12g21810	Solyc12T002805.1
OG0004215	CA01g29620	Solyc08T000188.1
OG0004215	CA02g10670	Solyc02T001216.1
OG0004216	CA05g13510	Solyc05T002266.1
OG0004216	CA12g03530	Solyc11T000394.1
OG0004218	CA08g01100	Solyc01T000004.1
OG0004219	CA00g82860, CA03g12990, CA00g82850	Solyc12T000233.2
OG0004220	CA06g19900, CA00g00720	Solyc03T002474.1, Solyc06T002022.1
OG0004221	CA08g14340	Solyc10T001092.1, Solyc01T003592.1
OG0004222	CA02g16100	Solyc02T001558.1
OG0004222	CA02g05160, CA07g13560	Solyc07T002118.1
OG0004223	CA12g13480	Solyc03T002864.1
OG0004224	CA02g02750, CA05g06080	Solyc04T000288.1
OG0004225	CA06g10780	Solyc06T001231.1
OG0004226	CA04g05780	Solyc03T000575.1
OG0004227	CA12g08630	Solyc11T000040.1
OG0004228	CA11g08810, CA11g08390	Solyc05T001011.1
OG0004229	CA12g17070	Solyc12T002447.1
OG0004229	CA04g20250	Solyc04T002770.1
OG0004230	CA07g01560	Solyc11T001031.1, Solyc07T000098.1
OG0004231	CA10g09910	Solyc10T001976.1
OG0004232	CA04g13190	Solyc04T002091.1
OG0004233	CA02g19540	Solyc02T001861.1
OG0004234	CA03g21690	Solyc03T002163.4
OG0004235	CA00g92670, CA00g83230	Solyc12T002850.1
OG0004236	CA11g05210	Solyc05T000212.1
OG0004236	CA01g23810	Solyc01T000484.1
OG0004238	CA07g05180	Solyc07T001531.1
OG0004240	CA06g17740, CA03g32820	Solyc03T003174.1
OG0004241	CA11g08600	Solyc05T001026.1
OG0004242	CA03g33430	Solyc03T003224.1
OG0004243	CA10g17220, CA03g30770	Solyc03T003089.1
OG0004243	CA06g17420	Solyc06T001796.1
OG0004244	CA01g13940, CA03g11290, CA02g05060	Solyc11T002226.1, Solyc01T000366.1
OG0004248	CA10g04620	Solyc02T001521.3, Solyc03T000132.1, Solyc10T000427.1
OG0004249	CA11g03390	Solyc05T000659.1
OG0004250	CA02g03940, CA02g10160	Solyc02T000434.1
OG0004251	CA05g04960	Solyc11T002181.1
OG0004251	CA01g14460	Solyc01T000374.1
OG0004252	CA07g19550	Solyc07T002578.2
OG0004252	CA10g08880	Solyc07T000705.1, Solyc05T000850.1
OG0004253	CA02g07730	Solyc02T000910.1
OG0004254	CA11g12710	Solyc05T001069.1
OG0004254	CA02g30960	Solyc02T002949.1
OG0004255	CA06g20880	Solyc06T002088.1
OG0004255	CA03g22900	Solyc03T002250.1
OG0004255	CA08g01200	Solyc01T000010.1
OG0004256	CA12g09040, CA08g04170	Solyc12T000624.1
OG0004257	CA10g08660	Solyc10T001871.1
OG0004257	CA08g18880	Solyc01T004288.1
OG0004258	CA03g30080	Solyc03T002887.1
OG0004259	CA01g34070	Solyc08T000301.1
OG0004260	CA00g60490	Solyc01T003671.1
OG0004261	CA02g23550	PRAM_26243.1.p1
OG0004262	CA11g14490	Solyc06T000001.1
OG0004263	CA03g31170	Solyc03T003124.1
OG0004263	CA06g17600	Solyc06T001815.1
OG0004265	CA05g02060	Solyc04T000523.1
OG0004265	CA12g02890	Solyc11T000447.1
OG0004265	CA05g13180	Solyc05T002251.1
OG0004266	CA02g00520	Solyc02T000330.1, Solyc02T001172.1
OG0004267	CA02g13760	Solyc02T001405.1
OG0004268	CA00g70480	Solyc02T002061.1
OG0004268	CA01g19770	Solyc01T004215.1
OG0004268	CA02g05860	Solyc02T000718.1
OG0004269	CA07g16330	Solyc07T002373.1
OG0004270	CA08g18210, CA08g18200	Solyc01T004111.1
OG0004271	CA12g07760	Solyc11T000135.1
OG0004273	CA02g00530	Solyc02T001173.1
OG0004274	CA06g24280	Solyc06T002406.2, Solyc11T002564.1
OG0004275	CA12g22450	Solyc12T002823.1
OG0004275	CA11g10280	Solyc11T001844.1
OG0004276	CA07g11030	Solyc02T001447.3
OG0004276	CA04g09290, CA02g16450	Solyc11T001019.1
OG0004277	CA12g15580	Solyc12T002351.1
OG0004278	CA01g02710, CA01g02750, CA00g85290, CA01g02720	Solyc08T002358.1
OG0004280	CA00g74190	Solyc12T000307.1
OG0004281	CA06g11330	Solyc06T001286.1
OG0004282	CA11g05100	Solyc05T000218.1
OG0004283	CA00g91560	Solyc11T002554.1
OG0004283	CA06g03750	Solyc06T000022.1
OG0004284	CA02g12180	Solyc02T001278.1
OG0004284	CA09g08120	Solyc12T000532.1
OG0004284	CA07g15490	Solyc07T002324.1
OG0004285	CA06g04280, CA11g13120	Solyc11T002066.1
OG0004286	CA05g01910	Solyc04T000531.1
OG0004286	CA12g02570	Solyc11T000493.1
OG0004287	CA08g04030, CA08g04040	Solyc08T000677.1, Solyc08T000674.1
OG0004288	CA06g17990	Solyc06T001854.1
OG0004289	CA05g03410	Solyc04T000423.1
OG0004289	CA05g18690	Solyc05T002575.1
OG0004290	CA03g29980	Solyc03T002875.1
OG0004291	CA06g05540, CA06g02500	Solyc06T000080.1
OG0004292	CA02g15530	Solyc10T000403.1
OG0004293	CA09g14580	Solyc12T000147.1
OG0004293	CA07g06620	Solyc07T001652.1
OG0004293	CA02g00710	PRAM_23722.1.p1
OG0004294	CA05g06430	Solyc04T000261.1
OG0004296	CA01g00530, CA01g00540	Solyc08T002536.1
OG0004297	CA03g26340	Solyc03T002449.1
OG0004297	CA06g19880	Solyc06T002025.1
OG0004298	CA01g12080, CA02g23760, CA01g12090	Solyc01T001191.1
OG0004300	CA08g19290	Solyc01T004325.1
OG0004301	CA12g20600	Solyc12T002691.1
OG0004302	CA04g08530	Solyc11T001665.1
OG0004302	CA01g17280, CA11g05610	Solyc06T001500.1
OG0004303	CA02g24200	Solyc02T002671.1
OG0004303	CA10g21110	Solyc02T000817.1, Solyc03T000720.1
OG0004304	CA05g04610	Solyc11T001711.1
OG0004305	CA00g82930	Solyc07T000818.2, Solyc12T000228.1
OG0004306	CA12g22150	Solyc12T002800.1
OG0004307	CA07g02320	Solyc07T000021.1
OG0004308	CA11g11210	Solyc05T000889.1
OG0004309	CA03g23230	Solyc03T002275.1
OG0004309	CA02g20320	Solyc02T001787.1
OG0004310	CA12g09310, CA03g03590	Solyc04T001667.1
OG0004311	CA07g17010	Solyc07T002431.1
OG0004312	CA02g15630	Solyc02T001575.1
OG0004312	CA04g02570	Solyc03T000151.1
OG0004313	CA08g15690	Solyc01T003727.3
OG0004313	CA04g08840	Solyc04T002301.1
OG0004314	CA00g52430, CA00g83890	Solyc08T002485.3
OG0004315	CA03g02640	Solyc09T002083.1
OG0004316	CA02g03610	Solyc02T000152.1
OG0004317	CA09g04510	Solyc09T000451.1
OG0004318	CA01g31650	Solyc01T003807.1
OG0004318	CA07g01340	Solyc07T000118.1
OG0004319	CA03g33540	Solyc12T001506.2, Solyc03T003230.1
OG0004320	CA02g16080	Solyc02T001560.1
OG0004321	CA08g10130	Solyc05T002033.1, Solyc08T000372.4, Solyc05T002078.1
OG0004322	CA04g06740	Solyc12T001097.1
OG0004323	CA00g74640, CA06g11150	Solyc06T001226.1
OG0004324	CA02g14220	Solyc02T000842.1
OG0004324	CA02g14210	Solyc02T000843.1
OG0004325	CA04g10950	Solyc11T000723.1
OG0004325	CA08g19020	Solyc10T001933.1, Solyc01T004301.1
OG0004326	CA01g19650	Solyc11T001516.1, Solyc10T001778.1, Solyc01T004202.1
OG0004327	CA00g41260	Solyc01T004019.1
OG0004327	CA04g18780	Solyc04T002673.1
OG0004328	CA00g89030	Solyc08T001926.1
OG0004330	CA03g14380	Solyc12T000957.1
OG0004330	CA10g21640	Solyc10T002243.1
OG0004332	CA11g12650	Solyc05T000918.1
OG0004333	CA00g60540, CA00g60560	Solyc01T003664.1
OG0004334	CA06g02920	Solyc06T000141.1, Solyc04T000280.1
OG0004335	CA02g12810, CA02g12750, CA02g12760, CA02g12780	Solyc02T001317.1
OG0004336	CA08g17920	Solyc01T004082.1
OG0004337	CA02g25730	Solyc02T002574.1
OG0004337	CA08g17620	Solyc01T004029.1
OG0004338	CA02g25520	Solyc02T002603.1
OG0004338	CA02g01940	Solyc02T000884.1
OG0004338	CA09g06370, CA00g41350	Solyc01T004009.1
OG0004339	CA04g15840	Solyc04T002375.1
OG0004340	CA06g18930	Solyc10T000543.1
OG0004340	CA10g15840	Solyc07T000380.1, Solyc10T000542.1
OG0004341	CA06g25390	Solyc06T002536.1
OG0004341	CA09g07000	Solyc03T000983.1, Solyc09T001142.1
OG0004342	CA03g24390	Solyc03T002394.2
OG0004344	CA10g06880	Solyc10T002074.1
OG0004345	CA03g29690, CA09g16540, CA09g14820	Solyc03T002835.1
OG0004346	CA01g28890	Solyc06T001102.1, Solyc08T000423.1
OG0004348	CA00g41530	Solyc01T003987.1
OG0004349	CA01g30410, CA12g18980	Solyc12T002576.1
OG0004350	CA00g93580, CA12g12500	Solyc02T001236.1
OG0004351	CA05g15210	Solyc05T002385.1
OG0004352	CA07g17710	Solyc04T001774.2
OG0004353	CA08g05480	Solyc08T001208.1
OG0004355	CA12g18360, CA12g11180, CA11g08090, CA12g18340, CA12g18370, CA12g18350, CA00g93650, CA12g18330, CA12g18380	Solyc12T002529.1
OG0004356	CA04g00180	Solyc03T000007.2
OG0004356	CA02g30670	Solyc02T002915.1
OG0004357	CA06g06700	Solyc06T000937.1, Solyc05T002357.1
OG0004358	CA03g29420	Solyc12T001724.1, Solyc03T002811.1
OG0004359	CA08g06180, CA06g06840	Solyc08T001608.1
OG0004360	CA03g08410	Solyc09T002234.1
OG0004360	CA00g66900	Solyc01T003289.1
OG0004361	CA12g03520	Solyc11T000396.1
OG0004362	CA02g11320	Solyc02T001229.1
OG0004362	CA08g04000	Solyc08T000667.1
OG0004363	CA08g14480	Solyc01T003604.1
OG0004364	CA02g04390, CA09g09150	Solyc09T001901.1
OG0004365	CA12g13400	Solyc12T001693.2
OG0004365	CA03g29050	Solyc06T001865.1, Solyc03T002726.1
OG0004366	CA03g12540	Solyc03T001875.1
OG0004366	CA05g14360	Solyc05T002278.1
OG0004367	CA03g32150	Solyc03T002978.1
OG0004369	CA05g05650	Solyc04T000318.1
OG0004370	CA12g06330, CA00g87790, CA00g70790	Solyc08T001488.2
OG0004371	CA01g30550	Solyc08T000101.1
OG0004371	CA01g09650	Solyc05T000610.1, Solyc08T001701.1
OG0004372	CA03g10540, CA03g10530	Solyc03T001249.1
OG0004373	CA10g03540, CA09g07590	Solyc12T000053.1
OG0004374	CA01g15300	Solyc11T000413.1
OG0004374	CA08g16030, CA00g94980	Solyc01T003768.1
OG0004375	CA05g10430	Solyc08T001821.1
OG0004376	CA06g11100	Solyc06T001222.1
OG0004376	CA01g25740	Solyc01T001936.1
OG0004377	CA06g09370	Solyc06T000851.1, Solyc06T000821.1
OG0004378	CA05g15390	Solyc06T000965.1, Solyc05T002372.1
OG0004379	CA06g20110	Solyc06T002001.1
OG0004379	CA00g00260	Solyc03T002511.1
OG0004380	CA00g73560	Solyc01T003621.1
OG0004381	CA01g31380	Solyc01T003841.1, Solyc01T003840.1, Solyc05T001128.1, Solyc09T001392.2
OG0004381	CA01g31370	Solyc01T003837.1
OG0004382	CA02g03230, CA02g03210	Solyc02T000568.9
OG0004383	CA02g27860, CA12g09490, CA02g27870	Solyc02T002414.1
OG0004384	CA01g26190	Solyc12T002778.1, Solyc01T001886.1
OG0004385	CA01g07970	Solyc08T001891.1
OG0004386	CA06g19370	Solyc06T001952.1
OG0004386	CA03g27730	Solyc03T002607.1
OG0004387	CA12g03080	Solyc05T002252.1, Solyc11T000432.1
OG0004388	CA02g29740, CA02g00230	Solyc02T001029.1
OG0004389	CA10g09750, CA02g21120	Solyc02T001940.1
OG0004390	CA02g24900	Solyc02T002800.1
OG0004390	CA04g18150	Solyc04T002603.1
OG0004391	CA02g14560	Solyc02T002834.1
OG0004391	CA04g18380	Solyc04T002641.1
OG0004392	CA08g04650	Solyc08T001467.1
OG0004392	CA00g82840	Solyc12T000234.1
OG0004393	CA02g26170	Solyc02T002526.1
OG0004393	CA02g07810	Solyc03T000861.1, Solyc02T000917.1
OG0004394	CA01g07630	Solyc08T001936.1
OG0004394	CA03g21650	Solyc03T002160.1
OG0004394	CA06g21300	Solyc06T002127.1
OG0004395	CA00g80010	Solyc05T000336.1
OG0004396	CA11g03690	Solyc05T000726.1
OG0004396	CA03g29700	Solyc03T002837.1
OG0004397	CA07g08690	Solyc07T000392.1
OG0004398	CA11g02270	Solyc05T000552.1
OG0004399	CA01g10670	Solyc05T000052.1
OG0004400	CA01g14150	Solyc12T001775.1
OG0004400	CA03g33030	Solyc03T003192.1
OG0004401	CA01g08060	Solyc08T001900.1
OG0004402	CA01g33630	Solyc08T000210.2
OG0004402	CA01g06740	Solyc08T000389.1
OG0004403	CA06g17780	Solyc06T001832.1, Solyc12T001777.1, Solyc03T003193.1, Solyc11T000748.1
OG0004404	CA02g30980, CA02g29520	Solyc02T002264.1
OG0004405	CA01g33300	Solyc08T000264.1
OG0004406	CA01g14270	Solyc01T000468.2
OG0004406	CA11g05740, CA11g05730	Solyc05T000188.1
OG0004407	CA03g27750, CA01g32680	Solyc03T002602.1
OG0004408	CA01g08850	Solyc08T000064.1, Solyc08T001818.1
OG0004409	CA02g20820, CA04g05610	Solyc03T000558.1
OG0004410	CA05g06300	Solyc04T000271.1
OG0004410	CA00g18750	Solyc02T000245.1
OG0004411	CA01g05710	Solyc08T002120.1
OG0004412	CA03g16930	Solyc03T000221.1
OG0004412	CA01g11090	Solyc01T002723.1
OG0004413	CA11g09110, CA11g09120	Solyc11T001669.2
OG0004414	CA02g22220	Solyc02T002115.1
OG0004415	CA10g00910	Solyc10T000067.1
OG0004416	CA02g05170	Solyc02T000749.1
OG0004417	CA02g07480	Solyc02T000849.1
OG0004417	CA02g25050	Solyc03T000767.1, Solyc02T002782.1
OG0004418	CA02g07600	Solyc02T000851.1
OG0004418	CA02g07510	Solyc02T002781.1
OG0004418	CA02g25060	Solyc02T002777.1
OG0004419	CA03g16630	Solyc03T000438.1
OG0004421	CA01g03910	Solyc08T002250.1
OG0004422	CA05g19250	Solyc05T002615.1
OG0004422	CA00g70530	Solyc02T002056.1
OG0004423	CA02g24700	Solyc02T002719.1
OG0004423	CA04g16680	Solyc04T002526.1
OG0004424	CA06g19970	Solyc06T002013.1
OG0004424	CA08g04890	Solyc08T000438.1
OG0004424	CA11g09000	Solyc05T000796.1
OG0004425	CA05g08750, CA00g79960	Solyc05T000339.1
OG0004426	CA02g07660	Solyc02T000854.1
OG0004426	CA02g25000	Solyc02T002793.1
OG0004427	CA03g27020	Solyc03T002547.1
OG0004428	CA12g03460	Solyc05T002264.1, Solyc11T000401.1
OG0004428	CA04g08650	Solyc11T000714.1
OG0004429	CA06g17870	Solyc12T001510.1
OG0004430	CA01g05480	Solyc06T001334.1, Solyc08T002134.1
OG0004431	CA06g17670	Solyc06T001822.1
OG0004431	CA03g31030	Solyc03T003145.1
OG0004432	CA01g05370	Solyc08T002140.1
OG0004432	CA02g22890	Solyc02T002163.1
OG0004433	CA06g19010	Solyc05T000254.1, Solyc06T001927.1
OG0004433	CA11g04560	Solyc02T002364.1
OG0004434	CA02g20060	Solyc02T001916.1
OG0004434	CA02g02100	Solyc02T000633.1
OG0004435	CA04g07800, CA02g07410, CA02g25310	Solyc02T002753.1, Solyc03T000745.1
OG0004436	CA03g07760, CA03g07750	Solyc09T002323.1
OG0004437	CA08g01270, CA05g07470, CA05g07450, CA12g08130	Solyc11T000099.1
OG0004438	CA07g21030	Solyc07T002784.3
OG0004438	CA10g00950	Solyc10T000070.1
OG0004439	CA07g07510	Solyc07T001571.1, Solyc07T001568.1
OG0004440	CA02g29180	Solyc02T002296.1
OG0004441	CA05g14470	Solyc05T002325.1, Solyc03T001892.1
OG0004442	CA06g20640	Solyc06T002059.1
OG0004442	CA03g23840	Solyc03T002339.2
OG0004443	CA12g15800, CA04g16550	Solyc04T002513.1
OG0004444	CA02g29400	Solyc02T002273.1
OG0004444	CA11g07580	Solyc04T000974.2, Solyc05T000068.1
OG0004445	CA02g22700	Solyc02T002146.2
OG0004446	CA11g06080	Solyc05T000163.1
OG0004446	CA06g19380	Solyc06T001953.1
OG0004446	CA08g02680, CA03g27700	Solyc03T002610.1
OG0004447	CA02g25380	Solyc03T000742.1, Solyc02T002743.1
OG0004448	CA02g31330, CA02g31340	Solyc02T002979.1
OG0004449	CA04g18060	Solyc04T002593.1
OG0004449	CA02g25040	Solyc03T000881.1, Solyc02T002783.1, Solyc02T000852.1
OG0004450	CA02g00660	PRAM_25951.1.p1
OG0004451	CA04g22960	Solyc04T003004.1
OG0004451	CA02g20080	Solyc02T001914.1
OG0004452	CA00g84740	Solyc01T000219.1, Solyc05T000790.1
OG0004453	CA02g25400	Solyc02T002740.1
OG0004453	CA02g25390	Solyc03T000741.1, Solyc02T002741.1
OG0004454	CA06g27770	Solyc06T002725.2
OG0004455	CA04g05680	Solyc03T000555.1
OG0004455	CA00g34680, CA02g20720	Solyc02T001980.1
OG0004456	CA02g29300, CA02g29310	Solyc02T002280.1
OG0004457	CA02g22680	Solyc02T000757.1, Solyc02T002145.1
OG0004458	CA08g12160	Solyc01T003249.2
OG0004459	CA01g27060	Solyc01T002253.1
OG0004459	CA00g50230	Solyc08T001982.1
OG0004460	CA04g09480, CA04g09460	Solyc11T000752.1
OG0004461	CA04g22060	Solyc04T002931.1
OG0004461	CA04g10120, CA01g23840, CA00g94660, CA01g10650	Solyc01T000134.1
OG0004462	CA09g00720	Solyc09T000371.1
OG0004463	CA04g10640	Solyc04T002021.1
OG0004463	CA06g12210, CA07g06550	Solyc06T001316.1
OG0004464	CA09g11300	Solyc09T001420.1
OG0004466	CA07g14810	Solyc12T000492.1, Solyc07T002045.2
OG0004467	CA08g14490	Solyc01T003605.1
OG0004467	CA04g10910	Solyc11T000725.1
OG0004468	CA04g15040	Solyc04T002276.1
OG0004469	CA04g16660	Solyc07T000939.1, Solyc12T002370.1, Solyc04T002525.1, Solyc04T002522.1
OG0004470	CA04g15920	Solyc04T002368.1
OG0004472	CA04g18820, CA04g18810	Solyc04T002675.1
OG0004473	CA03g19640	Solyc03T001764.1, Solyc06T000451.1
OG0004474	CA12g10930	Solyc04T001554.1
OG0004475	CA08g07530	Solyc10T000532.1, Solyc01T002873.2
OG0004476	CA06g18590	Solyc06T001896.1
OG0004476	CA03g29540	Solyc03T002823.1
OG0004477	CA06g05630	Solyc06T000749.1
OG0004477	CA03g19080	Solyc03T000260.1
OG0004478	CA05g03800, CA02g11980, CA10g19740	Solyc09T001561.1
OG0004479	CA01g25130, CA04g20400	Solyc07T000969.1, Solyc04T002786.1
OG0004480	CA04g22600	Solyc04T002973.1
OG0004481	CA10g19490, CA08g05430	Solyc08T001325.1
OG0004482	CA00g04570	Solyc04T002260.1
OG0004483	CA04g11790	Solyc04T001969.1
OG0004483	CA04g11780	Solyc04T001968.1
OG0004484	CA08g00630	Solyc01T000249.1
OG0004485	CA04g22620	Solyc04T002975.1
OG0004485	CA12g18060	Solyc12T002498.1
OG0004486	CA05g00990	Solyc04T000626.1, Solyc04T000625.1, Solyc04T000624.2
OG0004487	CA04g18440, CA00g96070	Solyc04T002643.1
OG0004488	CA12g15810	Solyc12T002369.1
OG0004488	CA02g06580, CA04g16600	Solyc04T002519.1
OG0004489	CA04g18530	Solyc04T002655.1
OG0004490	CA01g17000, CA00g90340	Solyc06T001995.1
OG0004490	CA03g26410	Solyc12T001358.1
OG0004491	CA00g62220	Solyc04T002407.4
OG0004492	CA01g34660, CA03g29360	Solyc08T000362.1
OG0004493	CA07g15270	Solyc07T002290.1
OG0004493	CA10g02310	Solyc10T000288.1
OG0004494	CA06g18270	Solyc04T000033.1, Solyc05T000722.1, Solyc06T001874.1
OG0004495	CA05g01770	Solyc04T000594.1
OG0004495	CA12g00340	Solyc11T000663.1
OG0004496	CA09g17800	Solyc07T000323.1, Solyc12T000368.1
OG0004496	CA06g17190	Solyc06T001740.1
OG0004497	CA05g12860, CA10g10800	Solyc11T002293.1
OG0004498	CA06g12270, CA11g19880, CA10g10500	Solyc10T002062.1
OG0004499	CA01g25530	Solyc01T001908.1
OG0004499	CA12g21570	Solyc12T002782.2
OG0004500	CA05g08500	Solyc04T000105.1
OG0004500	CA11g01890	Solyc05T000527.1
OG0004501	CA06g13150, CA00g29830	Solyc08T000194.1, Solyc06T001380.1
OG0004502	CA12g08020	Solyc07T000695.1, Solyc03T000927.1, Solyc08T000899.1, Solyc08T001315.1, Solyc04T001098.1, Solyc04T000884.1, Solyc03T001061.1, Solyc07T001409.1, Solyc03T000890.1, Solyc07T001406.2
OG0004503	CA05g01440	Solyc04T000599.1
OG0004504	CA11g02140	Solyc05T000572.1
OG0004504	CA05g02820	Solyc04T000101.1
OG0004505	CA05g01450	Solyc04T000598.1
OG0004505	CA07g08230	Solyc05T001149.2, Solyc07T001734.1
OG0004506	CA09g18290	Solyc12T000404.1
OG0004506	CA07g01960	Solyc07T000057.1
OG0004507	CA12g01260	Solyc11T000620.1
OG0004508	CA12g00320	Solyc11T000666.1
OG0004509	CA12g13470	Solyc03T002863.1
OG0004509	CA06g18770	Solyc06T001911.1
OG0004510	CA02g19800	Solyc02T001887.1
OG0004511	CA07g20810, CA07g20830, CA07g20820	Solyc07T002765.1
OG0004512	CA03g22110	Solyc03T002184.1
OG0004513	CA01g06760	Solyc08T002017.2, Solyc08T002016.1
OG0004514	CA11g20080	Solyc12T001470.1, Solyc03T002917.1, Solyc12T001731.1, Solyc11T002364.1
OG0004515	CA07g01430	Solyc07T000104.1
OG0004516	CA00g91800	Solyc10T001805.1
OG0004517	CA09g09750, CA00g78460	Solyc07T000446.1
OG0004518	CA03g29520	Solyc03T002822.1
OG0004518	CA06g18580, CA11g11080	Solyc06T001895.1
OG0004519	CA01g06370	Solyc08T002068.1
OG0004520	CA01g22800	Solyc01T002019.1
OG0004520	CA05g16650	Solyc05T002444.1
OG0004522	CA06g19080	Solyc06T001933.1
OG0004523	CA09g13810	Solyc12T000507.1
OG0004524	CA01g04650, CA05g12270, CA01g04670, CA01g04660	Solyc07T001594.1
OG0004525	CA07g03210	Solyc07T000253.1
OG0004526	CA02g01760	Solyc02T000889.2
OG0004527	CA06g25690	Solyc06T002561.1
OG0004528	CA06g00410	Solyc06T000294.1
OG0004528	CA01g16950	Solyc01T001805.1
OG0004529	CA03g28940	Solyc03T002742.2
OG0004529	CA06g18230	Solyc06T001871.1
OG0004530	CA02g28540	Solyc02T002339.1
OG0004531	CA07g01150	Solyc07T000138.1
OG0004531	CA09g18730	Solyc12T000462.1
OG0004532	CA03g25220	Solyc03T002428.2
OG0004532	CA06g20160	Solyc06T002030.1
OG0004533	CA04g07860	Solyc03T000810.1
OG0004533	CA02g14430	Solyc02T002846.1
OG0004534	CA06g17010, CA12g13000	Solyc06T001725.1
OG0004535	CA02g30870	Solyc02T002938.1
OG0004535	CA02g09330	Solyc02T001065.1
OG0004535	CA00g75220	Solyc03T002362.1
OG0004536	CA08g03360	Solyc08T001495.1
OG0004537	CA10g01110	Solyc10T000086.1
OG0004537	CA02g08990	Solyc02T001039.1
OG0004538	CA02g21900	Solyc02T002082.1
OG0004539	CA10g04440	Solyc10T000189.1
OG0004540	CA02g26320	Solyc02T002524.1
OG0004540	CA02g07970	Solyc02T000928.1
OG0004541	CA12g21280	Solyc12T002752.1
OG0004542	CA01g33910, CA01g32410	Solyc08T000234.1
OG0004542	CA01g05650	Solyc08T002125.1
OG0004543	CA04g05460	Solyc03T000570.1
OG0004544	CA06g02840	Solyc06T000133.1
OG0004546	CA01g15480	Solyc04T001444.1, Solyc12T002816.1, Solyc01T000663.1
OG0004547	CA03g27850	Solyc03T002593.1
OG0004547	CA02g28770, CA02g28760	Solyc02T002331.1
OG0004548	CA04g05580, CA02g20390	Solyc02T001994.1
OG0004549	CA10g17570, CA05g03320	Solyc07T000734.1
OG0004551	CA03g10350	Solyc03T001069.2
OG0004552	CA02g31220	Solyc02T002970.1
OG0004555	CA02g27350	Solyc02T002440.1, Solyc02T002439.1
OG0004555	CA00g53850	Solyc01T003440.1
OG0004556	CA04g18450	Solyc04T002646.1
OG0004556	CA12g16650	Solyc12T002414.2
OG0004557	CA00g45350	Solyc07T000033.1
OG0004557	CA03g04240, CA09g18390	Solyc12T000424.1
OG0004558	CA09g03620	Solyc09T000117.1
OG0004559	CA05g00060	Solyc04T000845.1
OG0004559	CA10g19980	Solyc10T002355.1
OG0004560	CA08g13410	Solyc01T003460.1, Solyc01T003462.1
OG0004561	CA03g08860, CA03g08880	Solyc09T002170.1
OG0004562	CA02g30460	Solyc02T002892.1
OG0004563	CA04g00150, CA02g30610	Solyc02T002908.1
OG0004564	CA01g13270	Solyc01T000322.1
OG0004565	CA02g07230, CA00g77590, CA00g46190, CA05g00190	Solyc04T000753.1
OG0004566	CA06g08710	Solyc06T001156.1
OG0004566	CA03g06850	Solyc09T002403.1
OG0004566	CA03g11650	Solyc09T002003.1
OG0004567	CA03g14260	Solyc03T001965.1
OG0004567	CA05g15960	Solyc05T002335.2
OG0004568	CA10g18600	Solyc10T002497.1
OG0004568	CA10g22300	Solyc10T002196.2
OG0004569	CA08g12510	Solyc01T003331.1
OG0004569	CA06g00370, CA03g35160	Solyc09T002289.1
OG0004570	CA03g33640, CA09g10310	Solyc06T000715.1, Solyc09T000679.2
OG0004571	CA08g03250	Solyc08T001483.1
OG0004572	CA06g01540	Solyc06T000203.1
OG0004572	CA00g92430	Solyc12T001818.1, Solyc05T001106.3, Solyc09T002048.2
OG0004573	CA06g00350, CA03g07990	Solyc09T002297.1
OG0004575	CA05g03560	Solyc04T000385.1
OG0004576	CA00g62030, CA08g13300	Solyc01T003413.2
OG0004577	CA02g19790, CA02g02490	Solyc02T001886.1
OG0004578	CA11g15490	Solyc11T002423.1
OG0004579	CA02g16260, CA08g16550, CA08g10190	Solyc01T003086.1
OG0004580	CA09g01940	Solyc10T002674.1, Solyc09T000231.4
OG0004582	CA00g32380	Solyc10T000705.1, Solyc01T002671.1
OG0004583	CA12g08090	Solyc11T000101.1
OG0004583	CA03g05640	Solyc09T002525.1
OG0004583	CA04g00520	Solyc03T000052.1
OG0004584	CA10g21370	Solyc10T002289.1
OG0004585	CA03g19870	Solyc03T001746.1
OG0004586	CA12g17110, CA04g20360, CA02g00070	Solyc04T002783.1, Solyc12T002449.1
OG0004587	CA03g29810	Solyc03T002850.1
OG0004587	CA09g06880	Solyc09T001870.1
OG0004588	CA03g07610	Solyc09T002336.1
OG0004588	CA08g10710	Solyc01T003136.1
OG0004589	CA02g08780	Solyc02T001013.1
OG0004589	CA02g28940	Solyc02T002318.1
OG0004589	CA11g06260	Solyc05T000151.1
OG0004591	CA01g20550, CA12g13260, CA01g25900, CA07g07980, CA01g14620, CA09g05840, CA03g14490	Solyc12T001264.1, Solyc07T000886.1
OG0004592	CA00g87390, CA05g03230	Solyc05T002737.1
OG0004593	CA00g78250	Solyc10T002393.1
OG0004593	CA05g00720	Solyc04T000693.1
OG0004594	CA00g26940	Solyc11T001734.1
OG0004594	CA00g26930	Solyc03T003101.1
OG0004596	CA07g00560	Solyc07T000147.1
OG0004597	CA09g05290	Solyc05T001804.1
OG0004598	CA04g15860	Solyc04T002372.1
OG0004599	CA07g20230	Solyc07T002696.1
OG0004600	CA07g20760	Solyc07T002759.1
OG0004602	CA02g24230, CA00g42480	Solyc02T000820.1
OG0004603	CA06g25380	Solyc06T002535.1
OG0004604	CA05g16310	Solyc05T002414.1
OG0004605	CA07g10510	Solyc07T001834.1
OG0004605	CA07g19780	Solyc07T002653.1
OG0004606	CA06g25050	Solyc06T002503.1
