Orthogroup	Capsicum_anuum	Arachis_hypogaea
OG0012293	CA06g09420	arahy.Tifrunner.gnm1.ann1.2F0WHB.1, arahy.Tifrunner.gnm1.ann1.TWF6U3.2
OG0012294	CA01g33180	arahy.Tifrunner.gnm1.ann1.VW2QG0.1, arahy.Tifrunner.gnm1.ann1.DIZ14G.1
OG0012296	CA03g20520	arahy.Tifrunner.gnm1.ann1.U4FEQP.1, arahy.Tifrunner.gnm1.ann1.8G77UE.1
OG0012297	CA08g15790	arahy.Tifrunner.gnm1.ann1.RNL651.1, arahy.Tifrunner.gnm1.ann1.LSHZ39.1
OG0012298	CA06g07230	arahy.Tifrunner.gnm1.ann1.ST33QA.1, arahy.Tifrunner.gnm1.ann1.1M00W9.1
OG0012299	CA12g03470	arahy.Tifrunner.gnm1.ann1.JB8R4I.1, arahy.Tifrunner.gnm1.ann1.C4BPDT.1
OG0012301	CA03g29350	arahy.Tifrunner.gnm1.ann1.8F7PE4.1, arahy.Tifrunner.gnm1.ann1.K8H9R8.1
OG0012303	CA08g05220	arahy.Tifrunner.gnm1.ann1.PEW7PV.1, arahy.Tifrunner.gnm1.ann1.WQGS78.1
OG0012304	CA02g23610, CA04g06240	arahy.Tifrunner.gnm1.ann1.H2DHLJ.1, arahy.Tifrunner.gnm1.ann1.T9KDM4.1
OG0012305	CA02g12800	arahy.Tifrunner.gnm1.ann1.CRBZ62.1, arahy.Tifrunner.gnm1.ann1.DP20MQ.1
OG0012306	CA06g22390	arahy.Tifrunner.gnm1.ann1.V3120Y.1, arahy.Tifrunner.gnm1.ann1.806F9A.1
OG0012307	CA04g07340	arahy.Tifrunner.gnm1.ann1.5KG39U.1, arahy.Tifrunner.gnm1.ann1.ZQ0U08.2
OG0012309	CA03g28760	arahy.Tifrunner.gnm1.ann1.N0KAAL.1, arahy.Tifrunner.gnm1.ann1.KM320G.2
OG0012310	CA00g59360	arahy.Tifrunner.gnm1.ann1.2353RE.1, arahy.Tifrunner.gnm1.ann1.Q8ZL0R.1
OG0012311	CA00g53860, CA11g08790	arahy.Tifrunner.gnm1.ann1.Z93F9T.1
OG0012312	CA03g34500	arahy.Tifrunner.gnm1.ann1.5CE7DY.3, arahy.Tifrunner.gnm1.ann1.NQW8T9.1, arahy.Tifrunner.gnm1.ann1.Y8U4CK.2, arahy.Tifrunner.gnm1.ann1.3B4S3M.1
OG0012313	CA00g15810	arahy.Tifrunner.gnm1.ann1.DM09BN.1, arahy.Tifrunner.gnm1.ann1.AIAB9F.1
OG0012314	CA02g27760	arahy.Tifrunner.gnm1.ann1.JWLU7F.1, arahy.Tifrunner.gnm1.ann1.M1DWNQ.1
OG0012315	CA06g09390	arahy.Tifrunner.gnm1.ann1.4BS23W.1, arahy.Tifrunner.gnm1.ann1.GHXG56.1
OG0012316	CA08g11920, CA08g12020, CA08g11870, CA08g12010	arahy.Tifrunner.gnm1.ann1.UY3KLE.1, arahy.Tifrunner.gnm1.ann1.61Q21E.1
OG0012317	CA11g08780	arahy.Tifrunner.gnm1.ann1.E9QWSH.1, arahy.Tifrunner.gnm1.ann1.ID6EX5.1
OG0012319	CA02g04190, CA02g04210	arahy.Tifrunner.gnm1.ann1.V2A3QX.1, arahy.Tifrunner.gnm1.ann1.456ZGV.1
OG0012320	CA03g11210	arahy.Tifrunner.gnm1.ann1.J7P8I0.1, arahy.Tifrunner.gnm1.ann1.3DGA3E.1
OG0012322	CA11g08800	arahy.Tifrunner.gnm1.ann1.6YRH08.1, arahy.Tifrunner.gnm1.ann1.FYPZ9V.1
OG0012323	CA12g03480	arahy.Tifrunner.gnm1.ann1.PRL389.1, arahy.Tifrunner.gnm1.ann1.5GYD3M.1
OG0012324	CA00g41070	arahy.Tifrunner.gnm1.ann1.98D3Z3.2, arahy.Tifrunner.gnm1.ann1.0YCB9L.1
OG0012325	CA08g18740	arahy.Tifrunner.gnm1.ann1.6ZV37H.1, arahy.Tifrunner.gnm1.ann1.LP06NS.1
OG0012326	CA06g14140	arahy.Tifrunner.gnm1.ann1.10W9XD.1, arahy.Tifrunner.gnm1.ann1.A7U9PP.1
OG0012327	CA02g30360	arahy.Tifrunner.gnm1.ann1.0GWZ16.1, arahy.Tifrunner.gnm1.ann1.KTR7HF.1
OG0012328	CA07g13170	arahy.Tifrunner.gnm1.ann1.2866YZ.1, arahy.Tifrunner.gnm1.ann1.512YGT.1
OG0012330	CA01g31500	arahy.Tifrunner.gnm1.ann1.6V09A5.1, arahy.Tifrunner.gnm1.ann1.SJVP3Q.1
OG0012332	CA06g10000	arahy.Tifrunner.gnm1.ann1.KH4X6I.3, arahy.Tifrunner.gnm1.ann1.NSG1B1.1
OG0012334	CA08g17240	arahy.Tifrunner.gnm1.ann1.21VBB5.1, arahy.Tifrunner.gnm1.ann1.BVJW9Q.1
OG0012335	CA08g06140	arahy.Tifrunner.gnm1.ann1.1GG9S8.1, arahy.Tifrunner.gnm1.ann1.ID3432.1
OG0012336	CA03g01080	arahy.Tifrunner.gnm1.ann1.RW2HW9.1, arahy.Tifrunner.gnm1.ann1.WXC194.1
OG0012339	CA11g00290	arahy.Tifrunner.gnm1.ann1.DXQU4L.1, arahy.Tifrunner.gnm1.ann1.CZE161.4
OG0012340	CA02g26400	arahy.Tifrunner.gnm1.ann1.WTJ3VC.1, arahy.Tifrunner.gnm1.ann1.9W5653.2, arahy.Tifrunner.gnm1.ann1.6WKR13.1
OG0012341	CA10g17590	arahy.Tifrunner.gnm1.ann1.6U9V59.1, arahy.Tifrunner.gnm1.ann1.0C9A28.1
OG0012342	CA06g09210	arahy.Tifrunner.gnm1.ann1.SGI3UP.1, arahy.Tifrunner.gnm1.ann1.S9XQPV.1
OG0012343	CA02g17450	arahy.Tifrunner.gnm1.ann1.0GZ16Q.1, arahy.Tifrunner.gnm1.ann1.D607PC.1
OG0012344	CA07g21310	arahy.Tifrunner.gnm1.ann1.49XUJ3.1, arahy.Tifrunner.gnm1.ann1.K3W397.1
OG0012345	CA11g14280	arahy.Tifrunner.gnm1.ann1.MD1Q75.1, arahy.Tifrunner.gnm1.ann1.4KPL6Q.1
OG0012346	CA01g01360	arahy.Tifrunner.gnm1.ann1.8K5PM7.1, arahy.Tifrunner.gnm1.ann1.V7YAEV.1
OG0012347	CA11g20370	arahy.Tifrunner.gnm1.ann1.HFGD5J.1, arahy.Tifrunner.gnm1.ann1.96RWGK.1
OG0012348	CA08g17720	arahy.Tifrunner.gnm1.ann1.S11XWG.1, arahy.Tifrunner.gnm1.ann1.I9YSCG.1
OG0012349	CA06g06960	arahy.Tifrunner.gnm1.ann1.DA4QY1.1, arahy.Tifrunner.gnm1.ann1.1Q70G5.1
OG0012350	CA10g20110	arahy.Tifrunner.gnm1.ann1.BT8YZU.1, arahy.Tifrunner.gnm1.ann1.MZ7XDG.1
OG0012351	CA02g29170	arahy.Tifrunner.gnm1.ann1.L4IVZW.1, arahy.Tifrunner.gnm1.ann1.69HWTH.1
OG0012353	CA12g00230	arahy.Tifrunner.gnm1.ann1.MH20X4.1, arahy.Tifrunner.gnm1.ann1.ZB1IZC.1, arahy.Tifrunner.gnm1.ann1.68S12V.1, arahy.Tifrunner.gnm1.ann1.QDS2A1.1, arahy.Tifrunner.gnm1.ann1.9K4C9K.1, arahy.Tifrunner.gnm1.ann1.GG4MQP.1
OG0012354	CA00g41280	arahy.Tifrunner.gnm1.ann1.S19N9I.1, arahy.Tifrunner.gnm1.ann1.0NLM07.1
OG0012355	CA02g16950	arahy.Tifrunner.gnm1.ann1.H5UZLL.3, arahy.Tifrunner.gnm1.ann1.6B6FP8.1
OG0012357	CA11g00300	arahy.Tifrunner.gnm1.ann1.35K7H0.1, arahy.Tifrunner.gnm1.ann1.8PZY5G.1
OG0012359	CA06g07220	arahy.Tifrunner.gnm1.ann1.XGZP1J.2, arahy.Tifrunner.gnm1.ann1.M5LFMH.1
OG0012360	CA10g08940	arahy.Tifrunner.gnm1.ann1.KMQ9TB.1, arahy.Tifrunner.gnm1.ann1.G6AZCI.1
OG0012361	CA03g12820	arahy.Tifrunner.gnm1.ann1.K7PES2.1, arahy.Tifrunner.gnm1.ann1.0PUU86.1
OG0012362	CA00g41500	arahy.Tifrunner.gnm1.ann1.H5D5IL.1, arahy.Tifrunner.gnm1.ann1.Q9TTL4.1
OG0012363	CA01g28780	arahy.Tifrunner.gnm1.ann1.MAN1QD.1, arahy.Tifrunner.gnm1.ann1.3BC8T3.1
OG0012364	CA02g17490	arahy.Tifrunner.gnm1.ann1.1PF2AY.1
OG0012365	CA04g03020	arahy.Tifrunner.gnm1.ann1.N2IEHJ.1, arahy.Tifrunner.gnm1.ann1.Q10Q9H.1, arahy.Tifrunner.gnm1.ann1.Y263W5.1, arahy.Tifrunner.gnm1.ann1.DX47A5.1
OG0012366	CA08g17710	arahy.Tifrunner.gnm1.ann1.4TQ1KW.1, arahy.Tifrunner.gnm1.ann1.ZFI36T.1
OG0012367	CA02g02760	arahy.Tifrunner.gnm1.ann1.7B1BNL.1
OG0012368	CA12g08160	arahy.Tifrunner.gnm1.ann1.1RKJ3P.1, arahy.Tifrunner.gnm1.ann1.E1UNHC.1
OG0012371	CA08g08880	arahy.Tifrunner.gnm1.ann1.XVKA12.1
OG0012372	CA12g09350	arahy.Tifrunner.gnm1.ann1.S2YQMD.1, arahy.Tifrunner.gnm1.ann1.WLS0EB.1
OG0012373	CA04g09320	arahy.Tifrunner.gnm1.ann1.M3S5W1.2, arahy.Tifrunner.gnm1.ann1.1H7P3M.1
OG0012374	CA11g17710	arahy.Tifrunner.gnm1.ann1.769PPM.1, arahy.Tifrunner.gnm1.ann1.SUMB0F.1
OG0012375	CA01g20260	arahy.Tifrunner.gnm1.ann1.M1WJK6.1, arahy.Tifrunner.gnm1.ann1.63AZS3.1
OG0012376	CA07g11010	arahy.Tifrunner.gnm1.ann1.LXP3AQ.1, arahy.Tifrunner.gnm1.ann1.T6F203.1
OG0012378	CA00g52540	arahy.Tifrunner.gnm1.ann1.4A4JE9.1, arahy.Tifrunner.gnm1.ann1.BK7H4N.1
OG0012379	CA12g10250	arahy.Tifrunner.gnm1.ann1.BJ4A4M.1, arahy.Tifrunner.gnm1.ann1.23QZVI.1
OG0012380	CA10g08170	arahy.Tifrunner.gnm1.ann1.4TG6YL.1, arahy.Tifrunner.gnm1.ann1.I83RFG.1
OG0012381	CA05g11470	arahy.Tifrunner.gnm1.ann1.EBD5YY.1, arahy.Tifrunner.gnm1.ann1.DU0G1C.1
OG0012382	CA08g16000	arahy.Tifrunner.gnm1.ann1.E9LA23.1, arahy.Tifrunner.gnm1.ann1.2R0HNS.1
OG0012384	CA12g14220	arahy.Tifrunner.gnm1.ann1.S5QZ0Z.1, arahy.Tifrunner.gnm1.ann1.JIC903.1
OG0012385	CA03g02840, CA03g30000	arahy.Tifrunner.gnm1.ann1.JDV80H.1
OG0012386	CA02g08030	arahy.Tifrunner.gnm1.ann1.Y6M3VX.1, arahy.Tifrunner.gnm1.ann1.63EJDF.1
OG0012387	CA02g23160	arahy.Tifrunner.gnm1.ann1.H2M9W7.2, arahy.Tifrunner.gnm1.ann1.50M490.1
OG0012388	CA00g41510	arahy.Tifrunner.gnm1.ann1.H7T9WE.1, arahy.Tifrunner.gnm1.ann1.6P83Q0.1
OG0012390	CA02g19750	arahy.Tifrunner.gnm1.ann1.9M8SYH.1, arahy.Tifrunner.gnm1.ann1.S92YTY.1
OG0012391	CA01g25110	arahy.Tifrunner.gnm1.ann1.2ATX3U.1, arahy.Tifrunner.gnm1.ann1.ZNJH03.1
OG0012393	CA11g11300	arahy.Tifrunner.gnm1.ann1.M8ATBD.1, arahy.Tifrunner.gnm1.ann1.69ELPC.1
OG0012394	CA10g02040	arahy.Tifrunner.gnm1.ann1.12ETBG.1, arahy.Tifrunner.gnm1.ann1.GD00VG.2
OG0012395	CA05g10860	arahy.Tifrunner.gnm1.ann1.1YAE55.2, arahy.Tifrunner.gnm1.ann1.UBG147.1
OG0012396	CA08g17250	arahy.Tifrunner.gnm1.ann1.F6JX6R.1, arahy.Tifrunner.gnm1.ann1.9X93LG.1
OG0012397	CA11g01750	arahy.Tifrunner.gnm1.ann1.D2MQ0U.1, arahy.Tifrunner.gnm1.ann1.60XZVP.1
OG0012400	CA00g80570	arahy.Tifrunner.gnm1.ann1.JACH1V.1, arahy.Tifrunner.gnm1.ann1.G2DL39.1
OG0012401	CA06g12470	arahy.Tifrunner.gnm1.ann1.G4J84I.1, arahy.Tifrunner.gnm1.ann1.B5S055.1
OG0012402	CA02g25970	arahy.Tifrunner.gnm1.ann1.E9URZA.1, arahy.Tifrunner.gnm1.ann1.HXIH5S.1
OG0012404	CA11g05960	arahy.Tifrunner.gnm1.ann1.45B2GU.1, arahy.Tifrunner.gnm1.ann1.4N5EDQ.1
OG0012405	CA05g17440	arahy.Tifrunner.gnm1.ann1.L47GGJ.1, arahy.Tifrunner.gnm1.ann1.8N8AS7.1
OG0012407	CA03g21610	arahy.Tifrunner.gnm1.ann1.KFNQ82.1
OG0012408	CA04g14680	arahy.Tifrunner.gnm1.ann1.ZSL9VF.1, arahy.Tifrunner.gnm1.ann1.VT5KNJ.1
OG0012409	CA12g04710	arahy.Tifrunner.gnm1.ann1.MDZ95R.1
OG0012410	CA04g07750	arahy.Tifrunner.gnm1.ann1.1ZHU8Z.1, arahy.Tifrunner.gnm1.ann1.6361M0.1
OG0012411	CA12g07000	arahy.Tifrunner.gnm1.ann1.VBS9AQ.1, arahy.Tifrunner.gnm1.ann1.0XG3CD.2
OG0012412	CA02g08950	arahy.Tifrunner.gnm1.ann1.ZJ2IZL.1, arahy.Tifrunner.gnm1.ann1.E48QH9.1
OG0012413	CA03g23870	arahy.Tifrunner.gnm1.ann1.RQNS35.1, arahy.Tifrunner.gnm1.ann1.1W7ASM.1
OG0012414	CA00g71060	arahy.Tifrunner.gnm1.ann1.U5ZP0C.1, arahy.Tifrunner.gnm1.ann1.7UXP3N.1
OG0012415	CA01g08870	arahy.Tifrunner.gnm1.ann1.WE0KUF.1, arahy.Tifrunner.gnm1.ann1.63YFX7.1
OG0012416	CA00g90520	arahy.Tifrunner.gnm1.ann1.F3SGCQ.1, arahy.Tifrunner.gnm1.ann1.LVT2R8.1
OG0012417	CA02g20530	arahy.Tifrunner.gnm1.ann1.Q1RH66.1, arahy.Tifrunner.gnm1.ann1.PGUC9R.1
OG0012419	CA03g30930	arahy.Tifrunner.gnm1.ann1.B84EEW.1, arahy.Tifrunner.gnm1.ann1.95KH60.1
OG0012420	CA12g04180	arahy.Tifrunner.gnm1.ann1.NG8VEG.1, arahy.Tifrunner.gnm1.ann1.B6931F.1
OG0012421	CA04g13810	arahy.Tifrunner.gnm1.ann1.AD4V0Z.1, arahy.Tifrunner.gnm1.ann1.PKA9SD.1
OG0012422	CA09g16870	arahy.Tifrunner.gnm1.ann1.JR38A6.1, arahy.Tifrunner.gnm1.ann1.WWNC08.1
OG0012423	CA06g19390	arahy.Tifrunner.gnm1.ann1.RDR8CP.1, arahy.Tifrunner.gnm1.ann1.Y9A7HY.1
OG0012424	CA02g05920	arahy.Tifrunner.gnm1.ann1.4MV4X2.1, arahy.Tifrunner.gnm1.ann1.CVF5QE.1
OG0012425	CA03g13430	arahy.Tifrunner.gnm1.ann1.8B3CAL.2, arahy.Tifrunner.gnm1.ann1.E1RKLH.1
OG0012426	CA03g17050	arahy.Tifrunner.gnm1.ann1.ZK7SIQ.3, arahy.Tifrunner.gnm1.ann1.R8RU34.1
OG0012428	CA02g21330	arahy.Tifrunner.gnm1.ann1.BEDW22.1, arahy.Tifrunner.gnm1.ann1.FVJ9QC.1
OG0012431	CA11g03790	arahy.Tifrunner.gnm1.ann1.7MA0TG.4, arahy.Tifrunner.gnm1.ann1.M1L69X.2
OG0012433	CA11g01870, CA11g01880	arahy.Tifrunner.gnm1.ann1.S5RRBC.1, arahy.Tifrunner.gnm1.ann1.HYI70A.1
OG0012434	CA03g23830	arahy.Tifrunner.gnm1.ann1.210MU5.1, arahy.Tifrunner.gnm1.ann1.1R2DUV.1
OG0012435	CA11g01060, CA00g86330	arahy.Tifrunner.gnm1.ann1.8E46TB.1, arahy.Tifrunner.gnm1.ann1.Z6X6WE.1
OG0012436	CA11g06250	arahy.Tifrunner.gnm1.ann1.IMS4B0.1, arahy.Tifrunner.gnm1.ann1.8B6YVA.1
OG0012439	CA01g02230	arahy.Tifrunner.gnm1.ann1.Q7XHAR.1, arahy.Tifrunner.gnm1.ann1.F3BVF1.1
OG0012442	CA04g11860	arahy.Tifrunner.gnm1.ann1.UVB7WH.1, arahy.Tifrunner.gnm1.ann1.1287G1.1
OG0012443	CA02g23890	arahy.Tifrunner.gnm1.ann1.UI9B1P.1, arahy.Tifrunner.gnm1.ann1.KYQ4XK.1
OG0012445	CA01g08270	arahy.Tifrunner.gnm1.ann1.3EKV6C.1, arahy.Tifrunner.gnm1.ann1.YIEM7C.1
OG0012446	CA02g24410	arahy.Tifrunner.gnm1.ann1.AF8Y24.1, arahy.Tifrunner.gnm1.ann1.RDLU83.1
OG0012447	CA01g30280	arahy.Tifrunner.gnm1.ann1.Z62NC6.1, arahy.Tifrunner.gnm1.ann1.IWD684.1, arahy.Tifrunner.gnm1.ann1.HIE0E0.2, arahy.Tifrunner.gnm1.ann1.FGQF31.2
OG0012448	CA12g18770, CA01g09140	arahy.Tifrunner.gnm1.ann1.QG2AY3.1, arahy.Tifrunner.gnm1.ann1.4UW4R2.1
OG0012449	CA12g03150, CA12g03160	arahy.Tifrunner.gnm1.ann1.M1FH64.1, arahy.Tifrunner.gnm1.ann1.FIQU4U.1, arahy.Tifrunner.gnm1.ann1.RE3QKE.1, arahy.Tifrunner.gnm1.ann1.6KAA9A.1
OG0012450	CA09g16750, CA00g95400	arahy.Tifrunner.gnm1.ann1.2E9KT7.2, arahy.Tifrunner.gnm1.ann1.D97E3U.2
OG0012452	CA01g08120	arahy.Tifrunner.gnm1.ann1.RX4FVN.1, arahy.Tifrunner.gnm1.ann1.C7I9DN.1
OG0012453	CA03g21670	arahy.Tifrunner.gnm1.ann1.EDBW82.1, arahy.Tifrunner.gnm1.ann1.P291P9.1
OG0012454	CA12g18710	arahy.Tifrunner.gnm1.ann1.G8Q6Z7.1, arahy.Tifrunner.gnm1.ann1.TGR1ZK.1
OG0012455	CA04g05170, CA02g19990	arahy.Tifrunner.gnm1.ann1.7Y7MXI.1, arahy.Tifrunner.gnm1.ann1.PTZ9GF.1
OG0012456	CA02g07560	arahy.Tifrunner.gnm1.ann1.QDP4K1.1, arahy.Tifrunner.gnm1.ann1.37Y375.1
OG0012457	CA00g52680	arahy.Tifrunner.gnm1.ann1.CJIC4D.2, arahy.Tifrunner.gnm1.ann1.YN7PRK.1
OG0012458	CA11g03560	arahy.Tifrunner.gnm1.ann1.N4QJK1.1, arahy.Tifrunner.gnm1.ann1.HRQ2U6.1
OG0012459	CA09g15340	arahy.Tifrunner.gnm1.ann1.CJP391.1, arahy.Tifrunner.gnm1.ann1.TG1F9L.1
OG0012460	CA11g02060	arahy.Tifrunner.gnm1.ann1.L5PVB5.1, arahy.Tifrunner.gnm1.ann1.X1G7WL.1
OG0012461	CA03g15960	arahy.Tifrunner.gnm1.ann1.UP65TY.1, arahy.Tifrunner.gnm1.ann1.1LKT55.1
OG0012462	CA01g05020	arahy.Tifrunner.gnm1.ann1.VE75EM.1, arahy.Tifrunner.gnm1.ann1.LRE7SL.1
OG0012463	CA00g16340	arahy.Tifrunner.gnm1.ann1.HJR4BH.1, arahy.Tifrunner.gnm1.ann1.BS6WTF.1
OG0012464	CA04g17330	arahy.Tifrunner.gnm1.ann1.IXAE06.1, arahy.Tifrunner.gnm1.ann1.K98I53.1
OG0012466	CA02g30110	arahy.Tifrunner.gnm1.ann1.FEY4ZS.1, arahy.Tifrunner.gnm1.ann1.NF5K9F.1
OG0012467	CA01g01690	arahy.Tifrunner.gnm1.ann1.U47N90.1, arahy.Tifrunner.gnm1.ann1.FZ52LJ.1
OG0012468	CA06g12630	arahy.Tifrunner.gnm1.ann1.J4EMKX.1, arahy.Tifrunner.gnm1.ann1.XH35PM.1
OG0012470	CA11g01720	arahy.Tifrunner.gnm1.ann1.9PC4TR.1, arahy.Tifrunner.gnm1.ann1.RDH5GK.1
OG0012471	CA02g22010	arahy.Tifrunner.gnm1.ann1.CH6R50.1, arahy.Tifrunner.gnm1.ann1.2QU4I0.1
OG0012472	CA01g01090	arahy.Tifrunner.gnm1.ann1.Z0ACGZ.1, arahy.Tifrunner.gnm1.ann1.1UFI8K.1
OG0012473	CA03g06190	arahy.Tifrunner.gnm1.ann1.7CP98C.1, arahy.Tifrunner.gnm1.ann1.SM0BS0.2
OG0012474	CA11g06370	arahy.Tifrunner.gnm1.ann1.CDW9W4.1, arahy.Tifrunner.gnm1.ann1.91JL5L.1
OG0012475	CA12g18890	arahy.Tifrunner.gnm1.ann1.C0VXQN.1, arahy.Tifrunner.gnm1.ann1.E4PV4B.1
OG0012476	CA00g81410	arahy.Tifrunner.gnm1.ann1.Q0IN0Q.1, arahy.Tifrunner.gnm1.ann1.AE6EEZ.1
OG0012477	CA02g25030	arahy.Tifrunner.gnm1.ann1.L7VX2V.2, arahy.Tifrunner.gnm1.ann1.6C4QPH.1
OG0012478	CA00g25230	arahy.Tifrunner.gnm1.ann1.JVPY2N.1, arahy.Tifrunner.gnm1.ann1.U6D9EY.1
OG0012480	CA11g01530	arahy.Tifrunner.gnm1.ann1.TGNB37.1, arahy.Tifrunner.gnm1.ann1.U9BY3Z.1
OG0012481	CA00g90450	arahy.Tifrunner.gnm1.ann1.LZB4LR.1, arahy.Tifrunner.gnm1.ann1.I0QXBL.1
OG0012482	CA02g22710	arahy.Tifrunner.gnm1.ann1.ZIVF7P.1, arahy.Tifrunner.gnm1.ann1.MA1Z2D.1
OG0012483	CA10g00970, CA03g15370	arahy.Tifrunner.gnm1.ann1.GFW533.1, arahy.Tifrunner.gnm1.ann1.C46LV5.1
OG0012484	CA12g07470, CA01g23340	arahy.Tifrunner.gnm1.ann1.G7S5MB.1, arahy.Tifrunner.gnm1.ann1.U3J4NJ.1
OG0012485	CA05g17000	arahy.Tifrunner.gnm1.ann1.0A1KUW.1, arahy.Tifrunner.gnm1.ann1.EYAH79.1
OG0012486	CA02g26040	arahy.Tifrunner.gnm1.ann1.04P64Q.1, arahy.Tifrunner.gnm1.ann1.IES0YP.1
OG0012487	CA03g33260	arahy.Tifrunner.gnm1.ann1.XRS16L.1, arahy.Tifrunner.gnm1.ann1.K6T9FH.1
OG0012488	CA02g14480	arahy.Tifrunner.gnm1.ann1.XJ9ES7.1, arahy.Tifrunner.gnm1.ann1.8K3JW9.1
OG0012489	CA01g01620	arahy.Tifrunner.gnm1.ann1.9LN53N.1, arahy.Tifrunner.gnm1.ann1.EII57S.1
OG0012491	CA04g13440	arahy.Tifrunner.gnm1.ann1.LT68UB.1, arahy.Tifrunner.gnm1.ann1.RZZD7S.1
OG0012492	CA05g06210	arahy.Tifrunner.gnm1.ann1.SF2YP5.1, arahy.Tifrunner.gnm1.ann1.QMF4IS.1
OG0012493	CA01g01030	arahy.Tifrunner.gnm1.ann1.9TUP5I.1, arahy.Tifrunner.gnm1.ann1.VA03RP.1
OG0012494	CA08g08940	arahy.Tifrunner.gnm1.ann1.U9T50E.2, arahy.Tifrunner.gnm1.ann1.8PY7V8.1
OG0012495	CA03g23900	arahy.Tifrunner.gnm1.ann1.T8W9V5.1, arahy.Tifrunner.gnm1.ann1.XB21YC.1, arahy.Tifrunner.gnm1.ann1.GAXP8C.1, arahy.Tifrunner.gnm1.ann1.L8FXMQ.1
OG0012496	CA01g06490	arahy.Tifrunner.gnm1.ann1.HW9JRE.1, arahy.Tifrunner.gnm1.ann1.B9CQCD.1
OG0012497	CA01g03960	arahy.Tifrunner.gnm1.ann1.YXI3SW.1, arahy.Tifrunner.gnm1.ann1.C29XKN.1
OG0012498	CA07g21090	arahy.Tifrunner.gnm1.ann1.69KP4R.1, arahy.Tifrunner.gnm1.ann1.RLLR5G.1, arahy.Tifrunner.gnm1.ann1.R5CYRF.1
OG0012500	CA04g14190	arahy.Tifrunner.gnm1.ann1.1F4W04.1, arahy.Tifrunner.gnm1.ann1.CL5RXG.2
OG0012502	CA01g33550	arahy.Tifrunner.gnm1.ann1.C9Y7N1.1, arahy.Tifrunner.gnm1.ann1.LSM77P.1
OG0012503	CA00g82070	arahy.Tifrunner.gnm1.ann1.YLZA1F.1, arahy.Tifrunner.gnm1.ann1.8U1ME7.1
OG0012504	CA11g05440	arahy.Tifrunner.gnm1.ann1.VAP5EU.1, arahy.Tifrunner.gnm1.ann1.08CHDU.1
OG0012505	CA00g44020	arahy.Tifrunner.gnm1.ann1.7TR7XX.1, arahy.Tifrunner.gnm1.ann1.YA5C6P.1, arahy.Tifrunner.gnm1.ann1.2PT66T.1
OG0012506	CA08g16590	arahy.Tifrunner.gnm1.ann1.3DIB68.2, arahy.Tifrunner.gnm1.ann1.XY5X2R.2
OG0012508	CA11g06570	arahy.Tifrunner.gnm1.ann1.VUK41S.1, arahy.Tifrunner.gnm1.ann1.2TJ8DU.1
OG0012509	CA01g32800	arahy.Tifrunner.gnm1.ann1.Y0TSMC.1, arahy.Tifrunner.gnm1.ann1.K0N155.1
OG0012510	CA02g08960	arahy.Tifrunner.gnm1.ann1.W2HH1V.1, arahy.Tifrunner.gnm1.ann1.6EUV2M.1
OG0012511	CA11g02300	arahy.Tifrunner.gnm1.ann1.QR8D6Y.1, arahy.Tifrunner.gnm1.ann1.N8UYM2.1
OG0012513	CA02g29590	arahy.Tifrunner.gnm1.ann1.QHR6Q8.1, arahy.Tifrunner.gnm1.ann1.M213TK.1
OG0012514	CA09g16630	arahy.Tifrunner.gnm1.ann1.UFMT81.1, arahy.Tifrunner.gnm1.ann1.X9EE45.1
OG0012515	CA11g07190	arahy.Tifrunner.gnm1.ann1.N4ZDV4.2, arahy.Tifrunner.gnm1.ann1.XJZ826.1
OG0012516	CA02g11010	arahy.Tifrunner.gnm1.ann1.5GG3L5.1, arahy.Tifrunner.gnm1.ann1.JF37M9.1
OG0012518	CA03g23770	arahy.Tifrunner.gnm1.ann1.586MWM.2, arahy.Tifrunner.gnm1.ann1.V0741V.2
OG0012520	CA02g05880, CA02g21780	arahy.Tifrunner.gnm1.ann1.V4KEVW.2, arahy.Tifrunner.gnm1.ann1.HQ3BES.1
OG0012521	CA07g09370	arahy.Tifrunner.gnm1.ann1.JX0W3T.1, arahy.Tifrunner.gnm1.ann1.9ST7G9.1
OG0012522	CA03g02770	arahy.Tifrunner.gnm1.ann1.TP5BL7.1, arahy.Tifrunner.gnm1.ann1.4Y2508.1
OG0012523	CA05g02150	arahy.Tifrunner.gnm1.ann1.N1XH1Z.1, arahy.Tifrunner.gnm1.ann1.A6KDPG.1
OG0012524	CA02g29620	arahy.Tifrunner.gnm1.ann1.K33DAI.1, arahy.Tifrunner.gnm1.ann1.KFZD2Z.1
OG0012526	CA02g20600	arahy.Tifrunner.gnm1.ann1.NV91S6.1, arahy.Tifrunner.gnm1.ann1.QU53NP.1
OG0012527	CA10g08150	arahy.Tifrunner.gnm1.ann1.I6MCCY.1, arahy.Tifrunner.gnm1.ann1.Y4AQW3.1
OG0012528	CA03g34310	arahy.Tifrunner.gnm1.ann1.WG3081.1, arahy.Tifrunner.gnm1.ann1.4K1995.1
OG0012529	CA10g02000, CA00g57370, CA03g15050	arahy.Tifrunner.gnm1.ann1.WH1VZM.1, arahy.Tifrunner.gnm1.ann1.USFH3V.1
OG0012530	CA05g09500	arahy.Tifrunner.gnm1.ann1.T50ENK.1, arahy.Tifrunner.gnm1.ann1.UX5JN7.1
