Orthogroup	Capsicum_anuum	Brassica_napus
OG0003983	CA05g20660, CA12g12880	CDY49051, CDY37524, CDX91948, CDX74297
OG0003984	CA00g88030, CA04g21230	CDX94718, CDY22338
OG0003985	CA00g32450, CA10g10100	CDY38044, CDX71802, CDY41160
OG0003986	CA08g11350	CDY16687
OG0003986	CA05g15120, CA00g67400	CDX89165
OG0003988	CA12g09440	CDY33985, CDY31285, CDY33984, CDY14538, CDY08822
OG0003989	CA09g01440, CA10g12690	CDY10360, CDX70289, CDY11267, CDX80884
OG0003991	CA11g10700, CA01g12800, CA10g18560	CDX83249
OG0003992	CA08g07830	CDX71731, CDY11362, CDY52011, CDY53912
OG0003993	CA11g15340	CDY53535, CDY10080, CDY10081, CDY32526
OG0003994	CA08g07730, CA10g06160	CDY01962, CDY07185, CDY48511
OG0003996	CA11g16930	CDX83061, CDY66121
OG0003997	CA03g09290, CA06g26750	CDY21925, CDY22086, CDY21924
OG0003998	CA02g16980	CDX79060, CDY63478, CDX94035, CDX98683, CDY47095
OG0003999	CA01g34120	CDX67491, CDY66426, CDY25417, CDY39753, CDY46387
OG0004000	CA08g08010	CDY42029, CDX80004, CDX95685
OG0004001	CA08g13230	CDX95275, CDY41705
OG0004002	CA10g20190	CDX71815, CDY41170, CDY58906, CDY56997
OG0004003	CA01g31180, CA03g25750	CDY52842
OG0004004	CA00g75120, CA10g06440, CA00g64690	CDX90023, CDY15187
OG0004006	CA08g07890	CDY68381, CDX86786, CDX83376, CDX79998, CDY42020
OG0004007	CA10g08690, CA10g08680, CA00g96300	CDX90602, CDY29082, CDX78095, CDY59600
OG0004009	CA08g15250	CDX70177, CDX98812, CDY14133, CDY04935
OG0004011	CA10g17170, CA00g06930	CDY08505, CDY01047
OG0004012	CA10g14350, CA00g06720	CDY07771, CDY59481, CDY64988
OG0004013	CA06g28210, CA09g11390	CDX92914, CDY06847, CDY35245, CDX97472, CDY14224
OG0004014	CA06g26700, CA03g08840	CDY70924, CDY41754, CDY66762, CDX74624, CDY37641
OG0004015	CA11g17920	CDY06365, CDY31074
OG0004016	CA07g15470, CA00g83190	CDX88444, CDY52447
OG0004017	CA03g18990	CDY07178, CDY48508, CDY01956, CDY53863, CDX74360, CDX91881
OG0004019	CA09g08770, CA06g26900	CDX93922, CDX89181, CDY56455, CDX76689
OG0004021	CA06g01840	CDX92064, CDY29995, CDY21130, CDY49348, CDY42917
OG0004022	CA10g12190	CDX76224, CDX95398, CDX75023, CDY33178
OG0004023	CA00g09820, CA08g07700	CDY07186, CDY48513, CDX74356, CDX91885
OG0004024	CA01g01900	CDY34393, CDY25554, CDY38208, CDY55479, CDY39732, CDY44466
OG0004025	CA10g22190, CA10g18700	CDY27202, CDX72124, CDX72125, CDX94898, CDX75999
OG0004027	CA02g03810, CA03g24500, CA01g26920, CA01g26880	CDY65915, CDY22310
OG0004028	CA08g09600	CDY38871, CDX95424, CDY00486, CDY32627, CDY42199, CDX99906
OG0004029	CA09g01650	CDY68207, CDX74006, CDX74005, CDY60160, CDY00901
OG0004030	CA10g08630	CDY20442, CDY20433, CDY53590
OG0004031	CA11g06770	CDY43344, CDY27244, CDX72172
OG0004033	CA01g17320	CDY45535, CDY17566, CDY17576
OG0004035	CA02g20460	CDY69715, CDX73723, CDY16311, CDY33282
OG0004036	CA11g01780	CDY36091, CDY55955, CDY20530, CDY51127
OG0004037	CA11g08370, CA03g26510, CA08g12870	CDY41449, CDY70923, CDY69524
OG0004039	CA00g46800, CA03g34770	CDY30137, CDY28380, CDY20182, CDX97724
OG0004041	CA00g78430	CDY59929, CDX96444, CDX68248, CDY11132
OG0004042	CA03g34420, CA12g10560	CDX75862, CDX97715, CDY30127
OG0004043	CA06g18400, CA09g07320, CA02g14190, CA05g05670, CA06g10080, CA01g18730, CA12g00010	CDY35861
OG0004044	CA00g76720	CDX69133, CDX75497, CDX87995, CDY07861, CDX73761
OG0004045	CA00g83930	CDY17357, CDY28640
OG0004048	CA08g17210	CDX89648, CDY58182, CDY64268, CDX69043
OG0004049	CA08g12270	CDX99977, CDY19728, CDX80636, CDX86148, CDY05569
OG0004050	CA01g22710, CA06g00110	CDY37787
OG0004052	CA04g13680, CA12g10000	CDX88316, CDX87568, CDX88315, CDY20392, CDY45944
OG0004053	CA00g33060	CDY67834, CDX98926, CDY55763, CDX81007
OG0004053	CA12g07720	CDY04838
OG0004055	CA03g04270	CDY70564, CDY30922, CDY45162, CDY45161, CDY30884, CDY28551, CDY33120
OG0004056	CA12g06410	CDY06396, CDY19588, CDY22839, CDY49817, CDX82741
OG0004057	CA03g03750	CDY42800, CDX83499, CDY66632, CDY17944, CDY30384, CDY70200
OG0004058	CA03g31570	CDX81715, CDY55989, CDX81714, CDX96841, CDX83977, CDY39646, CDY36560
OG0004059	CA12g05430	CDY23194, CDX95321, CDX78068, CDY72539, CDX78070, CDX73654
OG0004060	CA05g19360, CA12g07260	CDY04922, CDY14142, CDY11306, CDX80919, CDX70204
OG0004061	CA02g23580	CDX85512, CDY38130
OG0004062	CA09g08930	CDY08000, CDY35930, CDY28051, CDX74047, CDY07998
OG0004063	CA11g00970	CDY70691, CDY04186, CDY13600, CDX83573
OG0004064	CA04g18160	CDX68974, CDX75350, CDX72402, CDY46117
OG0004065	CA03g32610	CDX87310, CDY39978, CDY37597, CDY38669, CDX79386, CDX67947
OG0004066	CA05g16170, CA05g16160	CDY27500, CDY51420, CDX80094, CDY37794
OG0004068	CA03g02420, CA05g08220, CA05g16900	CDX94835
OG0004070	CA05g20200, CA12g04660	CDX93283, CDY14406, CDY07674
OG0004071	CA00g79930, CA05g08740	CDY40388, CDY37369, CDY17684, CDX77813
OG0004072	CA12g05870, CA05g19790	CDY08591, CDY00955, CDX80914, CDY11297
OG0004073	CA01g17600, CA03g05180	CDX85082, CDY71158, CDY62836, CDY08997, CDY08992, CDY35522
OG0004074	CA05g12160, CA00g95560, CA00g75160, CA08g11150	CDX93549, CDX95046, CDY67209, CDY31135, CDX97499
OG0004075	CA03g17730	CDY57373, CDY50196, CDX92719, CDY27081, CDX91626
OG0004077	CA05g15970, CA06g09520	CDX77730
OG0004078	CA06g26650, CA09g11210	CDY15108, CDX93044, CDY00804
OG0004079	CA11g19060	CDX88801, CDX70997, CDX98571, CDX92365, CDY09131, CDY35680
OG0004080	CA00g41390	CDX88552
OG0004081	CA00g61810, CA00g89270, CA03g35450	CDX72933, CDX96425, CDY48304, CDY26242
OG0004082	CA00g72880	CDY24963, CDY07651, CDX93264, CDY07008, CDY07006, CDX73397, CDY40205
OG0004083	CA11g12930	CDY01099, CDY47896
OG0004084	CA07g20270, CA07g20260	CDY20756, CDY06568, CDY17342, CDY28653
OG0004085	CA02g20160, CA05g07870	CDY35950, CDY28031
OG0004086	CA11g01150, CA11g15250	CDY07378, CDY04236
OG0004087	CA10g03420	CDX89882, CDY64132
OG0004088	CA12g04690	CDY41338, CDY56705, CDY08608, CDY00928, CDY00666, CDX73930
OG0004091	CA04g14650	CDY05073, CDX90732
OG0004092	CA06g07190, CA05g07980, CA05g19270	CDX86213, CDY48669
OG0004093	CA11g20160, CA11g20170	CDY39622, CDY36536
OG0004094	CA03g31920	CDY00594, CDY66888, CDY40153, CDX87914, CDY49913
OG0004095	CA10g06990, CA01g27450, CA10g11060	CDY48251, CDX74678
OG0004096	CA03g10220, CA03g10210	CDX67806, CDX98387, CDY68203, CDX71883, CDY68204, CDY00637
OG0004097	CA09g15660, CA00g63960, CA12g11560	CDX67973, CDX79345, CDX87351, CDX88570
OG0004098	CA02g11710, CA12g18070, CA08g05040	CDY39298, CDY56133, CDY52967, CDY07438
OG0004100	CA06g16490, CA03g36090	CDY51449, CDY62045, CDY48884, CDY32423
OG0004101	CA03g34090, CA12g12960	CDY57697, CDY39988
OG0004102	CA01g30640, CA08g01040	CDY03082, CDY17616, CDY69674
OG0004103	CA01g34840	CDX94261, CDY25253, CDY05100, CDX90757, CDX67591, CDY51582
OG0004104	CA01g24570	CDY18841, CDY05224, CDY27716, CDY58332, CDY49994
OG0004106	CA12g10620, CA12g10600	CDX76065, CDY43337, CDY45119, CDY24089
OG0004107	CA00g41180	CDY50957, CDY28099, CDY18572, CDY67652, CDY22983, CDX82307
OG0004108	CA00g69260, CA00g63910	CDX80487, CDY69661, CDX69798, CDX97067
OG0004109	CA08g12960, CA01g23280	CDY39005, CDY42369
OG0004110	CA08g01320	CDY07404
OG0004110	CA01g07460	CDX90449
OG0004112	CA06g18460	CDX99035, CDY44543, CDY68092, CDY68082, CDY40766, CDY14018
OG0004114	CA09g08790, CA06g26890	CDX92539, CDY13990, CDX88895
OG0004115	CA03g34960	CDY50622, CDY41454, CDY20157, CDY21879, CDY20177
OG0004116	CA06g27690, CA03g10050, CA07g20190, CA06g27700	CDY36871, CDY50684, CDY42781, CDY29757
OG0004118	CA11g00440, CA05g08320	CDY17690, CDY25942, CDY41073
OG0004119	CA00g72920	CDY20443, CDY53591, CDY24958, CDY07647, CDX76106, CDY65312
OG0004120	CA05g05360, CA08g00650	CDY40799, CDY46951, CDY16842, CDX87179, CDY45760, CDX88010
OG0004121	CA07g15680	CDX86313, CDX85329
OG0004122	CA05g09750, CA01g28370, CA01g28460	CDY33720, CDX81694, CDX83996, CDY52020
OG0004123	CA03g07110	CDY54822, CDY10668, CDY64240, CDY67857, CDY29770, CDY42785
OG0004124	CA12g00270, CA12g00280	CDX81106, CDY60231, CDY62116, CDX69954
OG0004125	CA00g00290	CDX96156, CDX84790, CDY27046
OG0004125	CA00g00300	CDY50395
OG0004126	CA06g26600	CDX93049
OG0004127	CA04g13310	CDX82373, CDX75907, CDX75911, CDY39006, CDY35011
OG0004128	CA03g34250, CA06g16670	CDX87281, CDY58780
OG0004129	CA12g14090, CA04g14140	CDY04787, CDY21388
OG0004130	CA03g35670, CA08g05020	CDY35313, CDX77034
OG0004131	CA06g24370, CA11g13600	CDX80229, CDY66123, CDY65698, CDY65697
OG0004132	CA10g01690, CA07g17000	CDY26879, CDY14591
OG0004133	CA04g20230	CDY33138, CDY38637, CDX92921, CDY24260, CDY65889
OG0004135	CA10g21750	CDY65073, CDY27198, CDY51258, CDX67655
OG0004136	CA06g24720	CDX88701, CDX71109, CDX80263, CDY33042
OG0004137	CA12g04470	CDY62715, CDX67843, CDY56730, CDX71774, CDY52344
OG0004139	CA03g31670	CDX96843, CDY36554, CDY39640, CDX81710, CDY55983
OG0004140	CA07g18210, CA03g09370, CA10g00410	CDY14319, CDY18321, CDY52239, CDY28777
OG0004141	CA11g13010, CA00g15210	CDX71063
OG0004141	CA10g11590	CDY09236, CDY31583, CDX80213
OG0004142	CA06g02800	CDX80407, CDX88069, CDY19853, CDX87146, CDY30408, CDY23368, CDY70202
OG0004144	CA06g25830, CA00g96520	CDY10560, CDX88478, CDX87434
OG0004145	CA00g61470	CDY42660, CDX89045, CDY17860, CDY64360, CDY23426, CDY30463
OG0004146	CA11g00860	CDY66822, CDY13792, CDY15871, CDY15870, CDX99571
OG0004147	CA08g10470, CA08g10480, CA01g26520	CDY18369, CDX93305, CDY07704, CDY14436
OG0004148	CA07g16990	CDX83520, CDY50816
OG0004149	CA01g18690	CDY45921, CDY35761, CDX86330, CDY54516
OG0004150	CA09g12610, CA05g17090	CDY26004, CDY25870, CDY26005, CDY24109, CDY55840, CDY11492
OG0004151	CA08g10270	CDY50753, CDY41897
OG0004152	CA03g35570	CDY53870, CDY49863, CDX72941, CDY68149
OG0004153	CA00g86380	CDX95528, CDX75965, CDY51940, CDY18518, CDX95529
OG0004154	CA04g16090	CDY03441, CDY34291, CDY11021, CDX92643
OG0004155	CA07g09170, CA07g09180	CDY16942, CDX69391, CDX70746, CDX78736, CDY37860, CDX78735
OG0004156	CA07g18590, CA07g18560, CA07g18570	CDY19617, CDY29451
OG0004157	CA06g16070, CA03g35680	CDX82123, CDX72957, CDX96436, CDX68252, CDY53290
OG0004158	CA02g12700, CA04g00870	CDY32341, CDY20083, CDX98492, CDX97600
OG0004160	CA04g07370, CA02g05420	CDY31078, CDY20688
OG0004162	CA10g12160	CDY70033
OG0004162	CA10g12170	CDX95399, CDX76223
OG0004163	CA09g15570	CDY69655
OG0004165	CA10g18470	CDY59313, CDY02695, CDY16895, CDY38454
OG0004166	CA06g23230, CA01g14860, CA11g17700	CDY04516, CDX71412
OG0004167	CA07g14090, CA09g08740	CDY61644, CDY31948, CDX97438
OG0004168	CA08g07270, CA07g13430	CDX89884, CDY64129, CDY15463, CDY51392
OG0004169	CA01g17410	CDY42663, CDX89048, CDY58094, CDX71840, CDX79759, CDY17850
OG0004170	CA07g13870, CA09g13750	CDY33850, CDY22873, CDX70491, CDX78503
OG0004171	CA11g00650	CDX85611, CDY69698, CDY38681, CDY37606, CDX87324, CDY39964
OG0004172	CA03g34380, CA03g34370	CDX87286, CDX87284, CDX87285, CDY58778, CDX67935, CDX79403
OG0004173	CA08g06260	CDY47175, CDY67342, CDX93010, CDX94818, CDY66440, CDX77428
OG0004174	CA10g01790, CA07g16860	CDX88462, CDX87443, CDX87442, CDX88464, CDY26875, CDY14595
OG0004175	CA04g20610	CDY29827, CDY54646
OG0004176	CA01g10630, CA01g10640, CA01g15440	CDY47740, CDY11093, CDY60137, CDX73009
OG0004177	CA06g23090	CDY65773
OG0004178	CA02g19740	CDY08416, CDY50539, CDY52669
OG0004179	CA07g17730, CA06g13950	CDY20118, CDY26017, CDY24124
OG0004180	CA01g26530, CA08g10490	CDY07703, CDY14435, CDY18368, CDX93304
OG0004181	CA11g08830	CDX68316, CDY49211, CDX72798, CDX96318, CDY04776, CDY21397
OG0004183	CA12g17570, CA07g18240	CDY18312, CDY14323, CDY28788, CDY41793
OG0004184	CA00g63450, CA06g24730, CA10g04930	CDY48103, CDY04845, CDY10460
OG0004185	CA02g29670, CA11g08980, CA07g05060, CA05g10560	CDY44546
OG0004186	CA07g13470, CA07g13460	CDY31933, CDY13857, CDX81982
OG0004187	CA06g27150	CDX74689, CDY17121, CDY19426
OG0004188	CA03g36710, CA03g36720	CDX68246, CDY65166, CDY11130, CDY59496, CDX73169
OG0004189	CA09g07100, CA09g07110	CDY52060, CDY68211, CDY57408
OG0004190	CA10g01800	CDY25720, CDY02512, CDY02503, CDY25711
OG0004191	CA10g17550, CA12g21870, CA00g90580, CA00g91310, CA12g22270, CA03g00030	CDX86855, CDX99558
OG0004192	CA05g00850	CDY29062, CDX90621, CDY23182, CDY60636
OG0004193	CA11g17790, CA06g23260	CDY26951, CDX92339
OG0004194	CA06g22590	CDY16616, CDX92387, CDX70977, CDX88815
OG0004195	CA03g21850	CDY01257, CDY01265, CDX84078, CDX73256, CDY26905
OG0004196	CA11g18910	CDX93599, CDX95102, CDY32817, CDY32816, CDY58824
OG0004197	CA00g45190, CA03g35060, CA12g13110	CDY47819, CDY60592
OG0004198	CA09g05120, CA10g04920	CDY39531, CDY31753, CDX77230
OG0004199	CA01g19980, CA12g22410	CDY00788, CDX73811, CDY67538, CDY08419, CDY50536, CDY52666
OG0004200	CA09g11620, CA06g26610, CA09g11630	CDY00051, CDY19942, CDY28076, CDY24635
OG0004201	CA03g21940, CA06g21150	CDY37915, CDX77921, CDY05865
OG0004202	CA06g16550, CA03g35990	CDY02562, CDY51194, CDX87875, CDY45637
OG0004203	CA02g17080	CDY48643, CDY28768, CDY42453, CDY18333
OG0004204	CA10g18980	CDX73813, CDY00786, CDY42157, CDY08421, CDX69633, CDY48642, CDY09806
OG0004205	CA07g12420	CDY22736, CDY71083
OG0004205	CA12g12830	CDY48276, CDY12218
OG0004206	CA06g20540, CA00g75260	CDY31370, CDY39865
OG0004207	CA11g10430	CDY58968, CDX92515
OG0004207	CA11g10420	CDX92514
OG0004208	CA11g17100, CA06g22960	CDX93571, CDX95068, CDY06309, CDY22688, CDY22689
OG0004209	CA01g11570, CA12g22760	CDY06055, CDX71976
OG0004211	CA05g06190	CDX69139, CDX75502, CDY41656, CDY24810
OG0004212	CA03g29870	CDY04560, CDY15738, CDY67685, CDX83287
OG0004214	CA12g21810	CDY16071, CDY26631
OG0004215	CA01g29620, CA02g10670	CDY01520, CDX90420
OG0004216	CA05g13510, CA12g03530	CDY15291, CDX76928, CDY13765, CDY25593, CDX89460
OG0004218	CA08g01100	CDY45279, CDY04108, CDY41094, CDY45278, CDY56296, CDY04110
OG0004219	CA00g82860, CA03g12990, CA00g82850	CDY35228, CDY06861
OG0004220	CA06g19900, CA00g00720	CDY49485, CDY49022
OG0004221	CA08g14340	CDY29162, CDY39913, CDY23807, CDY46864
OG0004222	CA02g16100, CA02g05160, CA07g13560	CDY48567, CDY21974
OG0004223	CA12g13480	CDX83818, CDY67529, CDY58998, CDY66601
OG0004224	CA02g02750, CA05g06080	CDY21545, CDX69944, CDY60235
OG0004225	CA06g10780	CDX87538, CDX88346, CDX88345, CDX87539, CDX88344, CDX87540
OG0004226	CA04g05780	CDY68427
OG0004227	CA12g08630	CDX81246, CDX81245, CDY18697, CDX84543, CDY08858
OG0004228	CA11g08810, CA11g08390	CDY12642, CDY51345, CDY28890, CDY07425
OG0004229	CA12g17070, CA04g20250	CDY26675, CDY50573
OG0004231	CA10g09910	CDY26794, CDY47485, CDY47486, CDY39487, CDY02222, CDY31385, CDX71329
OG0004232	CA04g13190	CDY59264, CDY41717, CDX80723, CDY48944
OG0004233	CA02g19540	CDX93900, CDX98231, CDX77563, CDY43179, CDY02346, CDY52185, CDY12451
OG0004234	CA03g21690	CDX70713, CDX78708, CDY16978, CDX69419
OG0004235	CA00g90700	CDY10566
OG0004235	CA00g92670, CA00g83230	CDY50035, CDY33052
OG0004236	CA11g05210, CA01g23810	CDY39318, CDY49086, CDY41675
OG0004238	CA07g05180	CDY43406, CDY28589
OG0004240	CA06g17740, CA03g32820	CDY26182, CDY19194, CDX96490, CDX72998, CDY47744, CDX82058
OG0004241	CA11g08600	CDX90115, CDY11759, CDY03956, CDY15699, CDY27641, CDY60398, CDY15701
OG0004242	CA03g33430	CDY16464, CDY40608, CDX93696, CDY16465, CDX77285
OG0004243	CA10g17220, CA03g30770, CA06g17420	CDX71683, CDY05832
OG0004244	CA01g13940, CA03g11290, CA02g05060	CDY62392, CDY47303, CDY21224, CDY30940
OG0004248	CA10g04620	CDY34102, CDX90149, CDY35740
OG0004249	CA11g03390	CDY40903, CDX95954, CDY50304, CDY40902, CDY70962, CDY54149
OG0004250	CA02g03940, CA02g10160	CDX84264, CDY31662, CDY27164, CDY12441
OG0004251	CA05g04960, CA01g14460, CA01g14470	CDY26932, CDX92348
OG0004253	CA02g07730	CDY44055, CDY62341, CDX75616, CDX69267
OG0004254	CA11g12710, CA02g30960	CDX97223, CDX69672, CDX78504, CDX70492
OG0004255	CA06g20880, CA03g22900, CA08g01200	CDY09402, CDY15795
OG0004256	CA12g09040, CA08g04170	CDY49642, CDX69432
OG0004257	CA10g08660, CA08g18880	CDY12101, CDY66796, CDY41945, CDY15914, CDX99616
OG0004258	CA03g30080	CDX73105, CDX96558, CDX83807, CDY26722, CDY19248, CDX96695, CDX81897, CDY21695
OG0004259	CA01g34070	CDX98043, CDY60261, CDY67063, CDY40080, CDY29912, CDY31279
OG0004260	CA00g60490	CDX96044, CDY01891, CDX81493, CDY12695
OG0004261	CA02g23550	CDX70675, CDX78673, CDY26502, CDX69466
OG0004262	CA11g14490	CDX99157, CDX85991
OG0004263	CA03g31170, CA06g17600	CDY19500, CDY11750, CDX90124
OG0004265	CA05g02060, CA12g02890, CA05g13180	CDY25608, CDX89489, CDY13745
OG0004266	CA02g00520	CDX94003, CDX98669, CDY31440, CDX76459, CDX78991, CDX82760
OG0004267	CA02g13760	CDY50783, CDX99802, CDY57756, CDY15638
OG0004268	CA00g70480, CA01g19770, CA02g05860	CDX82019, CDX72725, CDY12112
OG0004269	CA07g16330	CDX88448, CDY52440, CDY65124, CDY48464, CDY24015, CDY52439
OG0004270	CA08g18210, CA08g18200	CDY26757, CDY37240, CDX71261, CDY49558, CDY02270, CDX89689
OG0004271	CA12g07760	CDY24553, CDY50357, CDY34141, CDY46999, CDX96239, CDY50358, CDY24554
OG0004272	CA10g22180	CDY06957, CDY14747, CDY35435, CDY22484
OG0004273	CA02g00530	CDY31439, CDX76458, CDY49491, CDY49020, CDY14930, CDY63706
OG0004274	CA06g24280	CDY72481, CDY71693, CDX95129, CDX93623
OG0004275	CA12g22450, CA11g10280	CDX70484, CDX78497, CDX85679, CDX91154, CDX97213
OG0004276	CA07g11030, CA04g09290, CA02g16450	CDY15650, CDY13181, CDX90168, CDY43318
OG0004278	CA01g02710, CA01g02750, CA00g85290, CA01g02720	CDX86772, CDY13270
OG0004280	CA00g74190	CDY38257, CDY54385, CDY11891, CDX88602
OG0004281	CA06g11330	CDY36336, CDY36018
OG0004282	CA11g05100	CDY38759, CDY11659, CDY44091, CDY70870, CDY48391, CDY23547
OG0004283	CA00g91560, CA06g03750	CDX82981, CDX68370, CDX86076, CDX99115
OG0004285	CA06g04280, CA11g13120	CDY53443, CDY48689, CDX71120, CDX88697, CDY33031
OG0004286	CA05g01910, CA12g02570	CDX74565, CDX74564, CDY01711
OG0004287	CA08g04030, CA08g04040	CDY55633, CDY60877, CDX78849, CDY01537
OG0004288	CA06g17990	CDX95521, CDY18522, CDX92239, CDY24481, CDY13220
OG0004289	CA05g03410, CA05g18690	CDX77205, CDY31727, CDY04584, CDX68376
OG0004290	CA03g29980	CDY67563, CDX85838, CDX68182, CDY42419
OG0004291	CA06g05540, CA06g02500	CDX89244, CDY29317
OG0004292	CA02g15530	CDY33546, CDY35142, CDY66880, CDY58060, CDX77627
OG0004293	CA09g14580, CA07g06620, CA02g00710	CDY09555, CDY02312
OG0004294	CA05g06430	CDY25350, CDY24599
OG0004294	CA02g03110	CDY33419, CDY42208, CDY33421, CDY33420
OG0004296	CA01g00530, CA01g00540	CDX86134, CDY10984, CDY50439, CDY66675, CDY03495
OG0004297	CA03g26340, CA06g19880	CDX84754, CDX79444, CDY19120, CDY62187, CDY19119, CDY62186
OG0004298	CA01g12080, CA02g23760, CA01g12090	CDX82530, CDX97502, CDY23626
OG0004300	CA08g19290	CDY71941, CDY72015, CDY26785, CDY47477, CDX69106, CDX75481, CDX75482
OG0004301	CA12g20600	CDY18091, CDY50107, CDX85126, CDX77484, CDY47308, CDY58804
OG0004302	CA04g08530, CA01g17280, CA11g05610	CDY02370, CDY59140, CDY51915
OG0004303	CA02g24200, CA10g21110	CDY49943, CDY21207, CDY43124, CDY50705
OG0004304	CA05g04610	CDY22952, CDX82279, CDY42209, CDY33426, CDY67549
OG0004305	CA00g82930	CDX92907, CDY35239, CDX97461, CDY66476
OG0004306	CA12g22150	CDX85698, CDX91169, CDY62039, CDY02751, CDY44914
OG0004307	CA07g02320	CDY46136
OG0004308	CA11g11220	CDY26667, CDY39524
OG0004308	CA11g11210	CDY01841, CDX96066
OG0004309	CA03g23230, CA02g20320	CDY26996, CDY38565
OG0004310	CA12g09310, CA03g03590	CDY06064, CDX71984, CDY20628, CDY20952
OG0004310	CA03g03580	CDY54241
OG0004311	CA07g17010	CDX97615, CDX98512, CDX75796, CDX82459
OG0004312	CA02g15630, CA04g02570	CDX81980, CDY13859
OG0004313	CA08g15690, CA04g08840	CDX84503, CDY43799
OG0004314	CA00g52430, CA00g83890	CDY31526, CDY53632, CDX69123, CDX75485
OG0004315	CA03g02640	CDY13870, CDY65080, CDY03302, CDY05765, CDY31961
OG0004316	CA02g03610	CDY02211, CDY61913, CDY46946, CDY40807, CDY46945, CDX69965, CDY21522
OG0004317	CA09g04510	CDY07785, CDX79738
OG0004319	CA03g33540	CDY65027, CDY26165, CDY47737, CDX73020, CDY67050, CDY45873
OG0004320	CA02g16080	CDX89875, CDY18177, CDY70062, CDY21972, CDY48566
OG0004321	CA08g10130	CDY37065, CDY27359, CDX74766, CDX95665, CDY68272
OG0004322	CA04g06740	CDY30031, CDX98101, CDY16091, CDY26652, CDX99735, CDY40984
OG0004323	CA00g74640, CA06g11150	CDY40728, CDY44792, CDY21572, CDX90340, CDX69915
OG0004324	CA02g14220, CA02g14210	CDY31455, CDY31456, CDY31457, CDX78973, CDY50058
OG0004325	CA04g10950	CDX79229
OG0004325	CA08g19020	CDX83191
OG0004326	CA01g19650	CDX72718, CDY22394, CDY12116, CDX90305
OG0004327	CA00g41260	CDX92311, CDX99254
OG0004327	CA04g18780	CDX68972, CDX75348
OG0004328	CA00g89030	CDY22038, CDY52785
OG0004330	CA03g14380, CA10g21640	CDY50883, CDY42904
OG0004332	CA11g12650	CDY32550, CDY32551, CDY12660, CDY32546
OG0004333	CA00g60540, CA00g60560	CDY10832, CDY41265, CDX98781, CDX94142
OG0004334	CA06g02920	CDY27223
OG0004335	CA02g12810, CA02g12750, CA02g12760, CA02g12780	CDY23110, CDY13044
OG0004336	CA08g17920	CDY54072, CDX71253
OG0004337	CA02g25730, CA08g17620	CDY36653, CDX71247
OG0004339	CA04g15840	CDX85424, CDX86217, CDY00015, CDY59822
OG0004340	CA06g18930, CA10g15840	CDX73472
OG0004342	CA03g24390	CDY14170, CDY04901
OG0004344	CA10g06880	CDY22360, CDY30795
OG0004345	CA03g29690, CA09g16540, CA09g14820	CDY01769, CDX95920, CDY44076, CDY28563
OG0004346	CA01g28890	CDY68264, CDX71884, CDX98386, CDX67805
OG0004348	CA00g41530	CDY51043, CDY28082, CDX99241, CDX92321
OG0004349	CA01g30410, CA12g18980	CDY28253, CDX68731, CDY36451, CDY23286, CDY19779, CDX87058
OG0004350	CA00g93580, CA12g12500	CDY68074, CDY33465, CDY03229, CDY35155
OG0004351	CA05g15210	CDY24941, CDY60996, CDY20501, CDX74819
OG0004352	CA07g17710	CDY23383, CDY30424, CDY69453, CDY65825, CDX71887, CDX71885
OG0004353	CA08g05480	CDX70445, CDX70448, CDX78465, CDX85702, CDX91174, CDX97166, CDX69709
OG0004356	CA04g00180, CA02g30670	CDX91925, CDX74320
OG0004357	CA06g06700	CDX67637, CDY27237, CDX72160, CDY32002, CDX76057, CDY62813
OG0004358	CA03g29420	CDY23083
OG0004359	CA08g06180, CA06g06840	CDY70570, CDX68886, CDX75279, CDY69848, CDX69784, CDY17505
OG0004360	CA03g08410	CDX80135, CDY53020
OG0004360	CA00g66900	CDY70486, CDY18780, CDY27763
OG0004361	CA12g03520	CDY13764, CDY13763, CDX76927, CDX89462, CDY25594
OG0004362	CA02g02920, CA02g11320, CA08g04000	CDY43956, CDX87738, CDX77641, CDY33458
OG0004363	CA08g14480	CDX91734, CDY41886, CDY38837, CDY41499
OG0004364	CA02g04390, CA09g09150	CDX80152, CDY67330, CDY65703, CDX80154
OG0004365	CA12g13400, CA03g29050	CDY70989, CDY21515, CDX69971
OG0004366	CA03g12540, CA05g14360	CDX92680, CDY11059, CDY34347, CDY03375, CDY12184
OG0004367	CA03g32150	CDY35374, CDY55710, CDY56283, CDX76770
OG0004369	CA05g05650	CDX81088, CDX78328, CDY21524, CDX69963, CDY46947, CDY40806
OG0004370	CA12g06330, CA00g87790, CA00g70790	CDX70506, CDX91118, CDX85646, CDX78524
OG0004371	CA01g30550, CA01g09650	CDY20314, CDY46150, CDY34773, CDX76817
OG0004372	CA03g10540	CDX71543, CDY22385
OG0004372	CA03g10530	CDY50033, CDY61095
OG0004373	CA10g03540, CA09g07590	CDY70107, CDY20986, CDY34656, CDY34843, CDX97943, CDY19350
OG0004374	CA01g15300, CA08g16030, CA00g94980	CDX84513, CDY43806, CDY18716
OG0004375	CA05g10430	CDY09969, CDY06216, CDY10210, CDY06652
OG0004376	CA06g11100, CA01g25740	CDY24695, CDY18857, CDY13907
OG0004377	CA06g09370	CDX75990, CDY71200, CDY59626, CDX72141, CDY27219, CDY22469, CDY35445
OG0004378	CA05g15390	CDY07611, CDY24913, CDY43341, CDX76062
