Orthogroup	Capsicum_anuum	Prunus_persica
OG0007274	CA09g05020	Prupe.6G258100.1
OG0007277	CA10g20870	Prupe.7G073800.1
OG0007278	CA02g08910	Prupe.3G291500.1
OG0007279	CA11g08700	Prupe.1G241300.1
OG0007290	CA07g15600	Prupe.7G021800.1, Prupe.3G295600.1, Prupe.3G193900.1, Prupe.3G147200.1
OG0007293	CA03g35100	Prupe.8G264800.1, Prupe.8G264700.1
OG0007295	CA12g07080	Prupe.6G159600.1
OG0007296	CA02g07420, CA02g25240	Prupe.6G221200.1, Prupe.8G145000.1
OG0007297	CA01g03000	Prupe.8G011500.1
OG0007298	CA09g09820, CA06g26810	Prupe.8G243700.1
OG0007301	CA12g01310	Prupe.4G026000.1
OG0007304	CA11g18160, CA06g05930	Prupe.6G111300.1, Prupe.6G111100.1, Prupe.6G110900.1
OG0007305	CA08g16790	Prupe.8G144100.1, Prupe.8G144000.1
OG0007306	CA01g26410	Prupe.2G002600.1
OG0007306	CA10g19300	Prupe.7G076600.1
OG0007309	CA05g07710	Prupe.7G061500.1
OG0007312	CA06g03090	Prupe.8G195000.1
OG0007319	CA06g16690, CA03g34330, CA03g34320	Prupe.7G229700.1
OG0007320	CA00g89710, CA00g64840	Prupe.3G216600.1
OG0007326	CA07g04070, CA00g22820, CA07g03940	Prupe.7G247600.1, Prupe.4G204800.1
OG0007328	CA01g25160	Prupe.8G258300.1, Prupe.1G136700.1
OG0007332	CA05g09890, CA07g10560	Prupe.3G213200.1
OG0007338	CA04g02600	Prupe.3G234300.1, Prupe.3G234500.1, Prupe.3G234400.1
OG0007339	CA05g04970	Prupe.6G128500.1
OG0007341	CA00g93620	Prupe.7G192600.1, Prupe.3G035000.1
OG0007342	CA07g05370, CA07g05670	Prupe.1G073400.1
OG0007349	CA12g07070	Prupe.6G159700.1
OG0007354	CA12g17560, CA04g20780, CA10g18830	Prupe.1G378000.1, Prupe.1G378800.1
OG0007358	CA09g16960, CA00g94490, CA09g16980, CA09g16970, CA05g11420	Prupe.1G406000.1, Prupe.7G202600.1
OG0007361	CA02g20100, CA01g10190, CA06g13480, CA01g21310, CA11g18280, CA01g14430, CA08g18370, CA04g13620	Prupe.1G074100.1, Prupe.3G021400.1
OG0007369	CA01g31430, CA01g31440, CA01g21350	Prupe.8G077100.1, Prupe.8G077500.1, Prupe.8G211300.1, Prupe.8G077200.1, Prupe.8G077600.1
OG0007373	CA02g13160	Prupe.4G069700.1, Prupe.4G069800.1, Prupe.4G069300.1, Prupe.4G069500.1, Prupe.4G069600.1, Prupe.4G069400.1
OG0007376	CA02g11820, CA06g09110, CA12g14890, CA06g24360, CA04g05760	Prupe.3G024500.1
OG0007382	CA06g05170	Prupe.6G063800.1, Prupe.6G064100.1, Prupe.6G063700.1, Prupe.6G064300.1, Prupe.6G064400.1, Prupe.1G077500.1, Prupe.6G063900.1, Prupe.6G064000.1
OG0007386	CA00g67440, CA00g99020, CA07g12640, CA07g12630, CA00g67450, CA07g12620	Prupe.4G009300.1, Prupe.3G175500.1
OG0007387	CA09g12430	Prupe.3G181700.1, Prupe.8G042800.1
OG0007391	CA00g60620	Prupe.1G562400.1
OG0007415	CA06g28430	Prupe.8G201900.1
OG0007416	CA09g05650	Prupe.6G262800.1
OG0007417	CA00g67500	Prupe.2G140500.1
OG0007418	CA03g23690	Prupe.7G093800.1
OG0007419	CA00g32320	Prupe.2G061100.1
OG0007421	CA02g17560	Prupe.4G030200.1, Prupe.4G011500.1, Prupe.4G012200.1
OG0007423	CA08g07500	Prupe.2G174400.1
OG0007426	CA09g11250, CA06g02300	Prupe.8G203100.1
OG0007428	CA06g13990	Prupe.8G057200.1
OG0007430	CA11g10250	Prupe.4G244500.1
OG0007432	CA01g10850	Prupe.2G122500.1
OG0007433	CA03g04840	Prupe.1G042500.1
OG0007436	CA01g23730, CA00g49390	Prupe.2G186600.1
OG0007437	CA04g21640, CA00g16590	Prupe.6G270400.1
OG0007439	CA12g06660	Prupe.8G086500.1, Prupe.4G230100.1
OG0007440	CA07g07810	Prupe.7G200900.1
OG0007441	CA08g14890	Prupe.1G585000.1
OG0007442	CA10g11910	Prupe.6G244800.1
OG0007443	CA05g06420	Prupe.8G225400.1
OG0007445	CA01g11230	Prupe.2G146800.1
OG0007446	CA08g08730	Prupe.2G195400.1
OG0007447	CA09g01460, CA10g16350	Prupe.7G117000.1
OG0007448	CA04g04520	Prupe.7G185600.1
OG0007449	CA05g00470	Prupe.7G050100.1, Prupe.1G032300.1
OG0007451	CA09g12310	Prupe.6G058700.1, Prupe.6G275300.1
OG0007452	CA06g04300, CA09g08380	Prupe.6G289900.1
OG0007453	CA05g00350	Prupe.7G053300.1
OG0007454	CA06g27560, CA03g09000	Prupe.8G252400.1
OG0007455	CA00g77530	Prupe.7G052700.1
OG0007456	CA09g10830	Prupe.5G011000.1
OG0007457	CA01g00140	Prupe.5G132800.1, Prupe.2G197400.1
OG0007459	CA09g02030	Prupe.7G129700.1
OG0007460	CA00g85460	Prupe.8G221400.1
OG0007461	CA10g05460	Prupe.2G196000.1
OG0007462	CA08g07430	Prupe.2G173500.1
OG0007464	CA01g11740	Prupe.6G153500.1
OG0007465	CA08g06620	Prupe.2G160000.1
OG0007467	CA00g67530	Prupe.2G140000.1
OG0007468	CA09g08990	Prupe.6G272900.1
OG0007469	CA00g32360	Prupe.2G136400.1
OG0007470	CA11g03630	Prupe.1G282000.1
OG0007471	CA08g07840	Prupe.2G179100.1
OG0007473	CA01g08440	Prupe.8G233400.1
OG0007475	CA04g15300	Prupe.6G007100.1
OG0007476	CA00g07120, CA10g16990	Prupe.7G097900.1
OG0007477	CA05g16700	Prupe.1G105700.1
OG0007478	CA08g18910	Prupe.8G161300.1
OG0007479	CA03g35020	Prupe.3G061200.1
OG0007480	CA09g01330	Prupe.7G115400.1
OG0007481	CA03g20210	Prupe.2G314700.1
OG0007482	CA09g03300	Prupe.6G241700.1
OG0007483	CA10g11970, CA01g04410, CA01g04400, CA00g85020	Prupe.7G122400.1
OG0007484	CA09g01450	Prupe.7G117200.1
OG0007485	CA11g05190	Prupe.8G190300.1
OG0007486	CA12g03930	Prupe.2G329900.1
OG0007487	CA09g01370, CA09g01090	Prupe.7G115300.1
OG0007488	CA07g18540	Prupe.4G197600.1, Prupe.6G252100.1
OG0007489	CA02g17000	Prupe.4G034500.1
OG0007491	CA00g64480	Prupe.2G193600.1
OG0007493	CA10g14780, CA10g14960	Prupe.6G242700.1
OG0007494	CA10g10970	Prupe.6G269800.1
OG0007495	CA03g09130	Prupe.8G251700.1
OG0007496	CA10g04730	Prupe.6G282400.1
OG0007497	CA00g64190, CA03g10070, CA06g27670	Prupe.8G235700.1
OG0007498	CA00g71570	Prupe.2G164800.1, Prupe.2G164500.1, Prupe.2G165000.1
OG0007499	CA10g16040	Prupe.7G120300.1
OG0007500	CA10g12370, CA00g11160	Prupe.2G211700.1, Prupe.6G235100.1
OG0007501	CA01g27410	Prupe.1G286800.1
OG0007504	CA09g06750	Prupe.8G209700.1
OG0007505	CA10g17580	Prupe.7G092600.1
OG0007506	CA01g05960	Prupe.2G124200.1
OG0007507	CA00g84940	Prupe.6G218100.1
OG0007508	CA05g00100, CA10g20180, CA09g10210	Prupe.7G047000.1
OG0007509	CA03g10760	Prupe.8G225900.1
OG0007510	CA10g20160	Prupe.7G046500.1, Prupe.7G046600.1, Prupe.7G046300.1
OG0007511	CA08g15200	Prupe.1G580800.1
OG0007512	CA09g09770	Prupe.8G244100.1
OG0007513	CA01g17970	Prupe.6G002000.1
OG0007514	CA10g06620	Prupe.6G062500.1
OG0007515	CA04g18720	Prupe.1G435400.1
OG0007516	CA06g28460, CA03g07100	Prupe.8G201300.1
OG0007517	CA09g00170	Prupe.8G264400.1
OG0007518	CA08g18330	Prupe.2G139100.1, Prupe.5G032600.1, Prupe.5G096900.1, Prupe.5G100500.1
OG0007521	CA03g12170, CA10g20880	Prupe.7G074200.1, Prupe.6G256300.1
OG0007522	CA03g37170	Prupe.3G031700.1
OG0007523	CA09g06790, CA06g01960	Prupe.8G209100.1
OG0007525	CA11g09470	Prupe.1G229200.1
OG0007526	CA08g10020	Prupe.8G229600.1, Prupe.8G128800.1, Prupe.6G346700.1
OG0007527	CA00g62110	Prupe.6G306900.1
OG0007528	CA12g05570	Prupe.1G095000.1
OG0007529	CA04g20390	Prupe.4G121300.1
OG0007530	CA08g07790	Prupe.2G178500.1, Prupe.5G109900.1
OG0007532	CA03g13570	Prupe.6G118500.1
OG0007533	CA12g05390	Prupe.2G095000.1
OG0007533	CA00g40900	Prupe.7G123400.1
OG0007534	CA12g02580	Prupe.6G187100.1
OG0007535	CA07g02750	Prupe.5G134300.1, Prupe.2G198700.1
OG0007536	CA03g08460	Prupe.8G259200.1
OG0007538	CA10g16290, CA09g01430	Prupe.7G118000.1
OG0007539	CA09g11600	Prupe.6G276700.1
OG0007540	CA09g05210	Prupe.6G255400.1
OG0007541	CA01g02460	Prupe.5G102600.1
OG0007541	CA08g07320	Prupe.2G171800.1
OG0007542	CA09g02020	Prupe.7G129600.1
OG0007543	CA02g16760	Prupe.6G138200.1, Prupe.8G053000.1
OG0007544	CA00g18330, CA00g18320	Prupe.6G264200.1
OG0007545	CA01g22260	Prupe.2G030100.1
OG0007546	CA09g00510	Prupe.7G109400.1
OG0007548	CA07g00930	Prupe.1G065400.1, Prupe.1G097000.1, Prupe.1G096800.1, Prupe.1G096900.1
OG0007550	CA08g08310, CA08g08300	Prupe.1G445700.1, Prupe.1G193500.1
OG0007551	CA12g20140	Prupe.1G061100.1
OG0007552	CA03g29160	Prupe.5G212600.1
OG0007553	CA10g11870	Prupe.6G244200.1
OG0007554	CA00g65200	Prupe.8G237600.1, Prupe.1G577100.1
OG0007555	CA03g03150	Prupe.4G241300.1
OG0007557	CA08g07200	Prupe.2G170400.1
OG0007559	CA01g10940	Prupe.2G143700.1
OG0007560	CA11g03170	Prupe.1G290900.1
OG0007561	CA00g36580	Prupe.7G066200.1
OG0007562	CA11g05170	Prupe.1G270800.1
OG0007565	CA09g16620	Prupe.7G212700.1
OG0007566	CA01g31460	Prupe.8G077800.1
OG0007567	CA08g13250	Prupe.6G309600.1
OG0007568	CA10g20710	Prupe.7G071500.1
OG0007571	CA10g05950, CA11g13660, CA10g05960	Prupe.2G200600.1
OG0007572	CA01g19090	Prupe.2G156700.1
OG0007574	CA03g06820	Prupe.1G021100.1
OG0007575	CA12g19820, CA03g04300, CA04g00720	Prupe.1G049100.1
OG0007576	CA04g19800	Prupe.5G012900.1
OG0007578	CA07g15670	Prupe.1G101300.1
OG0007580	CA01g18960	Prupe.2G158000.1, Prupe.2G157700.1
OG0007581	CA03g04780	Prupe.1G045200.1
OG0007584	CA00g74650	Prupe.1G277200.1
OG0007588	CA03g30310	Prupe.3G103600.1
OG0007589	CA00g47540	Prupe.3G081800.1
OG0007590	CA02g00960	Prupe.8G031500.1
OG0007592	CA01g22440	Prupe.3G007200.1
OG0007593	CA04g14060	Prupe.8G039900.1
OG0007595	CA12g20590	Prupe.1G165500.1
OG0007596	CA03g33920	Prupe.5G216800.1
OG0007598	CA00g79920	Prupe.1G321700.1
OG0007599	CA10g17110, CA00g06990	Prupe.3G018300.1, Prupe.3G018400.1
OG0007601	CA04g00280	Prupe.1G024100.1
OG0007602	CA04g10230	Prupe.2G113700.1
OG0007603	CA06g14110	Prupe.8G052300.1
OG0007604	CA05g04070	Prupe.2G220800.1
OG0007606	CA03g32180	Prupe.3G097000.1
OG0007607	CA00g95430	Prupe.4G079900.1
OG0007608	CA03g07450	Prupe.1G014800.1, Prupe.6G337900.1
OG0007609	CA03g26940, CA10g08710	Prupe.2G252400.1
OG0007610	CA01g26720	Prupe.2G101300.1
OG0007612	CA00g82370	Prupe.3G057500.1, Prupe.7G218500.1
OG0007613	CA03g32190	Prupe.3G096600.1
OG0007614	CA01g34670, CA01g00370	Prupe.5G128900.1
OG0007615	CA00g66870	Prupe.6G321600.1
OG0007616	CA00g84840, CA06g16040, CA03g35600	Prupe.3G045700.1
OG0007618	CA03g18180	Prupe.2G295100.1
OG0007619	CA03g32230	Prupe.3G096300.1
OG0007621	CA11g00120	Prupe.1G320000.1
OG0007622	CA01g27560, CA06g00300	Prupe.8G270500.1
OG0007624	CA05g20810, CA05g20820	Prupe.2G298500.1
OG0007625	CA12g21610	Prupe.1G352000.1
OG0007627	CA03g24640	Prupe.5G151100.1
OG0007628	CA11g04880	Prupe.1G334600.1
OG0007629	CA08g17010	Prupe.8G140300.1
OG0007630	CA00g88900, CA06g10340	Prupe.8G223900.1, Prupe.1G039200.1
OG0007632	CA03g13680	Prupe.2G096700.1
OG0007633	CA03g17140	Prupe.2G283600.1
OG0007634	CA02g20910	Prupe.4G105500.1
OG0007635	CA00g51930	Prupe.8G134600.1
OG0007636	CA00g66780	Prupe.3G040200.1
OG0007637	CA08g13240	Prupe.6G309800.1, Prupe.1G111800.1
OG0007638	CA06g12170	Prupe.1G499400.1
OG0007639	CA08g13000, CA01g22320	Prupe.8G000200.1
OG0007641	CA00g87020, CA05g20740	Prupe.2G212900.1
OG0007643	CA01g00270, CA01g34710	Prupe.5G130800.1
OG0007644	CA00g59390	Prupe.1G323200.1
OG0007645	CA03g25290	Prupe.5G160200.1
OG0007647	CA00g67790	Prupe.2G131700.1
OG0007648	CA12g10430	Prupe.3G052400.1
OG0007649	CA12g15230	Prupe.3G043500.1
OG0007650	CA03g17410, CA04g00030	Prupe.1G013200.1
OG0007651	CA01g24540	Prupe.1G154400.1
OG0007652	CA00g80890	Prupe.6G313900.1
OG0007654	CA11g14200, CA10g21230	Prupe.7G079100.1
OG0007655	CA02g15770	Prupe.1G083500.1
OG0007656	CA08g11850	Prupe.6G326000.1
OG0007658	CA03g05570	Prupe.1G037100.1, Prupe.1G185300.1
OG0007660	CA12g06930	Prupe.2G067800.1
OG0007661	CA01g05510, CA01g18190	Prupe.1G218900.1
OG0007662	CA01g27570	Prupe.8G270300.1
OG0007663	CA02g02990	Prupe.1G349900.1
OG0007665	CA10g19130	Prupe.7G085300.1, Prupe.6G006200.1
OG0007666	CA03g35980	Prupe.2G181300.1
OG0007668	CA03g31110	Prupe.3G028700.1
OG0007669	CA00g81890	Prupe.3G037300.1
OG0007671	CA04g13690	Prupe.8G031400.1
OG0007672	CA05g07310, CA00g68530	Prupe.1G571600.1
OG0007673	CA02g07140	Prupe.5G150700.1
OG0007674	CA05g16770, CA03g02660	Prupe.1G050900.1
OG0007675	CA04g11940	Prupe.8G008000.1
OG0007676	CA10g17020, CA09g12510, CA00g41230	Prupe.8G005800.1
OG0007677	CA04g18190	Prupe.1G426900.1, Prupe.8G138200.1
OG0007678	CA00g67040	Prupe.6G319500.1
OG0007680	CA01g16230	Prupe.6G014100.1
OG0007681	CA12g04530	Prupe.2G209500.1
OG0007683	CA03g07640, CA04g00040	Prupe.1G012100.1
OG0007684	CA03g23750	Prupe.5G244800.1
OG0007686	CA01g17110	Prupe.8G000600.1
OG0007687	CA03g05920	Prupe.1G027200.1
OG0007689	CA06g26530	Prupe.8G196500.1
OG0007690	CA12g05520	Prupe.2G096500.1
OG0007691	CA02g10970	Prupe.7G132900.1
OG0007692	CA05g12630, CA11g00040	Prupe.1G321000.1
OG0007693	CA10g08990, CA03g24630	Prupe.1G190000.1, Prupe.4G287600.1, Prupe.2G008500.1
OG0007694	CA08g16530	Prupe.8G151000.1
OG0007695	CA04g10260, CA06g13940	Prupe.1G553100.1
OG0007696	CA00g69340	Prupe.3G093800.1
OG0007699	CA11g01740	Prupe.1G304200.1
OG0007700	CA08g10120	Prupe.6G344900.1
OG0007701	CA03g33790	Prupe.1G306800.1, Prupe.5G218600.1
OG0007704	CA04g14240	Prupe.8G042900.1
OG0007706	CA01g27240	Prupe.2G115700.1
OG0007708	CA07g11110	Prupe.3G205300.1
OG0007709	CA07g16130	Prupe.8G199900.1
OG0007710	CA08g10900	Prupe.6G337600.1
OG0007712	CA00g74970	Prupe.2G271300.1
OG0007713	CA00g71550, CA11g15710	Prupe.2G220700.1
OG0007714	CA02g19960	Prupe.5G009600.1, Prupe.7G183300.1
OG0007715	CA00g51880	Prupe.8G135000.1
OG0007716	CA03g06730	Prupe.1G022600.1
OG0007717	CA05g03520	Prupe.2G222200.1
OG0007718	CA01g28080	Prupe.2G122100.1
OG0007720	CA03g17150, CA03g17170	Prupe.6G163500.1, Prupe.2G293300.1
OG0007721	CA03g14220	Prupe.2G270300.1
OG0007722	CA12g05360	Prupe.2G094700.1
OG0007723	CA01g31270	Prupe.8G074100.1
OG0007724	CA12g06690	Prupe.2G077000.1
OG0007726	CA03g17430	Prupe.1G013400.1
OG0007729	CA11g00110	Prupe.1G320100.1
OG0007730	CA06g00330	Prupe.8G270200.1
OG0007731	CA03g18920	Prupe.2G304500.1
OG0007732	CA04g09590, CA11g02810	Prupe.8G050800.1
OG0007733	CA07g12710	Prupe.2G084200.1
OG0007735	CA07g02540	Prupe.7G252800.1
OG0007736	CA11g07790, CA00g81450	Prupe.1G252600.1
OG0007738	CA03g06750	Prupe.1G022400.1
OG0007739	CA03g34080	Prupe.3G077500.1
OG0007740	CA09g10790	Prupe.1G335400.1
OG0007742	CA12g14340	Prupe.2G217800.1
OG0007743	CA04g07580	Prupe.5G245400.1
OG0007744	CA01g09430	Prupe.4G208700.1, Prupe.4G208800.1
OG0007745	CA01g27420	Prupe.2G119600.1, Prupe.2G119500.1, Prupe.2G119700.1, Prupe.2G120000.1
OG0007746	CA08g19500	Prupe.8G169000.1
OG0007747	CA09g13190, CA07g16700	Prupe.4G156900.1
OG0007748	CA03g35590, CA06g16020	Prupe.7G205800.1, Prupe.3G045400.1
OG0007749	CA04g11150	Prupe.8G052700.1
OG0007750	CA01g22120	Prupe.8G193100.1
OG0007751	CA03g34840	Prupe.1G575000.1
OG0007752	CA06g20430	Prupe.5G150500.1, Prupe.5G043000.1
OG0007753	CA08g01790, CA11g16340	Prupe.8G187100.1
OG0007754	CA00g78470	Prupe.3G052500.1
OG0007755	CA10g13900	Prupe.1G286700.1
OG0007756	CA00g74920	Prupe.2G225600.1
OG0007757	CA12g06070	Prupe.2G084800.1
OG0007758	CA12g07730	Prupe.2G074100.1, Prupe.2G073700.1
OG0007760	CA12g15110, CA03g35290	Prupe.3G038100.1
OG0007761	CA01g05290	Prupe.6G017700.1
OG0007762	CA01g21960	Prupe.3G002400.1
OG0007763	CA03g04590, CA12g19800	Prupe.1G047600.1
OG0007764	CA00g59400	Prupe.1G323100.1
OG0007764	CA05g05840	Prupe.3G152200.1
OG0007766	CA00g50130	Prupe.8G033400.1
OG0007767	CA05g03960, CA05g03970	Prupe.2G214400.1
OG0007768	CA12g11290	Prupe.6G351600.1
OG0007769	CA00g26900, CA00g57040	Prupe.1G324200.1
OG0007771	CA06g08010	Prupe.2G102100.1
OG0007773	CA02g08870, CA02g00840	Prupe.3G279000.1, Prupe.3G279300.1, Prupe.2G019500.1
OG0007774	CA12g19160	Prupe.1G459500.1
OG0007775	CA00g16530	Prupe.1G466100.1
OG0007776	CA02g18620	Prupe.3G213900.1
OG0007777	CA07g17960	Prupe.4G186100.1
OG0007778	CA00g71340	Prupe.3G083000.1
OG0007779	CA09g10960, CA02g08350	Prupe.1G331600.1
OG0007780	CA06g11080, CA01g25430	Prupe.1G140800.1
OG0007782	CA11g03360	Prupe.1G289300.1
OG0007783	CA02g17660, CA07g18620	Prupe.4G200600.1
OG0007784	CA05g17640	Prupe.4G126200.1
OG0007785	CA12g09650	Prupe.4G236100.1
OG0007786	CA12g01710	Prupe.4G124700.1
OG0007787	CA09g02510	Prupe.6G235600.1
OG0007788	CA11g18840	Prupe.6G104400.1
OG0007789	CA12g13340, CA03g31300	Prupe.5G142100.1
OG0007790	CA03g35510	Prupe.3G044100.1
OG0007790	CA12g18620	Prupe.1G406900.1
OG0007791	CA04g20670	Prupe.4G176100.1
OG0007792	CA07g16900	Prupe.4G160200.1
OG0007793	CA07g16580, CA07g16570	Prupe.4G154400.1
OG0007794	CA08g06460	Prupe.1G466900.1
OG0007795	CA02g14060, CA08g16980	Prupe.1G542100.1, Prupe.8G024000.1
OG0007796	CA03g15730	Prupe.2G276400.1
OG0007798	CA01g19940	Prupe.2G010500.1
OG0007799	CA07g16320	Prupe.4G150400.1
OG0007800	CA03g32490	Prupe.3G093200.1
OG0007802	CA01g17360, CA08g03410	Prupe.2G003800.1
OG0007803	CA02g24000	Prupe.3G151300.1
OG0007803	CA00g79970	Prupe.1G322300.1
OG0007804	CA01g20940	Prupe.2G020100.1
OG0007805	CA12g20380	Prupe.5G152900.1
OG0007806	CA03g29440	Prupe.3G063600.1
OG0007809	CA01g32420	Prupe.1G460900.1
OG0007810	CA11g03350	Prupe.1G566200.1
OG0007812	CA03g21990	Prupe.5G147600.1
OG0007813	CA03g24460	Prupe.5G154000.1, Prupe.5G154100.1
OG0007814	CA06g24110, CA02g06520, CA06g23400, CA06g24100	Prupe.1G586900.1
OG0007815	CA07g18960, CA07g21340, CA07g18970	Prupe.4G139600.1
OG0007816	CA10g00720	Prupe.4G126100.1
OG0007817	CA07g14170	Prupe.2G079300.1, Prupe.3G134200.1
OG0007818	CA02g06740	Prupe.3G231000.1
OG0007819	CA02g18710	Prupe.4G015400.1
OG0007819	CA05g10170, CA07g10430	Prupe.3G212300.1
OG0007820	CA00g86920	Prupe.5G078900.1
OG0007822	CA06g18620, CA03g16260	Prupe.8G002700.1
OG0007823	CA12g16530	Prupe.3G138600.1
OG0007824	CA07g18820	Prupe.4G201100.1
OG0007825	CA06g03900, CA11g13340	Prupe.6G085700.1
OG0007826	CA03g34680, CA00g46860	Prupe.3G064400.1
OG0007827	CA08g14910, CA04g11490	Prupe.8G004400.1
OG0007830	CA07g18610	Prupe.4G200300.1
OG0007832	CA05g00590, CA05g04820	Prupe.7G054800.1
OG0007834	CA11g18890, CA06g09090	Prupe.6G103500.1
OG0007836	CA07g18950	Prupe.4G139700.1
OG0007837	CA02g03070	Prupe.4G275800.1
OG0007838	CA01g21340	Prupe.2G024700.1
OG0007839	CA01g32470	Prupe.1G458600.1, Prupe.1G458900.1, Prupe.1G458800.1
OG0007841	CA02g08230	Prupe.4G190300.1, Prupe.7G047800.1
OG0007842	CA12g11870	Prupe.3G059300.1
OG0007845	CA03g36230	Prupe.3G050900.1
OG0007846	CA10g00120, CA07g18850	Prupe.4G201700.1
OG0007847	CA06g21970	Prupe.1G190500.1
OG0007848	CA07g16890, CA02g13370	Prupe.4G160100.1
OG0007849	CA05g18730	Prupe.2G231900.1
OG0007851	CA07g12120	Prupe.3G220400.1, Prupe.3G147600.1
OG0007852	CA10g00860	Prupe.4G140600.1
OG0007853	CA03g09720	Prupe.4G273300.1
OG0007854	CA07g12060	Prupe.3G219200.1
OG0007857	CA08g09450	Prupe.2G042100.1
OG0007858	CA11g18960	Prupe.6G102300.1
OG0007859	CA00g71950	Prupe.8G090900.1
OG0007860	CA08g09830	Prupe.1G560300.1
OG0007861	CA06g13060	Prupe.5G042800.1
OG0007862	CA10g18370, CA06g02990	Prupe.7G010500.1
OG0007864	CA03g21840	Prupe.5G146600.1
OG0007865	CA05g01690	Prupe.1G480300.1
OG0007866	CA07g17620	Prupe.4G180000.1
OG0007868	CA06g22350, CA01g13370	Prupe.6G153800.1
OG0007869	CA12g00110	Prupe.3G007600.1
OG0007870	CA01g18700	Prupe.2G007800.1
OG0007871	CA11g09500	Prupe.1G484800.1
OG0007875	CA10g00850	Prupe.4G139800.1
OG0007876	CA06g17210	Prupe.3G087600.1
OG0007877	CA07g18100, CA07g18120	Prupe.4G188600.1
OG0007878	CA11g16550	Prupe.6G137300.1
OG0007879	CA02g31290	Prupe.2G125900.1
OG0007880	CA06g03600, CA00g44010	Prupe.3G115500.1
OG0007881	CA06g03320	Prupe.1G200400.1
OG0007882	CA01g06780	Prupe.3G071400.1
OG0007883	CA00g31400	Prupe.1G454700.1
OG0007884	CA07g17860	Prupe.4G185100.1
OG0007885	CA12g15940, CA04g16900	Prupe.1G418400.1
OG0007887	CA11g18510	Prupe.6G115300.1
OG0007888	CA03g34860	Prupe.3G067900.1
OG0007889	CA06g16410, CA00g78440	Prupe.3G053300.1
OG0007890	CA00g71770	Prupe.3G128600.1
OG0007891	CA03g31660, CA06g17070	Prupe.3G081700.1
OG0007892	CA07g14030	Prupe.3G232200.1
OG0007893	CA00g62950	Prupe.1G464700.1, Prupe.3G140100.1
OG0007894	CA06g24790	Prupe.6G070900.1
OG0007896	CA03g12470	Prupe.2G274000.1
OG0007897	CA11g09930	Prupe.6G022100.1
OG0007898	CA08g06450	Prupe.7G018800.1
OG0007899	CA04g12980	Prupe.3G232100.1
OG0007900	CA08g09440	Prupe.2G041900.1
OG0007901	CA08g02250	Prupe.1G443200.1
OG0007902	CA07g16510	Prupe.4G153300.1
OG0007903	CA03g34830	Prupe.7G233000.1, Prupe.3G068100.1
OG0007904	CA02g18350	Prupe.4G019500.1
OG0007905	CA11g17800	Prupe.6G117000.1
OG0007906	CA03g36250	Prupe.3G050600.1
OG0007908	CA05g20780	Prupe.1G229300.1
OG0007909	CA06g23080	Prupe.6G126500.1
OG0007910	CA00g71980	Prupe.8G090100.1
OG0007911	CA08g16570	Prupe.6G071200.1
OG0007912	CA01g23140, CA07g17640	Prupe.4G180200.1
OG0007913	CA03g30810	Prupe.5G140400.1
OG0007914	CA01g29920, CA00g89670	Prupe.7G109800.1
OG0007915	CA00g85010	Prupe.3G081400.1
OG0007916	CA05g11300	Prupe.7G234000.1
OG0007920	CA11g10220	Prupe.1G244500.1
OG0007921	CA10g07970	Prupe.8G061700.1
OG0007922	CA01g31630	Prupe.8G073300.1, Prupe.6G205000.1, Prupe.8G073100.1
OG0007923	CA04g11480	Prupe.1G555300.1
OG0007924	CA08g02780	Prupe.4G086500.1
OG0007925	CA08g04110	Prupe.2G107400.1
OG0007926	CA02g10890	Prupe.1G427800.1, Prupe.1G427400.1, Prupe.1G427700.1
OG0007927	CA10g12220	Prupe.6G114500.1, Prupe.7G123100.1
OG0007928	CA00g77760	Prupe.1G527700.1
OG0007929	CA08g01000, CA05g06640	Prupe.1G342700.1
OG0007930	CA01g09810	Prupe.6G184700.1
OG0007931	CA04g00750, CA02g12270	Prupe.4G074600.1
OG0007932	CA00g80190	Prupe.1G566100.1
OG0007934	CA12g04040	Prupe.2G203600.1
OG0007935	CA09g12940	Prupe.4G171000.1
OG0007936	CA05g09170, CA09g16010	Prupe.7G223700.1
OG0007937	CA08g18900, CA10g09380	Prupe.8G161200.1
OG0007938	CA11g04870	Prupe.1G273600.1
OG0007939	CA11g19080	Prupe.6G100600.1
OG0007940	CA03g24670	Prupe.5G157200.1
OG0007941	CA07g21290, CA10g00830	Prupe.4G138000.1
OG0007942	CA05g03210	Prupe.6G177400.1
OG0007943	CA11g13140	Prupe.6G079900.1
OG0007944	CA11g08150, CA03g26970	Prupe.1G251800.1
OG0007945	CA11g17590	Prupe.6G120800.1
OG0007946	CA08g01010	Prupe.1G342800.1
OG0007947	CA00g84020, CA12g14620	Prupe.5G121200.1
OG0007948	CA07g06850, CA09g06320	Prupe.7G199800.1
OG0007949	CA12g09750	Prupe.6G181800.1
OG0007950	CA11g12150	Prupe.4G251400.1
OG0007951	CA12g17440	Prupe.1G196500.1
OG0007952	CA05g13790	Prupe.6G179300.1
OG0007953	CA10g03200, CA00g58470	Prupe.3G132400.1
OG0007954	CA03g29920	Prupe.5G196200.1
OG0007955	CA07g21490	Prupe.3G015400.1
OG0007957	CA07g06410	Prupe.7G227300.1
OG0007958	CA11g03890	Prupe.2G239100.1, Prupe.2G239200.1
OG0007959	CA07g12720	Prupe.3G227100.1
OG0007960	CA03g06390, CA12g10880	Prupe.6G336300.1
