Orthogroup	Solanum_lycopersicum	Capsicum_anuum
OG0006513	Solyc02T002857.1	CA02g30080
OG0006514	Solyc03T001279.1	CA05g15780, CA00g01050
OG0006515	Solyc04T001643.1, Solyc04T000483.1	CA05g02580
OG0006516	Solyc01T003373.1	CA08g12860
OG0006517	Solyc01T002227.1	CA01g24950
OG0006518	Solyc01T003039.1	CA08g09790
OG0006520	Solyc11T002299.1	CA06g23760, CA11g19010
OG0006521	Solyc05T002421.1, Solyc04T000445.1	CA05g03160
OG0006522	Solyc05T001571.1	CA06g18340
OG0006523	Solyc05T000146.1, Solyc04T000012.1	CA05g08380, CA11g06400
OG0006524	Solyc12T000497.1, Solyc07T002215.1	CA00g44100
OG0006525	Solyc11T002345.1	CA11g18730
OG0006526	Solyc02T001576.2	CA02g15650
OG0006527	Solyc12T000268.1	CA09g16800, CA00g88330
OG0006528	Solyc08T000656.1	CA08g05520
OG0006529	Solyc03T002202.1	CA03g21870
OG0006530	Solyc11T002277.1	CA11g19230
OG0006530	Solyc06T002210.1	CA06g22130, CA06g22120
OG0006531	Solyc08T002451.1	CA01g01400
OG0006532	Solyc11T000427.1	CA12g03130
OG0006532	Solyc04T000504.2	CA05g02130
OG0006533	Solyc09T001318.1	CA09g09690
OG0006533	Solyc05T002175.1	CA05g11220
OG0006534	Solyc11T002168.1	CA11g17390, CA12g03770
OG0006535	Solyc05T000003.1	CA11g11520
OG0006536	Solyc09T000313.1	CA09g01340
OG0006536	Solyc03T000268.1	CA03g25800, CA00g93240
OG0006537	Solyc08T000517.2	CA08g03570
OG0006538	Solyc09T000347.1	CA10g16470, CA09g00940
OG0006539	Solyc11T000361.3	CA12g04050
OG0006539	Solyc12T002622.1	CA12g19640
OG0006540	Solyc12T000322.5	CA04g03630
OG0006542	Solyc02T001920.1	CA02g20010
OG0006542	Solyc02T000639.1	CA02g02120, CA02g02110
OG0006543	Solyc01T004105.1	CA03g28240, CA08g18140
OG0006544	Solyc07T001939.1	CA00g57030
OG0006547	Solyc05T000891.1	CA11g11190
OG0006548	Solyc05T000940.1	CA12g18820, CA11g13840
OG0006549	Solyc12T000661.1	CA09g12840
OG0006549	Solyc07T002453.1	CA07g17300
OG0006550	Solyc03T002495.1	CA00g00440
OG0006550	Solyc06T002015.1	CA06g19960
OG0006551	Solyc11T002340.1	CA11g19690
OG0006551	Solyc06T002355.1	CA00g90610
OG0006552	Solyc07T002234.1	CA07g14560
OG0006552	Solyc02T001377.1	CA02g13500
OG0006553	Solyc02T001842.1	CA02g19340
OG0006554	Solyc12T000252.1	CA00g96750, CA00g76600, CA00g76590
OG0006555	Solyc08T001437.1	CA00g01070
OG0006556	Solyc12T000355.1	CA09g17380, CA06g05870
OG0006557	Solyc11T000519.1	CA12g02250
OG0006558	Solyc10T000353.1	CA10g03290
OG0006558	Solyc07T002133.1	CA07g13650
OG0006560	Solyc06T001536.1	CA06g15210
OG0006561	Solyc03T002150.1	CA03g21570
OG0006562	PRAM_272.1.p1	CA01g12140, CA01g32100
OG0006563	Solyc08T002392.1	CA01g02240
OG0006564	Solyc01T000325.1	CA01g13310, CA01g13330
OG0006565	Solyc12T000475.1	CA09g13780
OG0006566	Solyc01T003122.1	CA08g10540
OG0006567	Solyc11T001955.1	CA11g11970
OG0006569	Solyc05T000863.1	CA04g19360
OG0006571	Solyc09T000384.1	CA09g00570, CA09g00560
OG0006572	Solyc01T003765.1	CA08g16020
OG0006574	Solyc03T001973.1	CA03g14650
OG0006575	Solyc01T003676.1	CA00g60440
OG0006576	Solyc11T001558.1, Solyc01T003805.1	CA01g31660, CA00g41490
OG0006577	Solyc07T001768.1	CA00g84700
OG0006579	Solyc06T001027.1	CA06g07840
OG0006580	Solyc01T003489.1	CA08g13710
OG0006581	Solyc04T000153.2, Solyc05T001010.4	CA05g10270
OG0006582	Solyc01T003611.1	CA08g14550, CA08g14570
OG0006583	Solyc01T004212.1, Solyc01T000185.1	CA01g19740
OG0006584	Solyc02T002507.1	CA02g26550
OG0006585	Solyc03T001998.1, Solyc06T000818.1	CA06g09650
OG0006586	Solyc04T001670.1	CA06g03710
OG0006587	Solyc06T001026.1	CA06g07070
OG0006588	Solyc10T001327.1	CA05g07600
OG0006589	PRAM_26312.1.p1	CA02g27690
OG0006590	Solyc08T002519.1	CA11g16020
OG0006591	Solyc08T001918.1, Solyc06T001666.1	CA06g13560
OG0006592	Solyc02T000254.1, Solyc08T000901.2	CA08g02770
OG0006594	Solyc01T004057.1	CA00g41210
OG0006594	Solyc10T001642.1	CA02g10210, CA10g07200
OG0006595	Solyc04T001207.1	CA11g08380
OG0006596	Solyc11T002398.1	CA11g20300
OG0006597	Solyc04T001857.1, Solyc03T001583.1	CA03g13060
OG0006598	Solyc02T001549.1	CA10g04090, CA02g14960
OG0006599	Solyc02T000164.1	CA02g03750
OG0006600	Solyc02T000702.1	CA02g06210
OG0006602	Solyc12T002394.1, Solyc02T002550.1	CA02g26000
OG0006603	Solyc02T001052.1	CA02g09110
OG0006603	Solyc02T002898.1	CA02g30520
OG0006604	Solyc02T001410.1	CA02g13810
OG0006605	Solyc06T002675.1	CA08g15110
OG0006606	Solyc06T000866.1	CA00g10900, CA05g15860
OG0006607	Solyc02T000267.1, Solyc03T000085.3	CA04g00860
OG0006609	Solyc06T002686.1	CA06g28200
OG0006610	Solyc03T003204.2	CA03g33190
OG0006610	Solyc06T001826.2	CA06g17750
OG0006613	Solyc02T002459.1	CA02g27160
OG0006614	Solyc12T001644.1	CA00g62980
OG0006614	Solyc03T002711.5	CA00g96240, CA03g29240
OG0006615	Solyc02T002878.1	CA02g30330
OG0006616	Solyc06T002770.1	CA06g27510
OG0006617	Solyc08T001433.1	CA03g23280
OG0006618	Solyc02T001581.1, Solyc03T000152.1	CA02g15740
OG0006619	Solyc01T003608.1	CA08g14520
OG0006619	Solyc10T000819.1	CA00g66010
OG0006620	Solyc01T000261.1	CA08g00550
OG0006621	Solyc08T000470.1, Solyc12T000897.1	CA12g07800
OG0006622	Solyc12T002524.1	CA04g23530, CA12g18280
OG0006623	Solyc12T002598.1	CA12g19330
OG0006624	Solyc04T001639.1	CA00g79690
OG0006624	Solyc04T002147.1	CA04g13820
OG0006625	Solyc11T000041.1	CA00g01580, CA00g01590
OG0006626	Solyc03T002286.2	CA00g87100
OG0006628	Solyc07T002489.1	CA07g17630
OG0006629	Solyc04T003016.1	CA04g23380
OG0006631	Solyc02T001758.1	CA02g18630
OG0006632	Solyc03T002551.1	CA03g26960
OG0006633	Solyc08T000900.1	CA08g02760
OG0006634	Solyc03T001624.1	CA03g20920
OG0006635	Solyc03T002029.1	CA03g04980
OG0006636	Solyc01T000307.1	CA01g11880
OG0006636	Solyc11T001938.2	CA11g10740
OG0006637	Solyc05T000464.1	CA01g33050, CA12g20130, CA11g01310
OG0006638	Solyc05T000449.1	CA11g00900
OG0006639	Solyc10T002469.1	CA10g18940
OG0006641	Solyc01T001366.1, Solyc10T002546.1	CA10g18180
OG0006642	Solyc02T002466.1	CA02g27070
OG0006643	Solyc09T001956.1	CA09g12020
OG0006644	Solyc06T002563.1	CA06g25710
OG0006645	Solyc08T001658.1	CA01g10210
OG0006646	Solyc02T001824.1	CA02g19150
OG0006648	Solyc01T003020.1	CA08g09460
OG0006649	Solyc03T001205.1	CA04g10770
OG0006650	Solyc11T001707.1, Solyc11T001709.1	CA05g04590, CA00g49440
OG0006651	Solyc02T001600.1	CA00g80430
OG0006651	Solyc10T000432.1	CA10g05640
OG0006652	Solyc06T000265.1	CA05g15130, CA00g93250, CA10g18770
OG0006652	Solyc09T002185.1	CA03g09080
OG0006653	Solyc03T000485.1	CA04g03980
OG0006653	Solyc02T001715.1	CA08g17340, CA02g18050
OG0006654	Solyc08T000156.1	CA01g28490
OG0006656	Solyc05T000831.1	CA11g11600
OG0006658	Solyc08T001563.1	CA08g06430
OG0006659	Solyc02T001851.1	CA02g19420
OG0006660	Solyc09T001236.1	CA09g10010
OG0006660	Solyc06T001004.1	CA06g07020
OG0006661	Solyc03T002289.1	CA03g23310, CA03g01210
OG0006665	Solyc05T000547.1	CA11g02310
OG0006665	Solyc03T002568.1	CA03g29040
OG0006667	Solyc12T000248.2	CA00g76640
OG0006668	Solyc02T000856.1	CA02g24940, CA02g07690
OG0006669	Solyc02T002762.2	CA02g25230
OG0006670	Solyc05T000193.1	CA11g05660
OG0006671	Solyc02T002840.1, Solyc03T000798.1	CA00g89910, CA02g14500, CA04g06480
OG0006672	Solyc05T000595.1	CA07g08470
OG0006673	Solyc08T002303.1	CA01g03210, CA01g03220
OG0006674	Solyc06T001848.1	CA06g17950
OG0006677	Solyc02T002230.1	CA02g30010
OG0006678	Solyc02T000648.1	CA02g19850, CA02g02160
OG0006679	Solyc05T002249.1	CA05g13130
OG0006681	Solyc03T000593.1, Solyc02T002070.1	CA02g21800
OG0006682	Solyc05T000635.2	CA11g03120, CA11g03110, CA11g03100
OG0006683	Solyc08T002397.4	CA01g02200
OG0006683	Solyc12T002206.1	CA01g02190
OG0006684	Solyc03T003194.1	CA03g33040
OG0006685	Solyc08T002269.1	CA01g03640
OG0006688	Solyc01T000123.1	CA00g15280
OG0006689	Solyc05T000619.1, Solyc04T000029.1	CA10g11790
OG0006690	Solyc05T000057.1	CA11g08340, CA11g08330
OG0006691	Solyc06T001374.1	CA06g13110
OG0006691	Solyc08T001993.1	CA00g77790
OG0006692	Solyc05T000189.2	CA11g05720
OG0006693	Solyc12T000392.1	CA07g01520, CA09g18010
OG0006694	Solyc12T000265.2	CA00g79040, CA09g16290, CA07g21650
OG0006695	Solyc02T002847.1	CA02g14420
OG0006696	Solyc08T002432.1	CA01g01750
OG0006697	Solyc03T000526.1	CA04g05180
OG0006697	Solyc02T001930.2	CA02g19950
OG0006698	Solyc03T002506.1	CA00g00330
OG0006698	Solyc02T002236.1	CA02g29900
OG0006699	Solyc08T001774.1	CA01g29360
OG0006701	Solyc02T002794.1	CA02g24990
OG0006702	Solyc05T002047.1	CA05g10950
OG0006703	Solyc08T002287.2	CA01g03440
OG0006704	Solyc03T000726.1	CA04g08120
OG0006704	Solyc02T002697.5	CA02g24480
OG0006707	Solyc07T002777.1	CA07g20940
OG0006708	Solyc08T002421.1	CA01g01600
OG0006709	Solyc03T000727.1, Solyc02T002706.1	CA02g24570
OG0006710	Solyc02T001888.1	CA02g19810
OG0006710	Solyc03T000512.1	CA02g02480, CA02g05820, CA04g04280
OG0006711	Solyc02T002757.1	CA02g25280
OG0006713	Solyc01T003380.1	CA08g12980
OG0006714	Solyc12T000201.1	CA09g15740
OG0006715	Solyc08T002225.1	CA01g04220
OG0006715	Solyc03T000222.1	CA03g16920
OG0006716	Solyc06T002131.1, Solyc03T002140.3	CA03g20650
OG0006717	Solyc02T002780.1	CA02g25070
OG0006718	Solyc08T001798.1, Solyc08T001797.1	CA01g09130
OG0006719	Solyc06T001819.1	CA06g17640
OG0006719	Solyc03T003143.1	CA03g31060
OG0006720	Solyc08T001867.1	CA00g65160
OG0006720	Solyc08T000051.3	CA00g45260
OG0006721	Solyc12T001365.1, Solyc02T002235.1	CA02g29910, CA02g29920
OG0006722	Solyc12T002415.1	CA12g16670
OG0006722	Solyc04T002648.1	CA04g18480
OG0006723	Solyc01T000439.1	CA01g17540
OG0006723	Solyc04T000025.1, Solyc05T000596.1	CA07g08480
OG0006724	Solyc04T002148.1, Solyc03T000612.1	CA00g91170
OG0006726	Solyc12T002366.1	CA07g08080
OG0006726	Solyc04T002488.2	CA04g17220
OG0006727	Solyc08T002111.1	CA01g05820, CA01g05810
OG0006728	Solyc04T002017.1	CA04g12840, CA04g12850
OG0006729	Solyc08T001847.1	CA01g08610
OG0006731	Solyc08T000044.1	CA01g30140
OG0006731	Solyc12T002551.2	CA12g18680
OG0006732	Solyc05T001232.1	CA06g18720
OG0006733	PRAM_25757.1.p1	CA02g01530
OG0006733	Solyc02T001141.1	CA00g50500
OG0006734	Solyc12T002728.1	CA12g21050
OG0006735	Solyc08T002021.1	CA01g06860
OG0006735	Solyc08T000211.1	CA01g33640
OG0006736	Solyc06T000615.1	CA04g11080, CA12g04800
OG0006737	Solyc07T001578.2	CA07g06790
OG0006738	Solyc10T000075.2, Solyc07T002771.1	CA07g20890
OG0006739	Solyc02T000775.1	CA02g05360
OG0006739	Solyc02T002165.1	CA02g22920
OG0006740	Solyc03T000424.2	CA03g16140, CA03g16390
OG0006741	Solyc11T001644.1, Solyc01T003533.1	CA08g15010
OG0006742	Solyc03T000342.3	CA03g18370
OG0006742	Solyc06T000697.1	CA06g07460
OG0006743	Solyc01T004027.1	CA02g25740
OG0006743	Solyc04T002798.1	CA08g17640
OG0006744	Solyc08T000278.9, Solyc08T000275.1	CA09g09090, CA01g33410
OG0006746	Solyc07T001789.1	CA04g03410
OG0006748	Solyc04T000979.1, Solyc05T000072.2	CA11g07400
OG0006749	Solyc10T000158.1	CA10g00210
OG0006750	Solyc02T002890.1, Solyc02T001048.1	CA02g30440
OG0006751	Solyc03T000737.1, Solyc02T002718.1	CA02g24690
OG0006752	Solyc04T001911.1, Solyc01T004350.1	CA06g04980
OG0006754	Solyc08T001775.1	CA01g31740, CA01g29370
OG0006755	Solyc02T000723.1, Solyc03T000595.1, Solyc02T002075.1	CA02g21840
OG0006756	Solyc02T002150.1	CA02g22740, CA06g04420
OG0006756	Solyc02T000758.1	CA02g05250
OG0006757	Solyc02T001162.1	CA02g00950, CA00g34780
OG0006758	Solyc12T001301.1, PRAM_26280.1.p1	CA02g29700
OG0006759	Solyc02T000834.1	CA02g02550
OG0006759	Solyc02T002690.2	CA02g24380
OG0006760	Solyc03T003256.1	CA03g33730
OG0006761	Solyc04T002689.1	CA04g19020
OG0006762	Solyc05T000283.1	CA11g04270
OG0006763	Solyc02T002767.1	CA02g25170
OG0006763	Solyc03T000756.1	CA04g07730
OG0006764	Solyc05T000243.2	CA11g04770
OG0006765	Solyc08T001767.1	CA01g29290
OG0006766	Solyc08T001851.1	CA07g04280, CA09g01860
OG0006767	Solyc02T001978.1	CA02g20680
OG0006768	Solyc01T000453.1	CA10g13880, CA05g08260, CA01g17720
OG0006769	Solyc07T001071.1	CA12g15620
OG0006770	Solyc04T002928.1	CA04g22000
OG0006771	Solyc02T001933.1, Solyc02T000642.1	CA02g02220
OG0006772	Solyc03T000304.1	CA03g25670
OG0006772	Solyc03T000302.1	CA03g25700
OG0006773	Solyc06T002097.1	CA06g20950
OG0006774	Solyc08T001917.1	CA01g07870
OG0006775	Solyc07T000190.1	CA07g00480
OG0006776	Solyc12T002281.1	CA00g93110, CA12g14280
OG0006777	Solyc02T001968.1	CA02g20560
OG0006778	Solyc08T001273.1	CA08g03860
OG0006779	Solyc04T001945.2	CA06g11730, CA00g18900, CA07g14970
OG0006780	Solyc08T002096.1	CA00g85550
OG0006780	Solyc06T001345.1	CA06g12610
OG0006781	Solyc08T001358.1, Solyc12T002539.1	CA12g18500
OG0006782	Solyc04T002949.1	CA04g22310
OG0006782	Solyc12T002482.1	CA12g17790
OG0006783	Solyc03T000243.1	CA03g19200
OG0006784	Solyc03T001763.1	CA03g19650
OG0006785	Solyc11T000442.1	CA12g02990
OG0006786	Solyc04T002736.1	CA04g19770
OG0006786	Solyc11T002341.1	CA11g19700
OG0006787	Solyc04T000630.1	CA05g01020
OG0006787	Solyc11T000693.1	CA04g10470
OG0006788	Solyc04T002828.1	CA04g20980
OG0006789	Solyc03T001685.1	CA03g20410
OG0006789	Solyc06T001073.1	CA06g08510
OG0006790	Solyc04T002859.1	CA02g21940, CA04g21210
OG0006791	Solyc02T002026.1	CA02g21640
OG0006791	Solyc04T002891.1	CA04g21610
OG0006792	Solyc04T002492.1	CA04g17230
OG0006793	Solyc08T001299.1	CA08g05000
OG0006794	Solyc06T001234.1	CA06g10750
OG0006794	Solyc03T000548.1, Solyc04T002034.1, Solyc07T001759.1, Solyc03T000547.1	CA04g12530
OG0006795	Solyc12T000876.1	CA12g19390
OG0006796	Solyc04T002354.1	CA00g36590
OG0006797	Solyc06T001288.1	CA06g11380
OG0006798	Solyc11T000388.2	CA12g03660
OG0006799	Solyc04T002363.1	CA04g15680
OG0006800	Solyc03T001747.1	CA03g19860
OG0006801	Solyc09T002022.1	CA00g43100
OG0006802	Solyc04T002592.1	CA04g18050
OG0006803	Solyc03T002847.2	CA03g29780
OG0006804	Solyc10T001966.1, Solyc01T004353.1, Solyc05T000369.1	CA11g00240
OG0006805	Solyc12T002466.1	CA12g17680
OG0006806	Solyc04T002327.1	CA04g15520
OG0006808	Solyc04T003014.1	CA04g23350
OG0006808	Solyc12T002514.1	CA12g18250
OG0006809	Solyc11T000697.1	CA04g08310, CA08g10990
OG0006810	Solyc08T000939.1	CA08g03740
OG0006810	Solyc04T002961.1	CA04g22450, CA01g14230
OG0006811	Solyc04T002574.1	CA04g17740
OG0006812	Solyc01T000080.1, Solyc01T000089.1	CA01g11790
OG0006813	Solyc01T004180.1	CA00g71960
OG0006814	Solyc11T000749.3	CA04g09390
OG0006814	Solyc08T001672.1	CA12g19200, CA00g88000
OG0006815	Solyc03T001729.1	CA03g19970
OG0006816	Solyc05T002527.1	CA05g17860
OG0006817	Solyc02T002701.1	CA02g24520
OG0006818	Solyc04T002495.2	CA04g17240
OG0006820	Solyc04T002419.1	CA04g16100
OG0006820	Solyc12T002350.1	CA12g15570
OG0006821	Solyc11T000710.1	CA04g08690, CA04g08680
OG0006822	Solyc07T001855.2	CA07g11340
OG0006823	Solyc07T000645.1	CA07g07760, CA07g07770
OG0006824	Solyc07T002742.1	CA07g20580
OG0006825	Solyc08T000274.1	CA01g33400
OG0006827	Solyc07T000319.1, Solyc07T000318.1	CA07g04000
OG0006828	Solyc08T002457.1, Solyc04T000251.1	CA05g06680
OG0006830	Solyc05T000853.1	CA11g08660
OG0006830	Solyc03T002444.1	CA03g25360
OG0006831	Solyc04T002018.1	CA04g12830
OG0006832	Solyc09T000332.1	CA09g01180
OG0006833	PRAM_141872.1.p1	CA12g20890
OG0006834	Solyc06T001959.1	CA06g19450
OG0006834	Solyc03T002619.1	CA03g27490
OG0006835	Solyc12T000401.1	CA09g18270
OG0006835	Solyc08T000172.1	CA01g32030
OG0006836	Solyc03T002710.1	CA03g29260
OG0006837	Solyc05T000537.1, Solyc07T000940.1	CA11g02010
OG0006838	Solyc07T000702.1	CA07g06430
OG0006839	Solyc06T002608.1	CA06g26110
OG0006840	Solyc07T000135.2	CA07g01190
OG0006841	Solyc02T002010.2	CA02g21390
OG0006842	Solyc12T002760.1	CA12g21360
OG0006843	Solyc08T000213.1, Solyc08T002036.1	CA01g07040
OG0006844	Solyc06T001937.1	CA06g19150
OG0006844	Solyc03T002570.1	CA00g80730
OG0006845	Solyc02T000719.1	CA02g05870
OG0006846	Solyc03T002526.1	CA03g26600
OG0006847	Solyc01T003154.1	CA08g10950
OG0006848	Solyc05T002459.1	CA05g16180
OG0006849	Solyc02T002854.1	CA03g16660, CA02g30060
OG0006850	Solyc06T002514.1	CA06g25160
OG0006851	Solyc07T001489.2	CA07g06370
OG0006852	Solyc02T002906.1	CA02g30590
OG0006852	Solyc12T001930.1, Solyc06T001719.1	CA06g16960
OG0006853	Solyc08T002063.1	CA01g06460
OG0006855	Solyc06T001608.1	CA06g14600
OG0006855	Solyc07T000212.1	CA07g02700
OG0006855	Solyc12T000444.1	CA09g18500
OG0006856	Solyc07T000182.1	CA07g00390
OG0006857	Solyc02T001088.1	CA01g17810, CA02g09670
OG0006858	Solyc04T002916.1	CA04g21930
OG0006859	Solyc01T002153.1	CA01g24020
OG0006860	Solyc07T000198.1	CA00g69640
OG0006861	Solyc07T001375.1, Solyc12T000308.1	CA00g74200
OG0006862	Solyc08T001986.1	CA00g77840
OG0006863	Solyc06T002040.1	CA06g20240
OG0006863	Solyc03T002384.1	CA03g24280
OG0006864	Solyc02T000327.1	CA01g16850, CA02g03960
OG0006865	Solyc03T002698.1	CA03g28450
OG0006866	Solyc06T002361.1	CA00g88560, CA00g88570
OG0006867	Solyc06T001909.2, Solyc03T002852.1	CA03g29830
OG0006868	Solyc07T000681.1	CA12g01050
OG0006869	Solyc06T000300.2	CA06g00050
OG0006869	Solyc07T000167.1	CA07g00230
OG0006870	Solyc03T002165.1	CA09g02330, CA03g21710
OG0006871	Solyc11T002029.1	CA11g12820
OG0006872	Solyc08T000298.2	CA01g34050
OG0006872	Solyc08T002305.1	CA01g03200
OG0006873	Solyc08T001652.1	CA01g10060
OG0006874	Solyc08T002289.1	CA01g03420
OG0006875	Solyc02T002744.1	CA02g25370
OG0006877	Solyc10T000127.2	CA07g19170, CA00g83060
OG0006878	Solyc07T000072.1	CA06g05460, CA01g08700, CA07g01840
OG0006878	Solyc07T000073.1	CA01g08860
OG0006879	Solyc02T002559.1, Solyc02T000898.2	CA02g01640
OG0006880	Solyc09T000919.1	CA00g93410, CA09g10740
OG0006881	Solyc01T001610.1, Solyc05T002246.1	CA01g15930
OG0006882	Solyc12T001463.1	CA12g17580
OG0006882	Solyc03T002853.1	CA03g29840
OG0006883	Solyc03T000562.1	CA00g92500, CA04g05570, CA03g25610
OG0006884	Solyc09T000553.1	CA09g05690
OG0006885	Solyc07T000709.1	CA07g07340
OG0006886	Solyc01T001511.1	CA01g18980, CA00g95050
OG0006888	Solyc07T000082.1, Solyc07T000085.1, Solyc12T000399.1	CA09g18220
OG0006889	Solyc10T000101.1, Solyc07T002712.1	CA07g20340
OG0006890	Solyc02T002549.1	CA02g26010
OG0006891	Solyc02T000019.1, Solyc02T000018.1	CA09g10640
OG0006892	Solyc02T001721.2	CA02g18130
OG0006893	Solyc01T003037.1	CA08g09770
OG0006895	Solyc02T002078.1	CA02g21860
OG0006896	Solyc07T000339.1	CA07g04500
OG0006897	Solyc07T000309.1	CA07g04090
OG0006898	Solyc11T000586.1	CA12g00980
OG0006898	Solyc04T000554.1	CA05g01520
OG0006899	Solyc08T001565.1	CA07g04990
OG0006900	Solyc03T002807.3	CA03g29400
OG0006900	Solyc12T001652.1	CA12g10980
OG0006900	Solyc06T001887.1	CA06g18450
OG0006901	Solyc11T000614.1	CA12g01230
OG0006903	Solyc12T002747.2	CA12g21230
OG0006903	Solyc01T001642.1	CA01g16000
OG0006904	Solyc02T001737.1	CA02g18280
OG0006905	Solyc04T000252.1	CA05g06670
OG0006906	Solyc07T000336.2	CA07g04560
OG0006907	Solyc12T000012.1	CA03g13780
OG0006908	Solyc08T001100.1, Solyc07T001167.1, Solyc01T003047.1	CA05g09280
OG0006909	Solyc01T001740.1	CA01g16740
OG0006910	Solyc06T000841.1, Solyc06T000936.1	CA00g57650, CA06g09410
OG0006911	Solyc12T000402.1	CA07g01890, CA09g18280
OG0006913	Solyc07T000283.3	CA00g70370, CA00g70360
OG0006916	Solyc07T001543.1, Solyc01T002193.1	CA01g23700
OG0006917	Solyc05T000008.1	CA11g08000
OG0006917	Solyc01T003470.1	CA08g13510
OG0006918	Solyc07T001831.1	CA07g10490
OG0006918	Solyc02T001775.1	CA02g18740
OG0006919	Solyc02T001301.1	CA02g12680, CA02g12660, CA07g07550, CA02g12520, CA02g12510
OG0006920	Solyc03T003198.1	CA03g33100
OG0006920	Solyc12T001785.1	CA03g33090, CA08g08330
OG0006921	Solyc03T000058.1	CA04g00550
OG0006922	Solyc03T003332.2	CA03g34560
OG0006922	Solyc06T001707.1	CA06g16800
OG0006923	Solyc11T001490.1	CA05g07900
OG0006923	Solyc00T000022.1	CA00g98160, CA09g14620
OG0006924	Solyc08T001351.1	CA09g16690
OG0006925	Solyc03T002975.1	CA03g19590
OG0006926	Solyc01T001539.1	CA12g08190, CA01g15850
OG0006927	Solyc11T001284.1, Solyc06T001521.1	CA01g22590
OG0006929	Solyc03T000266.1	CA03g25770
OG0006929	Solyc06T000734.1	CA06g05820
OG0006930	Solyc09T002183.2	CA06g27590, CA03g09140, CA00g92530
OG0006931	Solyc07T000604.2	CA04g18750, CA01g22430
OG0006932	Solyc02T002937.1	CA02g30860, CA02g30850
OG0006933	Solyc04T002421.2	CA04g16120
OG0006934	Solyc03T002229.2	CA03g22680
OG0006935	Solyc09T002889.1	CA03g25020
OG0006936	Solyc10T002240.1, Solyc03T001118.1	CA10g21680
OG0006937	Solyc12T002601.1	CA12g19370
OG0006937	Solyc12T000875.1	CA02g02890
OG0006937	Solyc08T000500.4	CA00g10940
OG0006938	Solyc07T000372.1	CA07g10210
OG0006939	Solyc09T000413.1	CA10g16700
OG0006939	Solyc10T002613.1	CA02g11500
OG0006940	Solyc10T002299.1	CA10g20660
OG0006940	Solyc03T001353.1	CA03g11150
OG0006941	Solyc02T002874.1, Solyc02T001042.1	CA02g09010
OG0006942	Solyc01T003389.1	CA08g13050, CA01g15640
OG0006943	Solyc05T002703.1	CA05g19920
OG0006944	Solyc04T002947.1	CA04g22290
OG0006946	Solyc04T002659.1, Solyc12T002418.1	CA12g16770
OG0006948	Solyc01T002101.1	CA01g23250
OG0006949	Solyc04T002749.1, Solyc01T003230.2	CA08g09920
OG0006950	Solyc09T002506.1	CA03g05380
OG0006951	Solyc04T002619.1	CA07g09150, CA07g04520, CA00g75710
OG0006952	Solyc09T002230.1	CA03g08360
OG0006952	PRAM_15758.1.p1	CA00g15970
OG0006953	Solyc01T003217.1	CA08g11750
OG0006953	Solyc03T002492.1	CA00g00470
OG0006953	Solyc04T002377.1	CA04g15810
OG0006954	Solyc09T002143.1	CA03g09420
OG0006954	Solyc01T002186.1	CA01g24300
OG0006955	Solyc02T002957.1	CA02g31040
OG0006956	Solyc06T001591.1	CA06g14200
OG0006957	Solyc01T002969.1	CA00g64680
OG0006957	Solyc05T002157.1	CA05g11860, CA12g09670
OG0006958	Solyc04T001712.1	CA12g12790
OG0006959	Solyc07T000022.1	CA07g02330
OG0006959	Solyc09T000425.1	CA09g00040
OG0006960	Solyc12T002448.1	CA12g17080
OG0006960	Solyc04T002771.3, Solyc12T001998.1	CA04g20290
OG0006961	Solyc09T002225.1	CA03g08300
OG0006962	Solyc04T002840.1	CA04g21450
OG0006962	Solyc04T002476.1	CA04g17090
OG0006964	Solyc05T002611.1	CA05g19290
OG0006965	Solyc07T001377.1, Solyc12T000309.1	CA00g74210
OG0006965	Solyc08T001277.1	CA00g00020
OG0006966	Solyc01T000958.1	CA04g14640
OG0006967	Solyc10T001869.1, Solyc01T004285.1	CA08g18850
OG0006968	Solyc01T002098.1	CA01g22340
OG0006969	Solyc01T002667.1	CA00g32420
OG0006970	Solyc11T002379.1, Solyc02T002314.1	CA02g28980
OG0006971	Solyc10T002368.1, Solyc10T002353.1	CA10g20000
OG0006972	Solyc08T001330.1	CA10g16330, CA08g05330
OG0006974	Solyc12T002501.1	CA12g18110
OG0006975	Solyc04T002642.1	CA04g18420
OG0006976	Solyc04T002692.1	CA04g19060
OG0006976	Solyc12T002429.1	CA12g16960
OG0006977	Solyc01T003082.3, Solyc01T003084.1	CA08g10160
OG0006978	Solyc10T002517.1	CA10g18420
OG0006979	Solyc03T001360.1	CA03g10290
OG0006980	Solyc09T002653.1	CA03g02330
OG0006981	Solyc04T002714.1	CA04g19370
OG0006982	Solyc11T000023.1	CA12g09100
OG0006983	Solyc02T002803.1	CA00g84760
OG0006984	Solyc09T000367.1, Solyc05T001360.1	CA09g00730
OG0006984	Solyc10T002627.1	CA10g16570
OG0006985	Solyc02T002912.1	CA02g30640
OG0006986	Solyc01T002381.1	CA02g31390, CA01g18680
OG0006987	Solyc04T000677.2, Solyc10T002399.2	CA10g19670
OG0006988	Solyc05T000402.1	CA11g00670
OG0006988	Solyc01T003330.2	CA08g12520
OG0006989	Solyc04T000642.1	CA05g01100
OG0006989	Solyc10T002410.1	CA10g19590
OG0006991	Solyc02T002932.4	CA08g03030, CA02g30800
