Orthogroup	Solanum_lycopersicum	Prunus_persica
OG0005666	Solyc11T002121.1, Solyc06T002329.1	Prupe.1G580700.1
OG0005667	Solyc04T002884.1	Prupe.1G368300.1
OG0005668	Solyc11T002464.1, Solyc01T000331.1	Prupe.7G012100.1
OG0005669	Solyc04T000646.1, Solyc10T002306.1	Prupe.7G063100.1
OG0005670	Solyc09T001854.1	Prupe.8G212200.1
OG0005671	Solyc09T000149.1, Solyc10T002893.1	Prupe.6G239600.1
OG0005672	Solyc07T001621.1	Prupe.3G185700.1
OG0005673	Solyc03T000257.1, Solyc03T000248.1	Prupe.2G306500.1
OG0005674	Solyc11T001973.1	Prupe.2G026900.1, Prupe.4G071800.1, Prupe.7G050400.1
OG0005675	Solyc12T002431.1, Solyc04T002702.1, Solyc04T001238.1, Solyc02T000015.1, Solyc04T002703.1	Prupe.1G440500.1
OG0005676	Solyc10T001314.1	Prupe.6G012900.1
OG0005677	Solyc12T000377.1, Solyc07T000286.1	Prupe.7G249700.1
OG0005678	Solyc07T002743.1, Solyc10T000081.1	Prupe.6G027200.1
OG0005679	Solyc11T001964.1, Solyc12T002794.1	Prupe.4G267700.1
OG0005680	Solyc10T002036.2	Prupe.8G180000.1
OG0005681	Solyc08T000152.1, Solyc04T001232.1, Solyc04T001377.1, Solyc06T000618.1, Solyc03T003400.1	Prupe.1G137300.1
OG0005682	Solyc03T001972.1	Prupe.2G267300.1
OG0005684	Solyc11T002462.1, Solyc06T002223.1	Prupe.6G152700.1
OG0005685	Solyc02T001800.1	Prupe.3G165500.1, Prupe.2G176500.1
OG0005686	Solyc06T002235.1	Prupe.6G149900.1
OG0005687	PRAM_25994.1.p1	Prupe.6G216200.1
OG0005688	Solyc07T002282.1	Prupe.3G169300.1
OG0005689	Solyc10T000133.1, Solyc07T002594.1	Prupe.4G209200.1
OG0005690	Solyc01T000306.1, Solyc11T001941.1	Prupe.4G267100.1
OG0005691	Solyc07T001846.1, Solyc12T000100.1	Prupe.3G206700.1
OG0005692	Solyc07T002651.1	Prupe.4G221100.1
OG0005693	Solyc06T001008.1, Solyc05T002378.1	Prupe.2G250400.1, Prupe.6G277800.1
OG0005694	Solyc03T002630.1	Prupe.5G180200.1
OG0005695	Solyc12T002453.1	Prupe.4G214600.1
OG0005696	Solyc05T002382.1	Prupe.4G136700.1
OG0005697	Solyc01T002237.1	Prupe.4G121500.1
OG0005698	Solyc04T002388.1, Solyc02T000793.1	Prupe.1G526600.1
OG0005699	Solyc10T002798.1	Prupe.6G058100.1
OG0005700	Solyc05T002099.2, Solyc01T002832.1	Prupe.6G342400.1, Prupe.5G168200.1
OG0005701	Solyc12T000009.3	Prupe.4G218100.1
OG0005702	Solyc07T001825.1	Prupe.3G212500.1
OG0005703	Solyc07T001786.1	Prupe.3G200800.1
OG0005705	Solyc07T002705.1	Prupe.4G241600.1
OG0005706	Solyc11T001904.1, Solyc01T000308.1	Prupe.6G155100.1, Prupe.2G077800.1
OG0005707	Solyc11T001447.1	Prupe.4G105700.1, Prupe.4G138200.1
OG0005708	Solyc02T001186.1, Solyc09T001261.1	Prupe.1G563700.1, Prupe.4G128400.1
OG0005709	Solyc04T002389.3	Prupe.1G526700.1
OG0005710	Solyc06T002129.1	Prupe.2G326500.1, Prupe.4G006800.1, Prupe.3G201600.1
OG0005711	Solyc06T001471.1	Prupe.1G075600.1
OG0005712	Solyc06T000975.1	Prupe.2G253100.1
OG0005713	Solyc06T000594.1, Solyc03T001908.1	Prupe.2G271200.1
OG0005714	Solyc06T000888.1	Prupe.2G261300.1
OG0005715	Solyc07T001719.1	Prupe.3G194100.1
OG0005716	Solyc07T002624.1	Prupe.4G214500.1
OG0005717	Solyc06T000820.1	Prupe.2G264800.1
OG0005717	Solyc10T002075.1	Prupe.6G294600.1
OG0005718	Solyc02T001801.1, Solyc02T000580.1	Prupe.7G058800.1
OG0005719	Solyc01T002987.1	Prupe.2G106500.1
OG0005720	Solyc12T000741.1, Solyc07T002731.1	Prupe.6G024700.1, Prupe.3G196600.1
OG0005721	Solyc06T002618.1	Prupe.3G143100.1
OG0005722	Solyc10T000013.1	Prupe.3G183400.1
OG0005725	Solyc05T000207.1	Prupe.1G269100.1
OG0005726	Solyc01T003702.1	Prupe.1G559700.1
OG0005727	Solyc04T000719.1, Solyc10T002383.1	Prupe.7G053100.1
OG0005728	Solyc01T000179.1	Prupe.5G084300.1
OG0005729	Solyc05T002736.1	Prupe.6G363300.1
OG0005730	Solyc05T002739.1	Prupe.1G182700.1
OG0005732	Solyc05T002542.1, Solyc12T002775.1	Prupe.1G136600.1
OG0005733	Solyc02T001210.1	Prupe.4G095700.1
OG0005734	Solyc06T002452.1	Prupe.6G076900.1
OG0005734	Solyc05T002560.1	Prupe.2G235400.1
OG0005735	Solyc09T002859.1	Prupe.1G177000.1
OG0005737	Solyc09T001017.3, Solyc11T000653.1	Prupe.4G005200.1
OG0005738	Solyc04T002962.1	Prupe.1G357400.1
OG0005739	Solyc08T002577.1	Prupe.5G132300.1
OG0005740	Solyc09T000516.1	Prupe.6G259100.1
OG0005741	Solyc10T002045.2	Prupe.6G301000.1
OG0005742	Solyc04T001190.2, Solyc09T000768.1	Prupe.1G216100.1
OG0005743	Solyc05T001691.1	Prupe.1G002400.1, Prupe.3G027100.1
OG0005744	Solyc10T002067.1, Solyc09T001104.1	Prupe.6G297600.1
OG0005745	Solyc10T000011.1	Prupe.4G121100.1
OG0005746	Solyc01T001871.1	Prupe.1G133600.1, Prupe.1G133700.1
OG0005747	Solyc03T000653.1, Solyc02T002204.1, Solyc02T000801.1	Prupe.5G053500.1, Prupe.3G157500.1
OG0005748	Solyc11T000372.1	Prupe.6G360600.1
OG0005749	Solyc12T002744.1	Prupe.1G116600.1
OG0005750	Solyc03T003056.1, Solyc06T001781.1	Prupe.3G106100.1
OG0005751	Solyc09T000895.1	Prupe.6G290600.1
OG0005752	Solyc02T002051.1	Prupe.1G161500.1, Prupe.1G161200.1, Prupe.1G162300.1
OG0005753	Solyc07T001797.1	Prupe.1G326100.1
OG0005754	Solyc06T001746.1	Prupe.3G090500.1
OG0005754	Solyc03T003027.1	Prupe.3G090400.1
OG0005755	Solyc07T002709.1	Prupe.4G005500.1
OG0005756	Solyc09T002822.1, Solyc12T002700.1	Prupe.1G173100.1
OG0005757	Solyc04T001877.1	Prupe.6G361500.1
OG0005758	Solyc11T000589.1	Prupe.4G012300.1, Prupe.4G223400.1
OG0005759	Solyc05T002453.1, Solyc01T001513.1, Solyc12T002736.2	Prupe.3G006300.1, Prupe.1G111700.1
OG0005760	Solyc02T001138.1	Prupe.4G109100.1
OG0005761	Solyc09T002759.1	Prupe.3G077100.1, Prupe.3G074200.1
OG0005762	Solyc05T000299.1	Prupe.1G325000.1
OG0005763	Solyc05T000316.1, Solyc04T000183.1	Prupe.1G323700.1
OG0005764	Solyc07T000399.1	Prupe.1G076300.1
OG0005765	Solyc04T000851.1	Prupe.3G140200.1, Prupe.1G032600.1
OG0005766	Solyc01T001869.1, Solyc12T002764.2	Prupe.1G133000.1
OG0005767	Solyc02T001179.1	Prupe.4G089800.1
OG0005768	Solyc06T000795.2	Prupe.2G231600.1
OG0005769	Solyc02T000306.1, Solyc02T001203.1	Prupe.4G091200.1
OG0005770	Solyc08T002029.1	Prupe.3G023400.1, Prupe.3G058300.1, Prupe.5G038700.1
OG0005771	Solyc02T000283.1, PRAM_26007.1.p1	Prupe.4G089500.1
OG0005772	Solyc02T001093.1	Prupe.4G116400.1
OG0005773	Solyc07T001755.1	Prupe.3G198600.1
OG0005773	Solyc05T001080.2	Prupe.1G222100.1
OG0005774	Solyc02T000280.1	Prupe.4G101100.1
OG0005775	Solyc11T000357.2	Prupe.6G366000.1
OG0005776	Solyc11T000645.1, Solyc04T000573.1	Prupe.4G006700.1
OG0005777	Solyc10T002083.1, Solyc09T001013.1	Prupe.6G293300.1
OG0005778	Solyc01T002630.2	Prupe.2G128500.1, Prupe.2G128300.1
OG0005779	Solyc01T003528.1	Prupe.1G583700.1
OG0005780	Solyc01T000397.1	Prupe.1G218100.1
OG0005781	Solyc02T000252.1	Prupe.1G081400.1
OG0005782	Solyc02T000290.1	Prupe.4G099700.1
OG0005783	Solyc07T001589.1, Solyc07T001566.1	Prupe.3G027200.1
OG0005784	Solyc02T001178.1	Prupe.4G089700.1
OG0005785	Solyc01T002793.1	Prupe.2G149000.1
OG0005786	Solyc10T000029.1	Prupe.4G023500.1
OG0005788	Solyc01T001965.1, Solyc06T001219.1	Prupe.1G142000.1
OG0005790	Solyc02T001424.1, Solyc02T001421.1, Solyc02T001423.1, Solyc02T001418.1, Solyc02T001420.1	Prupe.4G062700.1
OG0005791	Solyc03T002001.1	Prupe.2G266000.1
OG0005792	Solyc02T002313.1	Prupe.3G276100.1
OG0005794	Solyc02T002435.1	Prupe.3G255100.1
OG0005794	Solyc03T002784.1	Prupe.5G205500.1
OG0005795	Solyc01T002096.1, Solyc06T000316.1	Prupe.1G097700.1, Prupe.3G008700.1
OG0005796	Solyc04T000145.1, Solyc05T000447.1	Prupe.1G312600.1
OG0005797	Solyc03T001326.1	Prupe.7G075500.1
OG0005798	Solyc03T002621.1	Prupe.1G542900.1
OG0005799	Solyc07T000197.1, Solyc09T002053.1, Solyc11T002035.1	Prupe.8G128700.1, Prupe.8G229200.1, Prupe.8G229500.1
OG0005801	Solyc10T002458.1	Prupe.7G003800.1
OG0005802	Solyc04T000800.1, Solyc10T002330.1, Solyc10T002372.1	Prupe.7G047300.1
OG0005803	Solyc06T002379.1, Solyc11T002498.1	Prupe.1G205700.1, Prupe.8G100300.1
OG0005808	Solyc05T000711.1, Solyc05T000710.1, Solyc04T000055.1	Prupe.1G282500.1
OG0005810	Solyc05T002323.1	Prupe.2G272500.1
OG0005814	Solyc10T002201.1, Solyc10T002491.1	Prupe.6G310500.1
OG0005818	Solyc09T000297.1	Prupe.7G091800.1, Prupe.7G119300.1
OG0005822	Solyc06T002154.1, Solyc03T001626.1	Prupe.2G321500.1, Prupe.3G204600.1
OG0005825	Solyc12T002676.1, Solyc09T002717.1	Prupe.1G007000.1
OG0005831	Solyc07T001622.1	Prupe.3G185800.1
OG0005832	Solyc11T001912.1	Prupe.4G282300.1, Prupe.7G029400.1, Prupe.7G030100.1
OG0005834	Solyc12T002308.1, Solyc04T002291.1	Prupe.1G514400.1
OG0005838	Solyc03T002238.1	Prupe.5G236900.1, Prupe.1G058300.1, Prupe.1G088400.1, Prupe.1G082800.1, Prupe.1G191900.1
OG0005841	Solyc02T000990.1, Solyc02T000989.1	Prupe.3G267800.1
OG0005845	Solyc09T001258.1, PRAM_15671.1.p3	Prupe.2G133700.1
OG0005848	Solyc01T000422.1	Prupe.1G221300.1
OG0005848	Solyc03T002201.1, Solyc06T002114.1	Prupe.5G147100.1
OG0005850	Solyc07T002529.1	Prupe.3G233100.1, Prupe.4G187900.1
OG0005851	Solyc03T000031.1, Solyc09T002448.1, Solyc09T002447.1	Prupe.1G026400.1
OG0005853	Solyc12T000880.1, Solyc04T000889.1, Solyc04T000886.1, Solyc11T000994.1, Solyc11T001005.1, Solyc03T002378.1	Prupe.5G150600.1
OG0005855	Solyc05T000834.1	Prupe.1G242600.1
OG0005857	Solyc10T002252.1	Prupe.6G003500.1
OG0005860	Solyc05T000225.1	Prupe.1G272000.1
OG0005862	Solyc03T000343.1	Prupe.2G297700.1, Prupe.2G297800.1
OG0005863	Solyc01T000384.1, Solyc03T000415.1, Solyc06T000672.1	Prupe.2G290900.1
OG0005870	Solyc08T001424.1	Prupe.1G446300.1, Prupe.1G446400.1, Prupe.1G446600.1
OG0005872	Solyc12T002781.1	Prupe.7G240400.1, Prupe.7G187400.1, Prupe.8G249000.1, Prupe.7G241700.1, Prupe.5G003100.1, Prupe.7G240300.1, Prupe.7G241500.1
OG0005875	Solyc02T001152.1	Prupe.4G108300.1
OG0005882	Solyc08T001249.1, Solyc08T001243.1	Prupe.1G407100.1, Prupe.1G407300.1
OG0005883	Solyc07T001340.1	Prupe.7G206300.1
OG0005883	Solyc08T001286.1	Prupe.1G409100.1
OG0005888	Solyc01T000047.1	Prupe.6G002800.1
OG0005891	Solyc09T002090.1	Prupe.8G222800.1
OG0005892	Solyc07T002072.1, Solyc07T002073.1	Prupe.7G241800.1
OG0005895	Solyc06T000776.1	Prupe.3G045000.1, Prupe.1G408600.1
OG0005897	Solyc09T000388.1, Solyc10T002617.1	Prupe.7G109200.1
OG0005904	Solyc03T000464.1, Solyc02T001701.1	Prupe.4G026800.1
OG0005908	Solyc12T002511.1, Solyc04T002994.1	Prupe.5G010800.1
OG0005914	Solyc09T000534.1, Solyc10T002946.1	Prupe.6G261000.1
OG0005917	Solyc08T001833.5	Prupe.1G352900.1
OG0005922	Solyc12T002783.1	Prupe.4G250700.1
OG0005923	Solyc05T001975.1, Solyc10T000141.1, Solyc12T000080.1, Solyc07T001957.1	Prupe.3G218700.1
OG0005932	Solyc06T001859.1, Solyc03T003279.1	Prupe.5G216500.1
OG0005933	Solyc06T001206.1, Solyc01T000044.1	Prupe.7G100000.1, Prupe.7G099900.1, Prupe.7G099700.1, Prupe.7G099800.1
OG0005934	Solyc09T002062.1, Solyc06T002715.1	Prupe.8G227900.1
OG0005934	Solyc03T002112.1	Prupe.1G034200.1
OG0005937	Solyc01T002580.1, Solyc12T000932.1	Prupe.2G270500.1, Prupe.2G270400.1
OG0005939	Solyc02T001442.1	Prupe.4G165500.1, Prupe.4G165600.1, Prupe.4G166200.1, Prupe.4G165700.1, Prupe.4G166000.1, Prupe.4G166300.1
OG0005940	Solyc10T000289.1	Prupe.3G170500.1
OG0005940	Solyc10T000253.1	Prupe.2G084000.1, Prupe.4G156200.1
OG0005941	Solyc06T000584.1, Solyc09T001185.1, Solyc06T000586.1, Solyc03T003126.1, Solyc06T000585.1	Prupe.1G030000.1, Prupe.1G029900.1, Prupe.1G030200.1
OG0005942	Solyc03T001741.1, Solyc03T001739.1, Solyc03T001738.1, Solyc03T001740.2, Solyc03T001736.1	Prupe.2G309600.1
OG0005945	Solyc08T002213.1, Solyc08T002214.1	Prupe.5G078400.1, Prupe.5G078600.1, Prupe.5G078800.1, Prupe.5G078500.1
OG0005953	Solyc02T000337.1	Prupe.3G123400.1, Prupe.8G015400.1
OG0005954	Solyc06T002038.1	Prupe.1G235900.1
OG0005959	Solyc10T001574.1, Solyc10T000765.1	Prupe.1G266000.1, Prupe.2G110300.1
OG0005961	Solyc03T000368.1, Solyc03T000367.1	Prupe.2G270100.1, Prupe.2G263400.1, Prupe.4G255400.1, Prupe.7G142400.1
OG0005967	Solyc07T000179.1, Solyc07T000180.1	Prupe.I005400.1, Prupe.1G089800.1, Prupe.1G090000.1, Prupe.1G090300.1, Prupe.1G090100.1
OG0005975	Solyc05T000534.1, Solyc05T000536.1, Solyc05T000535.1, Solyc04T000103.1, Solyc04T000102.1, Solyc05T000533.1	Prupe.1G303200.1, Prupe.1G301000.1
OG0005980	Solyc03T003323.1, Solyc06T001701.1	Prupe.3G073200.1, Prupe.3G073100.1, Prupe.3G073000.1, Prupe.3G072900.1, Prupe.3G072800.1, Prupe.3G073800.1, Prupe.3G072600.1, Prupe.6G180200.1, Prupe.3G072700.1
OG0005982	Solyc07T002278.2	Prupe.7G033600.1, Prupe.3G304400.1, Prupe.7G032500.1, Prupe.7G032900.1, Prupe.7G033000.1, Prupe.7G033100.1, Prupe.7G033300.1, Prupe.7G040200.1, Prupe.7G032800.1, Prupe.7G034600.1
OG0006000	Solyc03T000059.1, Solyc09T002544.1	Prupe.8G221700.1, Prupe.1G040400.1
OG0006001	Solyc11T001553.5	Prupe.8G077000.1
OG0006003	Solyc01T002681.1	Prupe.2G137300.1
OG0006004	Solyc10T001548.1, Solyc01T003988.1	Prupe.8G127000.1
OG0006005	Solyc02T001246.1	Prupe.2G173800.1
OG0006007	Solyc09T002010.1	Prupe.1G023700.1
OG0006007	Solyc03T000023.1	Prupe.8G233800.1
OG0006008	Solyc05T000716.1	Prupe.1G281900.1
OG0006009	Solyc01T002454.1	Prupe.2G020200.1
OG0006009	Solyc04T000657.1	Prupe.7G061300.1
OG0006010	Solyc09T000258.1	Prupe.7G123700.1
OG0006011	Solyc09T000209.1	Prupe.1G288500.1
OG0006012	Solyc01T002261.2	Prupe.2G098200.1
OG0006013	Solyc06T001941.1	Prupe.5G187600.1
OG0006014	Solyc01T001392.1	Prupe.7G087300.1, Prupe.7G087200.1, Prupe.7G087400.1
OG0006016	Solyc01T003392.1	Prupe.2G047800.1, Prupe.3G062500.1
OG0006020	Solyc10T000003.1	Prupe.2G196900.1
OG0006022	Solyc05T001964.2	Prupe.2G197500.1
OG0006024	Solyc01T002909.1	Prupe.2G181900.1
OG0006026	Solyc03T003587.2	Prupe.1G049400.1
OG0006027	Solyc05T002104.1	Prupe.7G224700.1
OG0006028	Solyc12T002652.1, Solyc09T002651.1	Prupe.6G354900.1, Prupe.1G057600.1
OG0006029	Solyc03T002631.1	Prupe.5G180100.1
OG0006030	Solyc08T002193.1	Prupe.5G075800.1
OG0006030	Solyc01T002694.2	Prupe.2G140400.1
OG0006031	Solyc09T002157.1	Prupe.8G248000.1
OG0006034	Solyc10T002516.1	Prupe.2G048500.1
OG0006035	Solyc06T002722.1	Prupe.8G229700.1
OG0006036	Solyc05T002119.1	Prupe.3G206200.1
OG0006038	Solyc09T002558.1	Prupe.1G042300.1
OG0006039	Solyc09T000583.1	Prupe.6G267200.1
OG0006040	Solyc04T002138.1	Prupe.1G497200.1
OG0006041	Solyc01T002668.1	Prupe.2G135900.1
OG0006042	Solyc01T003324.1	Prupe.6G317000.1
OG0006043	Solyc01T002840.1	Prupe.2G170500.1
OG0006044	Solyc09T001862.1	Prupe.1G573100.1, Prupe.8G213100.1
OG0006045	Solyc09T000201.1	Prupe.6G234100.1
OG0006046	Solyc09T000636.1, Solyc09T000803.1	Prupe.6G283400.1
OG0006047	Solyc05T002322.3, Solyc03T001883.1	Prupe.2G272700.1
OG0006048	Solyc09T002550.1	Prupe.1G041100.1
OG0006050	Solyc09T001936.1	Prupe.8G242100.1
OG0006051	Solyc01T002649.2	Prupe.2G122700.1
OG0006052	Solyc09T000483.2	Prupe.6G254200.1
OG0006053	Solyc10T001617.1, Solyc12T001721.1, Solyc09T000122.1	Prupe.6G241900.1
OG0006055	Solyc08T000162.1	Prupe.8G261300.1
OG0006056	Solyc09T002684.1	Prupe.1G002700.1
OG0006058	Solyc07T001801.1	Prupe.3G301400.1, Prupe.3G071800.1
OG0006059	Solyc01T003183.1	Prupe.6G152500.1, Prupe.7G270700.1
OG0006062	Solyc05T002180.2	Prupe.2G124000.1
OG0006063	Solyc01T002687.1	Prupe.2G138400.1
OG0006063	Solyc08T002162.1	Prupe.5G072300.1
OG0006064	Solyc03T001630.1	Prupe.2G320700.1, Prupe.2G203200.1
OG0006066	Solyc06T001158.1, Solyc09T002396.1	Prupe.1G020600.1
OG0006067	Solyc09T000596.1, Solyc10T002956.1	Prupe.6G268000.1
OG0006069	Solyc12T002828.1	Prupe.1G100300.1
OG0006070	Solyc09T002023.1	Prupe.8G232500.1
OG0006070	Solyc04T002713.1	Prupe.1G389600.1
OG0006071	Solyc04T002110.1	Prupe.8G028100.1
OG0006072	Solyc06T000018.1	Prupe.6G088000.1
OG0006073	Solyc04T001440.1	Prupe.2G219600.1
OG0006074	Solyc04T000671.1	Prupe.7G058600.1
OG0006075	Solyc09T000249.2, Solyc10T002668.1	Prupe.7G125700.1
OG0006076	Solyc01T002814.1	Prupe.2G164100.1
OG0006077	Solyc10T002413.1, Solyc04T000635.1	Prupe.7G064800.1
OG0006078	Solyc05T002469.1, Solyc09T002648.1	Prupe.1G057400.1
OG0006079	Solyc09T000849.1	Prupe.6G296000.1
OG0006080	Solyc02T000443.1, Solyc11T002417.1	Prupe.4G115200.1
OG0006081	Solyc10T000743.1, Solyc08T002135.1	Prupe.2G135100.1, Prupe.5G068200.1
OG0006082	Solyc10T002763.1	Prupe.6G257900.1
OG0006083	Solyc03T001164.1	Prupe.7G074000.1
OG0006084	Solyc09T002192.1	Prupe.8G252700.1
OG0006085	Solyc10T002781.1, Solyc10T002952.4, Solyc09T000584.1	Prupe.6G267300.1
OG0006086	Solyc12T002533.1	Prupe.1G445200.1
OG0006087	Solyc09T002276.1, Solyc04T000307.1	Prupe.2G231400.1
OG0006088	Solyc05T000829.1	Prupe.1G246900.1
OG0006089	Solyc01T002822.1	Prupe.2G165500.1, Prupe.3G041400.1
OG0006092	Solyc09T000250.1	Prupe.7G125400.1
OG0006093	Solyc11T001631.1, Solyc10T002256.1	Prupe.7G086700.1, Prupe.7G086600.1, Prupe.1G502000.1
OG0006094	Solyc05T002073.1, Solyc01T002791.1, Solyc10T000592.1	Prupe.2G149400.1
OG0006095	Solyc02T000215.1	Prupe.2G212300.1
OG0006096	Solyc08T002242.1	Prupe.5G082300.1
OG0006098	Solyc06T002776.1	Prupe.8G262100.1
OG0006099	PRAM_26220.1.p1, PRAM_26218.1.p1	Prupe.1G359800.1
OG0006100	Solyc03T001527.1	Prupe.7G038500.1
OG0006101	Solyc09T000637.1	Prupe.6G269700.1
OG0006102	Solyc09T002126.1	Prupe.8G218000.1
OG0006103	Solyc09T002439.1, Solyc03T000029.1	Prupe.1G025500.1
OG0006104	Solyc05T002187.1	Prupe.2G136100.1
OG0006105	Solyc08T002285.1	Prupe.1G144300.1
OG0006106	Solyc01T002989.1	Prupe.2G193800.1, Prupe.6G248300.1
OG0006107	Solyc08T001742.3	Prupe.8G262600.1
OG0006108	Solyc09T002084.1, Solyc06T000219.1	Prupe.8G221900.1
OG0006109	Solyc02T001132.1, Solyc02T001133.4, Solyc02T000428.1	Prupe.4G110400.1
OG0006110	Solyc01T000210.1, Solyc10T002598.1	Prupe.7G098800.1
OG0006111	Solyc03T000401.1	Prupe.2G292200.1
OG0006118	Solyc11T001040.1	Prupe.1G552000.1
OG0006121	Solyc06T001144.1, Solyc09T002467.1	Prupe.1G027600.1
OG0006122	Solyc01T001029.1	Prupe.1G340600.1
OG0006123	Solyc04T000281.1	Prupe.1G350700.1
OG0006124	Solyc12T002083.1, Solyc03T003531.1	Prupe.3G040400.1
OG0006125	Solyc04T001287.1	Prupe.2G215300.1
OG0006126	Solyc10T000039.1	Prupe.4G026300.1
OG0006127	Solyc02T000056.1	Prupe.1G351000.1, Prupe.1G351200.1
OG0006129	Solyc03T003290.1, Solyc08T000851.1	Prupe.3G077300.1
OG0006130	Solyc01T000084.1	Prupe.6G012000.1
OG0006131	Solyc03T000381.1	Prupe.4G228300.1, Prupe.2G294600.1
OG0006132	Solyc01T004340.1	Prupe.8G167900.1
OG0006133	Solyc01T003950.1	Prupe.8G134700.1
OG0006134	Solyc05T002678.1	Prupe.2G209100.1
OG0006135	Solyc01T003144.1	Prupe.1G103100.1, Prupe.6G339100.1
OG0006136	Solyc04T000406.1, Solyc05T002597.1, Solyc06T002405.1	Prupe.6G086600.1, Prupe.2G226300.1
OG0006137	Solyc06T000846.2, Solyc05T002339.2	Prupe.1G349800.1
OG0006138	Solyc01T002557.1	Prupe.2G116600.1
OG0006139	Solyc11T000825.2, Solyc06T001576.2	Prupe.8G052200.1, Prupe.1G402600.1
OG0006140	Solyc01T001259.1, Solyc12T000108.1, Solyc07T001731.1	Prupe.3G196500.1, Prupe.3G196400.1
OG0006142	Solyc01T000100.1	Prupe.6G013000.1
OG0006143	Solyc11T001038.1, Solyc06T002194.1	Prupe.1G424800.1, Prupe.8G141900.1
OG0006144	Solyc09T002404.1	Prupe.1G021300.1
OG0006145	Solyc09T002671.1	Prupe.1G061200.1
OG0006147	Solyc06T000760.5	Prupe.6G350700.1
OG0006149	Solyc09T001544.3, Solyc06T002654.1, Solyc06T000169.1	Prupe.8G197600.1
OG0006150	Solyc03T003438.1	Prupe.3G050800.1
OG0006151	Solyc01T002100.1	Prupe.3G010700.1
OG0006152	Solyc05T002328.1	Prupe.2G271700.1
OG0006153	Solyc06T001706.1, Solyc03T003329.1	Prupe.3G074300.1
OG0006154	Solyc03T003386.1	Prupe.3G059100.1, Prupe.1G178600.1
OG0006155	Solyc06T002062.1	Prupe.5G244900.1
OG0006156	Solyc05T002604.1, Solyc06T000757.1	Prupe.2G224900.1
OG0006157	Solyc06T001718.1, Solyc12T001931.1, Solyc03T003300.1	Prupe.3G078400.1
OG0006158	Solyc05T000376.4	Prupe.1G317800.1
OG0006159	Solyc06T000170.1	Prupe.8G198800.1
OG0006161	Solyc01T002570.1	Prupe.8G168900.1
OG0006162	Solyc03T000256.1	Prupe.2G212200.1
OG0006164	Solyc06T001165.1, Solyc09T002364.1	Prupe.1G015900.1
OG0006165	Solyc06T002741.1, Solyc05T002685.1	Prupe.1G056500.1, Prupe.1G340700.1
OG0006166	Solyc02T000378.1	Prupe.4G107000.1
OG0006167	Solyc08T001501.1	Prupe.3G080000.1, Prupe.1G474600.1
OG0006168	Solyc08T002352.1	Prupe.5G099000.1
OG0006169	Solyc09T002834.1	Prupe.1G175200.1
OG0006170	Solyc09T002660.1	Prupe.1G060300.1
OG0006171	Solyc08T000869.1, Solyc01T003157.1	Prupe.6G336900.1
OG0006172	Solyc09T002322.1	Prupe.1G156200.1
OG0006173	Solyc06T002005.1	Prupe.1G578000.1
OG0006174	Solyc11T002344.1, Solyc04T001055.1	Prupe.2G211000.1
OG0006175	Solyc10T001004.1	Prupe.5G052800.1
OG0006175	Solyc08T000214.1	Prupe.2G119100.1
OG0006177	Solyc01T002563.1, Solyc06T001364.1	Prupe.2G118400.1
OG0006178	Solyc04T000282.1	Prupe.1G350800.1
OG0006179	Solyc09T002714.1, Solyc04T000791.1	Prupe.1G004700.1
OG0006181	Solyc06T001760.1, Solyc03T002986.1	Prupe.3G096200.1
OG0006182	Solyc02T001171.1, Solyc07T001491.1	Prupe.7G196800.1
OG0006185	Solyc04T001223.1	Prupe.2G216000.1
OG0006186	Solyc04T000157.1, Solyc05T000413.2	Prupe.1G314100.1
OG0006187	Solyc05T001102.1, Solyc12T001574.1	Prupe.1G308900.1
OG0006188	Solyc03T000045.1	Prupe.4G193000.1, Prupe.1G033900.1, Prupe.1G033700.1, Prupe.7G089900.1
OG0006189	Solyc06T002179.1	Prupe.1G561100.1
OG0006190	Solyc01T003907.1	Prupe.1G424500.1, Prupe.8G142000.1
OG0006191	Solyc01T002701.1	Prupe.2G141700.1
OG0006192	Solyc04T000314.1	Prupe.7G271800.1, Prupe.1G081100.1
OG0006193	Solyc04T000315.1, Solyc02T000202.1	Prupe.6G164200.1, Prupe.1G348600.1
OG0006194	Solyc05T002607.1	Prupe.2G224600.1
OG0006195	Solyc03T003523.1	Prupe.3G039200.1
OG0006196	Solyc06T001433.1, Solyc03T003493.1	Prupe.3G042400.1
OG0006199	Solyc06T001413.2	Prupe.1G411200.1, Prupe.3G049100.1
OG0006200	Solyc09T001565.1, Solyc06T002661.1	Prupe.8G199200.1
OG0006203	Solyc04T002206.1, Solyc12T002286.1	Prupe.8G045200.1
OG0006204	Solyc11T002397.1, Solyc08T001599.2	Prupe.8G096700.1
OG0006205	Solyc01T003375.2	Prupe.8G265800.1
OG0006206	Solyc06T001464.1	Prupe.3G018500.1
OG0006207	Solyc06T001582.1, Solyc11T000796.1	Prupe.8G050600.1
OG0006208	Solyc10T002267.1	Prupe.6G015300.1, Prupe.7G076100.1
OG0006209	Solyc06T000693.1	Prupe.2G295500.1
OG0006210	Solyc05T002742.1	Prupe.4G141000.1
OG0006211	Solyc03T000359.1	Prupe.2G296100.1
OG0006212	Solyc03T000048.1, Solyc04T000486.1, Solyc09T002518.1	Prupe.1G037300.1, Prupe.1G037200.1
OG0006213	Solyc05T001489.2	Prupe.1G220600.1
