Orthogroup	Brassica_napus	Prunus_persica
OG0006863	CDY48138, CDX84395, CDY41513	Prupe.5G156200.1
OG0006864	CDY20698, CDY61661, CDX69773, CDX85722	Prupe.1G129200.1
OG0006865	CDX84354, CDY00327, CDY56743, CDY16759, CDY72206	Prupe.5G174000.1
OG0006866	CDY45108, CDY45109, CDX88861, CDX70910	Prupe.7G239600.1
OG0006867	CDX87210, CDY02151, CDY64140	Prupe.5G197900.1, Prupe.5G198000.1
OG0006868	CDY16547, CDX92450, CDX70933, CDX70934, CDY51842	Prupe.1G069700.1
OG0006869	CDX88634, CDY68130, CDY02755	Prupe.1G094900.1
OG0006870	CDY38089, CDX85488, CDX69423, CDY16982	Prupe.2G326400.1
OG0006871	CDY67600, CDX82225, CDY32395, CDY19593, CDY06391	Prupe.4G249700.1
OG0006872	CDX98785, CDX94149	Prupe.5G092500.1
OG0006873	CDX76790, CDY71362, CDY68285, CDY66833, CDY34753	Prupe.1G396900.1
OG0006874	CDY71380, CDY41257, CDY13278, CDY47421, CDY67165	Prupe.5G089800.1
OG0006875	CDY43585, CDY37844, CDY08733, CDY36508, CDY18668	Prupe.6G219300.1
OG0006876	CDY12994, CDY49304, CDY03541, CDY14469, CDY14181, CDX68636, CDY28171	Prupe.1G086200.1
OG0006877	CDY19636, CDY65221	Prupe.4G211500.1
OG0006879	CDY18627, CDX81351, CDY12789, CDY01451	Prupe.7G140800.1
OG0006880	CDY67806, CDY66208, CDY65783, CDY70799	Prupe.6G052700.1
OG0006881	CDX90538, CDY09708, CDY34440, CDY32226	Prupe.1G115700.1
OG0006882	CDX98973, CDX70051	Prupe.5G197700.1, Prupe.5G197500.1
OG0006883	CDX72566, CDY47044	Prupe.7G172500.1, Prupe.6G141800.1
OG0006884	CDY59489, CDY07765, CDY18421, CDX93345	Prupe.6G263600.1
OG0006885	CDY52583, CDY30299, CDY49158, CDY49301, CDY49535	Prupe.1G084300.1
OG0006886	CDX92117, CDX95876	Prupe.1G111600.1
OG0006887	CDY38959, CDX89586, CDX89588, CDX69261, CDX75611, CDY42716, CDX72617	Prupe.7G140600.1
OG0006888	CDY02774, CDY32742	Prupe.7G265100.1, Prupe.1G395100.1
OG0006889	CDY06563, CDY20754, CDY28645, CDY17352	Prupe.4G242600.1
OG0006890	CDY12791, CDX89576, CDY38947	Prupe.1G388400.1, Prupe.7G142900.1, Prupe.7G142800.1
OG0006891	CDY54887, CDY10234, CDY09948	Prupe.6G041800.1, Prupe.6G041900.1
OG0006892	CDX98707, CDX94057, CDX82864	Prupe.4G023400.1
OG0006893	CDY00966, CDY08582, CDX98809, CDX70178	Prupe.2G056900.1
OG0006895	CDY45666, CDY17334, CDY20758, CDY06571	Prupe.2G102000.1, Prupe.7G164300.1
OG0006896	CDY65402, CDY53983, CDY52493, CDY32901, CDY38265	Prupe.1G073000.1
OG0006897	CDY37205, CDX81441, CDX81440	Prupe.7G247400.1
OG0006898	CDY63734, CDY19547, CDY03279	Prupe.4G012600.1
OG0006899	CDX71417, CDY04512	Prupe.4G221000.1
OG0006901	CDX76378, CDY27449, CDX94096, CDX98747, CDX79150	Prupe.4G010100.1
OG0006902	CDY39851, CDY31354, CDY41530, CDX84435	Prupe.8G250400.1, Prupe.8G268000.1, Prupe.3G123100.1
OG0006903	CDY33905	Prupe.1G117200.1
OG0006904	CDY31209, CDY21007, CDY49799, CDX97980	Prupe.4G020100.1
OG0006905	CDX95578, CDX83451, CDY29048, CDY23410, CDY30448	Prupe.7G269800.1
OG0006906	CDY23288, CDY05003, CDY30185, CDY30186, CDY46714	Prupe.1G072500.1
OG0006907	CDY17284, CDY19872, CDY18393, CDY54412, CDY18394	Prupe.4G210100.1
OG0006908	CDY30787, CDX71495, CDY45207	Prupe.7G241900.1
OG0006909	CDY34931, CDX74082, CDY08035	Prupe.1G129600.1
OG0006910	CDX73898, CDY08559, CDY00985	Prupe.2G258900.1, Prupe.6G046200.1
OG0006911	CDX72255, CDY39221, CDX68673, CDY28196	Prupe.7G264100.1
OG0006913	CDX93101, CDY50413, CDY68222, CDX81429	Prupe.7G250000.1
OG0006914	CDY46944, CDX80749, CDY45876, CDY15656, CDY62680, CDY02200	Prupe.5G213000.1
OG0006915	CDY16142, CDX95996, CDY04246, CDY07369, CDY59349, CDY55958, CDY36089	Prupe.1G301300.1
OG0006916	CDX90589, CDY09761, CDY09066, CDY22739	Prupe.1G148200.1
OG0006917	CDY37768, CDY21449	Prupe.1G587900.1
OG0006918	CDX98086, CDY30046	Prupe.3G211800.1, Prupe.4G014600.1
OG0006919	CDX89425, CDX92691	Prupe.4G154900.1
OG0006920	CDX95558, CDX95557, CDY18495	Prupe.5G230400.1
OG0006921	CDY66504, CDX77534, CDX85076	Prupe.1G040100.1
OG0006922	CDY07439, CDY16381, CDX91531	Prupe.2G050300.1, Prupe.7G118400.1
OG0006923	CDX71257	Prupe.1G203800.1
OG0006924	CDY14310, CDX94353, CDY14209, CDY43508, CDY06804	Prupe.1G414300.1, Prupe.7G214000.1
OG0006925	CDX88083, CDX80421	Prupe.2G311600.1
OG0006926	CDX83051, CDX68500, CDX83050	Prupe.1G113200.1
OG0006927	CDX90741, CDY60297, CDY71878, CDY65347, CDY65346	Prupe.1G549600.1
OG0006929	CDX88068, CDX80406, CDY05906, CDY08112	Prupe.2G302100.1
OG0006930	CDY22102, CDY21941, CDX97298	Prupe.8G251600.1
OG0006931	CDY40263, CDY20576, CDY58393, CDY16187	Prupe.2G171300.1
OG0006932	CDY58408, CDX69601	Prupe.3G307200.1
OG0006933	CDY34290, CDY03442, CDY24840, CDX92642	Prupe.1G530400.1, Prupe.1G374700.1
OG0006934	CDY19421, CDX98037, CDY66539, CDY21070, CDX71966	Prupe.3G312200.1
OG0006935	CDY52781, CDY22042	Prupe.8G264300.1
OG0006935	CDX85398, CDX86250	Prupe.1G131700.1
OG0006936	CDY22510, CDY35424, CDX79950, CDY23867	Prupe.7G038600.1
OG0006937	CDY28663	Prupe.3G314700.1
OG0006938	CDX92008, CDX74240	Prupe.1G572900.1
OG0006939	CDX79659	Prupe.6G133500.1, Prupe.7G102700.1, Prupe.4G079500.1
OG0006940	CDX72008, CDY06085, CDX88957	Prupe.7G067600.1
OG0006941	CDY21820, CDY48167, CDY39573, CDX77900	Prupe.5G161500.1, Prupe.3G296000.1
OG0006942	CDX93516, CDX94990, CDX94995, CDX94996	Prupe.6G311800.1, Prupe.1G115100.1
OG0006943	CDX88756, CDY37996, CDY67995, CDY67373, CDY60371	Prupe.2G192900.1
OG0006944	CDY62974	Prupe.6G111600.1
OG0006944	CDY65984, CDX73227, CDX87643	Prupe.1G359300.1
OG0006946	CDY43589, CDY69809, CDY69544, CDX71530	Prupe.1G434100.1
OG0006948	CDX83333, CDX95719, CDX80096, CDY37796, CDX83334	Prupe.3G010900.1
OG0006949	CDY05573, CDY25034	Prupe.6G327000.1
OG0006950	CDY47153, CDY12466, CDY49421, CDY12771	Prupe.1G035200.1, Prupe.8G226100.1
OG0006952	CDX99974, CDY19732	Prupe.8G258000.1, Prupe.6G321200.1
OG0006954	CDY08064, CDY58342	Prupe.8G245800.1, Prupe.1G149100.1
OG0006955	CDX67483, CDY11733, CDY48962, CDY68496	Prupe.1G221100.1, Prupe.3G309900.1
OG0006956	CDY39891, CDY23330, CDY71836, CDX97092, CDX85720	Prupe.1G468500.1
OG0006957	CDY70013, CDX90021, CDY70012	Prupe.2G190100.1
OG0006958	CDX93948, CDX89160, CDY11463, CDX76676	Prupe.2G090200.1, Prupe.8G254400.1
OG0006959	CDY28234	Prupe.7G100400.1
OG0006960	CDY60192, CDY40532	Prupe.1G382000.1
OG0006961	CDY37453, CDY01309, CDY32487, CDX86692, CDY15447	Prupe.8G256300.1
OG0006962	CDY47953, CDY12580	Prupe.1G374000.1
OG0006963	CDX67880, CDY25094, CDX76619, CDY11405	Prupe.3G003000.1
OG0006964	CDX74190, CDX94329, CDY30578, CDX92069, CDY49338	Prupe.6G350900.1
OG0006966	CDX82526, CDX82527	Prupe.6G010600.1
OG0006967	CDX82002, CDY13836, CDX99612, CDY15911	Prupe.8G160500.1
OG0006968	CDY22020, CDY07104	Prupe.7G226100.1, Prupe.3G008900.1
OG0006969	CDY37025, CDY27396, CDX83410, CDX95625, CDX83409	Prupe.2G135800.1
OG0006970	CDX86443, CDX86439, CDX85193, CDY69723	Prupe.3G275800.1
OG0006971	CDY41330, CDY56714, CDY00915, CDY08617	Prupe.7G042200.1
OG0006972	CDY67589, CDX91190, CDX70425, CDX78447	Prupe.1G412200.1
OG0006973	CDY67070, CDY29913, CDY12274, CDY22570	Prupe.6G095300.1, Prupe.6G096900.1
OG0006974	CDX87622, CDX73250, CDY31477, CDY29524	Prupe.1G354800.1
OG0006975	CDY02582, CDY17046, CDY40847, CDY43848, CDY25659	Prupe.1G432100.1
OG0006976	CDY17833, CDY17016, CDY06735	Prupe.1G439200.1
OG0006977	CDY21112, CDY30016, CDX74172, CDY40671	Prupe.6G344800.1
OG0006978	CDY61770, CDY35259, CDX70251, CDY41390, CDY41391	Prupe.6G122000.1
OG0006979	CDY14823, CDY47962, CDX71990, CDY06072, CDX71991	Prupe.7G070700.1
OG0006980	CDY52614, CDY50559, CDY08440, CDY42141	Prupe.2G042800.1, Prupe.8G086800.1
OG0006981	CDX68963, CDX68967, CDX75344, CDY69431, CDY45035	Prupe.1G389500.1
OG0006982	CDY50208, CDY69066	Prupe.8G183400.1
OG0006982	CDX75500, CDX69137	Prupe.5G001200.1
OG0006983	CDY34265, CDY03476, CDY10993, CDX92622	Prupe.6G226000.1, Prupe.1G427200.1
OG0006984	CDX79669, CDX84566	Prupe.7G113700.1
OG0006985	CDX78566, CDX70548, CDY57894, CDX69596	Prupe.1G232000.1, Prupe.3G302900.1
OG0006986	CDY13650, CDX83636, CDY28535, CDY48980	Prupe.3G315100.1
OG0006987	CDY35405, CDY22534, CDY23835, CDX79923	Prupe.7G056500.1
OG0006988	CDX81511	Prupe.1G315600.1
OG0006988	CDY31109	Prupe.6G316800.1
OG0006989	CDY06904, CDY14789	Prupe.7G063400.1, Prupe.7G063600.1
OG0006990	CDX74962, CDX91361, CDY07580, CDY52748, CDX78189, CDX73542, CDX77881	Prupe.6G249100.1
OG0006991	CDY52398, CDY13680	Prupe.3G306100.1
OG0006992	CDX78444, CDX70421, CDY61439, CDX69732, CDX97144	Prupe.1G414100.1
OG0006993	CDY44368, CDY04883, CDY38419	Prupe.2G207900.1, Prupe.7G127600.1, Prupe.7G127800.1
OG0006994	CDY23656, CDY10615, CDY25676, CDY17811, CDY17001	Prupe.1G382600.1
OG0006995	CDY29645, CDX94535, CDX97798, CDY47119, CDY47120	Prupe.8G249700.1
OG0006996	CDY32484, CDY32483, CDY37456, CDY15269, CDX89937	Prupe.8G260000.1
OG0006997	CDY69225, CDY23916, CDY02401	Prupe.1G387800.1
OG0006998	CDY53270, CDX83623, CDY13639	Prupe.7G125900.1
OG0006999	CDY06955, CDY14751	Prupe.1G580200.1, Prupe.1G580400.1, Prupe.1G580300.1, Prupe.1G580500.1
OG0007000	CDY48354, CDY34158, CDX83679, CDY13703, CDX83675	Prupe.3G299200.1
OG0007001	CDX75028, CDY13320	Prupe.5G092800.1, Prupe.7G121200.1
OG0007002	CDY19717, CDX99989, CDX86168, CDX80661	Prupe.6G331000.1
OG0007003	CDX67863, CDY25075, CDY03160, CDX71706, CDY11380	Prupe.2G188600.1
OG0007004	CDY01092, CDX73837, CDY00755, CDY01091, CDY01084	Prupe.7G082700.1
OG0007005	CDX94973, CDY64753	Prupe.6G308400.1, Prupe.6G308100.1, Prupe.6G307900.1, Prupe.6G308000.1
OG0007006	CDX89846, CDY18203, CDY07302, CDY15486, CDX86653	Prupe.8G215900.1
OG0007008	CDY65898, CDY29510, CDY71351, CDY03322	Prupe.5G009400.1
OG0007009	CDX87024, CDY68751, CDX80603, CDY25008	Prupe.8G268900.1
OG0007010	CDX90098, CDY11777, CDX84919, CDX84920, CDY27624	Prupe.1G374800.1
OG0007011	CDY09209, CDX86014, CDY53841	Prupe.6G097000.1
OG0007012	CDY28644, CDY17353, CDY66690, CDY36758, CDY06562, CDY20753	Prupe.4G242800.1
OG0007013	CDY57864, CDY24918, CDY24917, CDY28349, CDY34968	Prupe.1G124800.1, Prupe.1G125100.1
OG0007014	CDY61499, CDY47945, CDY38296, CDY25910, CDY49467, CDX94409	Prupe.1G085200.1, Prupe.1G085100.1
OG0007015	CDY59874, CDY04172, CDY48076, CDY51605	Prupe.2G195000.1, Prupe.1G301400.1, Prupe.5G214100.1
OG0007016	CDY02573, CDY47206, CDY68209, CDX92546	Prupe.1G153700.1
OG0007017	CDY01662, CDX74523	Prupe.1G562700.1
OG0007018	CDY06657, CDY09962, CDY06222	Prupe.3G179400.1
OG0007019	CDX88457, CDX87449, CDY11656, CDY14608, CDY26869	Prupe.4G156400.1, Prupe.4G156300.1
OG0007020	CDY36755, CDY66686	Prupe.4G234400.1, Prupe.4G234100.1
OG0007022	CDX97084, CDX69781, CDX75224, CDX68821, CDY61387	Prupe.1G482600.1
OG0007023	CDX90634, CDY29046, CDX78039, CDX73692	Prupe.6G281800.1, Prupe.6G053300.1
OG0007025	CDX73180, CDY47512, CDY13562, CDY22398, CDX72722	Prupe.8G085500.1
OG0007026	CDY31168	Prupe.3G143200.1
OG0007027	CDX92814, CDY42728	Prupe.6G028500.1
OG0007028	CDX70147, CDX98846, CDY04953, CDY14111, CDY04954	Prupe.2G254300.1
OG0007029	CDX85465, CDY02720, CDY02718	Prupe.3G014000.1
OG0007030	CDY08793, CDY14563	Prupe.1G528500.1, Prupe.6G196800.1
OG0007032	CDX88827, CDX70958, CDY16590, CDX92415	Prupe.6G113000.1, Prupe.6G152400.1
OG0007033	CDX73593	Prupe.7G116600.1, Prupe.7G116500.1
OG0007034	CDY02282, CDX89670, CDX71234, CDX89669	Prupe.8G123800.1
OG0007035	CDY41876	Prupe.1G513700.1
OG0007035	CDX87479	Prupe.8G062600.1
OG0007036	CDX95879, CDY39013	Prupe.1G113000.1
OG0007037	CDX91656, CDY27062, CDY27824	Prupe.2G299500.1, Prupe.5G076000.1
OG0007038	CDY36765, CDY11978, CDY28638, CDY17358	Prupe.4G103800.1, Prupe.3G149500.1
OG0007039	CDY16592, CDX92413, CDY09094	Prupe.6G153600.1
OG0007040	CDX84305, CDY17261, CDX84640, CDX79567	Prupe.1G585500.1, Prupe.5G024800.1
OG0007041	CDY38417, CDX70148, CDX98845	Prupe.2G254800.1
OG0007042	CDY30376, CDY14867, CDY55500	Prupe.3G179900.1
OG0007043	CDY16701, CDY67787	Prupe.2G028500.1, Prupe.7G020900.1, Prupe.2G099800.1, Prupe.2G032400.1
OG0007044	CDY05273, CDY23583, CDY24685, CDX74099, CDY08044	Prupe.2G273000.1
OG0007045	CDX93072, CDX93073, CDY50038	Prupe.3G202000.1
OG0007046	CDY34497, CDY55750, CDX84769, CDY23929	Prupe.1G573900.1
OG0007047	CDX82028, CDY15896, CDY13819	Prupe.8G088300.1
OG0007048	CDY44916, CDY65062, CDX92534, CDY13995	Prupe.4G265800.1
OG0007049	CDY31068, CDY20676, CDX94953, CDX93484	Prupe.1G529900.1
OG0007050	CDX76626, CDY11413, CDX83337, CDX95715	Prupe.3G007400.1
OG0007051	CDY11325, CDX80962, CDY04956, CDY14109	Prupe.2G252000.1
OG0007052	CDX74630, CDY37638	Prupe.3G198700.1
OG0007053	CDY02440, CDY66392, CDY26102	Prupe.4G141300.1, Prupe.1G588200.1, Prupe.2G234600.1, Prupe.6G266400.1
OG0007055	CDX88404, CDX87487	Prupe.1G511800.1, Prupe.1G558300.1
OG0007056	CDY54442, CDY16421, CDY39273, CDY07461	Prupe.3G011600.1
OG0007057	CDY58744, CDY39510, CDY71787, CDY37400, CDY66181	Prupe.3G187400.1
OG0007058	CDY49068, CDX67420	Prupe.3G249100.1
OG0007060	CDX67861, CDY25073, CDX71707, CDY11379	Prupe.2G188200.1
OG0007061	CDY58563, CDX88668, CDY02810, CDY32994, CDY43864	Prupe.6G040100.1
OG0007062	CDY19720, CDX99985, CDY25036, CDY05575	Prupe.6G327600.1
OG0007064	CDY26314, CDY26725, CDX99854, CDX99855, CDX90214, CDY71411	Prupe.4G075100.1
OG0007065	CDY49939, CDY21210, CDY50700, CDY43127	Prupe.3G159400.1
OG0007067	CDX84287	Prupe.4G048800.1, Prupe.7G084000.1
OG0007068	CDY20612, CDY20962, CDY34877, CDY54228, CDY37962, CDX93397	Prupe.1G251200.1
OG0007069	CDY18907, CDX74759, CDY53892, CDX90063, CDY15147	Prupe.2G155000.1
OG0007070	CDX83403, CDX95628, CDY18945, CDX74714	Prupe.7G053600.1, Prupe.6G114000.1
OG0007071	CDX94407, CDX89389, CDX94408, CDX89390, CDY38283, CDY25924	Prupe.1G076800.1
OG0007072	CDY15119, CDX93032	Prupe.8G206900.1
OG0007075	CDY62566, CDX86819, CDY40350, CDX80816, CDY55558	Prupe.6G255200.1
OG0007076	CDY09776	Prupe.1G218200.1
OG0007077	CDX82257, CDY36050, CDY25400, CDY29805	Prupe.3G023700.1
OG0007078	CDX84936, CDY27602, CDY27601, CDX84937, CDY66860, CDY11827	Prupe.1G223300.1
OG0007080	CDY29811, CDY25404, CDY36048, CDX82255, CDY29807	Prupe.3G023200.1
OG0007081	CDY18893, CDX74771	Prupe.2G169900.1
OG0007081	CDY07213, CDY51154	Prupe.2G170000.1
OG0007082	CDY50692, CDY43132, CDY50691	Prupe.6G363600.1
OG0007083	CDY55122, CDY41619, CDY44695	Prupe.6G259200.1
OG0007084	CDX76518, CDY01549, CDY68706, CDX99459, CDX78869	Prupe.1G583200.1
OG0007086	CDY04367, CDY31801, CDY53145, CDY29168, CDY39921	Prupe.1G582400.1
OG0007087	CDY25768, CDY04744, CDY21415	Prupe.1G326200.1
OG0007088	CDX88489, CDX87424, CDY57944, CDX79274	Prupe.3G022700.1
OG0007089	CDX95542, CDY51934, CDX75960, CDY40602, CDY18510, CDX93689	Prupe.5G226900.1
OG0007090	CDY35231, CDY16690, CDX94534	Prupe.4G012900.1
OG0007091	CDX82929, CDX79143, CDX94089, CDX98741	Prupe.4G012800.1
OG0007092	CDX70836, CDX92590, CDY13912, CDY37972, CDX88925	Prupe.1G142400.1
OG0007093	CDY71135, CDY39914	Prupe.1G576500.1
OG0007094	CDY72130, CDX70942, CDX92436, CDY16561	Prupe.7G193700.1
OG0007095	CDY21330, CDY62001, CDY45049, CDY28878, CDY39169	Prupe.4G089600.1
OG0007096	CDX73670, CDX78051	Prupe.1G210000.1
OG0007097	CDX71743, CDY48925, CDY42499, CDX89111	Prupe.2G170600.1, Prupe.1G174800.1
OG0007098	CDY58904, CDY56995, CDY56994, CDY27405, CDY37014	Prupe.2G127900.1
OG0007099	CDY16667, CDX94555	Prupe.4G018300.1, Prupe.4G049900.1
OG0007100	CDY08233, CDY26117	Prupe.6G009200.1
OG0007101	CDX72765, CDX96292, CDY03709, CDY06739, CDY09504	Prupe.1G324300.1
OG0007102	CDY46057, CDY46894, CDY70661, CDX82360, CDX92142, CDX95842, CDY27201	Prupe.1G208500.1
OG0007103	CDX71971, CDY06051, CDX98273, CDX98270, CDX67722	Prupe.4G115500.1
OG0007104	CDX77796	Prupe.4G002700.1, Prupe.6G028100.1
OG0007105	CDX95193, CDY68037	Prupe.1G353700.1, Prupe.8G178000.1
OG0007106	CDY11011, CDY69165, CDY34280, CDY03455, CDY21441, CDX83174	Prupe.1G577500.1
OG0007107	CDY08230, CDY26121, CDY10580	Prupe.6G010200.1
OG0007108	CDY32270, CDY40516, CDX68529, CDY60712, CDX90500	Prupe.3G187600.1
OG0007109	CDY19091, CDY15384, CDY56616, CDY10802	Prupe.3G010400.1
OG0007109	CDY56618	Prupe.3G009900.1
OG0007110	CDY18852, CDY08057, CDX74109, CDY24702, CDY05254	Prupe.1G143600.1
OG0007112	CDY29481, CDX96607, CDY33665	Prupe.5G000800.1, Prupe.5G000700.1
OG0007113	CDY18768, CDY18790, CDY05156, CDX76778, CDY27778	Prupe.4G108200.1
OG0007114	CDX86381, CDX85258, CDY04067, CDY44400, CDY19993, CDY00097	Prupe.3G261300.1
OG0007115	CDX72627, CDX72628, CDX69307, CDX75653, CDX75655, CDY29550	Prupe.2G128200.1
OG0007116	CDY48870, CDX77237, CDY16506, CDY29343, CDY59128	Prupe.1G317200.1
OG0007117	CDY63842, CDX90225, CDY26296, CDX99881	Prupe.4G081200.1
OG0007118	CDY58338, CDY08066, CDY18843, CDY24717, CDY05233	Prupe.1G151800.1
OG0007119	CDY11038, CDX92657, CDY03413, CDY34316	Prupe.7G058500.1, Prupe.5G153100.1
OG0007120	CDY59807, CDY06503, CDY06501, CDY22734, CDY09058	Prupe.3G184300.1
OG0007121	CDX82852, CDX79088, CDX94052, CDX98701	Prupe.4G090500.1
OG0007122	CDY34926, CDY33926, CDY60419, CDX86251, CDX85397	Prupe.1G124100.1
OG0007123	CDY01786, CDX96108, CDY12623, CDY54119	Prupe.3G242800.1
OG0007124	CDY04767	Prupe.1G572800.1
OG0007125	CDY34380, CDY25531, CDY38220, CDY08323, CDY08324	Prupe.5G131200.1
OG0007126	CDY29591, CDY03609, CDY70844, CDX96588	Prupe.3G191700.1
OG0007127	CDY39164, CDY46364, CDY60369, CDY21329, CDY62002	Prupe.4G090400.1
OG0007128	CDX91540, CDY16375, CDX83177, CDY21444	Prupe.1G579900.1
OG0007129	CDY10117, CDY47277, CDY66704, CDY68306	Prupe.8G007500.1
OG0007130	CDY24837, CDY08933, CDY03457, CDY34278	Prupe.1G578700.1
OG0007131	CDY17669, CDY65925, CDY52384, CDY40371	Prupe.1G326600.1
OG0007132	CDY33924, CDY70877, CDX86248, CDY56435	Prupe.1G159300.1
OG0007133	CDX98234, CDY02353, CDY43172, CDY12444, CDY27171	Prupe.4G115600.1
OG0007134	CDX87208, CDY16815, CDY02155, CDY23069	Prupe.5G198800.1
OG0007137	CDX83663, CDX67478, CDY11722	Prupe.3G304600.1
OG0007138	CDY56070, CDY43713, CDY47367, CDY01130	Prupe.1G049300.1
OG0007139	CDX82265, CDY33443, CDY42226, CDY36064, CDY24566, CDY25372	Prupe.1G350300.1
OG0007140	CDX86922, CDY30698, CDY16794, CDX87231	Prupe.2G288600.1
OG0007141	CDY08217, CDY26147, CDY51404, CDY33245, CDY39102, CDY52270	Prupe.3G035700.1
OG0007143	CDX78502, CDX70490, CDX69676, CDX97219	Prupe.6G017800.1
OG0007144	CDY26284, CDY49628, CDY59232, CDX90236	Prupe.1G190100.1, Prupe.2G008700.1, Prupe.4G287700.1
OG0007145	CDY28060, CDY35924, CDY34904, CDY60822	Prupe.8G193800.1
OG0007146	CDY44644, CDX74851, CDX93268, CDX80279, CDX80630	Prupe.6G246800.1, Prupe.2G225400.1
OG0007147	CDY27494, CDX80099, CDY37799, CDX99531, CDX99530, CDX86871	Prupe.8G266600.1
OG0007149	CDY05539, CDX80579, CDX88233, CDY68653	Prupe.2G083700.1
OG0007149	CDX74127	Prupe.6G303800.1
OG0007150	CDY65399, CDX76157, CDX78223, CDX73494	Prupe.2G078500.1, Prupe.2G078900.1
OG0007151	CDY23184, CDY60634, CDY29064, CDX78061, CDX73660	Prupe.2G012500.1, Prupe.7G066300.1
OG0007152	CDX68739, CDY28260, CDY36446, CDX76815, CDY34772	Prupe.1G462000.1
OG0007153	CDY08151, CDY05943, CDX86966, CDY00212	Prupe.1G462800.1
OG0007155	CDY67797, CDY63340, CDX89173, CDX93935	Prupe.8G243600.1
OG0007156	CDY30878, CDX76217, CDY56693, CDX78173	Prupe.6G238200.1, Prupe.6G099500.1
OG0007158	CDY08860	Prupe.7G013700.1
OG0007159	CDY56777, CDX72120, CDY32023, CDX67653, CDX67652, CDY32022	Prupe.5G218500.1
OG0007160	CDY44064, CDY28547, CDX95938, CDY40918, CDY51505	Prupe.3G261900.1, Prupe.1G281100.1
OG0007161	CDY51661, CDY70660, CDY23339, CDX68881, CDX75273	Prupe.1G453900.1
OG0007165	CDX71344, CDX89080, CDY52345, CDX71775, CDY56729, CDX67842	Prupe.2G145800.1
OG0007168	CDX73390, CDY40210, CDY70303	Prupe.2G229600.1, Prupe.2G229700.1
OG0007171	CDX80870, CDY11255, CDY44371, CDY04886, CDX70302, CDY11027, CDY10376	Prupe.7G125800.1
OG0007173	CDX80932, CDY11322, CDY36269, CDY00691, CDX73910	Prupe.2G058300.1
OG0007177	CDX83109, CDY23023, CDY02098, CDY57355, CDY30608, CDX68566, CDX83108	Prupe.1G441700.1
OG0007181	CDX76188, CDY68041, CDY71269, CDY71975	Prupe.6G070100.1, Prupe.6G260600.1
OG0007185	CDY40123, CDX85742, CDY48938, CDX71759, CDX79160, CDX82949	Prupe.1G580000.1, Prupe.4G160700.1, Prupe.1G580100.1
OG0007189	CDX90053, CDY15159, CDX74338, CDX91905, CDY01979, CDY54054	Prupe.2G169700.1
OG0007199	CDX92324, CDX99236, CDY43618, CDY29337, CDY20865, CDY16514, CDY32853	Prupe.8G131500.1
OG0007205	CDX77979, CDX73745, CDY16314, CDY33292, CDX90659, CDY29005	Prupe.7G166700.1
OG0007209	CDY43960, CDX87732, CDY33463, CDY62357, CDY35153, CDY03234	Prupe.4G080300.1
OG0007218	CDY25069, CDY33103, CDY52005, CDY53906, CDY11369, CDX71724, CDX95687, CDY42030, CDX80006	Prupe.2G183200.1
OG0007222	CDY39724, CDY44456, CDY35027, CDY08367, CDY38185	Prupe.1G065700.1
OG0007226	CDY48645, CDY28772, CDY20132, CDY56424, CDY20133, CDX97678, CDX98565	Prupe.4G187700.1
OG0007228	CDX87918, CDY60549, CDY11181, CDY40149, CDY65909, CDY21866, CDY20150, CDX97706, CDY30109	Prupe.3G084900.1
OG0007237	CDX89341, CDX94340, CDY42738, CDX92772, CDX89340, CDX75296, CDX94338	Prupe.6G001000.1
OG0007244	CDY72151	Prupe.7G030900.1
OG0007244	CDY22698	Prupe.5G246300.1
OG0007244	CDY71285, CDY14957	Prupe.7G034800.1, Prupe.8G084500.1
OG0007249	CDX91655, CDY27063, CDY00533, CDY00532, CDY27821	Prupe.2G299400.1
OG0007255	CDX75600, CDX69248, CDY24766, CDY70324, CDY43898, CDY13019	Prupe.7G148600.1
OG0007256	CDY27728	Prupe.1G458700.1
OG0007256	CDY60853, CDX68765, CDY13443, CDX72312	Prupe.1G459000.1
OG0007257	CDX76996, CDY35351, CDX76748, CDY39887, CDY23326, CDX68847, CDX75245	Prupe.1G473100.1
OG0007258	CDY61396, CDY53699, CDX68828, CDX75230, CDX72349, CDY13476	Prupe.7G247900.1
OG0007260	CDY13036	Prupe.3G303600.1, Prupe.5G152700.1
OG0007261	CDX78764, CDX70780, CDX85437, CDY39717, CDY38465, CDY16880	Prupe.3G080900.1, Prupe.1G543500.1, Prupe.8G111300.1
OG0007268	CDY72522, CDY41179, CDX71822, CDY42686, CDX95619, CDX83413, CDY23456, CDX74686, CDY48260	Prupe.2G133000.1
OG0007274	CDY07026, CDX93244	Prupe.2G238200.1
OG0007274	CDY04844, CDY48104	Prupe.6G258100.1
OG0007277	CDY28570, CDY53503, CDX79887, CDY06880, CDY14819, CDY19444, CDY19446	Prupe.7G073800.1
OG0007278	CDY00151, CDX83722, CDX83719, CDY20043, CDY42582, CDY50122	Prupe.3G291500.1
OG0007279	CDY51591, CDY03879, CDY24427, CDY36134, CDX84954, CDY27587	Prupe.1G241300.1
OG0007282	CDY21564, CDX69924, CDY31351, CDY39847, CDX84442, CDY41536, CDY60043, CDX81198, CDY44787	Prupe.4G280400.1
OG0007288	CDX76824, CDX70267, CDY41409, CDX89449, CDX76843, CDX76823, CDY34803, CDY34786	Prupe.7G049500.1
