Orthogroup	Brassica_napus	Solanum_lycopersicum
OG0007096	CDX68443	Solyc11T001704.1
OG0007096	CDX73670, CDX78051	Solyc04T000320.1
OG0007097	CDX71743, CDY48925, CDY42499, CDX89111	Solyc01T002841.1
OG0007098	CDY58904, CDY56995, CDY56994, CDY27405, CDY37014	Solyc01T002635.1
OG0007099	CDY16667, CDX94555	Solyc03T000468.1, PRAM_26129.1.p1
OG0007100	CDY08233, CDY26117	Solyc01T001115.2, Solyc01T000070.1
OG0007101	CDX72765, CDX96292, CDY03709, CDY06739, CDY09504	Solyc05T000306.1
OG0007103	CDX71971, CDY06051, CDX98273, CDX98270, CDX67722	Solyc05T002738.1
OG0007104	CDX77796	Solyc12T000752.1, Solyc10T000082.1, Solyc10T000083.6
OG0007105	CDX95193, CDY68037	Solyc12T002503.1, Solyc04T002986.1
OG0007107	CDY08230, CDY26121, CDY10580	Solyc04T000539.1, Solyc01T000971.1, Solyc01T000077.1
OG0007108	CDY32270, CDY40516, CDX68529, CDY60712, CDX90500	Solyc07T001653.2
OG0007110	CDY18852, CDY08057, CDX74109, CDY24702, CDY05254	Solyc01T001984.1
OG0007112	CDY29481, CDX96607, CDY33665	Solyc12T002525.1
OG0007113	CDY18768, CDY18790, CDY05156, CDX76778, CDY27778	Solyc02T001153.1
OG0007114	CDX86381, CDX85258, CDY04067, CDY44400, CDY19993, CDY00097	PRAM_25847.1.p1
OG0007115	CDX72627, CDX72628, CDX69307, CDX75653, CDX75655, CDY29550	Solyc01T002633.1
OG0007116	CDY48870, CDX77237, CDY16506, CDY29343, CDY59128	Solyc06T000212.1
OG0007117	CDY63842, CDX90225, CDY26296, CDX99881	Solyc02T001225.1
OG0007118	CDY58338, CDY08066, CDY18843, CDY24717, CDY05233	Solyc01T002164.1
OG0007119	CDY11038, CDX92657, CDY03413, CDY34316	Solyc05T000681.2
OG0007120	CDY59807, CDY06503, CDY06501, CDY22734, CDY09058	Solyc07T001604.1
OG0007121	CDX82852, CDX79088, CDX94052, CDX98701	Solyc02T001191.1, Solyc02T000314.1
OG0007122	CDY34926, CDY33926, CDY60419, CDX86251, CDX85397	Solyc01T001850.1
OG0007123	CDY01786, CDX96108, CDY12623, CDY54119	Solyc02T000934.1
OG0007124	CDY04767	Solyc01T003603.1
OG0007124	CDY48056, CDX75103	Solyc06T001528.1
OG0007125	CDY34380, CDY25531, CDY38220, CDY08323, CDY08324	Solyc08T000369.3
OG0007126	CDY29591, CDY03609, CDY70844, CDX96588	Solyc04T001362.1
OG0007127	CDY39164, CDY46364, CDY60369, CDY21329, CDY62002	Solyc02T000315.2
OG0007128	CDX91540, CDY16375, CDX83177, CDY21444	Solyc01T003555.1
OG0007129	CDY10117, CDY47277, CDY66704, CDY68306	Solyc09T002844.1
OG0007130	CDY24837, CDY08933, CDY03457, CDY34278	Solyc01T003567.1
OG0007131	CDY17669, CDY65925, CDY52384, CDY40371	Solyc03T001507.1, Solyc05T000289.2
OG0007132	CDY33924, CDY70877, CDX86248, CDY56435	Solyc05T002493.1
OG0007133	CDX98234, CDY02353, CDY43172, CDY12444, CDY27171	Solyc02T001103.1
OG0007134	CDX87208, CDY16815, CDY02155, CDY23069	Solyc03T002843.1, Solyc06T001908.1
OG0007137	CDX83663, CDX67478, CDY11722	Solyc02T002924.1, Solyc02T001059.1
OG0007138	CDY56070, CDY43713, CDY47367, CDY01130	Solyc09T002620.1, Solyc03T000072.3
OG0007139	CDX82265, CDY33443, CDY42226, CDY36064, CDY24566, CDY25372	Solyc04T000287.1
OG0007140	CDX86922, CDY30698, CDY16794, CDX87231	Solyc03T000440.1, Solyc03T000441.1
OG0007141	CDY08217, CDY26147, CDY51404, CDY33245, CDY39102, CDY52270	Solyc06T001447.1
OG0007143	CDX78502, CDX70490, CDX69676, CDX97219	Solyc01T000121.1, Solyc12T002833.1
OG0007144	CDY26284, CDY49628, CDY59232, CDX90236	Solyc07T000578.1
OG0007145	CDY28060, CDY35924, CDY34904, CDY60822	Solyc09T001456.1, Solyc06T002642.1
OG0007146	CDY44644, CDX74851, CDX93268, CDX80279, CDX80630	Solyc05T002602.1
OG0007147	CDY27494, CDX80099, CDY37799, CDX99531, CDX99530, CDX86871	Solyc01T002109.1
OG0007148	CDY21184, CDY21190	Solyc10T000870.1, Solyc00T000007.1, Solyc01T000956.1
OG0007149	CDY05539, CDX80579, CDX88233, CDY68653, CDX74127	Solyc01T003451.2
OG0007150	CDY65399, CDX76157, CDX78223, CDX73494	PRAM_37011.1.p1, Solyc11T000196.1
OG0007151	CDY23184, CDY60634, CDY29064, CDX78061, CDX73660	Solyc01T002411.1
OG0007152	CDX68739, CDY28260, CDY36446, CDX76815, CDY34772	Solyc08T002331.1
OG0007153	CDY08151, CDY05943, CDX86966, CDY00212	Solyc03T001557.1
OG0007155	CDY67797, CDY63340, CDX89173, CDX93935	Solyc01T002174.1, Solyc09T001918.1
OG0007156	CDY30878, CDX76217, CDY56693, CDX78173	Solyc10T002894.1, Solyc09T000168.1
OG0007158	CDY08860	Solyc11T000441.1, Solyc07T001035.1, Solyc12T001113.1
OG0007158	CDY48816, CDX93717	Solyc10T000314.1
OG0007159	CDY56777, CDX72120, CDY32023, CDX67653, CDX67652, CDY32022	Solyc10T002221.1
OG0007160	CDY44064, CDY28547, CDX95938, CDY40918, CDY51505	Solyc05T000730.1
OG0007161	CDY51661, CDY70660, CDY23339, CDX68881, CDX75273	Solyc08T001590.1
OG0007165	CDX71344, CDX89080, CDY52345, CDX71775, CDY56729, CDX67842	Solyc02T002108.1
OG0007166	CDX94483, CDX86725, CDY51557, CDY26566, CDY16005, CDY00455, CDY04388	Solyc08T002241.1
OG0007168	CDX73390, CDY40210, CDY70303	Solyc06T000517.1
OG0007171	CDX80870, CDY11255, CDY44371, CDY04886, CDX70302, CDY11027, CDY10376	Solyc09T000248.1
OG0007173	CDX80932, CDY11322, CDY36269, CDY00691, CDX73910	Solyc02T000161.1, Solyc02T001858.1
OG0007177	CDX83109, CDY23023, CDY02098, CDY57355, CDY30608, CDX68566, CDX83108	Solyc04T002709.1
OG0007181	CDX76188, CDY68041, CDY71269, CDY71975	Solyc09T000529.1, Solyc10T002773.1
OG0007189	CDX90053, CDY15159, CDX74338, CDX91905, CDY01979, CDY54054	Solyc01T002833.1, Solyc01T002831.1
OG0007199	CDX92324, CDX99236, CDY43618, CDY29337, CDY20865, CDY16514, CDY32853	Solyc02T000876.1
OG0007205	CDX77979, CDX73745, CDY16314, CDY33292, CDX90659, CDY29005	Solyc02T002042.2, Solyc03T003115.1
OG0007209	CDY43960, CDX87732, CDY33463, CDY62357, CDY35153, CDY03234	Solyc08T000599.1, Solyc02T001231.1
OG0007222	CDY39724, CDY44456, CDY35027, CDY08367, CDY38185	Solyc05T002044.1, Solyc07T000564.1
OG0007226	CDY48645, CDY28772, CDY20132, CDY56424, CDY20133, CDX97678, CDX98565	Solyc07T002528.1
OG0007237	CDX89341, CDX94340, CDY42738, CDX92772, CDX89340, CDX75296, CDX94338	Solyc05T001457.1
OG0007244	CDY72151	Solyc03T001056.1
OG0007249	CDX91655, CDY27063, CDY00533, CDY00532, CDY27821	Solyc03T000325.1, Solyc06T000710.1
OG0007250	CDY51009, CDY03196, CDY57414	Solyc03T001439.1, Solyc04T001885.1, Solyc03T001456.1, Solyc04T001909.1, Solyc04T001589.2, Solyc04T001889.1, Solyc03T001437.1
OG0007255	CDX75600, CDX69248, CDY24766, CDY70324, CDY43898, CDY13019	Solyc04T002758.1
OG0007256	CDY60853, CDX68765, CDY13443, CDX72312	Solyc08T000127.1
OG0007257	CDX76996, CDY35351, CDX76748, CDY39887, CDY23326, CDX68847, CDX75245	Solyc11T000227.2
OG0007258	CDY61396, CDY53699, CDX68828, CDX75230, CDX72349, CDY13476	Solyc06T002323.1, Solyc08T000867.1
OG0007260	CDY13036	Solyc03T000005.1
OG0007261	CDX78764, CDX70780, CDX85437, CDY39717, CDY38465, CDY16880	Solyc04T002514.1
OG0007273	CDY63770, CDX85563, CDX69548, CDX69549, CDX85052, CDX78611, CDX70593, CDY28692	Solyc02T001000.1
OG0007274	CDY07026, CDX93244	Solyc02T000886.1
OG0007274	CDY04844, CDY48104	Solyc09T000519.1
OG0007277	CDY28570, CDY53503, CDX79887, CDY06880, CDY14819, CDY19444, CDY19446	Solyc10T002262.1
OG0007278	CDY00151, CDX83722, CDX83719, CDY20043, CDY42582, CDY50122	Solyc02T002226.1, Solyc02T001033.1
OG0007279	CDY51591, CDY03879, CDY24427, CDY36134, CDX84954, CDY27587	Solyc09T001662.1, Solyc05T000849.1
OG0007288	CDX76824, CDX70267, CDY41409, CDX89449, CDX76843, CDX76823, CDY34803, CDY34786	Solyc04T000750.1
OG0007290	CDY09852, CDX69583, CDX91063, CDX85598	Solyc07T002314.1
OG0007293	CDY01916, CDX97261, CDY18027, CDX90944, CDX80114, CDY63853	Solyc09T002281.1
OG0007295	CDX92262, CDX99325, CDY71041, CDX82332, CDX75980, CDY08864, CDX84538	Solyc11T000065.1
OG0007296	CDY18663, CDX81311, CDY08724, CDY36498	Solyc02T000845.1, Solyc02T002761.1
OG0007297	CDY04627, CDY50236, CDX68070, CDX79180, CDX88334, CDX87551	Solyc06T001251.1, Solyc08T002343.1
OG0007298	CDX93936, CDX89172, CDY63338, CDX67917, CDX79421	Solyc09T001917.1, Solyc02T001565.1
OG0007301	CDY22087, CDY21926, CDX91266, CDY71939, CDY39162, CDY46368	Solyc11T000566.1, Solyc11T000567.1
OG0007304	CDY04538, CDX71381, CDY30506	Solyc11T002094.1, Solyc06T000418.1
OG0007305	CDY22965, CDX82286, CDY42195, CDX95432, CDY58858	Solyc01T003898.1, Solyc01T003897.1
OG0007306	CDX71981, CDY06059, CDY61756, CDY00540	Solyc01T002335.1, Solyc10T002435.1
OG0007309	CDY31007, CDX88948, CDY06104, CDY72144, CDY33820, CDY69347	Solyc02T001310.1, Solyc01T002452.1
OG0007312	CDX86293, CDX85350, CDY60823, CDY34905, CDY24630, CDY28064	Solyc09T001440.1, Solyc06T000149.1
OG0007319	CDY47534, CDY02542, CDY49900, CDX87902	Solyc06T001697.1, Solyc03T003311.1
OG0007320	CDY72198, CDY69320, CDY66041, CDY08526, CDY56849	Solyc12T000087.1, Solyc07T001940.1
OG0007326	CDY51833, CDY56151, CDY27055, CDY65324	Solyc07T000307.1
OG0007327	CDY30470, CDY71678, CDY23433, CDY71679, CDY23434	Solyc03T002242.1, Solyc06T002095.1, Solyc01T002351.1
OG0007328	CDY70090, CDY50378, CDY22055, CDX90935, CDY70418, CDX93965	Solyc01T001996.1
OG0007331	CDX90671, CDY28995, CDX77973, CDY71307, CDX90670	Solyc07T002684.1, Solyc07T002683.1, Solyc09T002132.1
OG0007332	CDY09765, CDX90592, CDY48286, CDY22924	Solyc05T001871.1, Solyc05T001487.1, Solyc07T001816.1
OG0007333	CDY67726, CDY71258, CDY17906, CDY17903, CDY30444, CDY23406	Solyc08T000472.1, Solyc12T000899.1, Solyc12T000900.1
OG0007338	CDY15000, CDY26324, CDY15001, CDY12887, CDY40965	Solyc03T000156.3
OG0007339	CDY35686, CDY09141, CDY26931, CDX92349, CDY68104, CDX88793	Solyc07T000990.1, Solyc11T002182.1
OG0007341	CDX92433, CDY16567, CDX88839, CDY45066	Solyc05T001621.1, Solyc07T001539.1, Solyc12T000342.1
OG0007342	CDY11884, CDX88608, CDY52201, CDY38266	Solyc07T000357.1, Solyc07T000358.1, Solyc07T000353.1
OG0007343	CDX82986, CDX68386, CDY53445, CDY48687, CDY59223, CDX88699, CDX71118	Solyc11T002232.1, Solyc01T003320.1
OG0007354	CDY62533, CDX73153	Solyc12T002459.1, Solyc04T002814.1, Solyc10T002479.1
OG0007355	CDY70011, CDY66748	Solyc12T001260.1
OG0007356	CDX94240	Solyc11T001532.1, Solyc05T001142.1, Solyc12T001511.1, Solyc05T001409.1, Solyc03T000932.1, Solyc05T001529.1, Solyc07T001079.1, Solyc11T000962.1
OG0007358	CDY65045, CDY33411	Solyc05T001547.1
OG0007415	CDY03294, CDY39785, CDY52087, CDX77381	Solyc06T002669.1
OG0007416	CDX80799, CDY55115	Solyc10T002774.1, Solyc09T000548.2
OG0007417	CDY69484, CDY27389, CDX95637, CDX83394	Solyc01T002695.1
OG0007418	CDX74134, CDY14661	Solyc03T002323.1
OG0007419	CDX82012, CDY13825	Solyc01T004221.1
OG0007423	CDY54930, CDY01985	Solyc01T002870.1
OG0007426	CDX86278, CDX85365	Solyc09T001690.1, Solyc06T000179.1
OG0007427	CDX84845, CDY24011	Solyc02T000016.1, Solyc09T001387.1
OG0007428	CDY13262, CDY22859, CDY33879	Solyc06T001564.1
OG0007430	CDY35564, CDY03120	Solyc11T001891.1
OG0007432	CDX93340	Solyc03T001964.1
OG0007433	CDY09011, CDX77515	Solyc09T002560.1
OG0007436	CDY42046, CDX80017	Solyc01T000476.1, Solyc05T000228.1
OG0007437	CDY29902	Solyc11T001691.1
OG0007438	CDY14086, CDY04985, CDX73553	Solyc10T002584.1, Solyc01T000196.1
OG0007439	CDY17386, CDY57962, CDY57428	Solyc11T000194.1
OG0007440	CDX74651, CDY33688	Solyc07T001464.1
OG0007441	CDY20942, CDY37988, CDX93437	Solyc01T003523.3
OG0007442	CDX97170, CDX69705, CDX85700, CDX91171	Solyc10T002885.1
OG0007443	CDY19070, CDY15410	Solyc04T000262.1
OG0007444	CDY15563, CDX86534, CDY47725, CDY10184, CDX84798, CDY23960	Solyc09T002088.2
OG0007445	CDX89082	Solyc01T002733.1
OG0007446	CDY15194, CDY70254	Solyc01T003002.1
OG0007448	CDX81426, CDY18578	Solyc03T000519.1
OG0007449	CDX79934, CDX92926, CDY23846	Solyc04T000732.1
OG0007451	CDY11209, CDX80780	Solyc09T000670.1
OG0007453	CDX72050, CDY06115	Solyc04T000716.1
OG0007454	CDY27464, CDY55521	Solyc06T002768.1, Solyc09T002189.1
OG0007455	CDX88939, CDY30993, CDY06117, CDX72053	Solyc10T002382.1
OG0007456	CDY72453, CDY72213, CDY50256, CDY27888	Solyc09T000960.1
OG0007457	CDY71840, CDX73274	Solyc08T002580.1
OG0007459	CDX75003, CDY33207, CDX79705, CDY46745	Solyc09T000222.1
OG0007460	CDY15480, CDX86664, CDX86214	Solyc06T000216.1, Solyc09T002082.1
OG0007461	CDY15198, CDX90012	Solyc10T000441.1
OG0007462	CDY18878, CDX74786	Solyc01T002864.1
OG0007464	CDY68638, CDX92407, CDY59517, CDY68639	Solyc01T000094.1
OG0007465	CDY68746, CDY51151	Solyc01T002808.1
OG0007467	CDY48369, CDX89067, CDX71792, CDY41149	Solyc01T002693.1
OG0007468	CDX93327, CDY64226	Solyc09T000666.1
OG0007469	CDX74709, CDY18953, CDX83405, CDX95626	Solyc01T002672.1
OG0007470	CDY02999, CDY45165	Solyc05T000715.1
OG0007471	CDY42016, CDX79994	Solyc01T002900.1
OG0007473	CDX76697, CDY11473	Solyc07T000386.1
OG0007474	CDX92692, CDX94458, CDX89423, CDY11069	Solyc01T002395.1, Solyc01T004406.1
OG0007475	CDY24044, CDY33061, CDY70935, CDY08234	Solyc04T002458.1
OG0007476	CDY67795	Solyc10T002585.1
OG0007477	CDY00016, CDY59823	Solyc05T002441.1
OG0007479	CDX97739, CDY30157	Solyc03T003373.1
OG0007480	CDX70296, CDY10367	Solyc09T000314.1
OG0007481	CDY63101, CDY65699	Solyc03T001709.1
OG0007482	CDY04869, CDY55689, CDY11233, CDX80843	Solyc09T000126.1
OG0007484	CDY04895, CDY67264, CDY10361, CDX70290	Solyc09T000305.1
OG0007485	CDY19946, CDY00055	Solyc09T001369.1
OG0007486	CDY56128, CDY52963	Solyc11T000353.1
OG0007487	CDY00897, CDY60155, CDY00896	Solyc09T000312.1
OG0007488	CDY64931, CDY42466, CDY43035	Solyc06T000652.1
OG0007489	CDY46377, CDY62874, CDX97304, CDX91230	Solyc02T001647.1
OG0007491	CDY15192, CDX90017	Solyc01T002988.1
OG0007492	CDX77452, CDX85182	Solyc09T002644.1
OG0007493	CDY41299, CDY41598, CDY44719	Solyc10T002721.1
OG0007494	CDY13184, CDX78211, CDX73505, CDX76168	Solyc10T002958.1
OG0007495	CDX91241, CDY22103, CDY21942, CDX91242	Solyc09T002184.3
OG0007496	CDY29045, CDX90635, CDX78038, CDX73693	Solyc10T002133.1
OG0007497	CDX93913	Solyc09T001994.1, Solyc06T002733.1
OG0007498	CDY15153, CDX90058	Solyc05T002082.6
OG0007499	CDY10357, CDX70285	Solyc10T002654.2
OG0007500	CDY10389	Solyc09T000192.1
OG0007501	CDX81583, CDY45832, CDY50311, CDY54141	Solyc01T002572.1
OG0007503	CDX70819, CDY51226, CDY25422, CDX92612	Solyc04T001154.1, Solyc04T001153.1
OG0007504	CDY35218, CDY06872, CDY65849, CDY31986	Solyc09T001837.1
OG0007505	CDY55301, CDX87939	Solyc10T002568.1
OG0007506	CDY50427, CDY01179	Solyc08T002103.2
OG0007507	CDY25642, CDX89524	Solyc09T000275.1
OG0007508	CDX70263, CDY41403	Solyc10T002334.1
OG0007509	CDY24733, CDY10779, CDY19071, CDY15406	Solyc09T002065.1
OG0007510	CDY24145, CDY36916	Solyc10T002338.1
OG0007511	CDY20669, CDX94940, CDX93472	Solyc01T003553.1
OG0007512	CDX90916, CDY17983, CDX91271, CDX97291	Solyc09T001915.1
OG0007513	CDY02436, CDY10556	Solyc01T001220.1
OG0007514	CDY07228, CDY68957	Solyc10T000539.1
OG0007515	CDX92634, CDY11014	Solyc04T002670.1
OG0007517	CDX70262, CDY41402	Solyc09T000418.1
OG0007518	CDY35733	Solyc01T004120.3
OG0007522	CDY24065, CDY69532, CDY25682	Solyc06T001451.1, Solyc03T003537.1
OG0007523	CDY31989, CDY05725	Solyc09T001825.1, Solyc06T000187.1
OG0007525	CDY01814, CDX96089	Solyc05T000990.1
OG0007527	CDX80586, CDY05542, CDX78156, CDY25002	Solyc01T003425.1
OG0007528	CDX97417, CDY14259	Solyc11T000264.1
OG0007529	CDY23600, CDY43990, CDY24184, CDY07090	Solyc12T002821.1
OG0007530	CDX79991, CDY42010, CDY27330	Solyc01T002895.1
OG0007532	CDX79445, CDX84753, CDY62189	Solyc12T000824.1
OG0007533	CDX75020	Solyc11T000275.1, Solyc09T000261.1
OG0007534	CDX69378, CDY63900, CDY63928, CDY31609	Solyc11T000494.1
OG0007535	CDX83353, CDY41560, CDX80048	Solyc07T000217.1
OG0007536	CDY70474	Solyc09T002242.1
OG0007538	CDY33158, CDX75034	Solyc10T002647.2, Solyc09T000303.1
OG0007539	CDX95305, CDY23168	Solyc09T000024.1
OG0007540	CDY10451, CDY40349	Solyc09T000489.2
OG0007541	CDY18885	Solyc08T002373.1, Solyc01T002852.1
OG0007542	CDX79704, CDY46744	Solyc09T000224.1
OG0007543	CDX82826, CDY47092, CDX79065	Solyc02T001620.1
OG0007544	CDY14502, CDY07762	Solyc09T000560.1
OG0007545	CDX91488, CDX97748, CDX93302, CDX74890	Solyc01T002055.1
OG0007546	CDX80895, CDY11276, CDY41428, CDX70278	Solyc09T000386.1
OG0007550	CDY48353, CDY34159	Solyc01T002941.1
OG0007551	CDY15518, CDY18250, CDX86614, CDX89797	Solyc12T002657.1
OG0007552	CDY33690, CDX74653	Solyc03T002719.1
OG0007553	CDY04868, CDY55688, CDY10422, CDX70344	Solyc10T002887.1
OG0007554	CDX87168, CDY16856	Solyc08T001863.2
OG0007555	CDY14085, CDY04986, CDX98917, CDY57987	Solyc09T002866.1
OG0007557	CDX91908, CDY70620, CDY07216, CDY51157	Solyc01T002839.1
OG0007559	CDX95645, CDY37031, CDY57099	Solyc05T002200.1, Solyc01T002708.1
OG0007560	CDY62483, CDY65810, CDY62485	Solyc05T000640.1
OG0007561	CDY27836, CDY50295	Solyc03T001337.1
OG0007562	CDY49089, CDY39320, CDY33752	Solyc01T000483.1, Solyc05T000213.1
OG0007565	CDY11904, CDX88588, CDY32760, CDY32882	Solyc12T000288.1
OG0007566	CDY71464	Solyc10T001375.1, Solyc01T003849.1
OG0007567	CDY41703, CDX95277	Solyc01T003407.1
OG0007568	CDY47961, CDY14822, CDY53498, CDX79884	Solyc10T002293.1
OG0007571	CDX83352, CDX95711	Solyc10T000016.1
OG0007572	CDX67853, CDY52333	Solyc01T002751.1
OG0007573	CDX70088, CDX98938	Solyc01T001391.2
OG0007574	CDY29756, CDY42782	Solyc09T002400.1
OG0007576	CDY51483, CDY23274	Solyc04T002738.2
OG0007578	CDY13095, CDY69406	Solyc07T002208.1
OG0007579	CDX91112, CDX85641	Solyc05T002727.1
OG0007580	CDY37064, CDY27360, CDX74765, CDY18901	Solyc01T002745.4
OG0007581	CDX84685, CDX79530, CDX84686	Solyc02T000088.1, Solyc09T002566.1
OG0007582	CDX74753, CDY18913, CDY53883, CDY60684	Solyc05T002071.1
OG0007584	CDY33771, CDY39337, CDY49108	Solyc05T000270.1
OG0007586	CDY45507, CDY72393	Solyc12T001342.1, Solyc12T001343.1, Solyc10T001471.1, Solyc00T000043.1
OG0007587	CDY45494	Solyc10T001211.1, Solyc10T001008.1
OG0007588	CDX79340, CDX67978, CDX87356, CDX88564	Solyc03T003043.1
OG0007589	CDX81711, CDY55984, CDY36556, CDY39642	Solyc07T000533.1
OG0007590	CDY54481, CDY22311, CDX89852, CDY18197	Solyc04T002129.1
OG0007592	CDY27501, CDY51419	Solyc01T002093.1
OG0007593	CDX93738, CDY46455, CDX91793	Solyc12T002261.1, Solyc04T002163.1
OG0007595	CDY01180, CDY12723	Solyc12T002692.2
OG0007596	CDX89904, CDY18163	Solyc03T003275.1
OG0007598	CDY09777, CDX69656	Solyc05T000342.2
OG0007599	CDY23301	Solyc10T002575.1, Solyc01T000183.1
OG0007601	CDY53727	Solyc03T000028.1
OG0007602	CDY03590, CDY45051, CDY66873, CDY69887	Solyc11T000945.2
OG0007603	CDY03158, CDY12045	Solyc06T000617.1, Solyc11T000829.1, Solyc06T001574.1
OG0007604	CDY43431, CDY04421, CDX67619, CDY07508	Solyc04T001389.1
OG0007606	CDY52860, CDX81740, CDY33370, CDY35048	Solyc03T002979.1
OG0007607	CDX99871, CDY26301, CDX98170	Solyc08T000593.1
OG0007608	CDY10647, CDY38305, CDY10286	Solyc09T002355.2
OG0007609	CDY53664, CDY54994	Solyc10T002168.1
OG0007610	CDY44062, CDY28545	Solyc01T002273.1, Solyc10T000985.1
OG0007613	CDY66949, CDY53224, CDY39946, CDX87340	Solyc03T002980.1
OG0007614	CDY03490, CDX76327	Solyc08T000363.1, Solyc08T002551.1
OG0007615	CDY40709, CDX74146, CDY05170, CDY27766	Solyc01T003286.1
OG0007618	CDY31906	Solyc03T000377.1
OG0007619	CDY35045, CDY33373, CDY39948, CDX87337	Solyc03T002985.1
OG0007621	CDY57509, CDY17696, CDY40402, CDY37346	Solyc05T000354.1
OG0007622	CDY49032, CDX90952, CDX91805	Solyc06T000334.1
OG0007624	CDX86882, CDX99517	Solyc05T002734.1
OG0007625	CDY44775, CDY40747, CDX81104, CDY60229	Solyc12T002789.1
OG0007627	CDY10101, CDY64657, CDY59790, CDY10029	Solyc03T002409.5
OG0007628	CDY41107, CDY45290	Solyc05T000250.1
OG0007629	CDY32837, CDY16531, CDY61552, CDY20854	Solyc01T003915.1
OG0007631	CDY06323, CDY22672, CDX95045, CDX93548	Solyc04T000373.1
OG0007632	CDY44860, CDX70220, CDY69673, CDY11294	Solyc03T000994.2
OG0007633	CDX86913, CDY00268, CDX70013, CDX99001	Solyc03T000205.1
OG0007634	CDY21395, CDY04778	Solyc05T000994.2
OG0007635	CDY54467, CDY52421, CDX71214, CDY48223	Solyc01T003951.1
OG0007636	CDY33085, CDY51398, CDY56624, CDY02478	Solyc12T002084.1
OG0007637	CDY04374, CDY04446	Solyc01T003406.1
OG0007638	CDY38335, CDY44536	Solyc06T001298.1
OG0007639	CDX67890, CDY25108	Solyc01T003382.1, Solyc01T002099.2
OG0007642	CDX97685, CDY30087	Solyc01T002011.1
OG0007643	CDY53902, CDX67516, CDY13380	Solyc08T002566.1, Solyc08T000367.1
OG0007644	CDX72772, CDX96298, CDY21410, CDY04748	Solyc05T000330.1
OG0007645	CDX83167, CDY34044	Solyc03T002435.1
OG0007646	CDX92967, CDX94882, CDY35482, CDY67558, CDY37288	Solyc09T002431.1
OG0007647	CDY56474, CDX74691	Solyc10T000956.1
OG0007648	CDY52954, CDY46543, CDY33876, CDY22862, CDY32369	Solyc12T002032.1
OG0007649	CDY65326, CDX97535, CDY39087, CDY33258	Solyc12T002074.2
OG0007650	CDY47291, CDY10104	Solyc09T002345.1, Solyc03T000016.1
OG0007651	CDX92544, CDY13985	Solyc01T002138.1
OG0007652	CDY41712, CDY32161, CDY05728, CDY31103	Solyc01T003361.1
OG0007653	CDY06863, CDY50927, CDX92897, CDY35226	Solyc12T000105.1
OG0007654	CDX98949, CDX70075	Solyc11T002555.1, Solyc10T002278.1
OG0007655	CDX84609, CDX79612, CDX84183, CDY31709	Solyc02T001582.1
OG0007656	CDY05571, CDY25031, CDY19726, CDX99979	Solyc01T003238.1
OG0007657	CDY22347, CDX94704, CDY43290, CDX93650	Solyc11T000678.1
OG0007658	CDX77540, CDX85066, CDY08982, CDY35509	Solyc09T002517.1
OG0007660	CDY13198, CDX76154, CDX78227, CDX73491	Solyc11T000177.1
OG0007661	CDX91141, CDX85662	Solyc08T002131.1, Solyc01T000404.1
OG0007662	CDY37466, CDY32473, CDY51303, CDY15436	Solyc01T002127.2
OG0007663	CDX69937, CDY21552, CDX81115, CDX78345	Solyc02T000067.1
OG0007664	CDX89051, CDY42670, CDX74663, CDY47676	Solyc01T002528.1
OG0007666	CDY65208, CDX79999, CDY42021	Solyc03T003398.1
OG0007668	CDY04877, CDY55697, CDY10409, CDX70332	Solyc03T003134.1
OG0007669	CDX72911, CDX96404, CDY03640, CDX82151	Solyc06T001443.1
OG0007671	CDY04596, CDY29478, CDY01336, CDY00360	Solyc04T002128.1
OG0007673	CDY34322, CDY03408	Solyc03T002279.1
OG0007674	CDY53198, CDY59184	Solyc05T002434.1, Solyc09T002609.1
OG0007675	CDY21998, CDY56369, CDY56367	Solyc04T001984.1
OG0007676	CDX99527, CDX86873	Solyc11T001722.1
OG0007678	CDX99971, CDY19735, CDX86136, CDX80618	Solyc01T003303.1
OG0007680	CDX88868, CDY44952, CDY42315, CDX92491, CDY35840	Solyc01T000750.1
OG0007681	CDY65388, CDX78272, CDY55834, CDY61658	Solyc11T000331.1
OG0007683	CDY54865, CDY50266	Solyc09T002334.1, Solyc03T000015.1
OG0007684	CDX72986, CDY19187	Solyc03T002331.2
OG0007685	CDY46565	Solyc11T001809.1
OG0007686	CDX93769, CDX86004	Solyc06T001482.1
OG0007687	CDX96896, CDY68503, CDY22337, CDX94720	Solyc09T002465.2
OG0007689	CDY34909, CDY28072, CDY28073, CDY24634	Solyc06T002649.1
OG0007690	CDX73653, CDX78071, CDX95322, CDY23195	Solyc11T000268.1
OG0007691	CDY42724, CDY69852	Solyc02T002626.1
OG0007692	CDY39615, CDY68277	Solyc04T000173.1, Solyc05T000344.1
OG0007695	CDX96368, CDX72852	Solyc11T000942.1, Solyc06T001562.1
OG0007696	CDY28699, CDY68056, CDY68015	Solyc03T003002.1, Solyc06T001756.1
OG0007699	CDX83544, CDY13578	Solyc05T000507.1
OG0007700	CDX93537, CDX95033, CDY32127, CDY31128	Solyc01T003081.1
OG0007701	CDY54504	Solyc03T003263.1
OG0007702	CDY30559, CDX77107	Solyc11T002246.2
OG0007704	CDX72821, CDX96339, CDY46293, CDY67374	Solyc04T002183.1
OG0007706	CDY48243, CDX74674, CDX83423, CDX95608	Solyc01T002555.1
