Orthogroup	Brassica_napus	Capsicum_anuum
OG0006673	CDX86755, CDY57778	CA01g03210, CA01g03220
OG0006674	CDY11080, CDX68206, CDY45870, CDY47736, CDX95490	CA06g17950
OG0006677	CDY00150, CDY20042, CDX83723, CDY13729	CA02g30010
OG0006678	CDY33278, CDY16305	CA02g19850, CA02g02160
OG0006679	CDY08782, CDY14579, CDY60357	CA05g13130
OG0006681	CDX69212, CDX75561	CA02g21800
OG0006682	CDY33556, CDX95963	CA11g03120, CA11g03110, CA11g03100
OG0006683	CDY35038, CDX67496, CDY44472	CA01g02200, CA01g02190
OG0006684	CDY71363, CDX92195, CDX95790, CDX78954, CDX99352	CA03g33040
OG0006685	CDX94135, CDY68978, CDX86736, CDX94474, CDY41284	CA01g03640
OG0006688	CDY00508	CA00g15280
OG0006688	CDX86558, CDY38887, CDY32607	CA11g12340
OG0006689	CDY56177, CDX98116	CA10g11790
OG0006690	CDY28674, CDY49055, CDY37520	CA11g08340, CA11g08330
OG0006692	CDY69131, CDY46423, CDY16215, CDY14709, CDY16214	CA11g05720
OG0006693	CDX69032, CDX75407, CDY49280, CDX72455	CA07g01520, CA09g18010
OG0006694	CDY35864, CDX92505, CDY42292	CA00g79040, CA09g16290, CA07g21650
OG0006695	CDY37186, CDY09337, CDY01439, CDY12803	CA02g14420
OG0006696	CDY39728, CDY44461, CDY34403, CDY25566	CA01g01750
OG0006697	CDY24343, CDY50620, CDY24348	CA04g05180, CA02g19950
OG0006698	CDY42587, CDY65600	CA00g00330, CA02g29900
OG0006699	CDY12415, CDY27147, CDY12304, CDY62302	CA01g29360
OG0006701	CDX84674, CDY53790, CDY37701, CDX79539, CDY15067	CA02g24990
OG0006702	CDY41161, CDX71803, CDY70752, CDX98419, CDX67830	CA05g10950
OG0006703	CDX86746, CDY13279, CDX86748, CDY47422, CDY52939	CA01g03440
OG0006705	CDY03483	CA02g05850, CA02g08300, CA11g12360, CA11g14000, CA04g16670, CA10g03930, CA03g14780
OG0006706	CDY23584, CDY23582, CDY34947, CDY24684, CDY05274	CA02g19890
OG0006707	CDY10544, CDY26092, CDY08255, CDY50020, CDY51075, CDY42376	CA07g20940
OG0006708	CDY38197, CDY08348, CDY65970	CA01g01600
OG0006709	CDY45620, CDY08759	CA02g24570
OG0006711	CDY44032, CDY50264, CDX72645	CA02g25280
OG0006712	CDY62521, CDY39668, CDY46064, CDX76851	CA02g26190
OG0006713	CDY57300, CDY10510, CDY63487	CA08g12980
OG0006714	CDX70883, CDX88883, CDY42281, CDY44930	CA09g15740
OG0006715	CDY15994, CDY26560	CA01g04220, CA03g16920
OG0006716	CDY20180, CDY70456	CA03g20650
OG0006717	CDY12842, CDY57435, CDY43571, CDY18656, CDX81320	CA02g25070
OG0006718	CDY27134, CDX97248, CDY62880	CA01g09130
OG0006719	CDX92168, CDX95815, CDY61286	CA06g17640, CA03g31060
OG0006720	CDY09274, CDY12278	CA00g65160, CA00g45260
OG0006721	CDX85594, CDX91045	CA02g29910, CA02g29920
OG0006722	CDY22068, CDY21902	CA12g16670, CA04g18480
OG0006724	CDY22868, CDY33863, CDY43925, CDX87840	CA00g91170
OG0006726	CDY08763	CA07g08080
OG0006726	CDX75681	CA04g17220
OG0006727	CDY61784, CDY07036, CDX93231, CDY20484	CA01g05820, CA01g05810
OG0006728	CDX80537, CDX88197, CDY05504, CDY05339	CA04g12840, CA04g12850
OG0006729	CDY23690, CDX86051, CDX99136, CDY23689, CDY23688	CA01g08610
OG0006731	CDX78916, CDY13045, CDY23114	CA01g30140, CA12g18680
OG0006732	CDY35233, CDY06858, CDX92901, CDY50931	CA06g18710, CA06g18720
OG0006733	CDY50890, CDY06364	CA02g01530, CA00g50500
OG0006734	CDX83344, CDY50916	CA12g21050
OG0006735	CDY43638, CDY03167, CDY37170	CA01g06860, CA01g33640
OG0006736	CDX72838, CDX96355	CA04g11080, CA12g04800
OG0006737	CDX72287, CDY13408, CDX68718, CDY28239, CDX72288	CA07g06790
OG0006738	CDY51073, CDY50018, CDY10540, CDY42378	CA07g20890
OG0006739	CDX73797, CDX77936, CDY24490	CA02g05360, CA02g22920
OG0006740	CDX86927	CA03g16150
OG0006740	CDY30691	CA03g16140, CA03g16390
OG0006741	CDY04780, CDY21393	CA08g15010
OG0006742	CDY48921, CDX71739	CA03g18370, CA06g07460
OG0006743	CDY16509, CDX77234	CA02g25740, CA08g17640
OG0006744	CDY04383, CDY04384, CDY47426	CA09g09090, CA01g33410
OG0006746	CDY13722, CDX83707, CDY03983, CDY66660, CDY00152	CA04g03410
OG0006748	CDY59088, CDY25807, CDY28466	CA11g07400
OG0006749	CDY47480, CDY26788, CDX71308	CA10g00210
OG0006750	CDY13706, CDX83683, CDY48357, CDY34154	CA02g30440
OG0006751	CDY54321, CDX83089, CDY68801, CDY08161	CA02g24690
OG0006752	CDY06334	CA03g08270, CA06g04980
OG0006754	CDY09289, CDY67801	CA01g31740, CA01g29370
OG0006755	CDY26535, CDY33298, CDY28998	CA02g21840
OG0006756	CDX81370, CDY57125	CA02g22740, CA06g04420, CA02g05250
OG0006757	CDY17000, CDY20899, CDY58086	CA02g00950, CA00g34780
OG0006758	CDY49061, CDY37514, CDX69565, CDX91030	CA02g29700
OG0006759	CDX89498, CDY25615	CA02g02550, CA02g24380
OG0006760	CDY26162, CDY19210, CDY45869, CDX73025, CDX96495	CA03g33730
OG0006761	CDX72987, CDX96474	CA04g19020
OG0006762	CDY33764, CDX81619	CA11g04270
OG0006763	CDY43578, CDY08720, CDY36494	CA02g25170, CA04g07730
OG0006764	CDY48055, CDY50731, CDY16197, CDY46436, CDY45005	CA11g04770
OG0006765	CDX99370, CDX78936, CDX98621, CDY01597	CA01g29290
OG0006766	CDY12287, CDY63075, CDY47693	CA07g04280, CA09g01860
OG0006767	CDY69776, CDY07827, CDY24363, CDY20810, CDY27708	CA02g20680
OG0006768	CDY45705, CDY53947	CA10g13880, CA05g08260, CA01g17720
OG0006769	CDY70340, CDY58326, CDX68962, CDX81937, CDY21655	CA12g15620
OG0006770	CDY02387, CDY12969	CA04g22000
OG0006771	CDY56535, CDY64873, CDX90523, CDY09693	CA02g02220
OG0006772	CDX89398, CDX94422	CA03g25670, CA03g25700
OG0006773	CDX81670, CDY33741, CDY45287, CDY41103	CA06g20950
OG0006774	CDY16258, CDX77711, CDY33492, CDY43458, CDY03177	CA01g07870
OG0006775	CDY18566, CDX95471, CDX84083, CDY44660	CA07g00480
OG0006776	CDY20823	CA12g14290
OG0006776	CDY72046, CDX90733	CA00g93110, CA12g14280
OG0006777	CDY41633, CDY72093, CDX69161, CDX75523	CA02g20560
OG0006778	CDX68938, CDX75323	CA08g03860
OG0006779	CDX88356, CDX87528	CA06g11730, CA00g18900, CA07g14970
OG0006780	CDX77021, CDY35326	CA00g85550, CA06g12610
OG0006781	CDX76736, CDX75302	CA12g18500
OG0006782	CDY12985, CDY02382	CA04g22310, CA12g17790
OG0006783	CDX96201, CDY14397, CDY19692, CDY38734, CDY47059	CA03g19200
OG0006784	CDX97400, CDY14267	CA03g19650
OG0006785	CDY00165, CDY20059	CA12g02990
OG0006786	CDY23912, CDY02409	CA04g19770, CA11g19700
OG0006787	CDY42357, CDX95197, CDY42356	CA05g01020, CA04g10470
OG0006788	CDX83755, CDX96655, CDY67982, CDY04330, CDX83746	CA04g20980
OG0006789	CDY70436, CDX83080	CA03g20410, CA06g08510
OG0006791	CDY43425, CDY66396	CA02g21640, CA04g21610
OG0006792	CDY11783, CDX90095, CDY11788, CDX84921, CDY27621	CA04g17230
OG0006793	CDY20273, CDX83217, CDY21503	CA08g05000
OG0006794	CDY50838	CA06g10750, CA04g12530
OG0006795	CDY58368, CDY19117	CA12g19390
OG0006796	CDX88437, CDX87454, CDY14617, CDY26860, CDX79256	CA00g36590
OG0006797	CDY04672, CDY08177, CDY41788, CDX88372, CDX87516	CA06g11380
OG0006798	CDY51578, CDX75124, CDY05035, CDX90703	CA12g03660
OG0006799	CDY51575, CDX75121, CDX90707, CDY05041	CA04g15680
OG0006800	CDY14385, CDY35643, CDY54345, CDY47070, CDY14551	CA03g19860
OG0006801	CDX91292, CDY21897, CDY22061, CDX90931, CDY18012	CA00g43100
OG0006802	CDX73201, CDX87662, CDY39060, CDY13532	CA04g18050
OG0006803	CDX81890, CDY59656, CDY19233, CDY26739, CDY68377	CA03g29780
OG0006804	CDY71885, CDY51340, CDX87642, CDX73228	CA11g00240
OG0006805	CDY29390, CDY29391, CDY39347, CDY62587, CDX83740	CA12g17680
OG0006806	CDX87462, CDY70385, CDY52792, CDY67138, CDX88429	CA04g15520
OG0006807	CDY00395, CDY01319, CDY38817, CDX96580, CDY04659, CDY08189	CA04g11530
OG0006808	CDX75496, CDY31861, CDY01351	CA04g23350, CA12g18250
OG0006809	CDY71201, CDY14784, CDY23834, CDX79922	CA04g08310, CA08g10990
OG0006810	CDY29532, CDX87635	CA08g03740, CA04g22450, CA01g14230
OG0006811	CDY11807, CDY11797, CDX90089, CDY11798	CA04g17740
OG0006812	CDY24319, CDY10295, CDY10663, CDY55261, CDY34238	CA01g11790
OG0006813	CDX71534, CDY22373, CDY02428	CA00g71960
OG0006814	CDX88390, CDX99409, CDX87501	CA04g09390, CA12g19200, CA00g88000
OG0006815	CDY71194, CDY19652, CDY49450, CDY27033, CDX96182	CA03g19970
OG0006816	CDX76377, CDY27450, CDX79153, CDX82939, CDX94524, CDY16705	CA05g17860
OG0006817	CDX86957, CDY00226	CA02g24520
OG0006818	CDY66999, CDY03931, CDY65033, CDX90097, CDY11778	CA04g17240
OG0006819	CDX96172, CDY27036, CDY19649, CDY50497, CDY29864, CDY68387	CA03g19940
OG0006820	CDY65376, CDY45266, CDX83182, CDY21451	CA04g16100, CA12g15570
OG0006821	CDX87507, CDX68045, CDX79232, CDX88384	CA04g08690, CA04g08680
OG0006822	CDY03781, CDY68459	CA07g11340
OG0006823	CDY39127, CDY49135	CA07g07760, CA07g07770
OG0006824	CDY24203, CDY43362	CA07g20580
OG0006825	CDY26569, CDY16009, CDY30086, CDX98057, CDY68810	CA01g33400
OG0006828	CDX84023, CDY68911, CDY69105, CDY45269	CA05g06680
OG0006830	CDY34045, CDX83168	CA11g08660, CA03g25360
OG0006831	CDY40944, CDY70168	CA04g12830
OG0006832	CDY58704	CA09g01170
OG0006832	CDY41861, CDX93642, CDY20939	CA09g01180
OG0006833	CDY33935, CDY05648, CDX85384, CDX86262	CA12g20890
OG0006834	CDY46026, CDY45397, CDY72658	CA06g19450, CA03g27490
OG0006835	CDY23248, CDY55614	CA09g18270, CA01g32030
OG0006836	CDY23708, CDY02202, CDY62677	CA03g29260
OG0006837	CDY39935, CDX95296	CA11g02010
OG0006838	CDY68135, CDY39142, CDY70741, CDY01405, CDY12860	CA07g06430
OG0006839	CDY71220, CDX68148, CDY48408, CDY31788	CA06g26110
OG0006840	CDY15589, CDX86513, CDY06228, CDY09955	CA07g01190
OG0006841	CDY22415, CDX90286, CDY12093, CDX72742	CA02g21390
OG0006842	CDY09724, CDY09726, CDY38155, CDX90552	CA12g21360
OG0006843	CDX90487, CDY09643, CDY42960, CDY35597	CA01g07040
OG0006844	CDY00304, CDY61346, CDY70794	CA06g19150, CA00g80730
OG0006845	CDY33294, CDY29003, CDX90662, CDX73747, CDX77977	CA02g05870
OG0006846	CDX87278, CDY16747, CDY00350, CDX72055, CDX84380	CA03g26600
OG0006847	CDY68781, CDY24082, CDY72278, CDY25835	CA08g10950
OG0006848	CDY49601, CDX85412, CDX86232, CDY00028	CA05g16180
OG0006849	CDX91941, CDX74306, CDY45166, CDY03000	CA03g16660, CA02g30060
OG0006850	CDY51355, CDX97869, CDY02000, CDY45464, CDY02001	CA06g25160
OG0006851	CDY16550, CDX92447, CDX70936, CDY45076, CDY51840	CA07g06370
OG0006852	CDY13693, CDY28482	CA02g30590, CA06g16960
OG0006853	CDY09655, CDY09651, CDX90491, CDY42956, CDY35604	CA01g06460
OG0006854	CDY06049, CDY53697, CDX71963, CDX98276	CA01g06470
OG0006855	CDY48716	CA06g14600, CA07g02700, CA09g18500
OG0006856	CDY11860, CDY58848, CDY68551, CDX88631, CDY25898	CA07g00390
OG0006857	CDY26876, CDY14594, CDX88465, CDX87441	CA01g17810, CA02g09670
OG0006858	CDY53643, CDY50846, CDY32273, CDY40519	CA04g21930
OG0006859	CDY02581, CDY47200	CA01g24020
OG0006860	CDY20694, CDY69709, CDY11886, CDX88606	CA00g69640
OG0006861	CDY54384, CDY38258, CDY11888, CDX88604	CA00g74200
OG0006862	CDX93825, CDY66059, CDX84071, CDY71732	CA00g77840
OG0006863	CDY48138, CDX84395, CDY41513	CA06g20240, CA03g24280
OG0006864	CDY20698, CDY61661, CDX69773, CDX85722	CA01g16850, CA02g03960
OG0006865	CDX84354, CDY00327, CDY56743, CDY16759, CDY72206	CA03g28450
OG0006866	CDY45108, CDY45109, CDX88861, CDX70910	CA00g88560, CA00g88570
OG0006867	CDX87210, CDY02151, CDY64140	CA03g29830
OG0006868	CDY16547, CDX92450, CDX70933, CDX70934, CDY51842	CA12g01050
OG0006869	CDX88634, CDY68130, CDY02755	CA06g00050, CA07g00230
OG0006870	CDY38089, CDX85488, CDX69423, CDY16982	CA09g02330, CA03g21710
OG0006871	CDY67600, CDX82225, CDY32395, CDY19593, CDY06391	CA11g12820
OG0006872	CDX94148, CDX98785, CDX94149	CA01g34050, CA01g03200
OG0006873	CDX76790, CDY71362, CDY68285, CDY66833, CDY34753	CA01g10060
OG0006874	CDY71380, CDY41257, CDY13278, CDY47421, CDY67165	CA01g03420
OG0006875	CDY43585, CDY37844, CDY08733, CDY36508, CDY18668	CA02g25370
OG0006877	CDY19636, CDY65221	CA07g19170, CA00g83060
OG0006879	CDY18627, CDX81351, CDY12789, CDY01451	CA02g01640
OG0006880	CDY67806, CDY66208, CDY65783, CDY70799	CA00g93410, CA09g10740
OG0006881	CDX90538, CDY09708, CDY34440, CDY32226	CA01g15930
OG0006882	CDX98973, CDX70051	CA12g17580, CA03g29840
OG0006883	CDX72566, CDY47044	CA00g92500, CA04g05570, CA03g25610
OG0006884	CDY59489, CDY07765, CDY18421, CDX93345	CA09g05690
OG0006885	CDY52583, CDY30299, CDY49158, CDY49301, CDY49535	CA07g07340
OG0006886	CDX92117, CDX95876	CA01g18980, CA00g95050
OG0006888	CDY02774, CDY32742	CA09g18220
OG0006889	CDY06563, CDY20754, CDY28645, CDY17352	CA07g20340
OG0006890	CDY12791, CDX89576, CDY38947	CA02g26010
OG0006891	CDY54887, CDY10234, CDY09948	CA09g10640
OG0006892	CDX98707, CDX94057, CDX82864	CA02g18130
OG0006893	CDY00966, CDY08582, CDX98809, CDX70178, CDY58304	CA08g09770
OG0006895	CDY45666, CDY17334, CDY20758, CDY06571	CA04g21150, CA02g21860
OG0006896	CDY65402, CDY53983, CDY52493, CDY32901, CDY38265	CA07g04500
OG0006897	CDY37205, CDX81441, CDX81440	CA07g04090
OG0006898	CDY63734, CDY19547, CDY03279	CA12g00980, CA05g01520
OG0006899	CDX77136, CDY30529	CA08g06390
OG0006899	CDX71417, CDY04512	CA07g04990
OG0006901	CDX76378, CDY27449, CDX94096, CDX98747, CDX79150	CA12g01230
OG0006902	CDY39851, CDY31354, CDY41530, CDX84435	CA11g04090
OG0006903	CDY33905	CA12g21230, CA01g16000
OG0006904	CDY31209, CDY21007, CDY49799, CDX97980	CA02g18280
OG0006905	CDX95578, CDX83451, CDY29048, CDY23410, CDY30448	CA05g06670
OG0006906	CDY23288, CDY05003, CDY30185, CDY30186, CDY46714	CA07g04560
OG0006907	CDY17284, CDY19872, CDY18393, CDY54412, CDY18394	CA03g13780
OG0006908	CDY30787, CDX71495, CDY45207	CA05g09280
OG0006909	CDY34931, CDX74082, CDY08035	CA01g16740
OG0006910	CDX73898, CDY08559, CDY00985	CA00g57650, CA06g09410
OG0006911	CDX72255, CDY39221, CDX68673, CDY28196	CA07g01890, CA09g18280
OG0006913	CDX93101, CDY50413, CDY68222, CDX81429	CA00g70370, CA00g70360
OG0006916	CDX90589, CDY09761, CDY09066, CDY22739	CA01g23700
OG0006917	CDY37768, CDY21449	CA11g08000, CA08g13510
OG0006918	CDX98086, CDY30046	CA07g10490, CA02g18740
OG0006919	CDX89425, CDX92691	CA02g12680, CA02g12660, CA07g07550, CA02g12520, CA02g12510
OG0006920	CDX95558, CDX95557, CDY18495	CA03g33100, CA03g33090, CA08g08330
OG0006921	CDY66504, CDX77534, CDX85076	CA04g00550
OG0006922	CDY07439, CDY16381, CDX91531	CA03g34560, CA06g16800
OG0006923	CDX71257	CA05g07900, CA00g98160, CA09g14620
OG0006924	CDY14310, CDX94353, CDY14209, CDY43508, CDY06804	CA09g16690
OG0006925	CDX88083, CDX80421	CA03g19590
OG0006926	CDX83051, CDX68500, CDX83050	CA12g08190, CA01g15850
OG0006927	CDX90741, CDY60297, CDY71878, CDY65347, CDY65346	CA01g22590
OG0006928	CDX99942, CDX98569, CDX98573, CDX92358, CDX92363, CDX99937, CDY34455, CDX98575	CA07g09960
OG0006929	CDX88068, CDX80406, CDY05906, CDY08112	CA03g25770, CA06g05820
OG0006930	CDY22102, CDY21941, CDX97298	CA06g27590, CA03g09140, CA00g92530
OG0006931	CDY40263, CDY20576, CDY58393, CDY16187	CA04g18750, CA01g22430
OG0006932	CDY58408, CDX69601	CA02g30860, CA02g30850
OG0006933	CDY34290, CDY03442, CDY24840, CDX92642	CA04g16120
OG0006934	CDY19421, CDX98037, CDY66539, CDY21070, CDX71966	CA03g22680
OG0006935	CDY52781, CDY22042, CDX85398, CDX86250	CA03g25020
OG0006936	CDY22510, CDY35424, CDX79950, CDY23867	CA10g21680
OG0006937	CDY28663	CA12g19370, CA02g02890, CA00g10940
OG0006938	CDX92008, CDX74240	CA07g10210
OG0006939	CDX79659	CA10g16700, CA02g11500
OG0006940	CDX72008, CDY06085, CDX88957	CA10g20660, CA03g11150
OG0006941	CDY21820, CDY48167, CDY39573, CDX77900	CA02g09010
OG0006942	CDX93516, CDX94990, CDX94995, CDX94996	CA08g13050, CA01g15640
OG0006943	CDX88756, CDY37996, CDY67995, CDY67373, CDY60371	CA05g19920
OG0006944	CDY65984, CDX73227, CDX87643	CA04g22290
OG0006946	CDY43589, CDY69809, CDY69544, CDX71530	CA12g16770
OG0006948	CDX83333, CDX95719, CDX80096, CDY37796, CDX83334	CA01g23250
OG0006949	CDY05573, CDY25034	CA08g09920
OG0006950	CDY47153, CDY12466, CDY49421, CDY12771	CA03g05380
OG0006952	CDX99974, CDY19732	CA03g08360, CA00g15970
OG0006954	CDY08064, CDY58342	CA03g09420, CA01g24300
OG0006955	CDX67483, CDY11733, CDY48962, CDY68496	CA02g31040
OG0006956	CDY39891, CDY23330, CDY71836, CDX97092, CDX85720	CA06g14200
OG0006957	CDY70013, CDX90021, CDY70012	CA00g64680, CA05g11860, CA12g09670
OG0006958	CDX93948, CDX89160, CDY11463, CDX76676	CA12g12790
OG0006959	CDY20293, CDY46135	CA07g02330
OG0006959	CDY28234	CA09g00040
OG0006960	CDY60192, CDY40532	CA12g17080, CA04g20290
OG0006961	CDY37453, CDY01309, CDY32487, CDX86692, CDY15447	CA03g08300
OG0006962	CDY47953, CDY12580	CA04g21450, CA04g17090
OG0006964	CDX74190, CDX94329, CDY30578, CDX92069, CDY49338	CA05g19290
OG0006966	CDX82526, CDX82527	CA04g14640
OG0006967	CDX82002, CDY13836, CDX99612, CDY15911	CA08g18850
OG0006968	CDY22020, CDY07104	CA01g22340
OG0006969	CDY37025, CDY27396, CDX83410, CDX95625, CDX83409	CA00g32420
OG0006970	CDX86443, CDX86439, CDX85193, CDY69723	CA02g28980
OG0006971	CDY41330, CDY56714, CDY00915, CDY08617	CA10g20000
OG0006972	CDY67589, CDX91190, CDX70425, CDX78447	CA10g16330, CA08g05330
OG0006974	CDX87622, CDX73250, CDY31477, CDY29524	CA12g18110
OG0006975	CDY02582, CDY17046, CDY40847, CDY43848, CDY25659	CA04g18420
OG0006976	CDY17833, CDY17016, CDY06735	CA04g19060, CA12g16960
OG0006977	CDY21112, CDY30016, CDX74172, CDY40671	CA08g10160
OG0006978	CDY61770, CDY35259, CDX70251, CDY41390, CDY41391	CA10g18420
OG0006979	CDY14823, CDY47962, CDX71990, CDY06072, CDX71991	CA03g10290
OG0006980	CDY52614, CDY50559, CDY08440, CDY42141	CA03g02330
OG0006981	CDX68963, CDX68967, CDX75344, CDY69431, CDY45035	CA04g19370
OG0006982	CDY50208, CDY69066	CA12g09100
OG0006983	CDY34265, CDY03476, CDY10993, CDX92622	CA00g84760
OG0006984	CDX79669, CDX84566	CA09g00730, CA10g16570
OG0006985	CDX78566, CDX70548, CDY57894, CDX69596	CA02g30640
OG0006986	CDY13650, CDX83636, CDY28535, CDY48980	CA02g31390, CA01g18680
OG0006987	CDY35405, CDY22534, CDY23835, CDX79923	CA10g19670
OG0006988	CDX81511	CA11g00670
OG0006988	CDY31109	CA08g12520
OG0006989	CDY06904, CDY14789	CA05g01100, CA10g19590
OG0006991	CDY52398, CDY13680	CA08g03030, CA02g30800, CA02g09360
OG0006992	CDX78444, CDX70421, CDY61439, CDX69732, CDX97144	CA00g78490
OG0006993	CDY44368, CDY04883, CDY38419	CA09g01910
OG0006994	CDY23656, CDY10615, CDY25676, CDY17811, CDY17001	CA04g20170
OG0006995	CDY29645, CDX94535, CDX97798, CDY47119, CDY47120	CA03g34570
OG0006996	CDY32484, CDY32483, CDY37456, CDY15269, CDX89937	CA03g08510
OG0006997	CDY69225, CDY23916, CDY02401	CA04g19570
OG0006998	CDY53270, CDX83623, CDY13639	CA06g23450, CA10g15710
OG0006999	CDY06955, CDY14751	CA08g09680
OG0007000	CDY48354, CDY34158, CDX83679, CDY13703, CDX83675	CA02g30480
OG0007001	CDX75028, CDY13320	CA10g16010, CA09g01670
OG0007002	CDY19717, CDX99989, CDX86168, CDX80661	CA08g11610, CA08g11620
OG0007003	CDX67863, CDY25075, CDY03160, CDX71706, CDY11380	CA00g64750
OG0007004	CDY01092, CDX73837, CDY00755, CDY01091, CDY01084	CA03g13080
OG0007005	CDX94973, CDY64753	CA00g62040
OG0007006	CDX89846, CDY18203, CDY07302, CDY15486, CDX86653	CA09g06950
OG0007008	CDY65898, CDY29510, CDY71351, CDY03322	CA10g20100
OG0007009	CDX87024, CDY68751, CDX80603, CDY25008	CA03g08030
OG0007010	CDX90098, CDY11777, CDX84919, CDX84920, CDY27624	CA01g25010
OG0007011	CDY09209, CDX86014, CDY53841	CA11g19250, CA06g08540
OG0007012	CDY28644, CDY17353, CDY66690, CDY36758, CDY06562, CDY20753	CA07g20360
OG0007013	CDY57864, CDY24918, CDY24917, CDY28349, CDY34968	CA01g18240
OG0007015	CDY59874, CDY04172, CDY48076, CDY51605	CA03g28560
OG0007016	CDY02573, CDY47206, CDY68209, CDX92546	CA01g24580
OG0007017	CDY01662, CDX74523	CA02g23350, CA02g23360
OG0007018	CDY06657, CDY09962, CDY06222	CA10g15660, CA07g07930
OG0007019	CDX88457, CDX87449, CDY11656, CDY14608, CDY26869	CA07g16660
OG0007020	CDY36755, CDY66686	CA03g11980, CA03g11990, CA04g17520
OG0007022	CDX97084, CDX69781, CDX75224, CDX68821, CDY61387	CA00g68110
OG0007023	CDX90634, CDY29046, CDX78039, CDX73692	CA06g03720
OG0007025	CDX73180, CDY47512, CDY13562, CDY22398, CDX72722	CA10g07270
OG0007026	CDY31168	CA04g13480
OG0007027	CDX92814, CDY42728	CA10g01080, CA07g20620
OG0007028	CDX70147, CDX98846, CDY04953, CDY14111, CDY04954	CA06g07000
OG0007029	CDX85465, CDY02720, CDY02718	CA02g20340
OG0007030	CDY08793, CDY14563	CA00g62260, CA12g03090
OG0007032	CDX88827, CDX70958, CDY16590, CDX92415	CA12g04870
OG0007033	CDX73593	CA09g01230, CA10g16360
OG0007034	CDY02282, CDX89670, CDX71234, CDX89669	CA00g41330
OG0007035	CDY41876	CA01g28290
OG0007035	CDX87479	CA08g15650
OG0007036	CDX95879, CDY39013	CA12g08200, CA01g15840
OG0007037	CDX91656, CDY27062, CDY27824	CA08g09880
OG0007038	CDY36765, CDY11978, CDY28638, CDY17358	CA00g26980
OG0007039	CDY16592, CDX92413, CDY09094	CA11g15280, CA01g13550
OG0007040	CDX84305, CDY17261, CDX84640, CDX79567	CA01g34170
OG0007041	CDY51134	CA06g24060
OG0007041	CDY38417, CDX70148, CDX98845	CA06g23420
OG0007042	CDY30376, CDY14867, CDY55500	CA09g14500, CA07g06660
OG0007043	CDY16701, CDY67787	CA01g21760
OG0007044	CDY05273, CDY23583, CDY24685, CDX74099, CDY08044	CA03g12560
OG0007045	CDX93072, CDX93073, CDY50038	CA07g10930, CA09g14010
OG0007046	CDY34497, CDY55750, CDX84769, CDY23929	CA00g52480, CA12g09230
OG0007047	CDX82028, CDY15896, CDY13819	CA01g19610, CA10g08130
OG0007048	CDY44916, CDY65062, CDX92534, CDY13995	CA10g19000
OG0007049	CDY31068, CDY20676, CDX94953, CDX93484	CA09g04190, CA04g16080
OG0007050	CDX76626, CDY11413, CDX83337, CDX95715	CA01g22420
OG0007051	CDY11325, CDX80962, CDY04956, CDY14109	CA05g03170, CA08g07170
OG0007052	CDX74630, CDY37638	CA07g09520, CA05g09910, CA05g09900
OG0007053	CDY02440, CDY66392, CDY26102	CA03g35210
OG0007055	CDX88404, CDX87487	CA04g15140, CA12g10670, CA00g90770
OG0007056	CDY54442, CDY16421, CDY39273, CDY07461	CA04g04190, CA04g04200
OG0007057	CDY58744, CDY39510, CDY71787, CDY37400, CDY66181	CA09g14600
OG0007058	CDY49068, CDX67420	CA02g26980
OG0007059	CDX99941, CDX92362, CDX99938, CDX92359, CDY34456	CA09g10710
OG0007059	CDX98574	CA12g08290
OG0007060	CDX67861, CDY25073, CDX71707, CDY11379	CA08g08540, CA10g10360
OG0007061	CDY58563, CDX88668, CDY02810, CDY32994, CDY43864	CA01g06680
OG0007062	CDY19720, CDX99985, CDY25036, CDY05575	CA00g43930
OG0007064	CDY26314, CDY26725, CDX99854, CDX99855, CDX90214, CDY71411	CA02g12200
OG0007065	CDY49939, CDY21210, CDY50700, CDY43127	CA04g07990, CA02g24170
OG0007067	CDX84287	CA02g15060, CA02g15040, CA02g15050, CA02g15000
OG0007068	CDY20612, CDY20962, CDY34877, CDY54228, CDY37962, CDX93397	CA11g08190
OG0007069	CDY18907, CDX74759, CDY53892, CDX90063, CDY15147	CA01g19270
OG0007070	CDX83403, CDX95628, CDY18945, CDX74714	CA08g14170
OG0007071	CDX94407, CDX89389, CDX94408, CDX89390, CDY38283, CDY25924	CA07g06040
OG0007072	CDY15119, CDX93032	CA12g22060, CA09g10110, CA03g10750, CA09g10120
OG0007075	CDY62566, CDX86819, CDY40350, CDX80816, CDY55558	CA09g05220
OG0007076	CDY09776	CA03g31040
OG0007077	CDX82257, CDY36050, CDY25400, CDY29805	CA03g36530
OG0007080	CDY29811, CDY25404, CDY36048, CDX82255, CDY29807	CA06g15520
OG0007081	CDY18893, CDX74771	CA08g07160
OG0007082	CDY50692, CDY43132, CDY50691	CA12g04390, CA12g04400
OG0007083	CDY55122, CDY41619, CDY44695	CA09g05070
OG0007084	CDX76518, CDY01549, CDY68706, CDX99459, CDX78869	CA08g14980
OG0007086	CDY04367, CDY31801, CDY53145, CDY29168, CDY39921	CA08g15000
OG0007087	CDY25768, CDY04744, CDY21415	CA00g57530
OG0007088	CDX88489, CDX87424, CDY57944, CDX79274	CA06g15540
OG0007089	CDX95542, CDY51934, CDX75960, CDY40602, CDY18510, CDX93689	CA03g32890
OG0007090	CDY35231, CDY16690, CDX94534	CA12g00940, CA05g01470
